conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"Arterburn, Nate",,,,45,45,157,29,42,30,7,2,0,11,0,7,28,9,5,2,2,7,0,0,0,3,0,3,0,0.330,53,184,7,.714,.268,.338,56,132,17,0,0,0,0,15,0,205,.917,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,37,55,"13,57",0.23,13,57,"26,78",0.33,26,78,"20,58",0.34,20,58,"11,25",0.44,11,25,0,0,0,0,"5,31","15,22","53,95",107,0,0,0,0,0,0,0,25,37,0,,,,,,,,
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"Griffith, Charlie",,,,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,3,6,0,0,0,4,3,0,0,9,1.000,7,.571,37,1,8,4,1,0,0,0,0,0,40.1,28,27,27,40,7,1,3,6.02,152,188,6,6,0,0,3,0,1,13,.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,43,2,"4,8","4,12","2,9",0,"1,7"
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"Barnes, Zach",,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,7,0,0,0,1,0,1,0,7,1.000,1,1.000,38,1,0,3,2,3,0,0,0,0,30.0,33,31,6,32,10,1,2,9.30,124,144,5,8,0,1,5,0,0,8,.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,38,0,"1,1","1,2","2,4",0,"0,1"
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"Stankowski, Archer",,,,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,3,5,0,0,0,4,3,1,0,8,1.000,7,.571,52,1,3,6,1,0,0,0,0,0,47.0,28,26,23,38,8,0,1,4.98,179,214,10,8,0,3,1,0,0,17,.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,50,0,"1,1","3,6","1,3",0,"0,1"
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"Brewer, Jackson",,,,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,1,0,0,0,3,0,0,0,2,1.000,3,1.000,13,1,1,0,0,0,0,0,0,0,13.2,11,11,15,13,2,0,1,7.24,50,70,5,1,1,1,3,0,0,3,.260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,"8,13","1,3","1,1",0,"3,15"
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"Brotherston, Ross",,,,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,1,0,.000,.000,.000,3,0,0,0,0,0,0,0,0,3,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,1",0,0,1,0,0,0,,,,,,,,
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"Colgrove, Eric",,,,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,2,4,1,0,0,3,1,0,0,7,.857,4,.750,28,1,5,1,1,0,0,0,0,0,25.2,26,23,13,22,3,1,3,8.06,103,127,2,9,0,1,1,0,0,5,.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,1,"2,2","3,8","1,3",0,"1,2"
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"Dickie, Charlie",,,,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,1,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,1",0,0,0,0,3,0,0,0,0,0,0,,,,,,,,
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"Donahue, Sean",,,,21,10,40,10,11,5,4,0,0,5,0,0,11,5,5,1,1,0,0,0,0,0,0,0,0,0.356,15,46,6,.833,.275,.375,67,5,1,1,1,11,2,1,0,73,.986,13,.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,9,10,"5,17",0.29,5,17,"8,24",0.33,8,24,"4,16",0.25,4,16,"1,8",0.13,1,8,0,0,0,0,"2,8","0,2","11,26",1,0,0,0,8,0,0,0,2,11,0,,,,,,,,
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"Downs, Thomas",,,,5,0,7,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.375,2,8,0,.000,.286,.286,8,0,0,0,0,0,0,1,0,8,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,"1,3",0.33,1,3,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,"0,1","1,3",0,0,0,0,3,0,0,0,0,0,0,,,,,,,,
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"Smith, Fitz",,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,0,1,0,0,0,0,0,0,0,0,0.2,1,1,3,0,0,0,0,13.50,1,5,1,1,0,0,0,0,0,0,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1,1","0,1",0,0,0
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"Gearding, Kyle",,,,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,4,1,0,0,0,0.000,5,.800,30,1,4,0,3,0,0,0,0,0,14.1,26,14,8,12,4,0,0,8.79,72,86,2,4,0,2,0,0,0,4,.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,"1,2","4,5","3,4",0,"1,3"
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"Gelle, Calvin",,,,9,4,14,0,1,1,0,0,0,1,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0.133,1,15,1,.000,.071,.071,3,9,1,0,0,0,0,0,0,13,.923,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,5,"0,6",0,0,6,"1,9",0.11,1,9,"1,7",0.14,1,7,"1,3",0.33,1,3,0,0,0,0,"1,4","0,1","2,9",0,0,0,0,"0,1",0,0,1,0,7,0,,,,,,,,
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"Gondy, Karthik",,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,1,0,0,2,1,0,0,2,.500,3,.667,8,1,0,0,0,1,0,0,0,0,7.2,8,8,6,5,0,0,0,9.39,24,39,1,3,0,5,1,0,0,2,.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,"2,5","7,17","3,4",0,"1,8"
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"Hughes, Cody",,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,1,0,0,0,0,0.000,1,1.000,5,1,0,0,0,0,0,0,0,0,4.2,7,7,7,5,1,0,0,13.50,19,28,0,2,1,0,0,0,0,2,.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,"3,6","3,11","1,2",0,"1,5"
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"McGowan, Austin",,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,1,0,0,1,1,0,0,1,.000,2,.500,10,1,0,1,1,0,0,0,0,0,8.1,8,8,7,6,1,1,2,8.64,33,44,0,4,0,0,0,0,0,2,.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,"3,8","6,21","3,10",0,"3,12"
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"Montemore, Jacob",,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,1,1,0,0,0,0,0,0,0,0,0.0,1,1,2,0,1,0,0,99.00,1,3,1,0,0,0,0,0,0,0,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,1","1,1",0,"1,1"
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"Moonan, Tommy",,,,4,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,2,1,0,.000,1.000,2.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,1",1.00,1,1,0,0,0,,,,,,,,
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"Nemec, Mason",,,,13,7,27,5,8,8,3,0,0,6,0,1,5,1,0,1,0,0,0,0,0,1,0,1,0,0.441,11,34,1,.000,.296,.407,24,2,0,0,0,0,0,1,0,26,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,6,8,"3,10",0.30,3,10,"5,14",0.36,5,14,"3,9",0.33,3,9,"0,2",0,0,2,0,0,0,0,"4,8","3,3","9,15",1,0,0,0,1,0,0,0,1,6,0,,,,,,,,
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"Miller, Oliver",,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,2,6,2,0,0,2,1,2,0,10,.800,3,.667,26,1,0,3,2,1,0,0,0,0,32.1,15,14,17,35,3,0,1,3.90,115,142,3,6,0,3,1,0,0,9,.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,33,0,"0,2","2,5","1,2",0,"2,4"
uaa,University Athletic Association (UAA),2025-26,baseball,Case Western Reserve,"Ortiz, Armand",,,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,0,0,0,0,2,0,0,0,1,1.000,2,1.000,5,1,1,0,1,0,0,0,0,0,1.1,3,3,2,2,1,0,0,20.25,9,13,2,2,1,0,0,0,0,1,.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"1,3","4,6","1,1",0,"0,1"
