conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,z_hitting_stats_hits,z_hitting_stats_runs,z_hitting_stats_runs_batted_in,z_hitting_stats_home_runs,z_hitting_stats_stolen_bases,z_hitting_stats_strikeouts,composite_score,rank,rating
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,softball,Concordia Wisconsin,Pozezinski Jess,,,,41,40,132,49,57,40,17,3,13,23,0,2,11,5,4,0,0,2,0,0,0,0,0,1,0,0.516,119,159,4,1.0,0.432,0.902,72,58,16,0,0,0,0,4,0,146,0.89,0,0.0,4,2,19,43,"13,38",0.34,13,38,"27,64",0.42,27,64,"19,37",0.51,19,37,"6,8",0.75,6,8,0,0,0,0,"33,56","4,8","40,69",1,0.0,0,0,"1,1",1.0,1,1,8,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6141770577455556,4.092106374893011,3.40610041006128,8.522432845731878,0.5219509646579167,0.7944506925710467,11.212407173536786,1,99
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,softball,Benedictine,"Barnes,Haley",,,,45,45,134,29,51,41,15,0,9,19,0,6,7,3,5,1,1,3,0,0,0,0,0,0,0,0.469,93,163,6,0.833,0.381,0.694,26,46,7,0,0,0,0,1,0,79,0.911,0,0.0,6,3,27,47,"15,49",0.31,15,49,"33,82",0.4,33,82,"25,60",0.42,25,60,"7,14",0.5,7,14,0,0,0,0,"12,25","13,16","58,93",78,0.0,0,0,0,0.0,0,0,16,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2484203759788386,2.074206150257946,3.510623388394184,5.787490628157466,0.7775667609358853,0.17682131402051515,8.53425792391388,2,96
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,softball,Concordia Wisconsin,Bloyer Megan,,,,44,44,144,31,57,42,16,1,7,9,0,0,6,1,1,0,1,5,0,0,0,0,0,2,0,0.418,96,159,1,1.0,0.396,0.667,159,21,0,1,0,21,12,1,0,180,1.0,33,0.636,3,11,22,59,"19,58",0.33,19,58,"36,91",0.4,36,91,"21,52",0.4,21,52,"3,10",0.3,3,10,0,0,0,0,"9,18","9,8","58,101",52,0.0,0,0,0,0.0,0,0,12,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6141770577455556,2.2759961727214524,3.6151463667270884,4.42001951937026,-0.2448964241759893,0.022413969382882242,7.664054466201976,3,94
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,softball,Dominican,Isabella Olmos,,,,42,42,140,39,50,24,7,3,4,11,0,2,23,10,28,0,3,1,0,0,0,0,0,1,0,0.409,75,157,28,1.0,0.357,0.536,87,50,6,0,0,0,0,4,0,143,0.958,0,0.0,7,5,34,30,"12,53",0.23,12,53,"19,78",0.24,19,78,"12,53",0.23,12,53,"6,16",0.38,6,16,0,0,0,0,"26,40","7,12","39,87",48,0.0,0,0,0,0.0,0,0,11,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1874609290177194,3.083156262575478,1.733732756734815,2.36881285618945,6.656730075329165,2.6473388282226415,6.711698972768548,4,93
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,softball,Concordia Wisconsin,Freeze Jasmine,,,,39,39,109,27,39,35,12,1,8,10,0,0,20,5,1,0,0,3,0,0,0,0,0,0,0,0.402,77,122,1,1.0,0.358,0.706,2,13,1,0,0,11,5,0,0,16,0.938,16,0.688,5,2,21,25,"19,41",0.46,19,41,"24,64",0.38,24,64,"18,46",0.39,18,46,"5,10",0.5,5,10,0,0,0,0,"9,27","4,5","34,68",10,0.0,0,0,56,0.0,0,0,6,25,0,78.0,1.0,14.0,9.0,2.0,0.0,4.0,3.0,0.0,0.0,65.1,40.0,32.0,21.0,39.0,11.0,1.0,2.0,3.43,257.0,296.0,4.0,5.0,0.0,3.0,10.0,0.0,0.0,20.0,0.304,77.0,69.0,0.0,"4,6","5,17","3,6",0.0,"4,8",1.5169070124454052,1.8724161277944396,2.8834855183967596,5.103755073763863,-0.2448964241759893,2.184116794309743,6.451538235143034,5,92
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,softball,Edgewood,Hebert Olivia,,,,40,40,127,31,55,31,21,3,5,11,0,0,10,4,7,2,1,1,0,0,0,1,1,2,0,0.475,97,140,9,0.778,0.433,0.764,149,27,8,2,0,52,12,2,0,184,0.957,64,0.813,4,5,20,41,"15,42",0.36,15,42,"40,76",0.53,40,76,"21,40",0.53,21,40,"7,12",0.58,7,12,0,0,0,0,"12,25","8,9","48,80",1,0.0,0,0,0,0.0,0,0,4,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4922581638233168,2.2759961727214524,2.4653936050651435,3.0525484105830536,1.2887983534918226,0.6400433479334139,6.280404254290659,6,91
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,softball,Benedictine,"Bruno,Morgan",,,,45,45,149,47,57,25,9,0,0,20,0,1,6,4,32,1,1,2,0,0,0,0,0,1,0,0.453,66,173,33,0.97,0.383,0.443,210,14,1,1,0,42,5,2,0,225,0.996,47,0.894,5,7,38,46,"22,43",0.51,22,43,"24,68",0.35,24,68,"23,52",0.44,23,52,"7,15",0.47,7,15,0,0,0,0,"35,63","12,15","43,77",26,0.0,0,0,0,0.0,0,0,9,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6141770577455556,3.890316352429504,1.838255735067719,-0.36612936138496166,7.679193260441039,0.022413969382882242,6.270570847946028,7,91
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,softball,Concordia Chicago,Mckyler Morris,,,,41,41,124,24,51,33,11,1,4,10,0,2,5,2,5,2,4,0,0,0,0,0,0,2,0,0.463,76,140,7,0.714,0.411,0.613,61,8,1,0,0,0,0,0,0,70,0.986,0,0.0,5,3,24,43,"19,53",0.36,19,53,"37,86",0.43,37,86,"26,54",0.48,26,54,"4,8",0.5,4,8,0,0,0,0,"6,15","4,6","55,95",78,0.0,0,0,0,0.0,0,0,10,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2484203759788386,1.56973109409918,2.6744395617309515,2.36881285618945,0.7775667609358853,-0.13199337525475066,5.499446102929876,8,90
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,softball,Benedictine,"Deutscher,Breanne",,,,45,45,135,40,49,28,10,3,1,7,0,2,4,0,18,1,5,2,0,0,0,1,0,3,0,0.397,68,151,19,0.947,0.363,0.504,69,91,11,0,0,0,0,4,0,171,0.936,0,0.0,8,10,37,43,"17,40",0.43,17,40,"29,79",0.37,29,79,"19,48",0.4,19,48,"4,13",0.31,4,13,0,0,0,0,"10,24","7,9","56,88",67,0.0,0,0,0,0.0,0,0,18,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1265014820565997,3.1840512738072313,2.151824670066431,0.3176061930086414,4.100572112549478,-0.2864007198923835,5.35039231364608,9,90
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,softball,MSOE,Alyssa Jacobson,,,,32,32,95,28,34,23,5,2,7,5,0,0,15,2,0,0,2,1,0,0,0,0,0,0,0,0.386,64,103,0,0.0,0.358,0.674,46,2,1,0,0,0,0,0,0,49,0.98,0,0.0,2,7,18,29,"9,30",0.3,9,30,"21,59",0.36,21,59,"14,37",0.38,14,37,"4,6",0.67,4,6,0,0,0,0,"4,13","5,7","35,65",77,0.0,0,0,0,0.0,0,0,9,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2121097776398078,1.9733111390261928,1.629209778401911,4.42001951937026,-0.5005122204539579,1.4120800711215782,5.155560172434187,10,89
