season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,fumblereturn_stats,fumble_stats,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,interception_return_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,defense_stats,scoring_stats,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,fumble_stats_number,fumble_stats_number_lost,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Gnerre,Nicholas",Nicholas,Gnerre,,30170,"Gnerre,Nicholas","GNERRE,NICHOLAS",Alfred St.,ASC,1447-3937,1,0,38,38,0,0,DB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Bigelow,Alex",Alex,Bigelow,,30170,"Bigelow,Alex","BIGELOW,ALEX",Alfred St.,ASC,1447-3957,1,0,39,39,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Valentino,Anthony",Anthony,Valentino,,30170,"Valentino,Anthony","VALENTINO,ANTHONY",Alfred St.,ASC,1447-2880,1,0,41,41,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Thompson,Demarii",Demarii,Thompson,,30170,"Thompson,Demarii","THOMPSON,DEMARII",Alfred St.,ASC,1447-3962,1,1,42,42,0,0,LB,0,,,,,,,,0,2,1,3,3,.5,.0,.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Martinez,Mateo",Mateo,Martinez,,30170,"Martinez,Mateo","MARTINEZ,MATEO",Alfred St.,ASC,1447-3929,1,0,43,43,0,0,LB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Grenier,Astryn",Astryn,Grenier,,30170,"Grenier,Astryn","GRENIER,ASTRYN",Alfred St.,ASC,1447-3958,1,0,44,44,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Ellis,Aaron",Aaron,Ellis,,30170,"Ellis,Aaron","ELLIS,AARON",Alfred St.,ASC,1447-2774,1,1,45,45,0,0,LB,0,,,,,,,,0,1,6,7,7,1.0,.0,.0,0,2,5,0.5,0,1,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Freeman,Jarod",Jarod,Freeman,,30170,"Freeman,Jarod","FREEMAN,JAROD",Alfred St.,ASC,1447-3948,1,0,46,46,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Downs,Aiden",Aiden,Downs,,30170,"Downs,Aiden","DOWNS,AIDEN",Alfred St.,ASC,1447-3981,1,0,49,49,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,688,0,2,57.3,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Heinz,Ryan",Ryan,Heinz,,30170,"Heinz,Ryan","HEINZ,RYAN",Alfred St.,ASC,1447-3111,1,1,50,50,0,0,LB,0,,,,,,,,0,3,0,3,3,1.0,.0,.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Driscoll,Brady",Brady,Driscoll,,30170,"Driscoll,Brady","DRISCOLL,BRADY",Alfred St.,ASC,1447-3115,1,0,51,51,0,0,DE,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Shanahan,Joshua",Joshua,Shanahan,,30170,"Shanahan,Joshua","SHANAHAN,JOSHUA",Alfred St.,ASC,1447-3959,1,0,52,52,0,0,LB,0,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Marasco,Dominic",Dominic,Marasco,,30170,"Marasco,Dominic","MARASCO,DOMINIC",Alfred St.,ASC,1447-3102,1,1,54,54,0,0,DL,0,,,,,,,,0,0,1,1,1,.5,.0,.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Karp,Caleb",Caleb,Karp,,30170,"Karp,Caleb","KARP,CALEB",Alfred St.,ASC,1447-2407,1,1,55,55,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Pratton,Thomas",Thomas,Pratton,,30170,"Pratton,Thomas","PRATTON,THOMAS",Alfred St.,ASC,1447-3085,1,1,57,57,0,0,DE,0,,,,,,,,0,1,3,4,4,2.0,.0,.0,1,2,7,1.5,1,1,6,1,0,0,1,0,0,0,0,1,,,,,,,,,,0,0,0,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Hornquist,Zackery",Zackery,Hornquist,,30170,"Hornquist,Zackery","HORNQUIST,ZACKERY",Alfred St.,ASC,1447-2703,1,0,58,58,0,0,LB,0,,,,,,,,0,3,0,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Smith,Alex",Alex,Smith,,30170,"Smith,Alex","SMITH,ALEX",Alfred St.,ASC,1447-3913,1,0,59,59,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Rule,Chase",Chase,Rule,,30170,"Rule,Chase","RULE,CHASE",Alfred St.,ASC,1447-3923,1,0,61,61,0,0,LB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Miles III,Ceon",Ceon,Miles III,,30170,"Miles III,Ceon","MILES III,CEON",Alfred St.,ASC,1447-3056,1,0,64,64,0,0,DE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Addotta,AJ",AJ,Addotta,,30170,"Addotta,AJ","ADDOTTA,AJ",Alfred St.,ASC,1447-2695,1,1,68,68,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Peoples,Roderick",Roderick,Peoples,,30170,"Peoples,Roderick","PEOPLES,RODERICK",Alfred St.,ASC,1447-3101,1,1,69,69,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Clar,Maxwell",Maxwell,Clar,,30170,"Clar,Maxwell","CLAR,MAXWELL",Alfred St.,ASC,1447-2396,1,1,71,71,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Fulton,Everett",Everett,Fulton,,30170,"Fulton,Everett","FULTON,EVERETT",Alfred St.,ASC,1447-3941,1,0,72,72,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Bieling,Owen",Owen,Bieling,,30170,"Bieling,Owen","BIELING,OWEN",Alfred St.,ASC,1447-3966,1,0,73,73,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Vega,Gabriel",Gabriel,Vega,,30170,"Vega,Gabriel","VEGA,GABRIEL",Alfred St.,ASC,1447-3925,1,0,74,74,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Hennessy,Maleek",Maleek,Hennessy,,30170,"Hennessy,Maleek","HENNESSY,MALEEK",Alfred St.,ASC,1447-3904,1,0,76,76,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Rynkevic,Adrian",Adrian,Rynkevic,,30170,"Rynkevic,Adrian","RYNKEVIC,ADRIAN",Alfred St.,ASC,1447-3089,1,1,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Denue,Cadyn",Cadyn,Denue,,30170,"Denue,Cadyn","DENUE,CADYN",Alfred St.,ASC,1447-3939,1,0,78,78,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Gamache Jr.,Chad",Chad,Gamache Jr.,,30170,"Gamache Jr.,Chad","GAMACHE JR.,CHAD",Alfred St.,ASC,1447-3946,1,0,87,87,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Rogers,Liam",Liam,Rogers,,30170,"Rogers,Liam","ROGERS,LIAM",Alfred St.,ASC,1447-2776,1,1,88,88,0,TE,0,0,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Heagney,Reed",Reed,Heagney,,30170,"Heagney,Reed","HEAGNEY,REED",Alfred St.,ASC,1447-3920,1,0,89,89,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Doiron,Virgil",Virgil,Doiron,,30170,"Doiron,Virgil","DOIRON,VIRGIL",Alfred St.,ASC,1447-3907,1,1,90,90,0,0,DL,0,,,,,,,,0,1,2,3,3,1.0,.0,.0,1,0,9,1,1,0,9,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Santiago,Julio",Julio,Santiago,,30170,"Santiago,Julio","SANTIAGO,JULIO",Alfred St.,ASC,1447-3967,1,0,92,92,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Monserrat,Jayden",Jayden,Monserrat,,30170,"Monserrat,Jayden","MONSERRAT,JAYDEN",Alfred St.,ASC,1447-3936,1,0,93,93,0,0,DL,0,,,,,,,,0,2,1,3,3,1.5,.0,.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Pierre,Giovani",Giovani,Pierre,,30170,"Pierre,Giovani","PIERRE,GIOVANI",Alfred St.,ASC,1447-3944,1,0,95,95,0,0,DL,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Olmstead,Tanner",Tanner,Olmstead,,30170,"Olmstead,Tanner","OLMSTEAD,TANNER",Alfred St.,ASC,1447-3919,1,1,97,97,0,0,DL,0,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Granger,Quinn",Quinn,Granger,,30170,"Granger,Quinn","GRANGER,QUINN",Alfred St.,ASC,1447-3108,1,0,98,98,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Martino,Karvel",Karvel,Martino,,30170,"Martino,Karvel","MARTINO,KARVEL",Alfred St.,ASC,1447-3922,1,0,99,99,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Brockport,"Cervi,Darius",Darius,Cervi,,78,"Cervi,Darius","CERVI,DARIUS",Brockport,BPT,652-7087,1,1,0,0,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Brockport,"Gollnitz,Austyn",Austyn,Gollnitz,,78,"Gollnitz,Austyn","GOLLNITZ,AUSTYN",Brockport,BPT,652-7971,1,1,1,1A,0,0,LB,0,,,,,,,,0,1,3,4,4,2.0,.0,.0,1,2,7,1,1,0,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Brockport,"Caraballo,Dylan",Dylan,Caraballo,,78,"Caraballo,Dylan","CARABALLO,DYLAN",Brockport,BPT,652-7956,1,0,1,1,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Brockport,"Lockhart,Luke",Luke,Lockhart,,78,"Lockhart,Luke","LOCKHART,LUKE",Brockport,BPT,652-7502,1,1,3,3W,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19,0,9,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Brockport,"Montaperto Jr,Sal",Sal,Montaperto Jr,,78,"Montaperto Jr,Sal","MONTAPERTO JR,SAL",Brockport,BPT,652-8036,1,0,3,3,0,0,LB,0,,,,,,,,0,3,3,6,6,2.0,.0,.0,2,0,17,2,2,0,17,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Brockport,"Clarke,Jahmere",Jahmere,Clarke,,78,"Clarke,Jahmere","CLARKE,JAHMERE",Brockport,BPT,652-7161,1,0,4,4,0,0,DB,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Brockport,"Jackson,Zymier",Zymier,Jackson,,78,"Jackson,Zymier","JACKSON,ZYMIER",Brockport,BPT,652-7977,1,0,5,5,0,QB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,0,0,0,0,0,0,0,12,12,12,3,14,14,0,2,10,4.7,14.0,0,0,9,0,18,0,2,2,175.6,9.00,9.00,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Brockport,"Slywka,Nolan",Nolan,Slywka,,78,"Slywka,Nolan","SLYWKA,NOLAN",Brockport,BPT,652-6993,1,1,6,6,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,0,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,6,82,2,43,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Brockport,"Wilson,Nazhier",Nazhier,Wilson,,78,"Wilson,Nazhier","WILSON,NAZHIER",Brockport,BPT,652-8024,1,1,7,7D,0,0,LB,0,,,,,,,,0,2,3,5,5,1.5,.0,.0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Brockport,"Falu,Luis",Luis,Falu,,78,"Falu,Luis","FALU,LUIS",Brockport,BPT,652-8378,1,0,7,7,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,0,19,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Empire 8 (E8),e8,Brockport,"Slywka,Kyle",Kyle,Slywka,,78,"Slywka,Kyle","SLYWKA,KYLE",Brockport,BPT,652-8010,1,1,8,8,0,0,CB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
