season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,shot_stats,goal_stats,caution_stats,misc_stats,composite_score,global_rank,rating
2026-27,wsoc,Little East Conference (LEC),lec,Rhode Island College,Caitlyn Terceiro,Caitlyn,Terceiro,,571,Caitlyn Terceiro,"TERCEIRO,CAITLYN",Rhode Island College,RHODE IS,1070-1194,2,2,6,0,6,0,0,9,18,7,1,3,1,1,9.00,4.50,3.50,1.500,.500,6,0,1,0,1,1,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,147:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,18.959527514778742,1,99
2026-27,wsoc,Little East Conference (LEC),lec,Eastern Connecticut,"McKelvey, Emily",Emily,McKelvey,,200,"McKelvey, Emily","MCKELVEY,EMILY",Eastern Connecticut,ECSU,1067-2258,2,2,13,0,13,0,0,5,14,8,0,4,0,0,7.00,2.50,4.00,2.000,.000,1,0,0,0,2,1,1,.500,1,0,0,0,.50,.00,.00,.00,0,,111:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,18.366992080484547,2,99
2026-27,wsoc,Little East Conference (LEC),lec,Western Connecticut,Shannon Anderson,Shannon,Anderson,,770,Shannon Anderson,"ANDERSON,SHANNON",Western Connecticut,WESTCONN,0,4,4,12,0,12,0,0,17,23,5,1,2,0,0,5.75,4.25,1.25,.500,.250,15,0,0,0,1,2,1,.250,2,0,0,0,.50,.00,.00,.00,0,,339:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,16.613060839890636,3,99
2026-27,wsoc,Little East Conference (LEC),lec,Southern Maine,Lexi Morin,Lexi,Morin,,662,Lexi Morin,"MORIN,LEXI",Southern Maine,SOUTHERN,1073-5271,3,3,9,0,9,0,0,11,16,6,0,3,1,0,5.33,3.67,2.00,1.000,.000,8,0,0,0,1,1,1,.333,0,0,0,0,.00,.00,.00,.00,0,,230:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,15.469390213470222,4,98
2026-27,wsoc,Little East Conference (LEC),lec,Western Connecticut,Leah Tomeo,Leah,Tomeo,,770,Leah Tomeo,"TOMEO,LEAH",Western Connecticut,WESTCONN,0,4,4,17,0,17,0,0,6,8,4,0,2,0,0,2.00,1.50,1.00,.500,.000,4,1,0,0,0,1,1,.250,2,0,0,0,.50,.00,.00,.00,0,,316:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,9.540544789761721,5,98
2026-27,wsoc,Little East Conference (LEC),lec,Rhode Island College,Isabella DiGioia,Isabella,DiGioia,,571,Isabella DiGioia,"DIGIOIA,ISABELLA",Rhode Island College,RHODE IS,1070-1447,2,1,23,0,23,0,0,4,7,3,1,1,0,0,3.50,2.00,1.50,.500,.500,3,0,0,0,0,0,1,.500,2,0,0,0,1.00,.00,.00,.00,0,,109:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,8.479674647677273,6,98
2026-27,wsoc,Little East Conference (LEC),lec,Eastern Connecticut,"Burnell, Alana",Alana,Burnell,,200,"Burnell, Alana","BURNELL,ALANA",Eastern Connecticut,ECSU,1067-2259,2,2,8,0,8,0,0,3,12,3,1,1,0,0,6.00,1.50,1.50,.500,.500,2,0,0,0,0,1,1,.500,1,0,0,0,.50,.00,.00,.00,0,,124:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,8.204107051614166,7,97
2026-27,wsoc,Little East Conference (LEC),lec,Rhode Island College,Sarah Pimentel,Sarah,Pimentel,,571,Sarah Pimentel,"PIMENTEL,SARAH",Rhode Island College,RHODE IS,1070-1312,2,2,11,0,11,0,0,2,3,3,1,1,0,0,1.50,1.00,1.50,.500,.500,1,0,0,0,1,0,1,.500,2,0,0,0,1.00,.00,.00,.00,0,,145:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,7.928539455551058,8,97
2026-27,wsoc,Little East Conference (LEC),lec,VTSU Castleton,"Bridges, Gwen",Gwen,Bridges,,123,"Bridges, Gwen","BRIDGES,GWEN",VTSU Castleton,CAST,1199-4831,3,3,11,0,11,0,0,1,1,3,1,1,0,0,.33,.33,1.00,.333,.333,0,0,0,0,1,1,1,.333,0,0,0,0,.00,.00,.00,.00,0,,250:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,7.652971859487951,9,97
2026-27,wsoc,Little East Conference (LEC),lec,Southern Maine,Kadin Davoren,Kadin,Davoren,,662,Kadin Davoren,"DAVOREN,KADIN",Southern Maine,SOUTHERN,1073-5281,3,3,3,0,3,0,0,2,4,2,2,0,0,0,1.33,.67,.67,.000,.667,2,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,209:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,7.418804505592828,10,96
