season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,fumblereturn_stats,fumble_stats,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,interception_return_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,defense_stats,scoring_stats,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,fumble_stats_number,fumble_stats_number_lost,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,composite_score,global_rank,rating
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Senear,Aidan",Aidan,Senear,,30170,"Senear,Aidan","SENEAR,AIDAN",Alfred St.,ASC,1447-3071,1,1,5,5D,0,0,DB,0,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34211790359640837,67,88
2026-27,football,Empire 8 (E8),e8,Brockport,"Gocella,Ben",Ben,Gocella,,78,"Gocella,Ben","GOCELLA,BEN",Brockport,BPT,652-7014,1,1,14,14,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-9,0,9,0,0,-9.0,-9.0,9,1,43,2,124,0,10,10,270.2,12.40,12.40,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3365819430938326,68,88
2026-27,football,Empire 8 (E8),e8,Alfred,"Almendarez-Yanez,Joshua",Joshua,Almendarez-Yanez,,18,"Almendarez-Yanez,Joshua","ALMENDAREZ-YANEZ,JOSHUA",Alfred,ALF,1003-6063,1,0,10,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,105,38,0,0,1,0,1,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28477100775616127,69,88
2026-27,football,Empire 8 (E8),e8,Hartwick,"Algieri,Joseph",Joseph,Algieri,,273,"Algieri,Joseph","ALGIERI,JOSEPH",Hartwick,HC,1005-3116,1,1,56,56,0,0,LB,0,,,,,,,,0,1,5,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2689706427998218,70,88
2026-27,football,Empire 8 (E8),e8,St. John Fisher,Kyle DaMore,Kyle,DaMore,,601,Kyle DaMore,"DAMORE,KYLE",St. John Fisher,ST. JOHN,1009-5854,1,0,5,5,0,0,0,0,,,,,,,,0,6,0,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2689706427998218,71,88
2026-27,football,Empire 8 (E8),e8,Brockport,"Murrell,Madison",Madison,Murrell,,78,"Murrell,Madison","MURRELL,MADISON",Brockport,BPT,652-8342,1,0,11,,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,65,65,0,0,36,9.3,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23396613240537523,72,88
2026-27,football,Empire 8 (E8),e8,Morrisville,"Duncan,Lawrence",Lawrence,Duncan,,30067,"Duncan,Lawrence","DUNCAN,LAWRENCE",Morrisville,MOR,1388-2788,1,1,12,12,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,45,0,33,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13789829350342953,73,88
2026-27,football,Empire 8 (E8),e8,St. John Fisher,Brendan Toomey,Brendan,Toomey,,601,Brendan Toomey,"TOOMEY,BRENDAN",St. John Fisher,ST. JOHN,1009-6193,1,0,93,93,0,0,0,0,,,,,,,,0,2,0,2,2,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1133081735156139,74,88
2026-27,football,Empire 8 (E8),e8,St. John Fisher,Dominic Giunta,Dominic,Giunta,,601,Dominic Giunta,"GIUNTA,DOMINIC",St. John Fisher,ST. JOHN,1009-6874,1,0,59,59,0,0,0,0,,,,,,,,0,2,0,2,2,1.0,.0,.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1133081735156139,75,87
2026-27,football,Empire 8 (E8),e8,Brockport,"Hansen,Benjamin",Benjamin,Hansen,,78,"Hansen,Benjamin","HANSEN,BENJAMIN",Brockport,BPT,652-7974,1,0,23,23,0,0,DB,0,,,,,,,,0,2,0,2,2,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1133081735156139,76,87
2026-27,football,Empire 8 (E8),e8,Hartwick,"Hartman,Nathan",Nathan,Hartman,,273,"Hartman,Nathan","HARTMAN,NATHAN",Hartwick,HC,1005-3299,1,1,66,66,0,0,DL,0,,,,,,,,0,1,1,2,2,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1133081735156139,77,87
2026-27,football,Empire 8 (E8),e8,Alfred,"Buchsbaum,Jack",Jack,Buchsbaum,,18,"Buchsbaum,Jack","BUCHSBAUM,JACK",Alfred,ALF,1003-6068,1,1,5,5,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,0,27,14.0,,,,,,,,,,,,3,53,0,31,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1101038188507597,78,87
2026-27,football,Empire 8 (E8),e8,Cortland,Lucas Singleton,Lucas,Singleton,,168,Lucas Singleton,"SINGLETON,LUCAS",Cortland,COR,1168-7001,1,0,18,18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,59,59,0,0,21,11.8,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09019531868629882,79,87
2026-27,football,Empire 8 (E8),e8,Hartwick,"Slomka,Tyler",Tyler,Slomka,,273,"Slomka,Tyler","SLOMKA,TYLER",Hartwick,HC,1005-3648,1,0,34,34,0,0,DB,0,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,62,0,24,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060354970681811504,80,87
2026-27,football,Empire 8 (E8),e8,Alfred,"Nyquist,Tommy",Tommy,Nyquist,,18,"Nyquist,Tommy","NYQUIST,TOMMY",Alfred,ALF,1003-5904,1,1,22,22,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,14,45,47,2,1,20,3.2,45.0,,,,,,,,,,,,,,6,51,0,17,8.5,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04876548962222177,81,87
2026-27,football,Empire 8 (E8),e8,Alfred St.,"McQuiggan,Liam",Liam,McQuiggan,,30170,"McQuiggan,Liam","MCQUIGGAN,LIAM",Alfred St.,ASC,1447-3973,1,0,23,23,0,0,DB,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044895354691614986,82,87
2026-27,football,Empire 8 (E8),e8,Brockport,"Battle,Derrion",Derrion,Battle,,78,"Battle,Derrion","BATTLE,DERRION",Brockport,BPT,652-8350,1,1,24,24,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,10,106,106,0,1,29,10.6,106.0,,,,,,,,,,,,,,1,14,0,14,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036198310412810936,83,87
2026-27,football,Empire 8 (E8),e8,Morrisville,"Terry,Kahlil",Kahlil,Terry,,30067,"Terry,Kahlil","TERRY,KAHLIL",Morrisville,MOR,1388-2764,1,1,7,7,0,0,LB,0,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0.020935706504010387,84,86
2026-27,football,Empire 8 (E8),e8,Hartwick,"Abreu,Angel",Angel,Abreu,,273,"Abreu,Angel","ABREU,ANGEL",Hartwick,HC,1005-3431,1,0,53,53,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,85,86
2026-27,football,Empire 8 (E8),e8,Hartwick,"Acompora-Miller,Christopher",Christopher,Acompora-Miller,,273,"Acompora-Miller,Christopher","ACOMPORA-MILLER,CHRISTOPHER",Hartwick,HC,1005-3275,1,0,23,23,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,86,86
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Addotta,AJ",AJ,Addotta,,30170,"Addotta,AJ","ADDOTTA,AJ",Alfred St.,ASC,1447-2695,1,1,68,68,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,87,86
2026-27,football,Empire 8 (E8),e8,Hartwick,"Aguillard,Jeremiah",Jeremiah,Aguillard,,273,"Aguillard,Jeremiah","AGUILLARD,JEREMIAH",Hartwick,HC,1005-3434,1,0,55,55,0,0,DE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,88,86
2026-27,football,Empire 8 (E8),e8,St. John Fisher,Alexander Hofmann,Alexander,Hofmann,,601,Alexander Hofmann,"HOFMANN,ALEXANDER",St. John Fisher,ST. JOHN,1009-5865,1,0,54,54,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,89,86
2026-27,football,Empire 8 (E8),e8,Cortland,Andrew Dabulewicz,Andrew,Dabulewicz,,168,Andrew Dabulewicz,ANDRWDABULEWICZ,Cortland,COR,1168-6322,1,1,73,73,0,RG,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,90,86
2026-27,football,Empire 8 (E8),e8,Hartwick,"Angelletta,Joseph",Joseph,Angelletta,,273,"Angelletta,Joseph","ANGELLETTA,JOSEPH",Hartwick,HC,1005-3660,1,0,69,69,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,91,86
2026-27,football,Empire 8 (E8),e8,Hartwick,"Angioletti,Vinny",Vinny,Angioletti,,273,"Angioletti,Vinny","ANGIOLETTI,VINNY",Hartwick,HC,1005-3661,1,0,85,85,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,92,85
2026-27,football,Empire 8 (E8),e8,Morrisville,"Arbitello,Joseph",Joseph,Arbitello,,30067,"Arbitello,Joseph","ARBITELLO,JOSEPH",Morrisville,MOR,1388-2529,1,1,57,57,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,93,85
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Asberry,Marcus",Marcus,Asberry,,30170,"Asberry,Marcus","ASBERRY,MARCUS",Alfred St.,ASC,1447-3113,1,0,4,4,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,94,85
2026-27,football,Empire 8 (E8),e8,Hartwick,"Atkinson,Caden",Caden,Atkinson,,273,"Atkinson,Caden","ATKINSON,CADEN",Hartwick,HC,1005-3280,1,0,30,30,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,95,85
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Bagnato,Sevin",Sevin,Bagnato,,30170,"Bagnato,Sevin","BAGNATO,SEVIN",Alfred St.,ASC,1447-3974,1,0,14,14,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,96,85
2026-27,football,Empire 8 (E8),e8,Brockport,"Beattie,Luke",Luke,Beattie,,78,"Beattie,Luke","BEATTIE,LUKE",Brockport,BPT,652-8380,1,0,64,64,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,97,85
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Bieling,Owen",Owen,Bieling,,30170,"Bieling,Owen","BIELING,OWEN",Alfred St.,ASC,1447-3966,1,0,73,73,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,98,85
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Bigelow,Alex",Alex,Bigelow,,30170,"Bigelow,Alex","BIGELOW,ALEX",Alfred St.,ASC,1447-3957,1,0,39,39,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,99,85
2026-27,football,Empire 8 (E8),e8,Alfred,"Bishop,Owen",Owen,Bishop,,18,"Bishop,Owen","BISHOP,OWEN",Alfred,ALF,1003-4841,1,0,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,270,1,0,54.0,,,,,0.0,100,84
2026-27,football,Empire 8 (E8),e8,Alfred,"Blakley,Sean",Sean,Blakley,,18,"Blakley,Sean","BLAKLEY,SEAN",Alfred,ALF,1003-5872,1,1,72,72,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,101,84
2026-27,football,Empire 8 (E8),e8,Cortland,Bodie Hyde,Bodie,Hyde,,168,Bodie Hyde,"HYDE,BODIE",Cortland,COR,1168-6308,1,0,32,32,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,102,84
2026-27,football,Empire 8 (E8),e8,Cortland,Brady Ciano,Brady,Ciano,,168,Brady Ciano,"CIANO,BRADY",Cortland,COR,1168-6585,1,0,19,19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,103,84
2026-27,football,Empire 8 (E8),e8,Cortland,Brady Feliciotto,Brady,Feliciotto,,168,Brady Feliciotto,BRADYFELICIOTTO,Cortland,COR,1168-6317,1,0,42,42,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,104,84
2026-27,football,Empire 8 (E8),e8,Alfred,"Brown,Da'Vonte",Da'Vonte,Brown,,18,"Brown,Da'Vonte","BROWN,DA'VONTE",Alfred,ALF,1003-6514,1,1,64,64,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,105,84
2026-27,football,Empire 8 (E8),e8,Cortland,Cam Freeman,Cam,Freeman,,168,Cam Freeman,"FREEMAN,CAM",Cortland,COR,1168-6593,1,0,36,36,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106,84
2026-27,football,Empire 8 (E8),e8,Brockport,"Caraballo,Dylan",Dylan,Caraballo,,78,"Caraballo,Dylan","CARABALLO,DYLAN",Brockport,BPT,652-7956,1,0,1,1,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,107,84
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Carr Jr,Patrick",Patrick,Carr Jr,,30170,"Carr Jr,Patrick","CARR JR,PATRICK",Alfred St.,ASC,1447-3954,1,0,12,2D,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,108,83
2026-27,football,Empire 8 (E8),e8,Morrisville,"Cediel,Jesus",Jesus,Cediel,,30067,"Cediel,Jesus","CEDIEL,JESUS",Morrisville,MOR,1388-2796,1,0,99,99,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,246,1,0,35.1,,,,,0.0,109,83
2026-27,football,Empire 8 (E8),e8,Brockport,"Cervi,Darius",Darius,Cervi,,78,"Cervi,Darius","CERVI,DARIUS",Brockport,BPT,652-7087,1,1,0,0,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,110,83
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Clar,Maxwell",Maxwell,Clar,,30170,"Clar,Maxwell","CLAR,MAXWELL",Alfred St.,ASC,1447-2396,1,1,71,71,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,111,83
2026-27,football,Empire 8 (E8),e8,Brockport,"Condello,Kaleb",Kaleb,Condello,,78,"Condello,Kaleb","CONDELLO,KALEB",Brockport,BPT,652-7959,1,1,73,73,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,112,83
2026-27,football,Empire 8 (E8),e8,Hartwick,"Cummings,Austin",Austin,Cummings,,273,"Cummings,Austin","CUMMINGS,AUSTIN",Hartwick,HC,1005-3302,1,1,71,71,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,113,83
2026-27,football,Empire 8 (E8),e8,Morrisville,"D'Avanzo,Eddie",Eddie,D'Avanzo,,30067,"D'Avanzo,Eddie","D'AVANZO,EDDIE",Morrisville,MOR,1388-2281,1,1,68,68,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,114,83
