season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,fumblereturn_stats,fumble_stats,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,interception_return_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,defense_stats,scoring_stats,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,fumble_stats_number,fumble_stats_number_lost,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,composite_score,global_rank,rating
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Ellis,Aaron",Aaron,Ellis,,30170,"Ellis,Aaron","ELLIS,AARON",Alfred St.,ASC,1447-2774,1,1,45,45,0,0,LB,0,,,,,,,,0,1,6,7,7,1.0,.0,.0,0,2,5,0.5,0,1,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8797703909011805,23,94
2026-27,football,Empire 8 (E8),e8,Brockport,"Slywka,Nolan",Nolan,Slywka,,78,"Slywka,Nolan","SLYWKA,NOLAN",Brockport,BPT,652-6993,1,1,6,6,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,0,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,6,82,2,43,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8743637403931794,24,94
2026-27,football,Empire 8 (E8),e8,St. John Fisher,Jedrek Olkowski,Jedrek,Olkowski,,601,Jedrek Olkowski,"OLKOWSKI,JEDREK",St. John Fisher,ST. JOHN,1009-5878,1,1,55,55,0,0,DL,0,,,,,,,,0,2,0,2,2,1.0,.0,.0,1,0,5,1,1,0,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.674007119238812,25,94
2026-27,football,Empire 8 (E8),e8,St. John Fisher,Jack Tanoory,Jack,Tanoory,,601,Jack Tanoory,"TANOORY,JACK",St. John Fisher,ST. JOHN,1009-6191,1,1,21,21,0,0,LB,0,,,,,,,,0,7,0,7,7,1.0,.0,.0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.564235825550548,26,93
2026-27,football,Empire 8 (E8),e8,St. John Fisher,Gavin Horton,Gavin,Horton,,601,Gavin Horton,"HORTON,GAVIN",St. John Fisher,ST. JOHN,1009-6158,1,1,81,81,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,2,79,1,72,39.5,,,,,,,,,,,,1,21,0,21,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5411796897250563,27,93
2026-27,football,Empire 8 (E8),e8,Cortland,Joe Galea,Joe,Galea,,168,Joe Galea,"GALEA,JOE",Cortland,COR,1168-6305,1,1,3,3,0,0,DRAG,0,,,,,,,,0,5,1,6,6,2.0,.0,.0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3354260954697534,28,93
2026-27,football,Empire 8 (E8),e8,Alfred,"Bestpitch,Jack",Jack,Bestpitch,,18,"Bestpitch,Jack","BESTPITCH,JACK",Alfred,ALF,1003-5871,1,1,3,3,0,0,DB,0,,,,,,,,0,5,4,9,9,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.125453197025169,29,93
2026-27,football,Empire 8 (E8),e8,St. John Fisher,Jackson Cusack,Jackson,Cusack,,601,Jackson Cusack,"CUSACK,JACKSON",St. John Fisher,ST. JOHN,1009-5853,1,1,4,4,0,WR,0,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,0,0,0,0,0,0,0,0,NaN,.00,.00,.0,,5,144,1,52,28.8,,,,,,,,,,,,,,,,,2,19,0,12,9.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0765242750488486,30,93
2026-27,football,Empire 8 (E8),e8,St. John Fisher,Ty Rader,Ty,Rader,,601,Ty Rader,"RADER,TY",St. John Fisher,ST. JOHN,1009-5883,1,1,99,99,0,0,DL,0,,,,,,,,0,2,0,2,2,1.0,.0,.0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2.0429379885375476,31,93
2026-27,football,Empire 8 (E8),e8,Brockport,"Gefell,Ari",Ari,Gefell,,78,"Gefell,Ari","GEFELL,ARI",Brockport,BPT,652-8367,1,1,11,1D,0,0,DE,0,,,,,,,,0,0,9,9,9,.5,.0,.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6772521526816848,32,93
2026-27,football,Empire 8 (E8),e8,Morrisville,"Eison,Thomas",Thomas,Eison,,30067,"Eison,Thomas","EISON,THOMAS",Morrisville,MOR,1388-2515,1,1,2,2,0,0,DB,0,,,,,,,,0,2,2,4,4,1.0,.0,.0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6725681788361677,33,93
2026-27,football,Empire 8 (E8),e8,Cortland,Memphis Ferguson,Memphis,Ferguson,,168,Memphis Ferguson,MEMPHISFERGUSON,Cortland,COR,1168-6592,1,1,15,15,0,0,MIKE,0,,,,,,,,0,1,3,4,4,.0,.0,.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6041553600121685,34,92
2026-27,football,Empire 8 (E8),e8,Alfred,"Davis,Michael",Michael,Davis,,18,"Davis,Michael","DAVIS,MICHAEL",Alfred,ALF,1003-5878,1,1,32,32,0,0,DL,0,,,,,,,,0,2,5,7,7,1.0,.0,.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.599420918039581,35,92
2026-27,football,Empire 8 (E8),e8,Brockport,"Wilson,Nazhier",Nazhier,Wilson,,78,"Wilson,Nazhier","WILSON,NAZHIER",Brockport,BPT,652-8024,1,1,7,7D,0,0,LB,0,,,,,,,,0,2,3,5,5,1.5,.0,.0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.521589683397477,36,92
2026-27,football,Empire 8 (E8),e8,Morrisville,"Abbott,Kadofi",Kadofi,Abbott,,30067,"Abbott,Kadofi","ABBOTT,KADOFI",Morrisville,MOR,1388-2520,1,1,4,4,0,0,LB,0,,,,,,,,0,1,3,4,4,.5,.0,.0,0,1,5,0.5,0,1,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.471488881019317,37,92
2026-27,football,Empire 8 (E8),e8,Morrisville,"Harvey,Ja'Mar",Ja'Mar,Harvey,,30067,"Harvey,Ja'Mar","HARVEY,JA'MAR",Morrisville,MOR,1388-2316,1,1,98,98,0,0,DL,0,,,,,,,,0,0,4,4,4,.5,.0,.0,0,1,4,0.5,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.471488881019317,38,92
2026-27,football,Empire 8 (E8),e8,Cortland,Aidan Lochner,Aidan,Lochner,,168,Aidan Lochner,"LOCHNER,AIDAN",Cortland,COR,1168-6023,1,1,11,11,0,0,WILL,0,,,,,,,,0,4,6,10,10,.0,.0,.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4578608384189957,39,92
2026-27,football,Empire 8 (E8),e8,Morrisville,"Ondreyko,Mason",Mason,Ondreyko,,30067,"Ondreyko,Mason","ONDREYKO,MASON",Morrisville,MOR,1388-2299,1,1,8,8,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,2,85,1,78,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4043075991802574,40,92
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Georges,Elijah",Elijah,Georges,,30170,"Georges,Elijah","GEORGES,ELIJAH",Alfred St.,ASC,1447-2702,1,1,11,11,0,WR,0,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,4,82,1,35,20.5,,,,,,,,,,,,,,,,,1,5,0,5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3615080285176593,41,92
2026-27,football,Empire 8 (E8),e8,Morrisville,"Morris,Carson",Carson,Morris,,30067,"Morris,Carson","MORRIS,CARSON",Morrisville,MOR,1388-2773,1,1,54,54,0,0,LB,0,,,,,,,,0,4,2,6,6,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3021983691347878,42,91
2026-27,football,Empire 8 (E8),e8,Cortland,Jacque LaPrarie,Jacque,LaPrarie,,168,Jacque LaPrarie,"LAPRARIE,JACQUE",Cortland,COR,1168-6608,1,1,12,12,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,83,0,57,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2962070603296652,43,91
2026-27,football,Empire 8 (E8),e8,Cortland,Ethan Gallo,Ethan,Gallo,,168,Ethan Gallo,"GALLO,ETHAN",Cortland,COR,1168-6016,1,1,23,23,0,TB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,14,106,107,1,1,28,7.6,106.0,,,,,,,,,,,,,,1,4,0,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2457448645085303,44,91
2026-27,football,Empire 8 (E8),e8,Hartwick,"Kennedy,Robert",Robert,Kennedy,,273,"Kennedy,Robert","KENNEDY,ROBERT",Hartwick,HC,1005-3090,1,1,1,1,0,0,LB,0,,,,,,,,0,1,8,9,9,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1606382895142018,45,91
2026-27,football,Empire 8 (E8),e8,Alfred,"Spencer,Landon",Landon,Spencer,,18,"Spencer,Landon","SPENCER,LANDON",Alfred,ALF,1003-4889,1,1,31,31,0,0,LB,0,,,,,,,,0,5,4,9,9,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1606382895142018,46,91
2026-27,football,Empire 8 (E8),e8,Cortland,Shane Patterson,Shane,Patterson,,168,Shane Patterson,"PATTERSON,SHANE",Cortland,COR,1168-5655,1,1,22,22,0,0,CB,0,,,,,,,,0,2,2,4,4,.5,.0,.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.155954315668685,47,91
2026-27,football,Empire 8 (E8),e8,Hartwick,"Miller,Jayden",Jayden,Miller,,273,"Miller,Jayden","MILLER,JAYDEN",Hartwick,HC,1005-3310,1,0,27,27,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,150,41,0,0,1,0,2,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9709685661273092,48,91
2026-27,football,Empire 8 (E8),e8,Alfred,"Clark,Domanik",Domanik,Clark,,18,"Clark,Domanik","CLARK,DOMANIK",Alfred,ALF,1003-6070,1,1,23,23,0,0,DB,0,,,,,,,,0,2,3,5,5,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9365630014059951,49,91
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Monserrat,Jayden",Jayden,Monserrat,,30170,"Monserrat,Jayden","MONSERRAT,JAYDEN",Alfred St.,ASC,1447-3936,1,0,93,93,0,0,DL,0,,,,,,,,0,2,1,3,3,1.5,.0,.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9271445855878904,50,91
2026-27,football,Empire 8 (E8),e8,St. John Fisher,Logan Laratta,Logan,Laratta,,601,Logan Laratta,"LARATTA,LOGAN",St. John Fisher,ST. JOHN,1009-5869,1,0,90,90,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,0,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,26,0,100.0,5,5,0,0,0,0,0,0,0,0,0,0,8,429,0,0,53.6,,,,,0.8660254037844387,51,90
2026-27,football,Empire 8 (E8),e8,Brockport,"Winter,Brady",Brady,Winter,,78,"Winter,Brady","WINTER,BRADY",Brockport,BPT,652-7015,1,1,56,5D,0,0,LB,0,,,,,,,,0,2,3,5,5,.5,.0,.0,0,1,3,0,0,0,0,0,0,0,0,0,1,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,0.8347721185762869,52,90
2026-27,football,Empire 8 (E8),e8,Morrisville,"Bruce,DeSean",DeSean,Bruce,,30067,"Bruce,DeSean","BRUCE,DESEAN",Morrisville,MOR,1388-2512,1,1,11,11,0,0,DB,0,,,,,,,,0,3,1,4,4,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7077532713252008,53,90
2026-27,football,Empire 8 (E8),e8,Morrisville,"Gilbert,Chaunsey",Chaunsey,Gilbert,,30067,"Gilbert,Chaunsey","GILBERT,CHAUNSEY",Morrisville,MOR,1388-2136,1,0,3,3,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,14,0,0,12,7.0,14.0,,,,,,,,,,,,,,1,82,0,82,82.0,,,,,,,,,,,,3,48,0,28,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6610048197330575,54,90
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Bennett,Jovan",Jovan,Bennett,,30170,"Bennett,Jovan","BENNETT,JOVAN",Alfred St.,ASC,1447-3975,1,0,25,25,0,0,DB,0,,,,,,,,0,3,1,4,4,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6393404525012018,55,90
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Maly,Trevor",Trevor,Maly,,30170,"Maly,Trevor","MALY,TREVOR",Alfred St.,ASC,1447-3932,1,1,19,19,0,0,DB,0,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6393404525012018,56,90
2026-27,football,Empire 8 (E8),e8,Cortland,Sonny Mayo,Sonny,Mayo,,168,Sonny Mayo,"MAYO,SONNY",Cortland,COR,1168-6627,1,1,9,9,0,0,SS,0,,,,,,,,0,3,1,4,4,.0,.0,.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6393404525012018,57,90
2026-27,football,Empire 8 (E8),e8,Cortland,Ravi Dass Jr.,Ravi Dass,Jr.,,168,Ravi Dass Jr.,",RAVI DASS JR",Cortland,COR,1168-6008,1,0,82,82,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,46,0,17,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5777728484388822,58,90
2026-27,football,Empire 8 (E8),e8,Cortland,Anthony Luciano,Anthony,Luciano,,168,Anthony Luciano,"LUCIANO,ANTHONY",Cortland,COR,1168-6024,1,1,8,8,0,0,FS,0,,,,,,,,0,1,6,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566193191704615,59,89
2026-27,football,Empire 8 (E8),e8,St. John Fisher,Micah Harshfield,Micah,Harshfield,,601,Micah Harshfield,"HARSHFIELD,MICAH",St. John Fisher,ST. JOHN,1009-6154,1,1,26,26,0,0,CB,0,,,,,,,,0,6,1,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566193191704615,60,89
2026-27,football,Empire 8 (E8),e8,Alfred,"Wilcox,John Requis",John Requis,Wilcox,,18,"Wilcox,John Requis","WILCOX,JOHN REQUIS",Alfred,ALF,1003-6190,1,0,27,27,0,0,DB,0,,,,,,,,0,3,4,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566193191704615,61,89
2026-27,football,Empire 8 (E8),e8,Cortland,Gavin Dandrea,Gavin,Dandrea,,168,Gavin Dandrea,"DANDREA,GAVIN",Cortland,COR,1168-6588,1,0,85,85,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,162,44,0,0,0,0,1,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46397069118020673,62,89
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Joseph,Ryan",Ryan,Joseph,,30170,"Joseph,Ryan","JOSEPH,RYAN",Alfred St.,ASC,1447-3968,1,0,26,26,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,9,90,92,2,1,42,10.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.459847279578159,63,89
2026-27,football,Empire 8 (E8),e8,Hartwick,"Willis,Latrell",Latrell,Willis,,273,"Willis,Latrell","WILLIS,LATRELL",Hartwick,HC,1005-3305,1,1,2,2,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,55,0,20,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4427163900366493,64,89
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Dias,Nathan",Nathan,Dias,,30170,"Dias,Nathan","DIAS,NATHAN",Alfred St.,ASC,1447-3978,1,0,29,29,0,0,DB,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41526516439299477,65,89
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Heinz,Ryan",Ryan,Heinz,,30170,"Heinz,Ryan","HEINZ,RYAN",Alfred St.,ASC,1447-3111,1,1,50,50,0,0,LB,0,,,,,,,,0,3,0,3,3,1.0,.0,.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4105307224204074,66,89
