conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Tobin,Olivia",0,G,00,20,0,9,31,3,16,4,2,23,0,8,24,136,0,12,12,6,0,12,0,0,0.29,0.19,0.50,1.15,0.60,1.20,0.40,0.00
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Lane,Rose",0,G,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Corthell,Paityn",0,G,02,2,0,0,1,0,0,0,0,0,2,0,0,10,0,1,1,2,0,1,0,0,0.00,0.00,0.00,0.00,0.50,0.00,0.00,1.00
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Triplett,Reese",0,G,03,25,25,70,175,19,79,41,21,180,14,23,42,550,45,52,97,35,0,26,0,0,0.40,0.24,0.51,7.20,3.88,1.68,0.92,0.56
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Knowlton,Grace",0,G,04,17,0,8,23,5,16,7,6,27,3,4,4,67,3,8,11,8,0,4,0,0,0.35,0.31,0.86,1.59,0.65,0.24,0.24,0.18
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Griffin,Kelley",0,G,05,27,1,18,51,8,32,15,10,54,1,17,53,345,6,23,29,23,0,27,0,0,0.35,0.25,0.67,2.00,1.07,1.96,0.63,0.04
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Hardwick,Kendra",0,G,07,6,0,1,6,0,2,0,0,2,0,0,2,28,0,1,1,0,0,5,0,0,0.17,0.00,0.00,0.33,0.17,0.33,0.00,0.00
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Seiwerth,Mackenzie",0,G,09,3,0,1,3,1,3,0,0,3,0,0,1,6,0,0,0,0,0,0,0,0,0.33,0.33,0.00,1.00,0.00,0.33,0.00,0.00
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Hutton,Rylee",0,G,10,13,0,7,21,3,8,7,5,22,0,1,10,76,8,16,24,12,0,5,0,0,0.33,0.38,0.71,1.69,1.85,0.77,0.08,0.00
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Evanich,Chelsea",0,F,11,27,26,85,180,15,46,42,37,222,7,29,30,525,42,61,103,33,0,39,0,0,0.47,0.33,0.88,8.22,3.81,1.11,1.07,0.26
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Dunkle,Mckayla",0,F,12,27,27,95,191,1,4,64,41,232,15,20,40,498,52,86,138,47,0,55,0,0,0.50,0.25,0.64,8.59,5.11,1.48,0.74,0.56
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Schlosser,Sierra",0,F,13,13,1,4,9,1,4,4,1,10,4,2,4,62,2,7,9,5,0,4,0,0,0.44,0.25,0.25,0.77,0.69,0.31,0.15,0.31
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Scott,Lily",0,G,14,26,26,42,121,20,59,52,36,140,2,26,63,574,5,44,49,54,0,37,1,0,0.35,0.34,0.69,5.38,1.88,2.42,1.00,0.08
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Callock,Jayla",0,G,15,20,0,14,34,1,6,2,1,30,1,6,10,105,13,13,26,10,0,12,0,0,0.41,0.17,0.50,1.50,1.30,0.50,0.30,0.05
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Opfer,Sydney",0,F,20,10,0,3,12,0,0,4,2,8,1,0,1,35,7,11,18,1,0,3,0,0,0.25,0.00,0.50,0.80,1.80,0.10,0.00,0.10
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Livesay,Audrey",0,F,21,20,1,5,21,1,9,6,4,15,4,2,6,75,6,17,23,12,0,6,0,0,0.24,0.11,0.67,0.75,1.15,0.30,0.10,0.20
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Melcher,Emily",0,G,22,5,0,1,4,0,2,0,0,2,0,2,1,19,1,1,2,2,0,1,0,0,0.25,0.00,0.00,0.40,0.40,0.20,0.40,0.00
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Ferancy,Kayla",0,G,23,27,2,47,135,10,44,26,21,125,3,32,32,468,14,58,72,44,0,32,1,0,0.35,0.23,0.81,4.63,2.67,1.19,1.19,0.11
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Lime,Brooke",0,G,24,11,0,3,9,2,7,4,4,12,0,1,2,36,1,4,5,0,0,3,0,0,0.33,0.29,1.00,1.09,0.45,0.18,0.09,0.00
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Ferritto,Alex",0,G,25,4,0,2,4,0,1,0,0,4,0,0,0,8,0,1,1,0,0,0,0,0,0.50,0.00,0.00,1.00,0.25,0.00,0.00,0.00
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Muckleroy,Abby",0,G,30,27,0,30,98,16,62,13,9,85,6,16,16,301,16,44,60,33,0,22,0,0,0.31,0.26,0.69,3.15,2.22,0.59,0.59,0.22
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Roth,Noelle",0,F,31,8,0,0,6,0,4,0,0,0,0,2,0,29,3,5,8,3,0,2,0,0,0.00,0.00,0.00,0.00,1.00,0.00,0.25,0.00
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"May,Maddie",0,G,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Mason,Elizabeth",0,F,33,27,26,122,240,10,40,91,72,326,17,29,59,669,47,133,180,41,0,52,0,0,0.51,0.25,0.79,12.07,6.67,2.19,1.07,0.63
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Molnar,Bella",0,C,35,5,0,9,20,1,5,2,1,20,1,1,0,24,5,7,12,7,0,1,0,0,0.45,0.20,0.50,4.00,2.40,0.00,0.20,0.20
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Felix,Alesha",0,F,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"Conroy,Tess",0,G,44,27,0,57,126,30,74,29,21,165,2,18,31,394,19,54,73,29,0,31,0,0,0.45,0.41,0.72,6.11,2.70,1.15,0.67,0.07
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Mount Union,"McCabe,Bree",0,F,54,27,0,78,159,0,0,68,46,202,12,10,15,385,51,58,109,59,0,44,0,0,0.49,0.00,0.68,7.48,4.04,0.56,0.37,0.44
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Marietta,"Harlan,Kelsey",0,G,00,26,26,136,306,22,74,124,85,379,7,58,87,692,12,53,65,46,0,88,0,0,0.44,0.30,0.69,14.58,2.50,3.35,2.23,0.27
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Marietta,"Trimble,Tess",0,G,01,16,0,4,17,1,7,22,12,21,0,10,10,104,6,12,18,7,0,6,0,0,0.24,0.14,0.55,1.31,1.13,0.63,0.63,0.00
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Marietta,"Garner,Abby",0,G,02,26,2,64,159,3,6,55,38,169,8,27,24,470,35,77,112,48,0,38,0,0,0.40,0.50,0.69,6.50,4.31,0.92,1.04,0.31
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Marietta,"Nelson,Sophie",0,G,03,19,2,28,79,17,50,15,10,83,3,11,6,238,6,13,19,17,0,16,0,0,0.35,0.34,0.67,4.37,1.00,0.32,0.58,0.16
oac,Ohio Athletic Conference (OAC),2025-26,wbball,Marietta,"Heller,Ava",0,G,04,26,8,77,162,26,60,42,35,215,1,21,12,540,22,64,86,43,0,22,0,0,0.48,0.43,0.83,8.27,3.31,0.46,0.81,0.04
