conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,z_hitting_stats_hits,z_hitting_stats_runs,z_hitting_stats_runs_batted_in,z_hitting_stats_home_runs,z_hitting_stats_stolen_bases,z_hitting_stats_strikeouts,composite_score,rank,rating
usa_south_athletic_confe,USA South Athletic Conference,2025-26,softball,Mary Baldwin,Hadley May,,,,39,39,112,25,52,50,10,0,11,29,1,0,5,4,0,0,0,2,0,0,0,0,0,2,0,0.566,95,143,0,0.0,0.464,0.848,95,13,7,0,0,20,6,0,0,115,0.939,26,0.769,5,1,18,34,"18,45",0.4,18,45,"41,82",0.5,41,82,"17,45",0.38,17,45,0,0.0,0,0,0,0,0,0,"15,25","12,16","67,97",33,0.0,0,0,2,0.0,0,0,11,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3496739980358967,1.5704665744023738,3.9744273514342354,5.91603235867191,-0.43622969510008686,-0.2509052954121401,8.483182241065768,1,99
usa_south_athletic_confe,USA South Athletic Conference,2025-26,softball,William Peace,Adanya Day,,,,40,40,121,32,52,40,9,0,10,18,2,3,11,4,0,0,1,1,0,0,0,2,2,4,0,0.51,91,144,0,0.0,0.43,0.752,31,76,8,0,0,0,0,0,0,115,0.93,0,0.0,5,2,31,24,"13,29",0.45,13,29,"32,67",0.48,32,67,"18,38",0.47,18,38,"5,11",0.45,5,11,0,0,0,0,"12,24","8,11","50,77",23,0.0,0,0,0,0.0,0,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3496739980358967,2.2462703725041506,3.0366500519556516,5.345462830005555,-0.43622969510008686,0.66951413024483,7.607354825421486,2,95
usa_south_athletic_confe,USA South Athletic Conference,2025-26,softball,Meredith,Ashbee Standridge,,,,41,40,129,34,52,41,16,0,9,5,0,0,14,5,3,0,0,3,0,0,0,2,0,3,0,0.416,95,137,3,1.0,0.403,0.736,85,47,13,6,0,12,1,1,0,145,0.91,13,0.923,6,7,31,28,"20,54",0.37,20,54,"31,76",0.41,31,76,"20,49",0.41,20,49,"1,4",0.25,1,4,0,0,0,0,"10,18","10,12","48,79",85,0.0,0,0,"0,1",0.0,0,1,11,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3496739980358967,2.4393571719618015,3.13042778190351,4.7748933013392,0.05951769515811782,1.129723843073315,7.398139787618578,3,94
usa_south_athletic_confe,USA South Athletic Conference,2025-26,softball,N.C. Wesleyan,Ky. Simmons,,,,47,47,129,22,47,44,13,0,11,17,0,4,22,2,0,0,0,1,0,0,0,1,0,1,0,0.45,93,151,0,0.0,0.364,0.721,5,0,1,0,0,0,0,0,0,6,0.833,0,0.0,3,3,13,46,"19,50",0.38,19,50,"33,84",0.39,33,84,"22,58",0.38,22,58,"4,12",0.33,4,12,0,0,0,0,"8,17","9,17","47,93",15,0.0,0,0,54,0.0,0,0,3,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0420499752152645,1.280836375215898,3.411760971747085,5.91603235867191,-0.43622969510008686,2.3569497439492753,7.323584912014225,4,92
usa_south_athletic_confe,USA South Athletic Conference,2025-26,softball,Greensboro,Ivy Ray,,,,44,44,152,49,62,32,4,11,0,13,0,0,8,1,35,4,4,0,0,0,0,0,1,0,0,0.455,88,169,39,0.897,0.408,0.579,70,2,0,0,0,0,0,0,0,72,1.0,0,0.0,13,5,51,22,"15,38",0.39,15,38,"40,81",0.49,40,81,"27,57",0.47,27,57,"4,13",0.31,4,13,0,0,0,0,"10,35","9,16","61,87",119,0.0,0,0,0,0.0,0,0,14,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.964922043677161,3.8875081678941803,2.2864282123727846,-0.3602324566579953,5.347489857912302,0.20930441741634495,6.016036775017463,5,91
usa_south_athletic_confe,USA South Athletic Conference,2025-26,softball,Southern Virginia,K. Claytor,,,,38,38,116,30,40,41,14,4,7,11,0,2,12,4,1,0,1,1,0,0,0,0,0,2,0,0.408,83,131,1,1.0,0.345,0.716,64,85,15,0,0,0,0,16,0,164,0.909,0,0.0,4,3,18,44,"12,36",0.33,12,36,"29,73",0.4,29,73,"18,50",0.36,18,50,"2,3",0.67,2,3,0,0,0,0,"8,23","10,15","40,78",48,0.0,0,0,0,0.0,0,0,6,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6113763432663795,2.0531835730465002,3.13042778190351,3.63375424400649,-0.2709805650140186,0.822917367854325,5.964106232050005,6,90
usa_south_athletic_confe,USA South Athletic Conference,2025-26,softball,William Peace,Reagan Stewart,,,,41,41,124,30,52,44,11,0,4,11,0,3,12,7,3,0,1,2,0,0,0,1,0,2,0,0.471,75,141,3,1.0,0.419,0.605,45,39,6,0,0,31,1,2,0,90,0.933,32,0.969,9,6,25,28,"18,44",0.41,18,44,"37,75",0.49,37,75,"27,52",0.52,27,52,"3,8",0.38,3,8,0,0,0,0,"10,19","13,15","61,83",81,0.0,0,0,"0,1",0.0,0,1,13,19,0,135.0,1.0,19.0,9.0,7.0,0.0,7.0,1.0,1.0,0.0,102.0,83.0,67.0,36.0,59.0,23.0,4.0,5.0,4.6,449.0,500.0,8.0,4.0,0.0,4.0,6.0,0.0,0.0,21.0,0.301,106.0,133.0,0.0,"1,2","1,4","0,1",0.0,"2,4",2.3496739980358967,2.0531835730465002,3.411760971747085,1.9220456580074248,0.05951769515811782,0.822917367854325,5.476838206670157,7,90
usa_south_athletic_confe,USA South Athletic Conference,2025-26,softball,Pfeiffer,Landry Stewart,,,,46,46,133,49,63,17,2,1,0,11,0,0,13,4,42,2,7,0,0,0,0,0,1,0,0,0.514,67,151,44,0.955,0.474,0.504,87,5,1,0,0,0,0,1,0,93,0.989,0,0.0,4,3,34,24,"18,37",0.49,18,37,"26,54",0.48,26,54,"21,38",0.55,21,38,"1,3",0.33,1,3,0,0,0,0,"27,49","7,10","38,63",15,0.0,0,0,1,0.0,0,0,12,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.026446848241288,3.8875081678941803,0.8797622631549089,-0.3602324566579953,6.504233768514779,0.97632060546382,5.402572023796463,8,89
usa_south_athletic_confe,USA South Athletic Conference,2025-26,softball,N.C. Wesleyan,Ragan Holloman,,,,47,47,134,37,52,44,13,7,2,23,0,1,3,1,5,2,1,4,0,0,0,0,0,1,0,0.469,85,163,7,0.714,0.388,0.634,63,8,3,0,0,0,0,1,0,74,0.959,0,0.0,4,0,24,57,"20,43",0.47,20,43,"30,74",0.41,30,74,"19,52",0.37,19,52,"7,10",0.7,7,10,0,0,0,0,"7,18","17,21","51,84",132,0.0,0,0,0,0.0,0,0,22,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3496739980358967,2.728987371148277,3.411760971747085,0.7809066006747147,0.3900159553302543,-0.5577117706311301,5.323637691526702,9,88
usa_south_athletic_confe,USA South Athletic Conference,2025-26,softball,Greensboro,Ella Ebert,,,,44,44,138,30,51,36,13,1,4,9,0,3,7,1,4,1,1,2,0,0,0,0,0,0,0,0.414,78,153,5,0.8,0.37,0.565,121,31,1,0,0,23,4,2,0,153,0.993,27,0.852,9,6,31,43,"13,40",0.33,13,40,"26,68",0.38,26,68,"20,50",0.4,20,50,"4,9",0.44,4,9,0,0,0,0,"16,37","10,15","50,75",138,0.0,0,0,155,0.0,0,0,13,20,0,88.0,1.0,14.0,7.0,3.0,3.0,3.0,1.0,0.0,0.0,79.1,47.0,40.0,43.0,55.0,8.0,1.0,2.0,3.53,316.0,379.0,9.0,10.0,0.0,3.0,7.0,0.0,0.0,14.0,0.278,88.0,85.0,0.0,"2,7","1,12","0,3",0.0,"0,7",2.2881491934717704,2.0531835730465002,2.661539132164218,1.9220456580074248,0.22476682524418604,0.055901179806849936,5.192768196817275,10,87
