season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goal_stats,penalty_stats,misc_stats,shot_stats,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct
2026-27,mlax,Old Dominion Athletic Conference (ODAC),odac,Averett,Cameron Shadduck,Cameron,Shadduck,,44,Cameron Shadduck,"SHADDUCK,CAMERON",SHADDUCKCAMERONAUM,15,13,,,Averett,AUM,1169-3741,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,33,75,23,0,9,2,782:00,28,108,1.000,,15,23,0,3,1,2,.652,0.20,,,,,,,,,,,,,,,,,,
2026-27,mlax,Old Dominion Athletic Conference (ODAC),odac,Averett,Zachary Hulbert,Zachary,Hulbert,,44,Zachary Hulbert,"HULBERT,ZACHARY",HULBERTZACHARYAUM,14,0,,,Averett,AUM,1169-4246,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,25,3,56:00,21,0,1.000,,32,66,0,14,7,7,.485,1.00,,,,,,,,,,,,,,,,,,
2026-27,mlax,Old Dominion Athletic Conference (ODAC),odac,Averett,Zac Coleman,Zac,Coleman,,44,Zac Coleman,"COLEMAN,ZAC",COLEMANZACAUM,15,1,,,Averett,AUM,1169-4147,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,34,3,60:00,0,0,1.000,,18,40,0,9,5,4,.450,0.60,,,,,,,,,,,,,,,,,,
2026-27,mlax,Old Dominion Athletic Conference (ODAC),odac,Averett,Giovanni D'Amico,Giovanni,D'Amico,,44,Giovanni D'Amico,"D'AMICO,GIOVANNI",D'AMICOGIOVANNIAUM,16,16,,,Averett,AUM,1169-4106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,47,0,24,27,951:00,74,0,1.000,,1,3,0,2,1,1,.333,0.13,,,,,,,,,,,,,,,,,,
2026-27,mlax,Old Dominion Athletic Conference (ODAC),odac,Averett,Deven Perry,Deven,Perry,,44,Deven Perry,"PERRY,DEVEN",PERRYDEVENAUM,15,14,,,Averett,AUM,1169-4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0,35,10,842:00,74,0,1.000,,3,6,0,0,0,0,.500,0.00,,,,,,,,,,,,,,,,,,
2026-27,mlax,Old Dominion Athletic Conference (ODAC),odac,Averett,Jared Carollo-Miller,Jared,Carollo-Miller,,44,Jared Carollo-Miller,"CAROLLO-MILLER,JARED",CAROLLO-MILLERJAREDAUM,0,0,,,Averett,AUM,1169-4465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
2026-27,mlax,Old Dominion Athletic Conference (ODAC),odac,Averett,Jacob Barry,Jacob,Barry,,44,Jacob Barry,"BARRY,JACOB",BARRYJACOBAUM,11,0,,,Averett,AUM,1169-4574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6,0,2,1,08:00,24,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,mlax,Old Dominion Athletic Conference (ODAC),odac,Averett,Brayden Smokovitz,Brayden,Smokovitz,,44,Brayden Smokovitz,"SMOKOVITZ,BRAYDEN",SMOKOVITZBRAYDENAUM,15,3,,,Averett,AUM,1169-4212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,17,10,0,6,6,225:00,46,23,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,mlax,Old Dominion Athletic Conference (ODAC),odac,Averett,Matthew Clark,Matthew,Clark,,44,Matthew Clark,"CLARK,MATTHEW",CLARKMATTHEWAUM,15,6,,,Averett,AUM,1169-3747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,15,0,7,5,360:00,46,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,mlax,Old Dominion Athletic Conference (ODAC),odac,Averett,Emmett Wood,Emmett,Wood,,44,Emmett Wood,"WOOD,EMMETT",WOODEMMETTAUM,16,16,,,Averett,AUM,1169-3742,0,0,0,0,0,1,7,1,3,1,0,0,0,0,0,0,0,2,1,0,0,0,0,35,0,28,9,917:00,74,0,1.000,,48,73,0,24,3,21,.658,1.50,,,,,,,,,,,,,,,,,,
