season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats
2026-27,wsoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Ripley, Lauren",Lauren,Ripley,,805,"Ripley, Lauren","RIPLEY,LAUREN",UW-Whitewater,UWW,1147-8037,2,2,00,0,00,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,174:00,0,.00,.00,5,0,0,2,1,1.000,0.00,4,0,174:00,2,2,.00,1.000,.500,2.00,
2026-27,wsoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Wolf, Hannah",Hannah,Wolf,,805,"Wolf, Hannah","WOLF,HANNAH",UW-Whitewater,UWW,1147-7577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Smith, Kara",Kara,Smith,,805,"Smith, Kara","SMITH,KARA",UW-Whitewater,UWW,1147-7574,2,1,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,96:00,0,.00,.00,4,0,0,1,1,1.000,0.00,2,0,96:00,1,2,.00,1.000,.500,1.00,
2026-27,wsoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Beltz, Sophie",Sophie,Beltz,,805,"Beltz, Sophie","BELTZ,SOPHIE",UW-Whitewater,UWW,1147-7829,2,0,2,0,2,0,0,2,3,0,0,0,0,0,1.50,1.00,.00,.000,.000,2,0,0,0,0,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,66:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Kelley, Ellyse",Ellyse,Kelley,,805,"Kelley, Ellyse","KELLEY,ELLYSE",UW-Whitewater,UWW,1147-7570,3,0,3,0,3,0,0,2,2,2,0,1,0,0,.67,.67,.67,.333,.000,1,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,94:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Dehne, Leah",Leah,Dehne,,805,"Dehne, Leah","DEHNE,LEAH",UW-Whitewater,UWW,1147-8031,3,3,4,0,4,0,0,5,8,5,3,1,0,0,2.67,1.67,1.67,.333,1.000,4,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,120:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Bolla, Chloe",Chloe,Bolla,,805,"Bolla, Chloe","BOLLA,CHLOE",UW-Whitewater,UWW,1147-8029,3,0,5,0,5,0,0,0,1,1,1,0,0,0,.33,.00,.33,.000,.333,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,58:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"LaMere, Abby",Abby,LaMere,,805,"LaMere, Abby","LAMERE,ABBY",UW-Whitewater,UWW,1147-7834,2,0,6,0,6,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,58:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Simkowski, Genevieve",Genevieve,Simkowski,,805,"Simkowski, Genevieve","SIMKOWSKI,GENEVIEVE",UW-Whitewater,UWW,1147-7840,2,1,7,0,7,0,0,7,12,8,0,4,0,0,6.00,3.50,4.00,2.000,.000,3,0,0,0,1,1,1,.500,0,0,0,0,.00,.00,.00,.00,0,,92:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Gunderson, Anna",Anna,Gunderson,,805,"Gunderson, Anna","GUNDERSON,ANNA",UW-Whitewater,UWW,1147-7289,3,3,9,0,9,0,0,3,3,1,1,0,0,0,1.00,1.00,.33,.000,.333,3,0,0,0,0,0,0,.000,5,0,0,0,1.67,.00,.00,.00,0,,149:00,0,.00,.00,,,,,,,,,,,,,,,,,
