season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,defense_stats,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,fumble_stats_number,fumble_stats_number_lost,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,composite_score,global_rank,rating
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Schuman,Parker",Parker,Schuman,,21,"Schuman,Parker","SCHUMAN,PARKER",Alma,ALM,1085-4120,1,1,32,3K,0,0,DE,0,,,,,,,,0,2,7,9,9,1.0,.0,.0,0,2,6,0.5,0,1,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2762485954473552,25,94
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Fravel,Camerson",Camerson,Fravel,,30037,"Fravel,Camerson","FRAVEL,CAMERSON",Trine,TRI,1091-5128,1,0,74,74,0,0,DL,0,,,,,,,,0,1,1,2,2,1.5,.0,.0,1,1,8,1,1,0,8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2292370279295253,26,94
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"DeHorn,Kaden",Kaden,DeHorn,,286,"DeHorn,Kaden","DEHORN,KADEN",Hope,HOP,1087-3256,1,1,15,15,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,6,151,1,65,25.2,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1891049778187366,27,93
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Olivet,Dontrell Thomas,Dontrell,Thomas,,525,Dontrell Thomas,"THOMAS,DONTRELL",Olivet,OLIVET,0,1,1,11,11,0,0,DL,0,,,,,,,,0,1,3,4,4,1.0,.0,.0,1,0,5,1,1,0,5,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.944188129559552,28,93
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Olivet,Donavan Phillips,Donavan,Phillips,,525,Donavan Phillips,"PHILLIPS,DONAVAN",Olivet,OLIVET,0,1,1,6,6,0,0,SS,0,,,,,,,,26,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,0,26,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.926224806587012,29,93
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Lamb,Gavin",Gavin,Lamb,,30037,"Lamb,Gavin","LAMB,GAVIN",Trine,TRI,1091-5110,1,0,91,91,0,0,DL,0,,,,,,,,0,0,9,9,9,1.5,.0,.0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.661011094553652,30,93
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Olivet,Mel Washington,Mel,Washington,,525,Mel Washington,"WASHINGTON,MEL",Olivet,OLIVET,0,1,1,32,32,0,0,LB,0,,,,,,,,0,6,3,9,9,1.5,.0,.0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.661011094553652,31,93
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Albion,"Buskin Jr.,Devon",Devon,Buskin Jr.,,15,"Buskin Jr.,Devon","BUSKIN JR.,DEVON",Albion,AC,1084-4094,1,0,43,43,0,0,DB,0,,,,,,,,0,7,5,12,12,.0,.0,.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6290679295443837,32,93
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Moreno,Steven",Steven,Moreno,,4,"Moreno,Steven","MORENO,STEVEN",Adrian,ADR,1083-6201,1,1,44,44,0,0,DE,0,,,,,,,,0,2,2,4,4,1.5,.0,.0,1,1,6,0.5,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5588310258122333,33,93
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Albion,"Vaughn,Caleb",Caleb,Vaughn,,15,"Vaughn,Caleb","VAUGHN,CALEB",Albion,AC,1084-4056,1,0,25,2V,0,0,LB,0,,,,,,,,0,1,5,6,6,2.0,.0,.0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.458650905491004,34,93
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,"Sykes,Zach",Zach,Sykes,,326,"Sykes,Zach","SYKES,ZACH",Kalamazoo,KAL,1088-1816,1,1,44,44,0,0,LB,0,,,,,,,,0,9,1,10,10,1.0,.0,.0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.348313903043827,35,93
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Berkompas,Carson",Carson,Berkompas,,21,"Berkompas,Carson","BERKOMPAS,CARSON",Alma,ALM,1085-3704,1,1,40,3T,0,0,LB,0,,,,,,,,0,0,5,5,5,1.0,.0,.0,0,2,2,0.5,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.246133834302408,36,92
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Klunder,Jude",Jude,Klunder,,114,"Klunder,Jude","KLUNDER,JUDE",Calvin,CAL,1086-2391,1,1,1,1,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3,58,2,42,19.3,1,45,0,45,45.0,0,2,0,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1016376169067557,37,92
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Gilde,Bennett",Bennett,Gilde,,4,"Gilde,Bennett","GILDE,BENNETT",Adrian,ADR,1083-6826,1,1,8,8A,0,0,LB,0,,,,,,,,0,5,4,9,9,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8564818586856737,38,92
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Ludwig,Wesyn",Wesyn,Ludwig,,30037,"Ludwig,Wesyn","LUDWIG,WESYN",Trine,TRI,1091-4250,1,1,40,40,0,0,LB,0,,,,,,,,0,2,6,8,8,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8332565224713535,39,92
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Olivet,Caleb Rudd,Caleb,Rudd,,525,Caleb Rudd,"RUDD,CALEB",Olivet,OLIVET,0,1,1,0,0,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,103,0,49,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7853284221608057,40,92
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Hardy,Darren",Darren,Hardy,,30037,"Hardy,Darren","HARDY,DARREN",Trine,TRI,1091-4717,1,1,92,92,0,0,DE,0,,,,,,,,0,1,4,5,5,1.5,.0,.0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6308963334087048,41,92
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Bosscher,Louis",Louis,Bosscher,,286,"Bosscher,Louis","BOSSCHER,LOUIS",Hope,HOP,1087-3479,1,1,3,3D,0,0,DB,0,,,,,,,,0,3,1,4,4,.0,.0,.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4749868167746967,42,92
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Michmerhuizen,Luke",Luke,Michmerhuizen,,114,"Michmerhuizen,Luke","MICHMERHUIZEN,LUKE",Calvin,CAL,1086-2401,1,1,18,18,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,6,88,1,43,14.7,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.410735603683388,43,92
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Bradley,Andrew",Andrew,Bradley,,21,"Bradley,Andrew","BRADLEY,ANDREW",Alma,ALM,1085-3183,1,1,1,2B,0,0,DB,0,,,,,,,,0,4,3,7,7,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3414244781132,44,91
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,"Cargill,Raymond",Raymond,Cargill,,326,"Cargill,Raymond","CARGILL,RAYMOND",Kalamazoo,KAL,1088-1786,1,1,33,33,0,0,LB,0,,,,,,,,0,8,1,9,9,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1.3014568907538582,45,91
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Albion,"Rehberg,Isaac",Isaac,Rehberg,,15,"Rehberg,Isaac","REHBERG,ISAAC",Albion,AC,1084-4008,1,0,4,4R,0,0,LB,0,,,,,,,,0,1,8,9,9,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1.3014568907538582,46,91
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Olivet,Julian Toscano,Julian,Toscano,,525,Julian Toscano,"TOSCANO,JULIAN",Olivet,OLIVET,0,1,1,9,9,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,35,1,21,8.8,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2820718459960605,47,91
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Albion,"Plater,Michael",Michael,Plater,,15,"Plater,Michael","PLATER,MICHAEL",Albion,AC,1084-4040,1,0,0,0P,0,0,LB,0,,,,,,,,0,4,4,8,8,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2630306406752918,48,91
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Shooks,Logan",Logan,Shooks,,30037,"Shooks,Logan","SHOOKS,LOGAN",Trine,TRI,1091-5127,1,1,32,32,0,0,S,0,,,,,,,,0,2,6,8,8,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2630306406752918,49,91
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Albion,"Hunter,Amarr",Amarr,Hunter,,15,"Hunter,Amarr","HUNTER,AMARR",Albion,AC,1084-3747,1,0,0,0,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,83,0,53,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2207667160860922,50,91
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Vis,Nolan",Nolan,Vis,,286,"Vis,Nolan","VIS,NOLAN",Hope,HOP,1087-3790,1,1,5,5D,0,0,LB,0,,,,,,,,0,9,1,10,10,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.207862139451703,51,91
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Powell,Keydrick",Keydrick,Powell,,30037,"Powell,Keydrick","POWELL,KEYDRICK",Trine,TRI,1091-5687,1,1,14,1E,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,81,0,59,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.164310545478621,52,91
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Bey,Keegan",Keegan,Bey,,21,"Bey,Keegan","BEY,KEEGAN",Alma,ALM,1085-4140,1,0,36,3O,0,0,DL,0,,,,,,,,0,1,2,3,3,.5,.0,.0,0,1,4,0.5,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1608505719338729,53,90
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Albion,"Trudell,Alex",Alex,Trudell,,15,"Trudell,Alex","TRUDELL,ALEX",Albion,AC,1084-3770,1,0,24,24,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2,21,0,11,10.5,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,22,49,59,10,1,11,2.2,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,1.1602917747467814,54,90
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Olivet,Nehemiah Reid,Nehemiah,Reid,,525,Nehemiah Reid,"REID,NEHEMIAH",Olivet,OLIVET,0,1,1,3,3,0,0,FS,0,,,,,,,,0,1,3,4,4,.5,.0,.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1390642890505518,55,90
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,"Jannenga,Nolan",Nolan,Jannenga,,326,"Jannenga,Nolan","JANNENGA,NOLAN",Kalamazoo,KAL,1088-1797,1,1,96,96,0,0,DL,0,,,,,,,,0,2,1,3,3,1.5,.0,.0,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1158389528362316,56,90
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,"Hogan,Jack",Jack,Hogan,,326,"Hogan,Jack","HOGAN,JACK",Kalamazoo,KAL,1088-2258,1,0,85,85,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,109,0,31,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0784693493420434,57,90
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Burrows,Ethan",Ethan,Burrows,,4,"Burrows,Ethan","BURROWS,ETHAN",Adrian,ADR,1083-13599,1,1,35,35,0,0,DB,0,,,,,,,,0,4,1,5,5,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.060670451612643,58,90
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Tracy,Cooper",Cooper,Tracy,,4,"Tracy,Cooper","TRACY,COOPER",Adrian,ADR,1083-13674,1,0,32,32,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,377,61,0,0,4,2,4,41.9,0.9560009306675756,59,90
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Slegers,Hayden",Hayden,Slegers,,114,"Slegers,Hayden","SLEGERS,HAYDEN",Calvin,CAL,1086-2382,1,0,2,2,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,50,50,0,0,18,5.6,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8366648670235031,60,90
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Hock,Robert",Robert,Hock,,21,"Hock,Robert","HOCK,ROBERT",Alma,ALM,1085-3969,1,0,18,2V,0,0,DB,0,,,,,,,,0,3,2,5,5,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8263670975407263,61,90
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Layton,Ethan",Ethan,Layton,,4,"Layton,Ethan","LAYTON,ETHAN",Adrian,ADR,1083-6853,1,1,11,11,0,0,DB,0,,,,,,,,0,3,2,5,5,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8263670975407263,62,89
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Whitaker,Braiden",Braiden,Whitaker,,4,"Whitaker,Braiden","WHITAKER,BRAIDEN",Adrian,ADR,1083-6902,1,1,16,16,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,8,67,1,19,8.4,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8179458123049382,63,89
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Wilder,Hunter",Hunter,Wilder,,114,"Wilder,Hunter","WILDER,HUNTER",Calvin,CAL,1086-3112,1,0,36,36,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,49,49,0,0,20,4.9,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7918294210041614,64,89
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"King,Jett",Jett,King,,21,"King,Jett","KING,JETT",Alma,ALM,1085-3331,1,1,7,2I,0,0,LB,0,,,,,,,,0,4,4,8,8,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6928047588792298,65,89
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Seabase,Reed",Reed,Seabase,,21,"Seabase,Reed","SEABASE,REED",Alma,ALM,1085-3175,1,1,5,3B,0,0,DB,0,,,,,,,,0,5,3,8,8,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6928047588792298,66,89
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Brandt,Julienne",Julienne,Brandt,,4,"Brandt,Julienne","BRANDT,JULIENNE",Adrian,ADR,1083-6786,1,0,5,5,0,0,DL,0,,,,,,,,0,0,1,1,1,.5,.0,.0,0,1,1,0.5,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6457931913613993,67,89
