season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,defense_stats,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,fumble_stats_number,fumble_stats_number_lost,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,composite_score,global_rank,rating
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Esselink,Blake",Blake,Esselink,,21,"Esselink,Blake","ESSELINK,BLAKE",Alma,ALM,1085-3097,1,0,49,4C,0,0,DL,0,,,,,,,,0,0,1,1,1,.5,.0,.0,0,1,1,0.5,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6457931913613993,68,89
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Albion,"Quinn,Aidan",Aidan,Quinn,,15,"Quinn,Aidan","QUINN,AIDAN",Albion,AC,1084-3781,1,0,47,47,0,0,LB,0,,,,,,,,0,0,1,1,1,.5,.0,.0,0,1,3,0.5,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6457931913613993,69,89
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Keene,Cooper",Cooper,Keene,,21,"Keene,Cooper","KEENE,COOPER",Alma,ALM,1085-3149,1,1,6,6,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,62,0,24,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6279769247076425,70,89
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Baxter,McCoy",McCoy,Baxter,,114,"Baxter,McCoy","BAXTER,MCCOY",Calvin,CAL,1086-2460,1,0,3,3,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,60,1,60,60.0,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.620349215178788,71,88
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Kluk,Jacob",Jacob,Kluk,,21,"Kluk,Jacob","KLUK,JACOB",Alma,ALM,1085-3216,1,0,90,1H,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,292,51,0,1,0,1,3,41.7,0.5767433563632307,72,88
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Martens,Trevor",Trevor,Martens,,114,"Martens,Trevor","MARTENS,TREVOR",Calvin,CAL,1086-2419,1,0,37,37,0,0,LB,0,,,,,,,,0,2,1,3,3,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5456130710401695,73,88
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"O'Brien,Aiden",Aiden,O'Brien,,114,"O'Brien,Aiden","O'BRIEN,AIDEN",Calvin,CAL,1086-3101,1,0,17,17,0,TE,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,57,1,57,57.0,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5356649592675812,74,88
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Kimbrough,Cleaster",Cleaster,Kimbrough,,30037,"Kimbrough,Cleaster","KIMBROUGH,CLEASTER",Trine,TRI,1091-5108,1,1,1,1,0,0,DB,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3,54,1,30,18.0,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4509807033563741,75,88
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Riley,Emilio",Emilio,Riley,,21,"Riley,Emilio","RILEY,EMILIO",Alma,ALM,1085-4067,1,1,3,3H,0,0,DB,0,,,,,,,,0,5,2,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4352760685929927,76,88
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Schnurstein,Carson",Carson,Schnurstein,,114,"Schnurstein,Carson","SCHNURSTEIN,CARSON",Calvin,CAL,1086-2399,1,1,2,0C,0,0,LB,0,,,,,,,,0,3,4,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4352760685929927,77,88
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Woods,Maddox",Maddox,Woods,,4,"Woods,Maddox","WOODS,MADDOX",Adrian,ADR,1083-6238,1,1,4,4,0,0,LB,0,,,,,,,,0,3,4,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4352760685929927,78,88
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Soltis,Reese",Reese,Soltis,,30037,"Soltis,Reese","SOLTIS,REESE",Trine,TRI,1091-5130,1,0,22,22,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,58,0,32,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3763764100076908,79,88
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Barr,Davis",Davis,Barr,,30037,"Barr,Davis","BARR,DAVIS",Trine,TRI,1091-5734,1,0,82,82,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,59,0,26,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33083028567338246,80,87
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,"Zekman,Aaron",Aaron,Zekman,,326,"Zekman,Aaron","ZEKMAN,AARON",Kalamazoo,KAL,1088-1819,1,1,3,3W,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,51,0,27,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3174679863665499,81,87
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Felder,Saleem",Saleem,Felder,,30037,"Felder,Saleem","FELDER,SALEEM",Trine,TRI,1091-4220,1,1,3,3,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2,38,1,35,19.0,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,2,38,38,0,0,26,19.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2979708532880071,82,87
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Olivet,Aeson Hawks,Aeson,Hawks,,525,Aeson Hawks,"HAWKS,AESON",Olivet,OLIVET,0,1,0,45,45,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,167,52,0,0,0,1,2,41.8,0.264376127594957,83,87
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Minnehan,Alex",Alex,Minnehan,,4,"Minnehan,Alex","MINNEHAN,ALEX",Adrian,ADR,1083-14549,1,0,0,0,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54,0,54,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2560663793065164,84,87
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Kroll,Keegan",Keegan,Kroll,,114,"Kroll,Keegan","KROLL,KEEGAN",Calvin,CAL,1086-3110,1,0,29,29,0,0,DB,0,,,,,,,,0,1,3,4,4,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2329158795303444,85,87
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Hull,Ethan",Ethan,Hull,,21,"Hull,Ethan","HULL,ETHAN",Alma,ALM,1085-4357,1,0,4,4A,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,46,1,46,46.0,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22515602092648854,86,87
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,"Moat,Carsen",Carsen,Moat,,326,"Moat,Carsen","MOAT,CARSEN",Kalamazoo,KAL,1088-1807,1,1,5,5W,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,0,14,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,402,54,0,1,1,3,2,40.2,0.19686751913204664,87,87
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Jackson,Javen",Javen,Jackson,,30037,"Jackson,Javen","JACKSON,JAVEN",Trine,TRI,1091-5302,1,0,4,4A,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50,0,32,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1962552542130235,88,86
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Kolanowski,Caden",Caden,Kolanowski,,114,"Kolanowski,Caden","KOLANOWSKI,CADEN",Calvin,CAL,1086-2053,1,1,15,1F,0,0,DB,0,,,,,,,,0,3,3,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17774737830675577,89,86
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Mann,Tyson",Tyson,Mann,,286,"Mann,Tyson","MANN,TYSON",Hope,HOP,1087-3264,1,1,9,9,0,0,S,0,,,,,,,,0,4,2,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17774737830675577,90,86
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"VanDyke,Andrew",Andrew,VanDyke,,4,"VanDyke,Andrew","VANDYKE,ANDREW",Adrian,ADR,1083-13678,1,1,97,97,0,0,DL,0,,,,,,,,0,1,5,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17774737830675577,91,86
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Debski,Joe",Joe,Debski,,21,"Debski,Joe","DEBSKI,JOE",Alma,ALM,1085-3215,1,1,2,2L,0,0,DB,0,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,48,0,27,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17754609382246678,92,86
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Rohen-Blanton,Jonny",Jonny,Rohen-Blanton,,286,"Rohen-Blanton,Jonny","ROHEN-BLANTON,JONNY",Hope,HOP,1087-3285,1,1,6,6,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,46,0,24,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17632755984787135,93,86
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Goike,Trey",Trey,Goike,,286,"Goike,Trey","GOIKE,TREY",Hope,HOP,1087-3816,1,0,21,1L,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,8,0,8,8.0,,,,,,0,1,0,0,1,0,0,0,0,8,8,8,7,41,41,0,1,12,5.9,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0835196560550931,94,86
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Jones,Darrell",Darrell,Jones,,21,"Jones,Darrell","JONES,DARRELL",Alma,ALM,1085-4239,1,0,21,21,0,0,DB,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05378102668201601,95,86
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Kanary,Drew",Drew,Kanary,,21,"Kanary,Drew","KANARY,DREW",Alma,ALM,1085-3221,1,1,99,5G,0,0,DL,0,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05378102668201601,96,86
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Powell,Amari",Amari,Powell,,114,"Powell,Amari","POWELL,AMARI",Calvin,CAL,1086-2795,1,0,14,1E,0,0,DB,0,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05378102668201601,97,85
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Hubbard,Paul",Paul,Hubbard,,114,"Hubbard,Paul","HUBBARD,PAUL",Calvin,CAL,1086-2797,1,0,1,0B,0,0,DB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,53,0,35,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03736593442892233,98,85
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Aicher,Carter",Carter,Aicher,,4,"Aicher,Carter","AICHER,CARTER",Adrian,ADR,1083-13582,1,0,94,94,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,99,85
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Olivet,Alan Whiting,Alan,Whiting,,525,Alan Whiting,"WHITING,ALAN",Olivet,OLIVET,0,1,1,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100,85
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Anderson,Javon",Javon,Anderson,,4,"Anderson,Javon","ANDERSON,JAVON",Adrian,ADR,1083-14428,1,1,95,95,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,101,85
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Atwell,Jerrold",Jerrold,Atwell,,21,"Atwell,Jerrold","ATWELL,JERROLD",Alma,ALM,1085-3340,1,1,65,65,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,102,85
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Berg,Andrew",Andrew,Berg,,114,"Berg,Andrew","BERG,ANDREW",Calvin,CAL,1086-2453,1,1,72,72,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,103,85
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Berglund,Will",Will,Berglund,,286,"Berglund,Will","BERGLUND,WILL",Hope,HOP,1087-3842,1,0,34,34,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,104,85
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Bethune,Mike",Mike,Bethune,,4,"Bethune,Mike","BETHUNE,MIKE",Adrian,ADR,1083-6781,1,0,30,30,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,105,85
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Blaszczak,Nathan",Nathan,Blaszczak,,4,"Blaszczak,Nathan","BLASZCZAK,NATHAN",Adrian,ADR,1083-13588,1,0,47,47,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106,84
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Bolduc,Caiden",Caiden,Bolduc,,114,"Bolduc,Caiden","BOLDUC,CAIDEN",Calvin,CAL,1086-2393,1,1,8,0I,0,0,DE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,107,84
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Bollman,Jack",Jack,Bollman,,286,"Bollman,Jack","BOLLMAN,JACK",Hope,HOP,1087-4418,1,0,28,28,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,108,84
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Bonner,Justin",Justin,Bonner,,286,"Bonner,Justin","BONNER,JUSTIN",Hope,HOP,1087-4419,1,0,39,39,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,109,84
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Bouma IV,Paul",Paul,Bouma IV,,114,"Bouma IV,Paul","BOUMA IV,PAUL",Calvin,CAL,1086-2463,1,0,85,85,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,110,84
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Bowen,Jacob",Jacob,Bowen,,21,"Bowen,Jacob","BOWEN,JACOB",Alma,ALM,1085-3967,1,1,62,4L,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,111,84
