season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,shot_stats,goal_stats,caution_stats,misc_stats,composite_score,global_rank,rating
2026-27,wsoc,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Waroway, Mikaela",Mikaela,Waroway,,114,"Waroway, Mikaela","WAROWAY,MIKAELA",Calvin,CAL,1086-2131,2,2,10,0,10,0,0,7,13,8,0,4,1,1,6.50,3.50,4.00,2.000,.000,3,0,1,0,2,1,1,.500,1,0,0,0,.50,.00,.00,.00,0,,160:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,17.635183301550622,1,99
2026-27,wsoc,Michigan Intercollegiate Athletic Association (MIAA),miaa,Saint Mary's,"Johnson, Mia",Mia,Johnson,,8688,"Johnson, Mia","JOHNSON,MIA",Saint Mary's,SMC,1090-469,3,3,19,0,19,0,0,5,12,8,0,4,0,0,4.00,1.67,2.67,1.333,.000,1,0,0,0,2,0,1,.333,4,0,0,0,1.33,.00,.00,.00,0,,170:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,16.81044099326392,2,99
2026-27,wsoc,Michigan Intercollegiate Athletic Association (MIAA),miaa,Albion,"Gorno, Claire",Claire,Gorno,,15,"Gorno, Claire","GORNO,CLAIRE",Albion,AC,1084-3720,3,3,19,0,19,0,0,5,7,6,0,3,0,0,2.33,1.67,2.00,1.000,.000,2,0,0,0,2,0,2,.667,2,0,0,0,.67,.00,.00,.00,0,,163:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,12.765425320944578,3,99
2026-27,wsoc,Michigan Intercollegiate Athletic Association (MIAA),miaa,Saint Mary's,"Johnson, Ainsley",Ainsley,Johnson,,8688,"Johnson, Ainsley","JOHNSON,AINSLEY",Saint Mary's,SMC,1090-555,3,0,7,0,7,0,0,3,7,5,1,2,0,0,2.33,1.00,1.67,.667,.333,1,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,80:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,11.328965778574407,4,98
2026-27,wsoc,Michigan Intercollegiate Athletic Association (MIAA),miaa,Albion,"Zeleny, Brooklyn",Brooklyn,Zeleny,,15,"Zeleny, Brooklyn","ZELENY,BROOKLYN",Albion,AC,1084-3954,3,3,3,0,3,0,0,2,3,4,2,1,0,0,1.00,.67,1.33,.333,.667,1,0,0,0,0,0,0,.000,3,0,0,0,1.00,.00,.00,.00,0,,158:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,10.304877390347588,5,98
2026-27,wsoc,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,"Hogan, Ruby",Ruby,Hogan,,326,"Hogan, Ruby","HOGAN,RUBY",Kalamazoo,KZOO,1088-1858,4,4,20,0,20,0,0,7,9,4,0,2,1,1,2.25,1.75,1.00,.500,.000,5,1,0,0,0,1,0,.000,2,0,0,0,.50,.00,.00,.00,0,,328:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,9.545151956911935,6,98
2026-27,wsoc,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Thebeau, Maya",Maya,Thebeau,,114,"Thebeau, Maya","THEBEAU,MAYA",Calvin,CAL,1086-3148,2,1,30,0,30,0,0,5,7,4,0,2,0,0,3.50,2.50,2.00,1.000,.000,3,0,0,0,0,2,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,94:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,8.720409648625234,7,97
2026-27,wsoc,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Waterstredt, Anna",Anna,Waterstredt,,21,"Waterstredt, Anna","WATERSTREDT,ANNA",Alma,Alma,1085-3729,2,2,13,0,13,0,0,3,4,4,0,2,0,0,2.00,1.50,2.00,1.000,.000,1,0,0,0,1,1,1,.500,1,0,0,0,.50,.00,.00,.00,0,,102:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,7.895667340338532,8,97
2026-27,wsoc,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Aikens, Bri",Bri,Aikens,,4,"Aikens, Bri","AIKENS,BRI",Adrian,ADR,1083-6054,3,2,14,0,14,0,0,2,3,4,0,2,1,1,1.00,.67,1.33,.667,.000,0,0,0,0,0,2,1,.333,1,0,0,0,.33,.00,.00,.00,0,,225:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,7.483296186195181,9,97
2026-27,wsoc,Michigan Intercollegiate Athletic Association (MIAA),miaa,Saint Mary's,"Knese, Isabella",Isabella,Knese,,8688,"Knese, Isabella","KNESE,ISABELLA",Saint Mary's,SMC,1090-557,3,3,27,0,27,0,0,2,3,4,0,2,0,0,1.00,.67,1.33,.667,.000,0,0,0,0,0,0,1,.333,4,0,0,0,1.33,.00,.00,.00,0,,222:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,7.483296186195181,10,96
