conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Carroll,"McMahon,Ciara",0,G,01,13,0,3,18,3,17,2,1,10,0,5,4,53,1,3,4,2,0,1,0,0,0.17,0.18,0.50,0.77,0.31,0.31,0.38,0.00
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Carroll,"Capstran,Lauren",0,F,02,15,0,1,3,0,1,4,3,5,2,1,1,57,3,7,10,8,0,5,0,0,0.33,0.00,0.75,0.33,0.67,0.07,0.07,0.13
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Carroll,"Wozniak,Kailey",0,G,03,5,0,2,3,0,0,1,1,5,0,0,0,14,2,3,5,2,0,1,0,0,0.67,0.00,1.00,1.00,1.00,0.00,0.00,0.00
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Carroll,"Nielsen,Anna",0,G,04,27,27,55,141,9,27,58,35,154,8,26,48,585,42,50,92,63,0,50,0,0,0.39,0.33,0.60,5.70,3.41,1.78,0.96,0.30
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Carroll,"Gussman,Lainey",0,G,05,27,12,20,40,2,11,10,3,45,2,16,38,349,14,33,47,28,0,29,0,0,0.50,0.18,0.30,1.67,1.74,1.41,0.59,0.07
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Carroll,"Barger,Katie",0,G,10,26,26,53,83,2,6,35,27,135,4,56,95,748,10,133,143,54,0,68,1,0,0.64,0.33,0.77,5.19,5.50,3.65,2.15,0.15
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Carroll,"Kratz,Kacy",0,G,11,27,0,26,82,6,25,42,20,78,7,14,40,464,30,68,98,44,0,32,1,0,0.32,0.24,0.48,2.89,3.63,1.48,0.52,0.26
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Carroll,"Petalber,Alayna",0,G,12,17,0,4,34,2,21,8,3,13,0,8,10,153,6,7,13,12,0,9,0,0,0.12,0.10,0.38,0.76,0.76,0.59,0.47,0.00
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Carroll,"Lokker,Julia",0,G,14,27,2,144,320,37,105,58,47,372,5,33,72,655,23,75,98,52,0,45,0,0,0.45,0.35,0.81,13.78,3.63,2.67,1.22,0.19
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Carroll,"Wendt,Ryann",0,G,21,26,15,48,112,4,16,37,22,122,24,26,53,579,35,90,125,28,0,32,1,0,0.43,0.25,0.59,4.69,4.81,2.04,1.00,0.92
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Carroll,"Huff,Juliette",0,G,24,8,0,1,4,1,3,2,2,5,0,1,1,21,3,2,5,1,0,3,0,0,0.25,0.33,1.00,0.63,0.63,0.13,0.13,0.00
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Carroll,"Delaney,McKenna",0,G,25,3,0,0,2,0,1,0,0,0,0,0,0,4,0,1,1,1,0,1,0,0,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Carroll,"Wizner,Emilie",0,G,32,27,27,153,366,76,190,67,47,429,7,39,69,911,15,52,67,21,0,36,0,0,0.42,0.40,0.70,15.89,2.48,2.56,1.44,0.26
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Carroll,"Gricius,Natalie",0,F,33,26,26,225,399,36,114,117,90,576,2,43,45,803,63,96,159,50,0,68,0,0,0.56,0.32,0.77,22.15,6.12,1.73,1.65,0.08
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Carroll,"Hayes,Payton",0,F,34,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Carroll,"Earley,Shannon",0,C,42,8,0,1,2,0,0,0,0,2,4,1,1,26,4,8,12,2,0,1,0,0,0.50,0.00,0.00,0.25,1.50,0.13,0.13,0.50
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Illinois Wesleyan,"White,Sawyer",0,G,02,27,27,138,337,46,138,53,43,365,20,99,119,938,20,81,101,46,0,91,0,0,0.41,0.33,0.81,13.52,3.74,4.41,3.67,0.74
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Illinois Wesleyan,"Balli,Sara",0,G,03,25,24,72,211,12,58,62,42,198,2,37,52,715,64,71,135,71,0,74,1,0,0.34,0.21,0.68,7.92,5.40,2.08,1.48,0.08
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Illinois Wesleyan,"Robinson,Rena",0,G,04,26,2,15,51,4,19,10,8,42,1,15,24,240,6,21,27,24,0,26,0,0,0.29,0.21,0.80,1.62,1.04,0.92,0.58,0.04
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Illinois Wesleyan,"Jacob,Payton",0,F,11,13,0,2,18,1,12,0,0,5,1,2,8,78,2,9,11,5,0,5,0,0,0.11,0.08,0.00,0.38,0.85,0.62,0.15,0.08
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Illinois Wesleyan,"Mahlum,Ashley",0,G,14,20,0,13,26,3,12,18,9,38,1,2,3,91,3,9,12,6,0,4,0,0,0.50,0.25,0.50,1.90,0.60,0.15,0.10,0.05
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Illinois Wesleyan,"Epps,Alyssa",0,G,21,23,1,12,39,2,13,19,9,35,0,7,11,219,17,26,43,23,0,13,0,0,0.31,0.15,0.47,1.52,1.87,0.48,0.30,0.00
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Illinois Wesleyan,"Bardic,Ava",0,G,22,27,27,186,404,52,161,115,96,520,13,69,71,919,24,64,88,59,0,64,0,0,0.46,0.32,0.83,19.26,3.26,2.63,2.56,0.48
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Illinois Wesleyan,"Leyden,Caitlin",0,G,23,27,26,108,239,0,1,37,25,241,15,61,45,782,69,131,200,57,0,38,2,0,0.45,0.00,0.68,8.93,7.41,1.67,2.26,0.56
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Illinois Wesleyan,"Kobylarczyk,Asia",0,F,24,27,25,89,207,34,107,33,31,243,16,40,23,673,44,61,105,63,1,32,1,0,0.43,0.32,0.94,9.00,3.89,0.85,1.48,0.59
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Illinois Wesleyan,"Lam,Luigi",0,G,30,15,0,10,27,4,18,0,0,24,0,3,2,59,1,7,8,0,0,6,0,0,0.37,0.22,0.00,1.60,0.53,0.13,0.20,0.00
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Illinois Wesleyan,"Allen,Megan",0,F,34,10,0,0,2,0,1,0,0,0,1,1,0,32,2,2,4,3,0,0,0,0,0.00,0.00,0.00,0.00,0.40,0.00,0.10,0.10
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Illinois Wesleyan,"Lipic,Martha",0,F,40,24,1,16,44,0,0,19,14,46,2,5,2,210,16,33,49,17,0,22,0,0,0.36,0.00,0.74,1.92,2.04,0.08,0.21,0.08
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Illinois Wesleyan,"Hynes,Lucy",0,G,05,2,0,1,5,0,2,0,0,2,0,1,1,9,1,1,2,1,0,0,0,0,0.20,0.00,0.00,1.00,1.00,0.50,0.50,0.00
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbball,Illinois Wesleyan,"King,Kaidyn",0,G,13,19,0,4,14,0,0,8,5,13,0,1,8,72,1,10,11,11,0,2,0,0,0.29,0.00,0.63,0.68,0.58,0.42,0.05,0.00
