season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,shot_stats,goal_stats,caution_stats,misc_stats
2026-27,msoc,Little East Conference (LEC),lec,Eastern Connecticut,"Harmon, Jack",Jack,Harmon,,200,"Harmon, Jack","HARMON,JACK",Eastern Connecticut,ECSU,1067-1918,3,3,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,180:00,0,.00,.00,27,0,0,2,0,.929,0.50,13,1,180:00,3,3,.33,0.929,.000,4.33,,,,,
2026-27,msoc,Little East Conference (LEC),lec,Eastern Connecticut,"Nardi, Marek",Marek,Nardi,,200,"Nardi, Marek","NARDI,MAREK",Eastern Connecticut,ECSU,1067-2245,2,0,32,0,32,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,90:00,0,.00,.00,13,0,1,0,0,.333,4.00,2,4,90:00,0,2,2.00,0.333,.000,1.00,,,,,
2026-27,msoc,Little East Conference (LEC),lec,Eastern Connecticut,"Silvay, Jackson",Jackson,Silvay,,200,"Silvay, Jackson","SILVAY,JACKSON",Eastern Connecticut,ECSU,1067-2246,0,0,2,0,2,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Little East Conference (LEC),lec,Eastern Connecticut,"Dewey, Cash",Cash,Dewey,,200,"Dewey, Cash","DEWEY,CASH",Eastern Connecticut,ECSU,1067-2239,2,0,3,0,3,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,43:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Little East Conference (LEC),lec,Eastern Connecticut,"Fitzgibbons, John",John,Fitzgibbons,,200,"Fitzgibbons, John","FITZGIBBONS,JOHN",Eastern Connecticut,ECSU,1067-2069,3,0,4,0,4,0,0,0,1,0,0,0,0,0,.33,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,54:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Little East Conference (LEC),lec,Eastern Connecticut,"Vieira, Aidan",Aidan,Vieira,,200,"Vieira, Aidan","VIEIRA,AIDAN",Eastern Connecticut,ECSU,1067-2248,3,3,5,0,5,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,2,0,0,0,.67,.00,.00,.00,0,,196:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Little East Conference (LEC),lec,Eastern Connecticut,"Bennett, John",John,Bennett,,200,"Bennett, John","BENNETT,JOHN",Eastern Connecticut,ECSU,1067-2066,3,3,6,0,6,0,0,0,0,2,2,0,0,0,.00,.00,.67,.000,.667,0,0,0,0,0,0,0,.000,1,0,1,0,.33,.33,.00,.00,0,,226:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Little East Conference (LEC),lec,Eastern Connecticut,"Moura, Christian",Christian,Moura,,200,"Moura, Christian","MOURA,CHRISTIAN",Eastern Connecticut,ECSU,1067-2106,3,2,7,0,7,0,0,3,5,4,0,2,0,0,1.67,1.00,1.33,.667,.000,1,0,0,0,0,0,1,.333,0,0,0,0,.00,.00,.00,.00,0,,180:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Little East Conference (LEC),lec,Eastern Connecticut,"Kadlof, Sebastian",Sebastian,Kadlof,,200,"Kadlof, Sebastian","KADLOF,SEBASTIAN",Eastern Connecticut,ECSU,1067-1774,3,3,8,0,8,0,0,3,5,7,1,3,2,2,1.67,1.00,2.33,1.000,.333,0,2,0,0,1,3,0,.000,4,0,0,0,1.33,.00,.00,.00,0,,206:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Little East Conference (LEC),lec,Eastern Connecticut,"Montejano, Max",Max,Montejano,,200,"Montejano, Max","MONTEJANO,MAX",Eastern Connecticut,ECSU,1067-2244,3,3,9,0,9,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,4,0,0,0,1.33,.00,.00,.00,0,,184:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
