season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,fumble_stats_number,fumble_stats_number_lost,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,composite_score,global_rank,rating
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Smith,De'Ontaye",De'Ontaye,Smith,,372,"Smith,De'Ontaye","SMITH,DE'ONTAYE",Luther,LUT,1046-8055,1,1,55,55,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,5,5,1.0,.0,.0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9378964181966963,75,89
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Williams,Jermarion",Jermarion,Williams,,372,"Williams,Jermarion","WILLIAMS,JERMARION",Luther,LUT,1046-7662,1,1,2,2,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,5,5,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9378964181966963,76,89
2026-27,football,Midwest Conference (MWC),mwc,Knox,"Ross,Chris",Chris,Ross,,337,"Ross,Chris","ROSS,CHRIS",Knox,KNO,1097-3712,1,0,4,4A,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,7,7,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.927170164027065,77,89
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Maxson,Luke",Luke,Maxson,,344,"Maxson,Luke","MAXSON,LUKE",Lake Forest,LFC,1098-2652,1,1,18,1L,0,WR,0,0,,,,,,,,,,,,,,,1,48,1,48,48.0,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9144613841179993,78,89
2026-27,football,Midwest Conference (MWC),mwc,Luther,"White,Trent",Trent,White,,372,"White,Trent","WHITE,TRENT",Luther,LUT,1046-8056,1,1,6,6,0,RB,0,0,,,,,,,,,,,,,,,0,0,0,0,.0,17,115,125,10,0,28,6.8,115.0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,0.9135248428368135,79,89
2026-27,football,Midwest Conference (MWC),mwc,Cornell College,"Skeffington,Kaleb",Kaleb,Skeffington,,166,"Skeffington,Kaleb","SKEFFINGTON,KALEB",Cornell College,COR,1043-5088,1,1,2,2,0,WR,0,0,,,,,,,,,,,,,,,3,47,1,30,15.7,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8855059616018467,80,89
2026-27,football,Midwest Conference (MWC),mwc,Illinois Col.,"Carson,Kani",Kani,Carson,,297,"Carson,Kani","CARSON,KANI",Illinois Col.,ILC,1096-4328,1,1,2,2,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8798027232660786,81,89
2026-27,football,Midwest Conference (MWC),mwc,Illinois Col.,"Lumbreras,Antonio",Antonio,Lumbreras,,297,"Lumbreras,Antonio","LUMBRERAS,ANTONIO",Illinois Col.,ILC,1096-4424,1,0,12,12,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,4,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8798027232660786,82,88
2026-27,football,Midwest Conference (MWC),mwc,Knox,"Rhetta,Keilyn",Keilyn,Rhetta,,337,"Rhetta,Keilyn","RHETTA,KEILYN",Knox,KNO,1097-3828,1,0,1,1,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,242,0,2,60.5,,,,,,,,,,,,,,,,,,,,,,,,,5,198,49,0,1,0,0,2,39.6,,,,,0.8333249032524678,83,88
2026-27,football,Midwest Conference (MWC),mwc,Knox,"Estes,Aaron",Aaron,Estes,,337,"Estes,Aaron","ESTES,AARON",Knox,KNO,1097-3677,1,0,11,1B,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,5,5,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0.7830309274856089,84,88
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Lewis,Jack",Jack,Lewis,,344,"Lewis,Jack","LEWIS,JACK",Lake Forest,LFC,1098-2502,1,1,11,11,0,WR,0,0,,,,,,,,,,,,,,,2,42,1,36,21.0,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7407288490210825,85,88
2026-27,football,Midwest Conference (MWC),mwc,Lawrence,"Cawley,Jacob",Jacob,Cawley,,348,"Cawley,Jacob","CAWLEY,JACOB",Lawrence,LAW,0,1,0,4,4,0,WR,0,0,,,,,,,,,,,,,,,2,66,0,42,33.0,1,7,7,0,1,7,7.0,7.0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,4,60,0,30,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7061360104515246,86,88
2026-27,football,Midwest Conference (MWC),mwc,Monmouth (IL),"Wrublik,Nate",Nate,Wrublik,,438,"Wrublik,Nate","WRUBLIK,NATE",Monmouth (IL),Mon,1100-5224,1,1,5,5,0,RB,0,0,,,,,,,,,,,,,,,3,13,0,5,4.3,16,60,67,7,1,16,3.8,60.0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6839460809646023,87,88
2026-27,football,Midwest Conference (MWC),mwc,Ripon,"Love,Drew",Drew,Love,,577,"Love,Drew","LOVE,DREW",Ripon,RIP,1101-3457,1,1,54,54,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,6,6,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6625938613804128,88,88
2026-27,football,Midwest Conference (MWC),mwc,Monmouth (IL),"Strating,Carson",Carson,Strating,,438,"Strating,Carson","STRATING,CARSON",Monmouth (IL),Mon,1100-5420,1,1,52,52,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,6,6,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6625938613804128,89,88
2026-27,football,Midwest Conference (MWC),mwc,Illinois Col.,"Kato,Timo",Timo,Kato,,297,"Kato,Timo","KATO,TIMO",Illinois Col.,ILC,1096-3828,1,0,7,7K,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,64,0,49,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6601175371462591,90,88
2026-27,football,Midwest Conference (MWC),mwc,Cornell College,"Thompson,Jamal",Jamal,Thompson,,166,"Thompson,Jamal","THOMPSON,JAMAL",Cornell College,COR,1043-5056,1,1,1,1D,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,5,8,8,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6518676072107816,91,88
2026-27,football,Midwest Conference (MWC),mwc,Ripon,"Johnson,Craige",Craige,Johnson,,577,"Johnson,Craige","JOHNSON,CRAIGE",Ripon,RIP,1101-3755,1,0,13,13,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6152264206194258,92,88
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Robinson,Quentin",Quentin,Robinson,,344,"Robinson,Quentin","ROBINSON,QUENTIN",Lake Forest,LFC,1098-2654,1,0,20,2Q,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6152264206194258,93,87
2026-27,football,Midwest Conference (MWC),mwc,Monmouth (IL),"Santos,Armani",Armani,Santos,,438,"Santos,Armani","SANTOS,ARMANI",Monmouth (IL),Mon,1100-5590,1,0,55,55,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6152264206194258,94,87
2026-27,football,Midwest Conference (MWC),mwc,Beloit,"Rivera,Jurian",Jurian,Rivera,,53,"Rivera,Jurian","RIVERA,JURIAN",Beloit,BEL,1093-1309,1,1,97,97,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0.5291808790085869,95,87
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Clark,Joseph",Joseph,Clark,,344,"Clark,Joseph","CLARK,JOSEPH",Lake Forest,LFC,1098-2493,1,0,2,2C,0,RB,0,0,,,,,,,,,,,,,,,,,,,,3,40,40,0,1,34,13.3,40.0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.489189007112532,96,87
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Barth,Jaden",Jaden,Barth,,344,"Barth,Jaden","BARTH,JADEN",Lake Forest,LFC,1098-2489,1,0,86,86,0,WR,0,0,,,,,,,,,,,,,,,1,32,1,32,32.0,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45117462385955465,97,87
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Eagleson,Caden",Caden,Eagleson,,344,"Eagleson,Caden","EAGLESON,CADEN",Lake Forest,LFC,1098-2793,1,0,47,47,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,3,1.0,.0,.0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4087438129033909,98,87
2026-27,football,Midwest Conference (MWC),mwc,Illinois Col.,"Evans,Maurice",Maurice,Evans,,297,"Evans,Maurice","EVANS,MAURICE",Illinois Col.,ILC,1096-4123,1,1,10,10,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,5,5,.5,.0,.0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39801755873376,99,87
2026-27,football,Midwest Conference (MWC),mwc,Monmouth (IL),"Huston,Nick",Nick,Huston,,438,"Huston,Nick","HUSTON,NICK",Monmouth (IL),Mon,1100-5822,1,0,0,0B,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,5,5,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39801755873376,100,87
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Petersen,Dane",Dane,Petersen,,372,"Petersen,Dane","PETERSEN,DANE",Luther,LUT,1046-7548,1,1,9,9,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,5,5,.5,.0,.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39801755873376,101,87
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Tulupov,Ivan",Ivan,Tulupov,,137,"Tulupov,Ivan","TULUPOV,IVAN",University of Chicago,UC,1202-2472,1,0,40,40,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,5,5,.5,.0,.0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39801755873376,102,87
2026-27,football,Midwest Conference (MWC),mwc,Monmouth (IL),"Carpenter,Gavin",Gavin,Carpenter,,438,"Carpenter,Gavin","CARPENTER,GAVIN",Monmouth (IL),Mon,1100-5376,1,1,7,7A,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,6,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38729130456412864,103,86
2026-27,football,Midwest Conference (MWC),mwc,Beloit,"Gonzalez,Brayden",Brayden,Gonzalez,,53,"Gonzalez,Brayden","GONZALEZ,BRAYDEN",Beloit,BEL,1093-1550,1,1,47,47,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,6,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38729130456412864,104,86
2026-27,football,Midwest Conference (MWC),mwc,Ripon,"Clayborn,Ryan",Ryan,Clayborn,,577,"Clayborn,Ryan","CLAYBORN,RYAN",Ripon,RIP,1101-3785,1,1,9,9A,0,WR,0,0,,,,,,,,,,,,,,,3,11,0,5,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,106,0,35,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35407363135680203,105,86
2026-27,football,Midwest Conference (MWC),mwc,Beloit,"Deary II,John",John,Deary II,,53,"Deary II,John","DEARY II,JOHN",Beloit,BEL,1093-1430,1,0,21,21,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350650117972773,106,86
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Millner,Danny",Danny,Millner,,372,"Millner,Danny","MILLNER,DANNY",Luther,LUT,1046-7658,1,1,3,3,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350650117972773,107,86
2026-27,football,Midwest Conference (MWC),mwc,Ripon,"Fleming,Elantae",Elantae,Fleming,,577,"Fleming,Elantae","FLEMING,ELANTAE",Ripon,RIP,1101-3759,1,1,5,5A,0,WR,0,0,,,,,,,,,,,,,,,5,42,0,19,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3394149951181741,108,86
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Nikolich,Luka",Luka,Nikolich,,344,"Nikolich,Luka","NIKOLICH,LUKA",Lake Forest,LFC,1098-2642,1,0,9,9,0,WR,0,0,,,,,,,,,,,,,,,1,28,1,28,28.0,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33535293379494346,109,86
2026-27,football,Midwest Conference (MWC),mwc,Grinnell,"Davidoff,Noah",Noah,Davidoff,,264,"Davidoff,Noah","DAVIDOFF,NOAH",Grinnell,GRN,1095-7372,1,0,29,29,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,166,48,0,1,0,0,1,41.5,,,,,0.3014889009954211,110,86
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Wren,Zach",Zach,Wren,,344,"Wren,Zach","WREN,ZACH",Lake Forest,LFC,1098-2327,1,0,10,1W,0,QB,0,0,,,,,,,,,,,,,,,,,,,,1,-3,0,3,0,0,-3.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,32,1,32,0,1,1,698.8,32.00,32.00,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2787597963243978,111,86
2026-27,football,Midwest Conference (MWC),mwc,Monmouth (IL),"Gavin,Ke'Aundre",Ke'Aundre,Gavin,,438,"Gavin,Ke'Aundre","GAVIN,KE'AUNDRE",Monmouth (IL),Mon,1100-5551,1,0,93,93,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1.0,.0,.0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0.2646045763619341,112,86
2026-27,football,Midwest Conference (MWC),mwc,Lawrence,"Arnold,Gabe",Gabe,Arnold,,348,"Arnold,Gabe","ARNOLD,GABE",Lawrence,LAW,0,1,1,21,21,0,0,DE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,3,3,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0.2538783221923031,113,86
2026-27,football,Midwest Conference (MWC),mwc,Cornell College,"Boyd,Darnell",Darnell,Boyd,,166,"Boyd,Darnell","BOYD,DARNELL",Cornell College,COR,1043-5427,1,1,7,7,0,WR,0,0,,,,,,,,,,,,,,,5,39,0,17,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2525487275697156,114,85
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Thornton,Anthony",Anthony,Thornton,,372,"Thornton,Anthony","THORNTON,ANTHONY",Luther,LUT,1046-8054,1,1,13,13,0,WR,0,0,,,,,,,,,,,,,,,3,66,0,58,22.0,1,7,7,0,0,7,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15104578292091975,115,85
2026-27,football,Midwest Conference (MWC),mwc,Beloit,"Hext,Michael",Michael,Hext,,53,"Hext,Michael","HEXT,MICHAEL",Beloit,BEL,1093-1297,1,0,55,55,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14416751025673805,116,85
2026-27,football,Midwest Conference (MWC),mwc,Grinnell,"Leonard,Rory",Rory,Leonard,,264,"Leonard,Rory","LEONARD,RORY",Grinnell,GRN,1095-7377,1,1,64,64,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,4,4,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13344125608710714,117,85
2026-27,football,Midwest Conference (MWC),mwc,Ripon,"Abdullah,Bilal",Bilal,Abdullah,,577,"Abdullah,Bilal","ABDULLAH,BILAL",Ripon,RIP,1101-3785,1,-1,9,9,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12271500191747622,118,85
