season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,fumble_stats_number,fumble_stats_number_lost,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,composite_score,global_rank,rating
2026-27,football,Midwest Conference (MWC),mwc,Cornell College,"Jenkins,Julius",Julius,Jenkins,,166,"Jenkins,Julius","JENKINS,JULIUS",Cornell College,COR,1043-5052,1,1,0,0,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1.0,.0,.0,1,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5870404075254085,31,93
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Okoh,Joseph",Joseph,Okoh,,344,"Okoh,Joseph","OKOH,JOSEPH",Lake Forest,LFC,1098-2348,1,1,24,2O,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,5,5,2.5,.0,.0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.557532996585505,32,93
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Buckley,Bryce",Bryce,Buckley,,372,"Buckley,Bryce","BUCKLEY,BRYCE",Luther,LUT,1046-8058,1,1,7,7,0,WR,0,0,,,,,,,,,,,,,,,2,40,2,27,20.0,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.548874671854126,33,93
2026-27,football,Midwest Conference (MWC),mwc,Knox,"Joseph,Jahprece",Jahprece,Joseph,,337,"Joseph,Jahprece","JOSEPH,JAHPRECE",Knox,KNO,1097-3692,1,1,3,3A,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,8,8,.5,.0,.0,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5454710666313796,34,93
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Marshall,Maceo",Maceo,Marshall,,137,"Marshall,Maceo","MARSHALL,MACEO",University of Chicago,UC,1202-2203,1,1,15,15,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,4,4,1.5,.0,.0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.499439301654888,35,93
2026-27,football,Midwest Conference (MWC),mwc,Lawrence,"Sharpton,Dyson",Dyson,Sharpton,,348,"Sharpton,Dyson","SHARPTON,DYSON",Lawrence,LAW,0,1,1,9,9,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,2,10,10,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26077793142996,36,93
2026-27,football,Midwest Conference (MWC),mwc,Beloit,"Sumoro,Ayouba",Ayouba,Sumoro,,53,"Sumoro,Ayouba","SUMORO,AYOUBA",Beloit,BEL,1093-1280,1,0,3,3,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,5,5,1.0,.0,.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2241367448386042,37,93
2026-27,football,Midwest Conference (MWC),mwc,Grinnell,"Readon,CJ",CJ,Readon,,264,"Readon,CJ","READON,CJ",Grinnell,GRN,1095-6330,1,0,6,6,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1660430499079864,38,93
2026-27,football,Midwest Conference (MWC),mwc,Beloit,"Klun,Alex",Alex,Klun,,53,"Klun,Alex","KLUN,ALEX",Beloit,BEL,1093-1556,1,1,24,24,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,7,7,.0,.0,.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,2.0585449999578853,39,93
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Ragan,Tyler",Tyler,Ragan,,372,"Ragan,Tyler","RAGAN,TYLER",Luther,LUT,1046-7644,1,1,8,8,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,7,7,1.5,.0,.0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.006927882952938,40,92
2026-27,football,Midwest Conference (MWC),mwc,Grinnell,"Konczal,Luke",Luke,Konczal,,264,"Konczal,Luke","KONCZAL,LUKE",Grinnell,GRN,1095-7584,1,1,11,11,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,1,9,9,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9962016287833069,41,92
2026-27,football,Midwest Conference (MWC),mwc,Ripon,"Vetter,Zane",Zane,Vetter,,577,"Vetter,Zane","VETTER,ZANE",Ripon,RIP,1101-3431,1,1,11,1B,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,6,11,11,.5,.0,.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9854753746136762,42,92
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Heiberger,Michael",Michael,Heiberger,,137,"Heiberger,Michael","HEIBERGER,MICHAEL",University of Chicago,UC,1202-2205,1,1,95,95,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.5,.0,.0,0,1,0,0.5,0,1,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9796772747467184,43,92
2026-27,football,Midwest Conference (MWC),mwc,Monmouth (IL),"Soivilien,Kevins",Kevins,Soivilien,,438,"Soivilien,Kevins","SOIVILIEN,KEVINS",Monmouth (IL),Mon,1100-5317,1,1,1,1A,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,8,8,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9381079338526894,44,92
2026-27,football,Midwest Conference (MWC),mwc,Illinois Col.,"Young,Skyler",Skyler,Young,,297,"Young,Skyler","YOUNG,SKYLER",Illinois Col.,ILC,1096-4121,1,1,9,2Y,0,RB,0,0,,,,,,,,,,,,,,,0,0,0,0,.0,17,58,65,7,2,21,3.4,58.0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9284204314354354,45,92
2026-27,football,Midwest Conference (MWC),mwc,Knox,"Krutsinger,Karter",Karter,Krutsinger,,337,"Krutsinger,Karter","KRUTSINGER,KARTER",Knox,KNO,1097-3829,1,1,4,4,0,QB,0,0,,,,,,,,,,,,,,,,,,,,20,74,90,16,2,34,3.7,74.0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,12,12,,,,,,10,2,25,0,84,1,17,6,65.0,4.94,14.00,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8415298070016841,46,92
2026-27,football,Midwest Conference (MWC),mwc,Grinnell,"Williams,Peyton",Peyton,Williams,,264,"Williams,Peyton","WILLIAMS,PEYTON",Grinnell,GRN,1095-6338,1,1,0,0,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,3,3,1.0,.0,.0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6949841395452987,47,92
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Lindsey,Jake",Jake,Lindsey,,137,"Lindsey,Jake","LINDSEY,JAKE",University of Chicago,UC,1202-2468,1,1,12,1C,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,6,10,10,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,1.5660335812559358,48,92
2026-27,football,Midwest Conference (MWC),mwc,Cornell College,"Jordan,Zavion",Zavion,Jordan,,166,"Jordan,Zavion","JORDAN,ZAVION",Cornell College,COR,1043-5407,1,1,12,12,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,5,5,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,1.5293923946645802,49,92
2026-27,football,Midwest Conference (MWC),mwc,Beloit,"Roets,Mason",Mason,Roets,,53,"Roets,Mason","ROETS,MASON",Beloit,BEL,1093-1437,1,0,46,46,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,4,4,.5,.0,.0,0,1,5,0.5,0,1,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4871658560447687,50,92
2026-27,football,Midwest Conference (MWC),mwc,Cornell College,"Reed,Cole",Cole,Reed,,166,"Reed,Cole","REED,COLE",Cornell College,COR,1043-4781,1,1,10,10,0,WR,0,0,,,,,,,,,,,,,,,1,59,0,59,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,85,0,32,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4778531979789886,51,91
2026-27,football,Midwest Conference (MWC),mwc,Grinnell,"Phillips,Jack",Jack,Phillips,,264,"Phillips,Jack","PHILLIPS,JACK",Grinnell,GRN,1095-7592,1,1,40,40,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,5,5,1.5,.0,.0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4777752776596325,52,91
2026-27,football,Midwest Conference (MWC),mwc,Ripon,"Gassaway,Anthony",Anthony,Gassaway,,577,"Gassaway,Anthony","GASSAWAY,ANTHONY",Ripon,RIP,1101-3744,1,1,2,2,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,7,7,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4670490234900013,53,91
2026-27,football,Midwest Conference (MWC),mwc,Ripon,"Perry,Nolan",Nolan,Perry,,577,"Perry,Nolan","PERRY,NOLAN",Ripon,RIP,1101-3435,1,1,8,8A,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,7,7,1.0,.0,.0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4670490234900013,54,91
2026-27,football,Midwest Conference (MWC),mwc,Lawrence,"Johnson,Jaden",Jaden,Johnson,,348,"Johnson,Jaden","JOHNSON,JADEN",Lawrence,LAW,0,1,1,5,5,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,4,9,9,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4563227693203704,55,91
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Flowers,Desmond",Desmond,Flowers,,137,"Flowers,Desmond","FLOWERS,DESMOND",University of Chicago,UC,1202-2645,1,1,22,22,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,5,6,6,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.408955328559384,56,91
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Nittoli,Anthony",Anthony,Nittoli,,137,"Nittoli,Anthony","NITTOLI,ANTHONY",University of Chicago,UC,1202-2653,1,0,27,27,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.5,.0,.0,0,1,1,0.5,0,1,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,1.343026619503312,57,91
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Esposito,Dom",Dom,Esposito,,344,"Esposito,Dom","ESPOSITO,DOM",Lake Forest,LFC,1098-2636,1,1,3,3,0,WR,0,0,,,,,,,,,,,,,,,5,75,0,33,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2949439381512169,58,91
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Tan,Tad",Tad,Tan,,137,"Tan,Tad","TAN,TAD",University of Chicago,UC,1202-2201,1,0,39,39,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,242,69,0,2,0,2,2,48.4,,,,,1.2643895242882524,59,91
2026-27,football,Midwest Conference (MWC),mwc,Grinnell,"Whalen,Adam",Adam,Whalen,,264,"Whalen,Adam","WHALEN,ADAM",Grinnell,GRN,1095-7388,1,1,43,43,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,2.0,.0,.0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2239252291826106,60,91
2026-27,football,Midwest Conference (MWC),mwc,Beloit,"Estevez,Jacob",Jacob,Estevez,,53,"Estevez,Jacob","ESTEVEZ,JACOB",Beloit,BEL,1093-1752,1,0,90,90,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,3,3,.5,.0,.0,0,1,4,0.5,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.222589553398116,61,90
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Nkwenti,Kongcho",Kongcho,Nkwenti,,372,"Nkwenti,Kongcho","NKWENTI,KONGCHO",Luther,LUT,1046-8105,1,0,91,91,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,1.5,.0,.0,1,1,6,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21319897501298,62,90
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Whitehill,Jacob",Jacob,Whitehill,,372,"Whitehill,Jacob","WHITEHILL,JACOB",Luther,LUT,1046-7661,1,1,46,46,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,6,6,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.202472720843349,63,90
2026-27,football,Midwest Conference (MWC),mwc,Lawrence,"Dilworth,Brady",Brady,Dilworth,,348,"Dilworth,Brady","DILWORTH,BRADY",Lawrence,LAW,0,1,1,23,23,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,8,8,.5,.0,.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1917464666737179,64,90
2026-27,football,Midwest Conference (MWC),mwc,Grinnell,"Griffin,Ajay",Ajay,Griffin,,264,"Griffin,Ajay","GRIFFIN,AJAY",Grinnell,GRN,1095-6327,1,1,18,18,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,5,5,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1443790259127313,65,90
2026-27,football,Midwest Conference (MWC),mwc,Beloit,"Yearby,Josh",Josh,Yearby,,53,"Yearby,Josh","YEARBY,JOSH",Beloit,BEL,1093-1278,1,1,1,1A,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1077378393213755,66,90
2026-27,football,Midwest Conference (MWC),mwc,Ripon,"Sheely,Michael",Michael,Sheely,,577,"Sheely,Michael","SHEELY,MICHAEL",Ripon,RIP,1101-3779,1,1,88,88,0,WR,0,0,,,,,,,,,,,,,,,3,54,1,38,18.0,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0881939192149164,67,90
2026-27,football,Midwest Conference (MWC),mwc,University of Chicago,"Kilgore,Walter",Walter,Kilgore,,137,"Kilgore,Walter","KILGORE,WALTER",University of Chicago,UC,1202-2475,1,0,3,3X,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,40,0,100.0,4,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.0570235495509632,68,90
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Abrantes,Kaden",Kaden,Abrantes,,344,"Abrantes,Kaden","ABRANTES,KADEN",Lake Forest,LFC,1098-2783,1,0,40,40,0,RB,0,0,,,,,,,,,,,,,,,,,,,,4,56,56,0,1,47,14.0,56.0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0452284724743939,69,90
2026-27,football,Midwest Conference (MWC),mwc,Lake Forest,"Jordan,James",James,Jordan,,344,"Jordan,James","JORDAN,JAMES",Lake Forest,LFC,1098-2666,1,1,45,45,0,TE,0,0,,,,,,,,,,,,,,,2,52,1,42,26.0,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0302830741826103,70,90
2026-27,football,Midwest Conference (MWC),mwc,Beloit,"Hoth,Braeden",Braeden,Hoth,,53,"Hoth,Braeden","HOTH,BRAEDEN",Beloit,BEL,1093-1554,1,1,7,7,0,WR,0,0,,,,,,,,,,,,,,,3,50,1,38,16.7,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9723722291503053,71,90
2026-27,football,Midwest Conference (MWC),mwc,Knox,"Brinkman,Ethan",Ethan,Brinkman,,337,"Brinkman,Ethan","BRINKMAN,ETHAN",Knox,KNO,1097-3347,1,1,25,25,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.5,.0,.0,0,1,3,0.5,0,1,3,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9580132507514633,72,89
2026-27,football,Midwest Conference (MWC),mwc,Illinois Col.,"Hodge,Josh",Josh,Hodge,,297,"Hodge,Josh","HODGE,JOSH",Illinois Col.,ILC,1096-4040,1,1,93,93,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,3,1.5,.0,.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.948622672366327,73,89
2026-27,football,Midwest Conference (MWC),mwc,Cornell College,"Filice,Lorenzo",Lorenzo,Filice,,166,"Filice,Lorenzo","FILICE,LORENZO",Cornell College,COR,1043-5400,1,1,20,20,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,5,5,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9378964181966963,74,89
