conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game
aec,Atlantic East Conference (AEC),2025-26,wbb,Immaculata,"Perri,Cassidy",0,G,2,12,0,5,16,1,8,2,0,11,0,5,6,46,0,5,5,6,0,2,0,0,0.31,0.13,0.0,0.92,0.42,0.5,0.42,0.0
aec,Atlantic East Conference (AEC),2025-26,wbb,Immaculata,"Benoit,Keira",0,G,3,24,0,26,67,3,4,11,7,62,2,9,7,152,20,21,41,17,0,13,0,0,0.39,0.75,0.64,2.58,1.71,0.29,0.38,0.08
aec,Atlantic East Conference (AEC),2025-26,wbb,Immaculata,"Little,Sabrina",0,G,4,27,2,60,161,17,59,47,31,168,3,39,44,606,22,36,58,38,0,48,0,0,0.37,0.29,0.66,6.22,2.15,1.63,1.44,0.11
aec,Atlantic East Conference (AEC),2025-26,wbb,Immaculata,"Cassidy,Riley",0,G,5,26,25,70,215,37,125,48,40,217,3,17,48,736,27,64,91,26,0,37,0,0,0.33,0.3,0.83,8.35,3.5,1.85,0.65,0.12
aec,Atlantic East Conference (AEC),2025-26,wbb,Immaculata,"Pohl,Julia",0,F,10,24,0,35,70,0,3,14,5,75,4,7,18,248,23,36,59,13,0,26,0,0,0.5,0.0,0.36,3.13,2.46,0.75,0.29,0.17
aec,Atlantic East Conference (AEC),2025-26,wbb,Immaculata,"Robinson,Morgan",0,F,13,14,0,9,21,0,0,6,2,20,10,4,1,60,9,26,35,10,0,11,0,0,0.43,0.0,0.33,1.43,2.5,0.07,0.29,0.71
aec,Atlantic East Conference (AEC),2025-26,wbb,Immaculata,"McGuigan,Katie",0,G,15,15,0,4,17,0,5,6,3,11,0,5,5,79,3,4,7,8,0,11,0,0,0.24,0.0,0.5,0.73,0.47,0.33,0.33,0.0
aec,Atlantic East Conference (AEC),2025-26,wbb,Immaculata,"Wagner,Emma",0,G,20,19,0,7,22,2,9,8,4,20,1,7,6,106,4,7,11,12,0,11,0,0,0.32,0.22,0.5,1.05,0.58,0.32,0.37,0.05
aec,Atlantic East Conference (AEC),2025-26,wbb,Immaculata,"Adames,Lianna",0,G,21,12,0,5,23,2,10,10,7,19,0,7,5,72,4,7,11,6,0,7,0,0,0.22,0.2,0.7,1.58,0.92,0.42,0.58,0.0
aec,Atlantic East Conference (AEC),2025-26,wbb,Immaculata,"Coleman,Carly",0,F,22,27,27,169,345,2,14,159,124,464,32,76,120,912,96,198,294,49,0,69,0,0,0.49,0.14,0.78,17.19,10.89,4.44,2.81,1.19
aec,Atlantic East Conference (AEC),2025-26,wbb,Immaculata,"Bristow,Adriana",0,G,24,13,0,3,14,1,6,2,2,9,0,1,3,60,4,9,13,2,0,13,0,0,0.21,0.17,1.0,0.69,1.0,0.23,0.08,0.0
aec,Atlantic East Conference (AEC),2025-26,wbb,Immaculata,"Kouridakis,Sofia",0,G,25,20,0,23,56,0,5,11,6,52,0,1,11,136,17,19,36,15,0,12,0,0,0.41,0.0,0.55,2.6,1.8,0.55,0.05,0.0
aec,Atlantic East Conference (AEC),2025-26,wbb,Immaculata,"Grillo,Abby",0,G,30,27,27,121,282,41,119,83,65,348,20,48,63,811,59,93,152,43,0,56,0,0,0.43,0.34,0.78,12.89,5.63,2.33,1.78,0.74
