season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,K. McCauslan,K.,McCauslan,,420,K. McCauslan,0,0MIDD,41,41,,,156,39,52,48,13,2,13,30,2,5,25,3,11,2,0,2,0,0,0,4,1,6,0,0.451,108,193,13,.846,.333,.692,90,5,1,0,0,0,0,2,0,96,.990,0,.000,,4,7,37,41,"14,55",0.25,14,55,"30,90",0.33,30,90,"14,58",0.24,14,58,"5,18",0.28,5,18,0,0,0,0,"9,23","11,16","53,104",224,0,0,0,0,0,0,0,11,48,0,,Middlebury,MIDD,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.187881363878045,1,99,batting
2025-26,baseball,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,N. Samii,N.,Samii,,420,N. Samii,0,0MIDD,32,32,,,119,37,51,36,19,1,5,18,1,9,20,6,4,2,0,3,0,0,0,1,0,2,0,0.523,87,149,6,.667,.429,.731,23,65,8,0,0,0,0,6,0,96,.917,0,.000,,6,6,18,31,"13,36",0.36,13,36,"27,57",0.47,27,57,"17,36",0.47,17,36,"12,15",0.80,12,15,0,0,0,0,"20,36","10,14","49,69",93,0,0,0,0,0,0,0,7,19,0,,Middlebury,MIDD,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.519152685981094,2,99,batting
2025-26,baseball,New England Small College Athletic Conference (NESCAC),nescac,Tufts,Ben Leonard,Ben,Leonard,,717,Ben Leonard,0,0TUFTS,37,37,,,132,36,43,27,11,2,9,33,2,8,22,9,11,1,0,3,0,0,0,2,1,3,0,0.477,85,176,12,.917,.326,.644,56,2,2,0,0,0,0,0,0,60,.967,0,.000,,4,2,26,40,"10,33",0.30,10,33,"18,57",0.32,18,57,"5,30",0.17,5,30,"5,20",0.25,5,20,0,0,0,0,"20,47","8,13","37,69",94,0,0,0,0,0,0,0,10,29,0,,Tufts,TUFTS,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.208720538814513,3,99,batting
2025-26,baseball,New England Small College Athletic Conference (NESCAC),nescac,Trinity,Tyler Bernst,Tyler,Bernst,,713,Tyler Bernst,0,0TRINITY,33,32,,,108,50,37,17,14,2,7,31,0,4,19,7,20,2,1,1,0,0,0,0,0,0,0,0.500,76,145,22,.909,.343,.704,56,60,11,0,0,0,0,8,0,127,.913,0,.000,,3,3,22,30,"3,33",0.09,3,33,"11,43",0.26,11,43,"7,30",0.23,7,30,"6,17",0.35,6,17,0,0,0,0,"25,43","5,6","23,53",14,0,0,0,0,0,0,0,4,39,0,,Trinity,TRINITY,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.82220723984206,4,98,batting
2025-26,baseball,New England Small College Athletic Conference (NESCAC),nescac,Trinity,Dylan Schnit,Dylan,Schnit,,713,Dylan Schnit,0,0TRINITY,37,37,,,122,35,45,36,8,2,4,33,0,1,18,7,8,5,0,4,0,0,0,1,1,2,0,0.494,69,160,13,.615,.369,.566,183,12,5,0,0,0,0,5,0,200,.975,0,.000,,5,3,41,19,"11,27",0.41,11,27,"27,69",0.39,27,69,"20,53",0.38,20,53,"10,19",0.53,10,19,0,0,0,0,"16,29","12,24","56,78",20,0,0,0,0,0,0,0,28,7,0,,Trinity,TRINITY,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.458265972005085,5,98,batting
2025-26,baseball,New England Small College Athletic Conference (NESCAC),nescac,Williams,James O'connor,James,O'connor,,789,James O'connor,0,0WILLIAMS,35,35,,,130,32,42,41,9,1,8,19,1,2,28,11,6,0,1,8,0,0,0,1,1,4,0,0.396,77,160,6,1.000,.323,.592,225,6,2,0,0,1,0,18,0,233,.991,1,1.000,,4,4,28,41,"15,50",0.30,15,50,"24,83",0.29,24,83,"14,51",0.27,14,51,"4,16",0.25,4,16,0,0,0,0,"9,21","15,20","56,103",198,0,0,0,10,0,0,0,21,31,0,,Williams,WILLIAMS,0,False,3,1,1,0,0,0,0,0,0,0,4.0,1,1,0,7,1,0,0,2.25,15,15,2,0,0,0,0,0,0,4,.200,5,0,0,"0,1","1,7",0,0,"0,1",7.997244243396311,6,98,batting
2025-26,baseball,New England Small College Athletic Conference (NESCAC),nescac,Williams,Ryan Nakajima,Ryan,Nakajima,,789,Ryan Nakajima,0,0WILLIAMS,37,37,,,149,35,59,42,11,4,2,14,0,0,19,4,13,2,1,3,0,0,0,3,1,3,0,0.440,84,167,15,.867,.396,.564,110,3,2,0,0,0,0,1,0,115,.983,0,.000,,4,6,40,31,"18,48",0.38,18,48,"32,81",0.40,32,81,"25,57",0.44,25,57,"10,21",0.48,10,21,0,0,0,0,"13,34","16,19","51,87",810,0,0,0,0,0,0,0,20,31,0,,Williams,WILLIAMS,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7227877689268585,7,97,batting
2025-26,baseball,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,Gianni Dicerbo,Gianni,Dicerbo,,267,Gianni Dicerbo,0,0HAMILTON,28,28,,,83,18,33,20,5,4,2,15,0,6,20,6,1,3,5,1,0,0,0,1,0,1,0,0.514,52,110,4,.250,.398,.627,45,2,1,0,0,0,0,2,0,48,.979,0,.000,,0,5,21,15,"13,38",0.34,13,38,"20,55",0.36,20,55,"12,35",0.34,12,35,"5,14",0.36,5,14,0,0,0,0,"7,12","4,5","37,67",122,0,0,0,0,0,0,0,15,37,0,,Hamilton,HAMILTON,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6549047240651245,8,97,batting
2025-26,baseball,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,Kevin Murray,Kevin,Murray,,69,Kevin Murray,0,0BOWDOIN,35,35,,,121,47,36,31,10,2,8,24,0,6,26,6,20,2,1,1,0,0,0,2,0,4,0,0.434,74,153,22,.909,.298,.612,263,18,4,0,0,0,0,20,0,285,.986,0,.000,,7,5,23,31,"16,47",0.34,16,47,"19,64",0.30,19,64,"10,42",0.24,10,42,"4,12",0.33,4,12,0,0,0,0,"9,24","8,20","40,76",96,0,0,0,0,0,0,0,4,19,0,,Bowdoin,BOWDOIN,0,False,2,1,0,0,0,0,0,0,0,0,2.2,0,0,1,7,0,0,0,0.00,10,11,0,0,0,0,0,0,0,2,.200,1,0,0,"1,1","0,2",0,0,"0,1",7.414444249259651,9,97,batting
2025-26,baseball,New England Small College Athletic Conference (NESCAC),nescac,Colby,Ryan Grace,Ryan,Grace,,151,Ryan Grace,0,0COLBY,29,29,,,100,25,32,28,8,2,6,19,4,6,17,4,1,0,0,0,0,0,0,0,0,2,0,0.456,62,125,1,1.000,.320,.620,216,20,2,0,0,0,0,22,0,238,.992,0,.000,,0,3,30,21,"15,36",0.42,15,36,"20,52",0.38,20,52,"14,34",0.41,14,34,"6,19",0.32,6,19,0,0,0,0,"4,13","2,2","32,61",6,0,0,0,0,0,0,0,2,23,0,,Colby,COLBY,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.26564191301146,10,96,batting
