season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats
2025-26,softball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,Makayla Steffes,Makayla,Steffes,,612,Makayla Steffes,0,0SMU,50,50,,,161,67,69,46,10,4,10,19,0,1,2,0,42,3,2,1,0,0,0,0,0,0,0,0.489,117,184,45,.933,.429,.727,30,88,6,0,0,15,4,1,0,124,.952,19,.789,155,1,29,21,6,1,19,7,0,0,177.2,56,51,45,141,24,0,12,2.01,667,731,5,6,0,1,12,0,0,39,.232,9,7,33,48,"18,47",0.38,18,47,"36,71",0.51,36,71,"22,47",0.47,22,47,"5,10",0.50,5,10,0,0,0,0,"35,65","13,17","48,75",75,0,0,0,0,0,0,0,6,25,0,237,133,0,"0,7","1,7","7,18",0,"1,8",Saint Mary's,SMU,0,True,,
2025-26,softball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,Megan McGinnis,Megan,McGinnis,,612,Megan McGinnis,0,0SMU,50,49,,,161,44,62,30,6,2,1,9,0,2,3,0,20,3,8,0,0,0,0,0,2,1,0,0.424,75,180,23,.870,.385,.466,94,54,1,0,0,0,0,9,0,149,.993,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,59,34,"16,45",0.36,16,45,"29,86",0.34,29,86,"23,70",0.33,23,70,"3,12",0.25,3,12,0,0,0,0,"12,21","10,18","68,99",43,0,0,0,0,0,0,0,32,26,0,,,,,,,,,Saint Mary's,SMU,0,True,,
2025-26,softball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,Peyton Berg,Peyton,Berg,,612,Peyton Berg,0,0SMU,49,49,,,149,20,51,56,15,1,5,13,0,0,10,4,6,0,6,4,0,0,0,1,0,1,0,0.386,83,172,6,1.000,.342,.557,293,8,1,0,0,0,0,16,0,302,.997,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,48,43,"11,43",0.26,11,43,"33,90",0.37,33,90,"26,70",0.37,26,70,"5,10",0.50,5,10,0,0,0,0,"13,27","25,26","59,102",31,0,0,0,3,0,0,0,31,28,0,,,,,,,,,Saint Mary's,SMU,0,True,,
2025-26,softball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,Grace Leis,Grace,Leis,,612,Grace Leis,0,0SMU,15,0,,,4,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.250,1,4,2,1.000,.250,.250,6,1,1,3,0,2,0,0,0,8,.875,2,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,"0,1",0,0,1,"0,2",0,0,2,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,"1,2",0,0,0,0,"0,1",0,0,1,1,2,0,,,,,,,,,Saint Mary's,SMU,0,True,,
2025-26,softball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,Heather Nordlund,Heather,Nordlund,,612,Heather Nordlund,0,0SMU,42,40,,,94,4,31,24,3,0,2,8,0,3,15,2,0,0,1,0,0,0,0,0,0,1,0,0.400,40,106,0,.000,.330,.426,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,32,17,"5,31",0.16,5,31,"21,62",0.34,21,62,"17,49",0.35,17,49,"1,4",0.25,1,4,0,0,0,0,"9,19","6,10","33,66","1,1",1.00,1,1,16,0,0,0,11,25,0,,,,,,,,,Saint Mary's,SMU,0,True,,
2025-26,softball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,Ariel Herrera,Ariel,Herrera,,612,Ariel Herrera,0,0SMU,20,-1,,,-1,11,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0.000,0,0,2,1.000,.000,.000,1,4,0,0,0,1,0,0,0,5,1.000,1,1.000,3,1,0,0,0,0,0,0,0,0,1.0,2,2,1,0,0,0,0,14.00,6,7,2,0,0,0,0,0,0,0,.500,0,0,1,-1,"0,0",0,0,0,"0,1",0,0,1,"0,1",0,0,1,0,0,0,0,0,0,0,0,"0,1",0,"2,2","0,1",0,0,1,2,0,0,0,2,-1,0,1,2,0,"0,1","2,4",0,0,"1,2",Saint Mary's,SMU,0,True,,
2025-26,softball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,Karli Zetah,Karli,Zetah,,612,Karli Zetah,0,0SMU,33,7,,,22,15,6,-1,2,0,0,1,0,0,7,6,7,2,0,0,0,0,0,0,0,0,0,0.304,8,23,9,.778,.273,.364,12,-2,0,0,0,0,0,0,0,10,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,8,1,"0,3",0,0,3,"4,11",0.36,4,11,"1,6",0.17,1,6,"1,1",1.00,1,1,0,0,0,0,"1,4","0,2","10,11","0,1",0,0,1,55,0,0,0,4,0,0,,,,,,,,,Saint Mary's,SMU,0,True,,
2025-26,softball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,Zoe Fink,Zoe,Fink,,612,Zoe Fink,0,0SMU,32,8,,,41,4,12,17,1,1,0,1,0,1,7,2,1,0,3,0,0,0,0,0,0,0,0,0.326,15,46,1,1.000,.293,.366,3,0,0,0,0,0,0,0,0,3,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,13,6,"6,21",0.29,6,21,"12,31",0.39,12,31,"10,26",0.38,10,26,"1,4",0.25,1,4,0,0,0,0,"1,5","6,6","20,35",1,0,0,0,111,0,0,0,2,16,0,,,,,,,,,Saint Mary's,SMU,0,True,,
2025-26,softball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,Olivi pOULIN,Olivi,pOULIN,,612,Olivi pOULIN,0,0SMU,24,1,,,12,8,2,2,0,0,0,1,0,0,2,1,4,2,0,0,0,0,0,0,0,0,0,0.231,2,13,6,.667,.167,.167,9,0,0,0,0,0,0,0,0,9,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,5,"0,2",0,0,2,"2,8",0.25,2,8,"2,6",0.33,2,6,"1,1",1.00,1,1,0,0,0,0,"0,2","2,4","3,9",0,0,0,0,"0,1",0,0,1,0,3,0,,,,,,,,,Saint Mary's,SMU,0,True,,
2025-26,softball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,Naleya Bork,Naleya,Bork,,612,Naleya Bork,0,0SMU,49,49,,,114,21,34,29,7,1,5,18,0,1,14,10,3,0,6,1,0,0,0,0,0,1,0,0.396,58,140,3,1.000,.298,.509,55,5,0,0,0,3,0,0,0,60,1.000,3,1.000,28,1,6,3,0,0,2,0,0,0,23.0,13,12,4,14,4,0,4,3.65,95,100,3,1,0,0,0,0,1,2,.295,9,0,31,33,"11,37",0.30,11,37,"17,53",0.32,17,53,"14,42",0.33,14,42,"3,7",0.43,3,7,0,0,0,0,"15,37","7,11","38,65",26,0,0,0,"1,1",1.00,1,1,14,19,0,23,29,0,"2,7","6,16","4,15",0,"8,15",Saint Mary's,SMU,0,True,,
