rank,conference_code,conference,season,team,player_name,class_year,position,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,z_ppg,z_rpg,z_apg,z_spg,z_bpg,z_tov_pg
1,ncac,North Coast Athletic Conference (NCAC),2025-26,John Carroll,"Chicone,Luke",0,G,28,32.82142857142857,24.29,4.75,6.29,2.71,0.29,2.1785714285714284,13.080856130885174,3.7354081807954125,0.6942339421314189,5.66102382681006,5.184756193123723,0.06322497508004102,1.8282890663332112
2,ncac,North Coast Athletic Conference (NCAC),2025-26,Wooster,"Cox-Holloway,Jaiden",0,F,25,33.68,15.88,7.44,1.72,1.16,1.0,2.44,5.291506758232909,1.7928460698978628,2.1500198814350435,0.4046694353266191,1.1668151398585247,2.3495343223843794,2.3008032930217888
3,ncac,North Coast Athletic Conference (NCAC),2025-26,Kenyon,"Burke,Jackson",0,F,22,28.363636363636363,10.64,6.59,1.73,0.73,1.68,1.1363636363636365,4.979369425683921,0.5824982148320882,1.69001317198966,0.41617130489222837,0.05216052508172765,4.539239049380083,-0.05543009371439586
4,ncac,North Coast Athletic Conference (NCAC),2025-26,DePauw,"Stevenson,Reph",0,F,26,26.884615384615383,14.35,8.73,1.38,0.27,0.88,1.9230769230769231,4.200340825928891,1.4394429748118633,2.8481477110639193,0.013605870095903543,-1.1402606907260089,1.9631158411498433,1.366500257148284
5,ncac,North Coast Athletic Conference (NCAC),2025-26,Oberlin,"Gray,JJ",0,G,21,28.952380952380953,14.86,3.67,2.05,0.95,0.29,1.380952380952381,3.7737972988174566,1.5572440065071964,0.10975482895375539,0.7842311309917251,0.6224489326419494,0.06322497508004102,0.38664730002471015
6,ncac,North Coast Athletic Conference (NCAC),2025-26,Ohio Wesleyan,"Frey,Peyton",0,G,18,26.944444444444443,14.78,5.94,1.56,1.11,0.44,2.0,3.75604817671587,1.5387654133000852,1.3382433353549557,0.22063952227687073,1.037204138140293,0.5462480766232112,1.5055334470104127
7,ncac,North Coast Athletic Conference (NCAC),2025-26,Ohio Wesleyan,"Battle,Jessee",0,F,25,25.08,14.4,4.48,1.52,1.0,0.64,1.64,3.6951894483845784,1.450992095566308,0.5481141638370032,0.17463204401443358,0.7520599343601818,1.1902788786807712,0.8548581184556502
8,ncac,North Coast Athletic Conference (NCAC),2025-26,Ohio Wesleyan,"Lowman,Jake",0,F,25,27.56,8.8,5.24,3.24,1.72,0.36,1.44,3.5524882626089997,0.1574905710685338,0.959414280517581,2.15295360929923,2.618458359102726,0.2886357558001871,0.49337182481411557
9,ncac,North Coast Athletic Conference (NCAC),2025-26,Wabash,"Ellspermann,Luke",0,G,25,29.92,15.92,4.92,2.64,0.84,0.04,2.16,3.5404920517171066,1.802085366501418,0.7862352840204955,1.4628414353626729,0.33730472886183854,-0.741813527491909,1.7947224819236407
10,ncac,North Coast Athletic Conference (NCAC),2025-26,Wabash,"Schippert,Gavin",0,C,26,29.5,10.69,8.54,1.35,0.58,0.12,0.9230769230769232,3.0374988569546435,0.5940473355865323,2.745322681893774,-0.02089973860092407,-0.3366724800729691,-0.484201206668885,-0.440931211059389
