conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Amherst,Olivia Summers,,,,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,14,0,3,15,1040:00,89,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Amherst,Carlin Chazen,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,00:00,0,0,1.000,5,5,0,5,2,3,1.000,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Amherst,Anna Whitworth,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,00:00,0,0,1.000,2,2,0,1,1,0,1.000,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Amherst,Ella Bobbett,,,,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,17,5,7,17,1051:00,89,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Amherst,Sydney Kang,,,,17,12,0,1,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,2,19,5,789:00,145,0,1.000,13,18,2,24,16,8,.722,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Amherst,Margeaux Matz,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,00:00,0,0,1.000,1,1,0,0,0,0,1.000,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Amherst,Caroline Curtis,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,10,4,0,00:00,0,0,1.000,3,4,1,1,0,1,.750,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Amherst,Emma Crotty,,,,18,15,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,16,16,7,864:00,70,0,1.000,10,14,1,6,3,3,.714,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Amherst,Taylor Hua,,,,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,5,4,480:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Amherst,Bridget Darcy,,,,14,6,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,1,354:00,46,0,1.000,16,19,3,9,1,8,.842,,,,,,,,,,,,,,
