season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,defense_stats,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,fumble_stats_number,fumble_stats_number_lost,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,composite_score,global_rank,rating
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Bluffton,"Walker,Quentin",Quentin,Walker,,987,"Walker,Quentin","WALKER,QUENTIN",Bluffton,BLF,0,1,1,32,32,0,0,DB,0,,,,,,,,0,7,3,10,10,1.0,.0,.0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4700656755394723,21,94
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Mount St. Joseph,"Pierce,Brady",Brady,Pierce,,8567,"Pierce,Brady","PIERCE,BRADY",Mount St. Joseph,MSJ,1037-2526,1,1,7,7D,0,0,S,0,,,,,,,,0,5,1,6,6,1.0,.0,.0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3356574294994674,22,93
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Manchester,"Moore,Steaver",Steaver,Moore,,1192,"Moore,Steaver","MOORE,STEAVER",Manchester,MAN,1036-3021,1,1,6,6X,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,4,92,2,33,23.0,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1941280501346903,23,93
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Anderson,"Pleasant Jr.,Jayjouir",Jayjouir,Pleasant Jr.,,939,"Pleasant Jr.,Jayjouir","PLEASANT JR.,JAYJOUIR",Anderson,AND,0,1,1,19,19,0,0,LB,0,,,,,,,,0,5,2,7,7,1.5,.0,.0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.150524425806865,24,93
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,"Roudebush,Eian",Eian,Roudebush,,1115,"Roudebush,Eian","ROUDEBUSH,EIAN",Hanover,HAN,1035-2239,1,1,17,17,0,QB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,18,58,72,14,1,15,3.2,58.0,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,6,1,76,1,253,2,29,14,119.1,8.72,18.07,253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.133126419399866,25,93
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Mount St. Joseph,"Fortkamp,Luke",Luke,Fortkamp,,8567,"Fortkamp,Luke","FORTKAMP,LUKE",Mount St. Joseph,MSJ,1037-2971,1,1,11,1F,0,0,LB,0,,,,,,,,0,1,6,7,7,.5,.0,.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0682850225787335,26,93
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Mount St. Joseph,"Paff,Luke",Luke,Paff,,8567,"Paff,Luke","PAFF,LUKE",Mount St. Joseph,MSJ,1037-2524,1,1,23,23,0,0,LB,0,,,,,,,,0,4,6,10,10,.5,.0,.0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.909236440292068,27,93
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Mount St. Joseph,"Walker,Ailjah",Ailjah,Walker,,8567,"Walker,Ailjah","WALKER,AILJAH",Mount St. Joseph,MSJ,1037-3454,1,1,95,95,0,0,DL,0,,,,,,,,0,1,3,4,4,.5,.0,.0,0,1,1,0.5,0,1,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8313858201619144,28,92
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Manchester,"Frazer,Bryson",Bryson,Frazer,,1192,"Frazer,Bryson","FRAZER,BRYSON",Manchester,MAN,1036-3001,1,0,15,15,0,0,DB,0,,,,,,,,0,3,1,4,4,1.0,.0,.0,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7487437728461268,29,92
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,"Bell,Wyatt",Wyatt,Bell,,585,"Bell,Wyatt","BELL,WYATT",Rose-Hulman,RHI,1038-4876,1,1,22,22,0,0,DB,0,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6665043696179946,30,92
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Baker,Brayden",Brayden,Baker,,2694,"Baker,Brayden","BAKER,BRAYDEN",Franklin,FRA,1034-2574,1,1,11,11,0,0,LB,0,,,,,,,,0,4,3,7,7,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5896951905594612,31,92
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Manchester,"Peruski,Canden",Canden,Peruski,,1192,"Peruski,Canden","PERUSKI,CANDEN",Manchester,MAN,1036-3026,1,1,0,0,0,0,LB,0,,,,,,,,0,1,3,4,4,2.0,.0,.0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,18,0,18,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5866256788631847,32,92
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Anderson,"Herron,Cam",Cam,Herron,,939,"Herron,Cam","HERRON,CAM",Anderson,AND,0,1,1,7,J7,0,WR,0,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,6,101,1,39,16.8,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5288181508542869,33,92
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,"Rand,Gavin",Gavin,Rand,,1115,"Rand,Gavin","RAND,GAVIN",Hanover,HAN,1035-2660,1,1,45,45,0,0,LB,0,,,,,,,,0,6,0,6,6,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2139989590046592,34,91
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,"Cody,Avery",Avery,Cody,,585,"Cody,Avery","CODY,AVERY",Rose-Hulman,RHI,1038-5292,1,1,9,9,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,5,100,1,37,20.0,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.206424156794866,35,91
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,"Pennington,Jack",Jack,Pennington,,1115,"Pennington,Jack","PENNINGTON,JACK",Hanover,HAN,1035-2452,1,1,2,2,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3,98,1,76,32.7,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1485498253293647,36,91
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Manchester,"Estrada,Angel",Angel,Estrada,,1192,"Estrada,Angel","ESTRADA,ANGEL",Manchester,MAN,1036-2419,1,0,83,83,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,313,69,0,1,0,4,2,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.144690473407586,37,91
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Mount St. Joseph,"Nicholls,Riley",Riley,Nicholls,,8567,"Nicholls,Riley","NICHOLLS,RILEY",Mount St. Joseph,MSJ,1037-3198,1,0,42,42,0,0,DB,0,,,,,,,,0,2,1,3,3,.5,.0,.0,0,1,5,0.5,0,1,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1136649231233153,38,91
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Manchester,"Odle,Troy",Troy,Odle,,1192,"Odle,Troy","ODLE,TROY",Manchester,MAN,1036-3023,1,1,8,8,0,0,DB,0,,,,,,,,0,3,2,5,5,.0,.0,.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,0,0,0,0,0,0,.0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1002182772764764,39,91
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Durnil,Haden",Haden,Durnil,,2694,"Durnil,Haden","DURNIL,HADEN",Franklin,FRA,1034-2571,1,1,45,45,0,0,LB,0,,,,,,,,0,6,3,9,9,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0549503767179937,40,90
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Manchester,"Hagen,Shane",Shane,Hagen,,1192,"Hagen,Shane","HAGEN,SHANE",Manchester,MAN,1036-2421,1,1,25,25,0,0,LB,0,,,,,,,,0,1,4,5,5,1.0,.0,.0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0027815339061206,41,90
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Bulmer,Haidyn",Haidyn,Bulmer,,2694,"Bulmer,Haidyn","BULMER,HAIDYN",Franklin,FRA,1034-2338,1,1,5,5,0,0,DB,0,,,,,,,,0,3,2,5,5,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9205421306779887,42,90
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Mount St. Joseph,"Haselrig,Daethan",Daethan,Haselrig,,8567,"Haselrig,Daethan","HASELRIG,DAETHAN",Mount St. Joseph,MSJ,1037-3248,1,1,96,91,0,0,DL,0,,,,,,,,0,0,5,5,5,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9205421306779887,43,90
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Mount St. Joseph,"Yeager,Connor",Connor,Yeager,,8567,"Yeager,Connor","YEAGER,CONNOR",Mount St. Joseph,MSJ,1037-3236,1,0,43,43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,135,73,0,0,0,1,2,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9088623224407033,44,90
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,"Schulte,Tate",Tate,Schulte,,585,"Schulte,Tate","SCHULTE,TATE",Rose-Hulman,RHI,1038-5403,1,0,13,13,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,73,0,23,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9076135610697009,45,90
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Anderson,"Wakolee,Hawk",Hawk,Wakolee,,939,"Wakolee,Hawk","WAKOLEE,HAWK",Anderson,AND,0,1,0,98,98,0,0,DL,0,,,,,,,,0,1,1,2,2,.5,.0,.0,0,1,3,0.5,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.820208094796645,46,89
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Bluffton,"Celestine,Israel",Israel,Celestine,,987,"Celestine,Israel","CELESTINE,ISRAEL",Bluffton,BLF,0,1,0,4,4,0,0,DL,0,,,,,,,,0,3,5,8,8,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7614935483913233,47,89
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Servies,Drew",Drew,Servies,,2694,"Servies,Drew","SERVIES,DREW",Franklin,FRA,1034-2018,1,1,31,31,0,0,LB,0,,,,,,,,0,4,4,8,8,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7614935483913233,48,89
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Mount St. Joseph,"Pierce,Dillon",Dillon,Pierce,,8567,"Pierce,Dillon","PIERCE,DILLON",Mount St. Joseph,MSJ,1037-3159,1,0,13,1P,0,0,LB,0,,,,,,,,0,3,3,6,6,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7354091269853865,49,89
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Bluffton,"Wright,Dh'mari",Dh'mari,Wright,,987,"Wright,Dh'mari","WRIGHT,DH'MARI",Bluffton,BLF,0,1,1,14,14,0,0,DL,0,,,,,,,,0,0,6,6,6,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7354091269853865,50,89
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,"Conover,Axel",Axel,Conover,,1115,"Conover,Axel","CONOVER,AXEL",Hanover,HAN,1035-2413,1,0,13,13,0,0,DB,0,,,,,,,,0,4,0,4,4,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6270853023513183,51,89
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Bluffton,"Resnover,Brandon",Brandon,Resnover,,987,"Resnover,Brandon","RESNOVER,BRANDON",Bluffton,BLF,0,1,1,28,28,0,0,DB,0,,,,,,,,0,3,1,4,4,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6270853023513183,52,88
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Manchester,"Williams,Donovan",Donovan,Williams,,1192,"Williams,Donovan","WILLIAMS,DONOVAN",Manchester,MAN,1036-2866,1,1,1,1X,0,QB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,9,10,32,22,0,10,1.1,10.0,,,,,,,,,,,,,,,,,,13,2,59,2,242,0,24,14,170.5,10.08,17.29,242.0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6130787007745379,53,88
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Bluffton,"Hollingsworth,Lelend",Lelend,Hollingsworth,,987,"Hollingsworth,Lelend","HOLLINGSWORTH,LELEND",Bluffton,BLF,0,1,0,9,9,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,46,46,0,0,40,11.5,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5966629350313322,54,88
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,"Zielke,Trevor",Trevor,Zielke,,585,"Zielke,Trevor","ZIELKE,TREVOR",Rose-Hulman,RHI,1038-4838,1,1,45,45,0,0,LB,0,,,,,,,,0,4,3,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4680367200646529,55,88
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,"Grinter,DJ",DJ,Grinter,,1115,"Grinter,DJ","GRINTER,DJ",Hanover,HAN,1035-2425,1,1,7,7,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,60,0,18,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415897386505053,56,88
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Bluffton,"Bennett,Jayden",Jayden,Bennett,,987,"Bennett,Jayden","BENNETT,JAYDEN",Bluffton,BLF,0,1,0,43,43,0,0,LB,0,,,,,,,,0,2,1,3,3,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4158678772527795,57,88
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Manchester,"Abdulameer,Abdullah",Abdullah,Abdulameer,,1192,"Abdulameer,Abdullah","ABDULAMEER,ABDULLAH",Manchester,MAN,1036-2660,1,0,2,2X,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59,0,59,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38696022077230235,58,87
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Mount St. Joseph,"Schreiber,Jaxon",Jaxon,Schreiber,,8567,"Schreiber,Jaxon","SCHREIBER,JAXON",Mount St. Joseph,MSJ,1037-2533,1,1,2,2,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-15,0,15,0,0,-15.0,-15.0,,,,,,,,,,,,,,,,,,15,1,38,3,153,0,27,14,136.1,5.67,10.93,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35079715268815453,59,87
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,"Griffing,Rudy",Rudy,Griffing,,585,"Griffing,Rudy","GRIFFING,RUDY",Rose-Hulman,RHI,1038-5018,1,1,57,57,0,0,LB,0,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3336284740246479,60,87
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Haston,Jackson",Jackson,Haston,,2694,"Haston,Jackson","HASTON,JACKSON",Franklin,FRA,1034-2824,1,0,21,21,0,0,DB,0,,,,,,,,0,3,0,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3336284740246479,61,87
2026-27,football,Heartland Collegiate Athletic Conference (HCAC),hcac,Bluffton,"McElroy,Jaylen",Jaylen,McElroy,,987,"McElroy,Jaylen","MCELROY,JAYLEN",Bluffton,BLF,0,1,1,6,6,0,0,DB,0,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3336284740246479,62,87
