season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,hitting_summary_stats,global_rank,rating,composite_score,ranking_segment,pitching_stats_k_per_9,pitching_stats_whip
2026-27,baseball,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Kacey Shanks,Kacey,Shanks,,30094,Kacey Shanks,0,0BCB,15,14,,,45,11,18,14,4,0,0,10,0,1,4,1,2,1,0,2,0,0,0,0,0,0,0,0.500,22,58,3,.667,.400,.489,94,9,3,2,0,23,2,0,0,106,.972,25,.920,,3,4,9,10,"9,17",0.53,9,17,"12,30",0.40,12,30,"9,21",0.43,9,21,"1,2",0.50,1,2,"6,12",0.50,6,12,"6,10","8,14","23,35",27,0,0,0,22,0,0,0,18,8,0,,Brevard,BCB,614-2397,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,96,105.0,batting,,
2026-27,baseball,USA South Athletic Conference,usa_south_athletic_confe,William Peace,Kahner Moss,Kahner,Moss,,17094,Kahner Moss,0,0WILLIAM,14,10,,,46,13,18,8,7,0,0,4,0,0,6,2,9,0,1,1,0,0,0,0,0,0,0,0.431,25,52,9,1.000,.391,.543,22,1,0,0,0,0,0,0,0,23,1.000,0,.000,,2,2,10,13,"9,14",0.64,9,14,"9,25",0.36,9,25,"7,15",0.47,7,15,"2,5",0.40,2,5,0,0,0,0,"3,7","1,1","14,27",12,0,0,0,7,0,0,0,8,8,0,,William Peace,WILLIAM,1183-1886,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,96,104.0,batting,,
2026-27,baseball,USA South Athletic Conference,usa_south_athletic_confe,N.C. Wesleyan,Schumata Brown,Schumata,Brown,,491,Schumata Brown,0,0N.C. WES,28,28,,,111,24,39,29,14,1,3,23,0,1,13,1,3,2,0,2,0,0,0,1,2,2,0,0.460,64,137,5,.600,.351,.577,30,22,7,0,0,0,0,1,0,59,.881,0,.000,,2,2,30,29,"13,37",0.35,13,37,"22,51",0.43,22,51,"15,33",0.45,15,33,"5,17",0.29,5,17,0,0,0,0,"11,28","5,7","32,57",35,0,0,0,0,0,0,0,5,24,0,,N.C. Wesleyan,N.C. WES,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,95,103.0,batting,,
2026-27,baseball,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,"Brandle, Jack",Jack,Brandle,,542,"Brandle, Jack",0,0PFE,26,23,,,87,17,34,28,2,0,5,14,0,2,14,2,0,0,2,4,0,0,0,0,0,0,0,0.467,51,109,0,.000,.391,.586,185,11,2,0,0,0,0,17,0,198,.990,0,.000,,1,1,21,21,"9,30",0.30,9,30,"23,50",0.46,23,50,"19,30",0.63,19,30,"3,16",0.19,3,16,"21,51",0.41,21,51,"9,19","10,13","37,59",59,0,0,0,0,0,0,0,41,24,0,,Pfeiffer,PFE,354-1729,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,95,102.0,batting,,
2026-27,baseball,USA South Athletic Conference,usa_south_athletic_confe,Methodist,Blake Freeman,Blake,Freeman,,412,Blake Freeman,0,0MUBB,27,27,,,98,17,38,27,12,0,3,12,1,4,16,8,1,0,0,1,0,0,0,4,0,4,0,0.470,59,115,1,1.000,.388,.602,1,6,0,0,0,0,0,0,0,7,1.000,0,.000,,1,1,22,22,"13,35",0.37,13,35,"26,66",0.39,26,66,"17,43",0.40,17,43,"2,10",0.20,2,10,0,0,0,0,"8,17","8,16","37,72",25,0,0,0,0,0,0,0,9,24,0,,Methodist,MUBB,1180-6749,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,94,101.0,batting,,
2026-27,baseball,USA South Athletic Conference,usa_south_athletic_confe,Methodist,Israel Ortiz,Israel,Ortiz,,412,Israel Ortiz,0,0MUBB,24,24,,,88,19,32,25,5,0,1,16,1,1,16,4,3,1,1,4,0,0,0,2,1,2,0,0.450,40,110,4,.750,.364,.455,32,0,0,0,0,0,0,0,0,32,1.000,0,.000,,6,1,22,18,"9,25",0.36,9,25,"18,54",0.33,18,54,"15,41",0.37,15,41,"5,13",0.38,5,13,0,0,0,0,"12,19","13,19","40,65",89,0,0,0,0,0,0,0,19,18,0,,Methodist,MUBB,1180-6751,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,94,100.0,batting,,
2026-27,baseball,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Tyson Hinkle,Tyson,Hinkle,,30094,Tyson Hinkle,0,0BCB,25,24,,,98,24,36,24,6,2,3,3,0,1,8,2,6,1,0,0,0,0,0,0,2,0,0,0.392,55,102,7,.857,.367,.561,16,40,13,0,0,0,0,5,0,69,.812,0,.000,,1,8,24,26,"11,32",0.34,11,32,"26,64",0.41,26,64,"17,43",0.40,17,43,"4,12",0.33,4,12,"3,9",0.33,3,9,"6,13","7,11","34,65",44,0,0,0,0,0,0,0,7,26,0,,Brevard,BCB,614-1794,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,93,99.0,batting,,
2026-27,baseball,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Lucas Woodard,Lucas,Woodard,,30094,Lucas Woodard,0,0BCB,20,18,,,68,13,27,23,6,1,3,7,0,2,15,3,7,0,1,2,0,0,0,1,0,1,0,0.456,44,80,7,1.000,.397,.647,21,20,3,0,0,0,0,3,0,44,.932,0,.000,,1,2,10,17,"9,21",0.43,9,21,"19,39",0.49,19,39,"15,26",0.58,15,26,"2,5",0.40,2,5,"5,14",0.36,5,14,"5,14","5,11","27,44",110,0,0,0,16,0,0,0,12,6,0,,Brevard,BCB,614-2108,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,93,98.0,batting,,
2026-27,baseball,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,Evan Sykes,Evan,Sykes,,263,Evan Sykes,0,0GREENSBO,28,28,,,107,37,42,22,13,0,5,15,1,8,21,9,3,1,0,1,0,0,0,0,2,0,0,0.496,70,131,4,.750,.393,.654,36,71,9,0,0,0,0,11,0,116,.922,0,.000,,3,2,13,29,"10,29",0.34,10,29,"16,54",0.30,16,54,"8,29",0.28,8,29,"5,12",0.42,5,12,"5,15",0.33,5,15,"15,25","6,11","34,67",66,0,0,0,0,0,0,0,10,14,0,,Greensboro,GREENSBO,1177-3814,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,92,97.0,batting,,
2026-27,baseball,USA South Athletic Conference,usa_south_athletic_confe,Southern Virginia,Seth Lloyd,Seth,Lloyd,,30164,Seth Lloyd,0,0SVU,27,27,,,115,24,41,21,9,1,1,11,0,3,17,3,8,2,1,2,0,0,0,1,0,1,0,0.420,55,132,10,.800,.357,.478,34,69,8,0,0,0,0,8,0,111,.928,0,.000,,2,1,28,30,"11,30",0.37,11,30,"24,63",0.38,24,63,"14,39",0.36,14,39,"5,14",0.36,5,14,0,0,0,0,"6,19","8,15","39,69",25,0,0,0,0,0,0,0,15,20,0,,Southern Virginia,SVU,857-3475,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,92,96.0,batting,,
2026-27,baseball,USA South Athletic Conference,usa_south_athletic_confe,Mary Baldwin,Noel Cano-rocha,Noel,Cano-rocha,,389,Noel Cano-rocha,0,0MARY BAL,19,18,,,68,7,26,18,5,0,1,6,0,0,6,1,0,1,2,3,0,0,0,2,0,3,0,0.416,34,79,1,.000,.382,.500,6,12,1,0,0,0,0,1,0,19,.947,0,.000,,2,3,22,19,"6,18",0.33,6,18,"17,38",0.45,17,38,"12,26",0.46,12,26,"2,9",0.22,2,9,0,0,0,0,"7,12","8,9","31,45",22,0,0,0,11,0,0,0,15,13,0,,Mary Baldwin,MARY BAL,51-1313,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,92,95.0,batting,,
2026-27,baseball,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Moe Love,Moe,Love,,30094,Moe Love,0,0BCB,20,20,,,64,16,23,17,8,0,1,5,0,6,7,3,8,1,1,1,0,0,0,1,0,1,0,0.447,34,77,9,.889,.359,.531,50,4,0,0,0,0,0,0,0,54,1.000,0,.000,,1,1,17,19,"7,17",0.41,7,17,"12,33",0.36,12,33,"9,25",0.36,9,25,"6,13",0.46,6,13,0,0,0,0,"9,19","6,10","20,38",42,0,0,0,0,0,0,0,8,7,0,,Brevard,BCB,614-2400,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,91,94.0,batting,,
2026-27,baseball,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Gavin McCoy,Gavin,McCoy,,30094,Gavin McCoy,0,0BCB,18,16,,,51,14,18,16,2,1,2,12,0,4,4,1,1,3,1,2,0,0,0,1,0,1,0,0.493,28,70,4,.250,.353,.549,2,0,0,0,0,0,0,0,0,2,1.000,0,.000,,2,1,10,19,"6,17",0.35,6,17,"12,25",0.48,12,25,"11,21",0.52,11,21,"4,11",0.36,4,11,"0,1",0,0,1,"10,19","5,6","21,31",154,0,0,0,3,0,0,0,5,6,0,,Brevard,BCB,614-1372,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,91,93.0,batting,,
2026-27,baseball,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,"Mecimore, Ben",Ben,Mecimore,,542,"Mecimore, Ben",0,0PFE,27,26,,,108,24,38,16,9,1,3,16,0,6,23,5,2,4,1,0,0,0,0,1,0,2,0,0.462,58,131,6,.333,.352,.537,140,11,4,8,0,22,6,0,0,155,.974,28,.786,,1,5,15,26,"13,34",0.38,13,34,"14,47",0.30,14,47,"10,33",0.30,10,33,"4,17",0.24,4,17,"25,62",0.40,25,62,"22,41","1,10","28,57",12,0,0,0,0,0,0,0,27,23,0,,Pfeiffer,PFE,354-2321,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,90,92.0,batting,,
2026-27,baseball,USA South Athletic Conference,usa_south_athletic_confe,Southern Virginia,Ben Agnew,Ben,Agnew,,30164,Ben Agnew,0,0SVU,26,19,,,67,18,24,14,2,1,1,13,0,4,10,2,4,0,0,0,0,0,0,0,0,1,0,0.488,31,84,4,1.000,.358,.463,37,5,3,0,0,2,0,2,0,45,.933,2,1.000,,1,1,14,18,"7,19",0.37,7,19,"13,32",0.41,13,32,"10,26",0.38,10,26,"3,7",0.43,3,7,0,0,0,0,"6,15","4,8","23,39",79,0,0,0,0,0,0,0,3,9,0,,Southern Virginia,SVU,857-3466,False,14,1,1,0,2,0,0,0,0,0,14.2,15,13,10,5,4,0,3,7.98,58,71,1,2,0,0,1,0,0,2,.241,20,17,0,"0,1","0,1","1,2",0,"1,3",,,25,90,91.0,batting,,
2026-27,baseball,USA South Athletic Conference,usa_south_athletic_confe,William Peace,Nathan Roller,Nathan,Roller,,17094,Nathan Roller,0,0WILLIAM,23,23,,,84,16,33,13,2,2,0,7,0,4,7,1,3,0,3,1,0,0,0,2,0,4,0,0.458,39,99,3,1.000,.393,.464,123,22,3,6,0,23,10,7,0,148,.980,33,.697,,4,4,28,16,"7,24",0.29,7,24,"20,48",0.42,20,48,"11,30",0.37,11,30,"1,7",0.14,1,7,0,0,0,0,"10,21","8,10","37,57",3,0,0,0,0,0,0,0,11,18,0,,William Peace,WILLIAM,1183-1850,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,89,90.0,batting,,
