season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,goal_stats,penalty_stats,misc_stats,shot_stats,composite_score,global_rank,rating
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Wooster,Lane Kellogg,Lane,Kellogg,,807,Lane Kellogg,"KELLOGG,LANE",KELLOGGLANEWOOSTER,18,18,,,Wooster,WOOSTER,1226-1345,0,0,0,0,0,2,18,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,41,0,37,5,1081:00,38,0,1.000,,79,139,0,98,59,39,.568,5.44,,,,,,,,,,,,,,,,,,,23.46488105172106,1,99
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,Henry Ross,Henry,Ross,,520,Henry Ross,"ROSS,HENRY",ROSSHENRYOWU,18,18,,,Ohio Wesleyan,OWU,1222-3044,0,0,0,0,0,2,24,0,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,56,0,47,15,1070:00,87,0,1.000,,76,123,0,75,29,46,.618,4.17,,,,,,,,,,,,,,,,,,,18.51072834048248,2,99
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,Wade Beckstrom,Wade,Beckstrom,,520,Wade Beckstrom,"BECKSTROM,WADE",BECKSTROMWADEOWU,18,18,,,Ohio Wesleyan,OWU,1222-3031,0,0,0,0,0,2,25,0,3,2,0,0,0,0,0,0,0,2,6,0,0,0,0,34,0,40,8,1070:00,87,0,1.000,,95,164,0,77,26,51,.579,4.28,,,,,,,,,,,,,,,,,,,17.397513064788946,3,99
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Kenyon,David Chintala,David,Chintala,,335,David Chintala,"CHINTALA,DAVID",CHINTALADAVIDKENYON,17,17,,,Kenyon,KENYON,1219-2620,0,0,0,0,0,2,29,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,41,12,1033:00,47,0,1.000,,107,191,0,70,17,53,.560,4.12,,,,,,,,,,,,,,,,,,,15.967119242671487,4,98
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Denison,Brady Monturio,Brady,Monturio,,182,Brady Monturio,"MONTURIO,BRADY",MONTURIOBRADYDENISON,17,15,,,Denison,DENISON,1214-3419,0,0,0,0,0,1,18,0,1,3,0,0,0,0,0,0,2,3,5,0,0,0,0,32,0,24,5,863:00,57,0,1.000,,56,87,0,64,36,28,.644,3.76,,,,,,,,,,,,,,,,,,,14.76674470258252,5,98
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Wooster,Jack Holub,Jack,Holub,,807,Jack Holub,"HOLUB,JACK",HOLUBJACKWOOSTER,18,18,,,Wooster,WOOSTER,1226-3081,0,0,0,0,0,3,5,0,9,1,0,0,0,0,0,0,0,0,3,0,0,0,0,20,0,17,6,1081:00,38,0,1.000,,92,128,0,71,4,67,.719,3.94,,,,,,,,,,,,,,,,,,,14.373761800344505,6,98
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Wooster,Domenic Cuda,Domenic,Cuda,,807,Domenic Cuda,"CUDA,DOMENIC",CUDADOMENICWOOSTER,18,18,,,Wooster,WOOSTER,1226-3076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,22,68,137,0,15,93,1081:00,38,90,1.000,,5,11,0,8,6,2,.455,0.44,,,,,,,,,,,,,,,,,,,13.095640198361274,7,97
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Oberlin,Jacob Starcke,Jacob,Starcke,,515,Jacob Starcke,"STARCKE,JACOB",STARCKEJACOBOBERLIN,17,17,,,Oberlin,OBERLIN,1221-3827,0,0,0,0,0,1,18,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,28,0,17,2,995:00,164,0,1.000,,109,169,0,62,10,52,.645,3.65,,,,,,,,,,,,,,,,,,,12.639693277769677,8,97
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Kenyon,Tanner Lewis,Tanner,Lewis,,335,Tanner Lewis,"LEWIS,TANNER",LEWISTANNERKENYON,17,17,,,Kenyon,KENYON,1219-2768,0,0,0,0,0,1,11,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,18,0,30,1,1033:00,47,0,1.000,,66,116,0,55,30,25,.569,3.24,,,,,,,,,,,,,,,,,,,11.705014729851612,9,97
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Oberlin,Nicholas Cuda,Nicholas,Cuda,,515,Nicholas Cuda,"CUDA,NICHOLAS",CUDANICHOLASOBERLIN,18,18,,,Oberlin,OBERLIN,1221-4052,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,39,0,30,4,1055:00,164,0,1.000,,57,83,0,48,19,29,.687,2.67,,,,,,,,,,,,,,,,,,,10.649670867199644,10,96
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Oberlin,Solomon Brennan,Solomon,Brennan,,515,Solomon Brennan,"BRENNAN,SOLOMON",BRENNANSOLOMONOBERLIN,18,0,,,Oberlin,OBERLIN,1221-3727,0,0,0,0,0,2,18,0,3,5,0,0,0,0,0,0,0,3,2,0,0,0,0,9,0,39,2,00:00,0,0,1.000,,56,102,0,51,17,34,.549,2.83,,,,,,,,,,,,,,,,,,,10.001777696608496,11,96
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Denison,Jonah Frank,Jonah,Frank,,182,Jonah Frank,"FRANK,JONAH",FRANKJONAHDENISON,16,16,,,Denison,DENISON,1214-3908,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0,25,5,953:00,57,0,1.000,,73,122,0,45,15,30,.598,2.81,,,,,,,,,,,,,,,,,,,9.604669372178343,12,96
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,Will Siegenthaler,Will,Siegenthaler,,520,Will Siegenthaler,"SIEGENTHALER,WILL",SIEGENTHALERWILLOWU,17,17,,,Ohio Wesleyan,OWU,1222-2846,0,0,0,0,0,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,29,2,1010:00,87,0,1.000,,55,76,0,48,21,27,.724,2.82,,,,,,,,,,,,,,,,,,,9.49192153359917,13,95
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Kenyon,Gavin Gumucio,Gavin,Gumucio,,335,Gavin Gumucio,"GUMUCIO,GAVIN",GUMUCIOGAVINKENYON,17,17,,,Kenyon,KENYON,1219-2615,0,0,0,0,1,3,19,0,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,33,2,1033:00,47,0,1.000,,67,120,0,43,15,28,.558,2.53,,,,,,,,,,,,,,,,,,,8.829022271480724,14,95
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,Garrett Smith,Garrett,Smith,,520,Garrett Smith,"SMITH,GARRETT",SMITHGARRETTOWU,18,18,,,Ohio Wesleyan,OWU,1222-2847,0,0,0,0,0,0,16,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,21,4,1070:00,87,0,1.000,,51,72,0,43,12,31,.708,2.39,,,,,,,,,,,,,,,,,,,8.768418182190945,15,95
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Denison,Macky Peck,Macky,Peck,,182,Macky Peck,"PECK,MACKY",PECKMACKYDENISON,16,16,,,Denison,DENISON,1214-3218,0,0,0,0,0,2,7,1,8,1,0,0,0,0,0,0,0,1,3,0,0,0,0,17,0,9,4,953:00,57,0,1.000,,71,97,0,46,3,43,.732,2.88,,,,,,,,,,,,,,,,,,,8.697250039912193,16,95
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Wooster,Owen Thompson,Owen,Thompson,,807,Owen Thompson,"THOMPSON,OWEN",THOMPSONOWENWOOSTER,16,16,,,Wooster,WOOSTER,1226-3340,0,0,0,0,0,1,10,0,3,2,0,0,0,0,0,0,0,1,1,0,0,1,10,34,0,34,13,961:00,38,11,1.000,,48,82,0,33,12,21,.585,2.06,,,,,,,,,,,,,,,,,,,7.778535103749517,17,95
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Oberlin,Andrew Rosa,Andrew,Rosa,,515,Andrew Rosa,"ROSA,ANDREW",ROSAANDREWOBERLIN,18,1,,,Oberlin,OBERLIN,1221-3931,0,0,0,0,0,2,14,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,20,0,24,5,60:00,0,0,1.000,,48,99,0,35,11,24,.485,1.94,,,,,,,,,,,,,,,,,,,6.93741573020179,18,94
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Oberlin,Asher Friedman,Asher,Friedman,,515,Asher Friedman,"FRIEDMAN,ASHER",FRIEDMANASHEROBERLIN,17,9,,,Oberlin,OBERLIN,1221-3922,0,0,0,0,0,1,12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,22,2,527:00,120,0,1.000,,34,58,0,34,17,17,.586,2.00,,,,,,,,,,,,,,,,,,,6.638381790891421,19,94
