season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Sam Bevin,Sam,Bevin,,265,Sam Bevin,0,0GRO,44,44,,,186,51,69,44,11,1,7,24,0,4,22,4,7,3,1,5,0,0,0,5,1,6,0,0.443,103,220,10,.700,.371,.554,23,60,17,0,0,3,1,2,0,100,.830,4,.750,41,1,6,4,1,0,1,0,0,0,43.1,13,9,6,29,10,0,1,1.87,167,180,0,2,1,2,3,0,0,9,.246,5,11,45,51,"22,61",0.36,22,61,"36,93",0.39,36,93,"24,55",0.44,24,55,"4,13",0.31,4,13,0,0,0,0,"38,73","15,20","55,107",159,0,0,0,4,0,0,0,13,41,0,48,50,1,0,0,0,0,0,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Nick Sampson,Nick,Sampson,,265,Nick Sampson,0,0GRO,44,44,,,171,52,55,18,6,0,0,25,0,7,15,8,6,2,4,3,0,0,0,4,0,4,0,0.422,61,210,8,.750,.322,.357,92,4,0,0,0,0,0,1,0,96,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,55,44,"15,46",0.33,15,46,"31,88",0.35,31,88,"16,51",0.31,16,51,"5,12",0.42,5,12,0,0,0,0,"19,38","11,18","61,104",208,0,0,0,0,0,0,0,19,28,0,,,,,,,,,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Josh Minnich,Josh,Minnich,,265,Josh Minnich,0,0GRO,45,45,,,177,45,64,49,10,0,4,25,1,9,17,4,0,1,1,1,0,0,0,6,1,7,0,0.462,86,213,1,.000,.362,.486,95,1,2,0,0,0,0,1,0,98,.980,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,44,49,"23,63",0.37,23,63,"45,116",0.39,45,116,"34,78",0.44,34,78,"6,11",0.55,6,11,0,0,0,0,"19,38","13,19","74,132",256,0,0,0,0,0,0,0,12,38,0,,,,,,,,,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Colin Marinpetro,Colin,Marinpetro,,265,Colin Marinpetro,0,0GRO,45,45,,,167,52,67,45,17,2,3,33,2,8,23,12,0,0,0,1,0,0,0,2,0,3,0,0.517,97,209,0,.000,.401,.581,359,12,4,0,0,0,0,32,0,375,.989,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,45,27,"21,62",0.34,21,62,"43,105",0.41,43,105,"25,68",0.37,25,68,"6,9",0.67,6,9,0,0,0,0,"19,31","12,16","80,123",110,0,0,0,0,0,0,0,20,35,0,,,,,,,,,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Dan Luko,Dan,Luko,,265,Dan Luko,0,0GRO,25,25,,,80,14,18,16,6,1,1,6,0,1,19,6,10,1,0,0,0,0,0,2,0,3,0,0.287,29,87,11,.909,.225,.363,27,0,0,0,0,0,0,0,0,27,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,16,23,"6,25",0.24,6,25,"13,52",0.25,13,52,"10,36",0.28,10,36,"2,5",0.40,2,5,0,0,0,0,"6,19","2,9","20,53",25,0,0,0,1,0,0,0,2,19,0,,,,,,,,,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Braeden Coyle,Braeden,Coyle,,265,Braeden Coyle,0,0GRO,24,8,,,35,7,7,6,0,0,0,7,0,1,7,3,1,2,0,0,0,0,0,2,0,2,0,0.349,7,43,3,.333,.200,.200,18,0,1,0,0,0,0,0,0,19,.947,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,16,5,"1,11",0.09,1,11,"3,21",0.14,3,21,"2,14",0.14,2,14,"0,4",0,0,4,0,0,0,0,"2,9","4,6","8,23",7,0,0,0,13,0,0,0,2,12,0,,,,,,,,,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Luke Vittone,Luke,Vittone,,265,Luke Vittone,0,0GRO,43,43,,,159,41,51,48,6,2,6,21,0,4,23,7,13,1,1,7,0,0,0,5,0,6,0,0.398,79,192,14,.929,.321,.497,93,131,6,0,0,0,0,29,0,230,.974,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,38,50,"11,42",0.26,11,42,"32,96",0.33,32,96,"21,59",0.36,21,59,"2,10",0.20,2,10,0,0,0,0,"15,36","19,31","62,116",234,0,0,0,0,0,0,0,11,31,0,,,,,,,,,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Raymond Stierer,Raymond,Stierer,,265,Raymond Stierer,0,0GRO,8,1,,,7,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.286,2,7,1,1.000,.286,.286,2,0,0,0,0,0,0,0,0,2,1.000,0,.000,3,1,0,0,0,1,0,0,0,0,2.1,0,0,1,1,1,0,0,0.00,9,11,0,1,0,0,0,0,0,1,.333,0,0,2,2,"0,4",0,0,4,"2,6",0.33,2,6,"1,2",0.50,1,2,"0,2",0,0,2,0,0,0,0,0,0,"2,6",0,0,0,0,0,0,0,0,0,4,0,3,2,0,"1,1","0,3","0,2",0,"0,1",Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Sam Meredith,Sam,Meredith,,265,Sam Meredith,0,0GRO,45,44,,,175,38,58,34,1,1,0,13,0,8,12,2,4,1,4,3,0,0,0,2,1,4,0,0.397,61,203,5,.800,.331,.349,62,136,6,0,0,0,0,25,0,204,.971,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13,67,36,"19,55",0.35,19,55,"42,116",0.36,42,116,"29,72",0.40,29,72,"2,11",0.18,2,11,0,0,0,0,"14,33","16,21","82,136",234,0,0,0,0,0,0,0,26,48,0,,,,,,,,,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Shane Cato,Shane,Cato,,265,Shane Cato,0,0GRO,22,11,,,46,5,11,10,4,0,1,5,0,3,18,6,1,0,0,1,0,0,0,0,0,0,0,0.345,18,55,1,1.000,.239,.391,3,9,2,0,0,0,0,0,0,14,.857,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,9,8,"8,12",0.67,8,12,"7,24",0.29,7,24,"4,13",0.31,4,13,"0,6",0,0,6,0,0,0,0,"2,12","3,5","16,31",110,0,0,0,29,0,0,0,2,4,0,,,,,,,,,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,David Chandler,David,Chandler,,265,David Chandler,0,0GRO,18,0,,,3,10,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0.000,0,3,1,1.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0,1",0,"0,1",0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Treyton Sarvis,Treyton,Sarvis,,265,Treyton Sarvis,0,0GRO,9,3,,,11,1,1,0,0,0,0,3,0,0,4,1,0,0,0,0,0,0,0,1,0,2,0,0.286,1,14,0,.000,.091,.091,1,11,1,0,0,0,0,0,0,13,.923,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,5,1,"1,4",0.25,1,4,"1,8",0.13,1,8,"0,4",0,0,4,0,0,0,0,0,0,0,0,"3,5","0,1","1,8","0,1",0,0,1,2,0,0,0,0,3,0,,,,,,,,,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Adam Weber,Adam,Weber,,265,Adam Weber,0,0GRO,30,26,,,84,13,15,12,4,0,0,11,0,10,12,6,0,0,4,1,0,0,0,0,0,1,0,0.340,19,110,0,.000,.179,.226,180,26,4,2,1,44,14,0,0,210,.981,58,.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,24,34,"6,29",0.21,6,29,"8,47",0.17,8,47,"6,31",0.19,6,31,"2,5",0.40,2,5,0,0,0,0,"12,24","6,10","28,58",13,0,0,0,0,0,0,0,19,26,0,,,,,,,,,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,David Leslie,David,Leslie,,265,David Leslie,0,0GRO,12,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,2,15,0,0,0,16,5,0,0,17,1.000,21,.762,46,1,12,9,2,0,1,0,0,0,74.2,23,17,24,84,10,0,1,2.05,258,294,6,5,0,3,4,0,0,27,.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,80,2,"7,14","8,28","2,4",0,"4,18",Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Jack Houston,Jack,Houston,,265,Jack Houston,0,0GRO,11,0,,,-4,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750,-3,-4,0,.000,.750,.750,-7,3,0,0,0,5,2,1,0,-4,1.000,7,.714,20,1,1,1,0,2,0,0,0,0,16.1,19,18,11,8,2,0,2,9.92,64,84,1,7,0,2,0,0,0,4,.313,1,0,0,0,"1,2",0.50,1,2,"2,3",0.67,2,3,"1,2",0.50,1,2,0,0,0,0,0,0,0,0,"1,1",0,"3,3",0,0,0,0,0,0,0,0,0,0,0,18,17,0,"1,1","2,2",0,0,0,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Caleb Backos,Caleb,Backos,,265,Caleb Backos,0,0GRO,11,-1,,,2,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.000,1,2,1,1.000,.000,.500,2,0,0,0,0,0,0,0,0,2,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,"0,0",0,0,0,"1,2",0.50,1,2,"1,2",0.50,1,2,"0,1",0,0,1,0,0,0,0,0,"0,1","1,2","0,1",0,0,1,0,0,0,0,0,-1,0,,,,,,,,,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Sam DiStefano,Sam,DiStefano,,265,Sam DiStefano,0,0GRO,24,19,,,68,16,20,13,4,0,0,2,0,5,11,5,3,0,1,0,0,0,0,0,0,1,0,0.360,24,76,3,1.000,.294,.353,130,5,3,3,0,27,2,0,0,138,.978,29,.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,15,18,"10,26",0.38,10,26,"10,40",0.25,10,40,"6,24",0.25,6,24,"0,4",0,0,4,0,0,0,0,"8,16","4,5","21,43",106,0,0,0,56,0,0,0,8,18,0,,,,,,,,,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Kallen Durbin,Kallen,Durbin,,265,Kallen Durbin,0,0GRO,30,19,,,74,9,22,20,2,2,0,12,0,0,12,3,1,0,0,2,0,0,0,3,0,4,0,0.386,28,88,1,1.000,.297,.378,-1,0,0,0,0,0,0,0,0,-1,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,21,18,"6,25",0.24,6,25,"15,47",0.32,15,47,"12,29",0.41,12,29,"1,2",0.50,1,2,0,0,0,0,"5,10","9,11","35,57",48,0,0,0,142,0,0,0,7,13,0,,,,,,,,,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Michael Earman,Michael,Earman,,265,Michael Earman,0,0GRO,14,2,,,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.200,0,5,0,.000,.000,.000,1,4,0,0,0,2,1,0,0,5,1.000,3,.667,21,1,1,2,1,0,0,0,0,0,24.0,21,16,16,15,4,1,3,6.00,90,114,7,4,2,3,1,0,2,5,.233,0,0,3,0,"0,1",0,0,1,"0,2",0,0,2,"0,1",0,0,1,"0,1",0,0,1,0,0,0,0,"0,2",0,"0,2",0,0,0,0,0,0,0,0,0,2,0,33,20,0,"0,1","0,1",0,0,"1,2",Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,David Gallagher,David,Gallagher,,265,David Gallagher,0,0GRO,13,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,1,0,0,2,1,0,0,3,.667,3,.667,22,1,0,1,0,0,0,0,0,0,20.2,10,8,8,19,2,0,0,3.48,82,95,5,4,1,1,0,0,0,5,.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,0,"0,1","1,8","0,3",0,"2,4",Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Dash Lanzilotta,Dash,Lanzilotta,,265,Dash Lanzilotta,0,0GRO,16,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,8,2,0,0,16,6,0,0,11,.818,22,.727,62,1,10,4,4,1,1,0,0,0,60.2,45,34,32,58,9,2,2,5.04,234,285,10,13,0,2,3,1,0,12,.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,72,0,"2,4","3,12","0,2",0,"2,9",Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Kenny Lavrich,Kenny,Lavrich,,265,Kenny Lavrich,0,0GRO,14,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,4,6,0,0,0,4,1,1,0,10,1.000,5,.800,51,1,5,3,2,1,0,0,0,0,40.0,26,17,26,33,11,1,0,3.83,163,202,8,11,2,1,1,0,0,5,.313,0,0,0,0,"0,0",0,0,0,"0,0",0,0,0,0,0,0,0,"0,0",0,0,0,0,0,0,0,"0,0",0,"0,0",0,0,0,0,0,0,0,0,0,0,0,46,33,0,"1,7","4,13","3,7",0,"4,11",Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,John McIntyre,John,McIntyre,,265,John McIntyre,0,0GRO,10,2,,,10,5,2,1,1,0,0,3,0,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0.429,3,14,0,.000,.200,.300,11,1,1,0,0,0,0,1,0,13,.923,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,"2,4",0.50,2,4,"0,7",0,0,7,"0,5",0,0,5,"1,4",0.25,1,4,0,0,0,0,"2,2","1,1","4,9","0,1",0,0,1,14,0,0,0,0,4,0,,,,,,,,,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Ross Morrow,Ross,Morrow,,265,Ross Morrow,0,0GRO,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,4,1,0,0,0,0,0,0,0,0,1.2,3,3,0,2,2,0,1,16.20,9,9,0,0,0,0,0,0,0,1,.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,"0,2","2,3","1,2",0,"2,3",Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Caleb Nutter,Caleb,Nutter,,265,Caleb Nutter,0,0GRO,10,6,,,27,5,5,6,2,0,1,4,0,0,13,2,0,0,1,0,0,0,0,1,0,1,0,0.290,10,32,0,.000,.185,.370,-1,1,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,5,"2,11",0.18,2,11,"3,16",0.19,3,16,"3,11",0.27,3,11,"0,2",0,0,2,0,0,0,0,"3,7","1,2","2,15",33,0,0,0,11,0,0,0,1,12,0,,,,,,,,,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Wil Peters,Wil,Peters,,265,Wil Peters,0,0GRO,4,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,0,0,0,0,0,0,0,1,1.000,0,.000,9,1,0,0,1,1,0,0,0,0,6.0,9,9,2,1,2,0,0,13.50,25,33,2,5,0,1,0,0,0,1,.360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,"1,1","1,1",0,0,0,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Andrew Seest,Andrew,Seest,,265,Andrew Seest,0,0GRO,16,13,,,37,5,11,4,2,0,0,5,0,4,10,1,1,0,0,1,0,0,0,0,0,1,0,0.426,13,47,1,1.000,.297,.351,14,1,0,0,0,0,0,0,0,15,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,9,"1,12",0.08,1,12,"5,16",0.31,5,16,"2,11",0.18,2,11,"2,2",1.00,2,2,0,0,0,0,"8,12","4,8","10,19",12,0,0,0,32,0,0,0,5,6,0,,,,,,,,,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Bryce Trischler,Bryce,Trischler,,265,Bryce Trischler,0,0GRO,13,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,5,8,2,0,0,18,2,0,0,15,.867,20,.900,65,1,10,6,3,3,3,1,0,0,76.0,42,31,23,53,9,1,8,3.67,282,322,7,10,0,4,3,0,0,16,.230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,71,0,"4,15","5,14","1,10",0,"5,18",Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Corey Veverka,Corey,Veverka,,265,Corey Veverka,0,0GRO,7,-1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,0,0,0,4,2,0,0,2,1.000,6,.667,11,1,1,0,0,0,0,0,0,0,8.2,9,8,3,5,2,1,4,8.31,36,44,3,5,1,0,0,0,0,3,.306,0,0,0,0,"0,0",0,0,0,"0,0",0,0,0,0,0,0,0,"0,0",0,0,0,0,0,0,0,"0,0",0,"0,0",0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Trey Wagner,Trey,Wagner,,265,Trey Wagner,0,0GRO,13,0,,,6,2,2,2,1,0,0,2,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0.556,3,9,1,1.000,.333,.500,6,-1,0,0,0,0,0,0,0,5,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,-1,"1,4",0.25,1,4,"2,4",0.50,2,4,"1,0",0,1,0,0,0,0,0,0,0,0,0,"0,2","0,-1","4,7",22,0,0,0,34,0,0,0,0,3,0,,,,,,,,,Grove City,GRO,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Geneva,Zack Sackett,Zack,Sackett,,30084,Zack Sackett,0,0GENEVA,38,38,,,160,43,55,41,4,5,5,13,0,1,15,6,15,6,0,5,0,0,0,4,0,4,0,0.385,84,179,21,.714,.344,.525,205,33,6,4,0,64,20,0,0,244,.975,84,.762,3,1,0,0,0,0,0,0,0,0,1.2,1,1,1,3,0,0,0,5.40,9,10,1,0,0,0,0,0,0,1,.333,9,8,49,38,"17,45",0.38,17,45,"31,81",0.38,31,81,"21,55",0.38,21,55,"9,18",0.50,9,18,0,0,0,0,"19,50","17,15","52,91",29,0,0,0,0,0,0,0,20,32,0,1,1,0,"0,1","2,7",0,0,"2,5",Geneva,GENEVA,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Geneva,Bradley Mcguire,Bradley,Mcguire,,30084,Bradley Mcguire,0,0GENEVA,34,34,,,128,23,40,34,6,1,0,21,0,3,24,4,10,2,1,3,0,0,0,3,2,3,0,0.413,48,156,12,.833,.313,.375,46,85,19,0,0,0,0,6,0,150,.873,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,28,37,"13,37",0.35,13,37,"27,79",0.34,27,79,"24,62",0.39,24,62,"3,11",0.27,3,11,0,0,0,0,"6,24","17,22","45,86",131,0,0,0,0,0,0,0,11,26,0,,,,,,,,,Geneva,GENEVA,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Geneva,Kirk Bearjar,Kirk,Bearjar,,30084,Kirk Bearjar,0,0GENEVA,32,31,,,117,15,35,27,7,0,2,19,0,1,33,11,2,1,0,2,0,0,0,0,0,1,0,0.396,48,139,3,.667,.299,.410,25,2,1,0,0,0,0,0,0,28,.964,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,15,32,"20,49",0.41,20,49,"25,72",0.35,25,72,"19,49",0.39,19,49,"4,10",0.40,4,10,0,0,0,0,"5,21","7,13","43,81",46,0,0,0,"0,1",0,0,1,6,21,0,,,,,,,,,Geneva,GENEVA,0,False,,
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Geneva,Zach Lemansky,Zach,Lemansky,,30084,Zach Lemansky,0,0GENEVA,36,34,,,113,27,35,23,10,1,0,18,0,5,17,9,7,1,1,3,0,0,0,1,1,2,0,0.417,47,140,8,.875,.310,.416,217,6,0,0,0,3,1,12,0,223,1.000,4,.750,8,1,1,0,0,0,0,0,0,0,10.2,6,3,7,10,1,1,0,2.53,38,47,1,0,0,1,1,0,0,7,.211,6,1,23,37,"11,48",0.23,11,48,"19,71",0.27,19,71,"16,51",0.31,16,51,"1,7",0.14,1,7,0,0,0,0,"15,26","11,14","34,79",134,0,0,0,0,0,0,0,10,45,0,4,16,0,"2,6","2,5","0,2",0,"0,4",Geneva,GENEVA,0,False,,
