conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,z_shot_stats_points,z_shot_stats_goals,z_shot_stats_assists,z_misc_stats_ground_balls,z_misc_stats_caused_turnovers,z_misc_stats_turnovers,z_penalty_stats_minutes,composite_score,rank,rating
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,DeSales,C. DiGuglielmo,,,,18,18,0.0,3.0,0.0,0.0,0.0,2.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,33.0,41.0,4.0,1073:00,142.0,0.0,1.0,,,,,,,,,,,,,,,64.0,83.0,16.0,104.0,66.0,38.0,0.771,4.193065742293092,1.9562227853280478,6.83168924433224,0.49267431597528694,-0.29792267026459623,2.264827134595224,0.0,9.692721081463214,1,99
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Lebanon Valley,Emily Beard,,,,19,19,0.0,9.0,0.0,0.0,0.0,4.0,27.0,2.0,6.0,4.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,19.0,36.0,19.0,1147:00,62.0,0.0,1.0,,,,,,,,,,,,,,,104.0,122.0,15.0,97.0,22.0,75.0,0.852,3.870632375690669,4.43746379954254,1.9724292507926315,0.7652250661959401,1.4236065321625615,1.8707133153031148,0.0,8.709668044265847,2,96
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Stevenson,Kara Yarusso,,,,19,19,0.0,23.0,0.0,0.0,0.0,4.0,38.0,0.0,9.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,87.0,27.0,27.0,1137:00,86.0,0.0,1.0,,,,,,,,,,,,,,,96.0,118.0,29.0,85.0,22.0,63.0,0.814,3.317889461515087,3.6327369841216233,1.9724292507926315,2.4686672550750224,2.3417554401237126,1.1613084405773184,0.0,8.583382956695921,3,95
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Stevens,Emily Leiby,,,,22,21,0.0,17.0,0.0,0.0,0.0,3.0,27.0,1.0,8.0,4.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,23.0,46.0,25.0,1264:00,50.0,0.0,1.0,,,,,,,,,,,,,,,98.0,135.0,34.0,92.0,34.0,58.0,0.726,3.64032282811751,3.2974341443629083,3.2976819763034335,1.1059135039717565,2.1122182131334246,2.658940953887333,0.0,8.48851066059686,4,94
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,DeSales,Hailey Linebaugh,,,,18,18,0.0,2.0,0.0,0.0,0.0,1.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,34.0,16.0,1073:00,142.0,0.0,1.0,,,,,,,,,,,,,,,42.0,49.0,6.0,82.0,49.0,33.0,0.857,3.1797037329711917,1.6209199455693328,4.954247883191937,0.6970873786407769,1.07930069167713,1.7130677875862712,0.0,7.7921025137218765,5,93
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Stevens,Stefanie Sellitto,,,,22,22,0.0,3.0,0.0,0.0,0.0,3.0,15.0,0.0,7.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,165.0,12.0,23.0,1305:00,102.0,0.0,1.0,,,,,,,,,,,,,,,94.0,102.0,10.0,75.0,12.0,63.0,0.922,2.8572703663687684,3.6327369841216233,0.8680519795336299,2.8093556928508385,1.882680986143137,-0.021033017299008867,0.0,7.787120549957403,6,92
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Messiah,Grace Pettitt,,,,19,19,0.0,5.0,0.0,0.0,0.0,5.0,32.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,40.0,4.0,1145:00,0.0,0.0,1.0,,,,,,,,,,,,,,,55.0,76.0,10.0,87.0,47.0,40.0,0.724,3.4100132805443506,2.090343921231534,4.733372428940136,1.1740511915269196,-0.29792267026459623,2.186004370736802,0.0,7.784085925871651,7,92
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Delaware Valley,Ashley Birmingham,,,,17,17,0.0,6.0,0.0,0.0,0.0,3.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,67.0,37.0,42.0,1037:00,28.0,0.0,1.0,,,,,,,,,,,,,,,125.0,172.0,12.0,67.0,9.0,58.0,0.727,2.4887750902517136,3.2974341443629083,0.5367387981559294,4.649073256840247,4.063284642550871,1.9495360791615366,0.0,7.336332502603911,8,91
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,DeSales,Jess Brey,,,,16,16,0.0,5.0,0.0,0.0,0.0,5.0,15.0,1.0,3.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,62.0,14.0,8.0,964:00,114.0,0.0,1.0,,,,,,,,,,,,,,,78.0,116.0,10.0,78.0,21.0,57.0,0.672,2.9954560949126643,3.230373576411165,1.8619915236667315,0.015710503089143922,0.16115178371597916,0.1366125104178348,0.0,6.881562704482711,9,91
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,York,Zoe Kluegel,,,,22,22,0.0,3.0,0.0,0.0,0.0,3.0,29.0,2.0,5.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,25.0,3.0,1285:00,32.0,0.0,1.0,,,,,,,,,,,,,,,84.0,115.0,9.0,81.0,22.0,59.0,0.73,3.1336418234565597,3.3644947123146514,1.9724292507926315,0.3563989408649604,-0.4126912837597401,1.0036629128604748,0.0,6.7875852008505,10,90
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Lebanon Valley,Bethany Cohee,,,,19,19,0.0,3.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,53.0,4.0,1147:00,62.0,0.0,1.0,,,,,,,,,,,,,,,28.0,32.0,6.0,78.0,62.0,16.0,0.875,2.9954560949126643,0.4808902903897013,6.3899383358286395,0.1519858781994705,-0.29792267026459623,3.2107003008962853,0.0,6.525064004326421,11,90
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,York,Gianna Huet,,,,22,22,0.0,10.0,0.0,0.0,0.0,1.0,27.0,1.0,9.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,33.0,1.0,1300:00,33.0,0.0,1.0,,,,,,,,,,,,,,,64.0,82.0,17.0,79.0,37.0,42.0,0.78,3.0415180044272963,2.2244650571350197,3.6289951576811346,-0.18870255957634594,-0.6422285107500278,1.6342450237278494,0.0,6.458409329923055,12,89
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Stevens,Emily Smart,,,,22,22,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,17.0,10.0,1324:00,50.0,0.0,1.0,,,,,,,,,,,,,,,38.0,46.0,0.0,67.0,42.0,25.0,0.826,2.4887750902517136,1.0844354019553886,4.181183793310636,0.49267431597528694,0.3906890107062668,0.37308080199310023,0.0,6.398928744340696,13,89
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Lebanon Valley,Alyssa Wene,,,,18,18,0.0,16.0,0.0,0.0,1.0,2.0,51.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,105.0,41.0,7.0,1087:00,62.0,0.0,1.0,,,,,,,,,,,,,,,86.0,108.0,23.0,80.0,20.0,60.0,0.796,3.0875799139419278,3.4315552802663944,1.7515537965408312,0.49267431597528694,0.046383170220835296,2.264827134595224,0.0,6.314698187754372,14,88
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,King's,Alli Lindsay,,,,13,13,0.0,9.0,0.0,0.0,0.0,2.0,36.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,88.0,38.0,13.0,779:00,44.0,0.0,1.0,,,,,,,,,,,,,,,69.0,90.0,16.0,70.0,25.0,45.0,0.767,2.626960818795609,2.425646760990249,2.303742432170332,1.3784642541924095,0.7349948511916984,2.0283588430199586,0.0,6.002792124514289,15,88
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Stevenson,Sophia Murray,,,,19,19,0.0,13.0,0.0,0.0,0.0,1.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,100.0,16.0,38.0,1137:00,86.0,0.0,1.0,,,,,,,,,,,,,,,62.0,81.0,32.0,49.0,13.0,36.0,0.765,1.6596607189883408,1.8221016494245619,0.9784897066595301,3.0137687555163284,3.604210188570295,0.29425803813467843,0.0,5.669975301161778,16,88
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Albright,Kayte Moist,,,,16,15,0.0,8.0,0.0,0.0,0.0,3.0,36.0,1.0,6.0,1.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,64.0,38.0,12.0,874:00,64.0,0.0,1.0,,,,,,,,,,,,,,,93.0,115.0,14.0,71.0,10.0,61.0,0.809,2.673022728310241,3.4986158482181375,0.6471765252818296,1.0377758164165933,0.6202262376965545,2.0283588430199586,0.0,5.610996053607992,17,87
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Delaware Valley,Kyra McKeegan,,,,17,17,0.0,7.0,0.0,0.0,0.0,3.0,36.0,1.0,6.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,13.0,52.0,8.0,1037:00,28.0,0.0,1.0,,,,,,,,,,,,,,,92.0,132.0,24.0,69.0,22.0,47.0,0.697,2.5808989092809775,2.5597678968937347,1.9724292507926315,2.2642541924095325,0.16115178371597916,3.1318775370378638,0.0,5.484284480373315,18,87
