season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,global_rank,rating,ranking_segment,pitching_stats_k_per_9,pitching_stats_whip,pitching_stats_strike_percentage
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,Brayden Caldemeyer,Brayden,Caldemeyer,,23260,Brayden Caldemeyer,0,0SPALDING,15,14,,,60,14,19,12,9,0,0,9,0,0,7,3,2,0,0,0,0,0,0,0,0,0,0,0.406,28,69,2,1.000,.317,.467,14,21,6,0,0,0,0,5,0,41,.854,0,.000,,3,3,19,13,"6,18",0.33,6,18,"10,37",0.27,10,37,"6,26",0.23,6,26,"1,4",0.25,1,4,0,0,0,0,"6,12","6,11","20,39",46,0,0,0,0,0,0,0,4,17,0,,Spalding,SPALDING,926-1614,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3256253042822964,33,81,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Lyon,Kooper Mccoy,Kooper,Mccoy,,22989,Kooper Mccoy,0,0LYON,17,17,,,62,15,15,16,1,0,3,10,0,1,13,2,4,2,0,1,0,0,0,0,0,0,0,0.351,25,74,6,.667,.242,.403,75,3,2,7,0,16,7,1,0,80,.975,23,.696,,2,2,19,14,"6,24",0.25,6,24,"10,32",0.31,10,32,"8,26",0.31,8,26,"2,6",0.33,2,6,0,0,0,0,"6,16","3,8","20,35",13,0,0,0,0,0,0,0,6,12,0,,Lyon,LYON,783-5029,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05804344588036525,34,80,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Greenville,Landyn Smith,Landyn,Smith,,1111,Landyn Smith,0,0GREENVIL,20,20,,,81,14,25,17,6,0,0,6,0,6,23,13,7,1,2,1,0,0,0,0,0,3,0,0.394,31,96,8,.875,.309,.383,38,1,1,0,0,0,0,0,0,40,.975,0,.000,,0,2,20,16,"10,25",0.40,10,25,"17,45",0.38,17,45,"14,30",0.47,14,30,"0,4",0,0,4,0,0,0,0,"2,17","5,7","26,54",34,0,0,0,0,0,0,0,6,22,0,,Greenville,GREENVIL,1227-2325,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003075715492947051,35,80,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Principia,Gage Vanlandingham,Gage,Vanlandingham,,555,Gage Vanlandingham,0,0PRINCIPI,15,13,,,57,8,20,6,5,0,0,6,0,1,8,2,0,2,0,0,0,0,0,0,1,0,0,0.422,25,64,2,.000,.351,.439,40,23,4,0,0,0,0,5,0,67,.940,0,.000,,3,1,5,21,"10,26",0.38,10,26,"11,25",0.44,11,25,"7,13",0.54,7,13,"4,13",0.31,4,13,0,0,0,0,"5,15","1,2","15,27",22,0,0,0,"0,1",0,0,1,0,9,0,,Principia,PRINCIPI,1258-2577,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06233199270438261,36,79,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Principia,Johnny Garcia,Johnny,Garcia,,555,Johnny Garcia,0,0PRINCIPI,11,9,,,41,7,16,2,3,0,0,1,0,0,2,2,5,0,0,0,0,0,0,0,0,1,0,0.405,19,42,5,1.000,.390,.463,10,0,1,0,0,0,0,0,0,11,.909,0,.000,,2,4,12,8,"6,15",0.40,6,15,"5,20",0.25,5,20,"3,12",0.25,3,12,"3,8",0.38,3,8,0,0,0,0,"2,5","1,3","8,21",1,0,0,0,"1,1",1.00,1,1,0,13,0,,Principia,PRINCIPI,1258-2578,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08663732487798792,37,78,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Principia,Skyler Stock,Skyler,Stock,,555,Skyler Stock,0,0PRINCIPI,11,11,,,32,5,8,12,1,0,2,2,0,4,11,4,0,0,0,0,0,0,0,1,0,2,0,0.368,15,38,0,.000,.250,.469,47,11,4,9,1,24,6,0,0,62,.935,30,.800,,0,1,7,5,"2,6",0.33,2,6,"7,21",0.33,7,21,"6,17",0.35,6,17,"2,7",0.29,2,7,0,0,0,0,"3,10","5,6","11,23",12,0,0,0,0,0,0,0,3,7,0,,Principia,PRINCIPI,1258-2441,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17289991006571,38,77,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Principia,Braxton Ramsey,Braxton,Ramsey,,555,Braxton Ramsey,0,0PRINCIPI,14,14,,,55,11,18,9,2,1,1,1,0,1,9,2,3,0,0,0,0,0,0,0,0,0,0,0.351,25,57,3,1.000,.327,.455,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,3,3,12,12,"5,14",0.36,5,14,"9,31",0.29,9,31,"6,22",0.27,6,22,"4,10",0.40,4,10,0,0,0,0,"7,13","4,6","15,32",19,0,0,0,0,0,0,0,4,14,0,,Principia,PRINCIPI,1258-2444,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3742382735659886,39,77,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Webster,Adam Moser,Adam,Moser,,759,Adam Moser,0,0WU,19,19,,,65,13,18,9,2,1,2,2,0,8,24,4,8,2,0,0,0,0,0,0,0,0,0,0.373,28,75,10,.800,.277,.431,17,2,1,0,0,0,0,1,0,20,.950,0,.000,,1,0,7,15,"4,22",0.18,4,22,"6,21",0.29,6,21,"4,14",0.29,4,14,"4,9",0.44,4,9,0,0,0,0,"6,17","3,6","14,25",1,0,0,0,0,0,0,0,3,8,0,,Webster,WU,1259-2418,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47278587968366587,40,76,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,Cayden Tucker,Cayden,Tucker,,23260,Cayden Tucker,0,0SPALDING,16,13,,,42,9,11,7,1,1,1,12,1,4,12,5,0,1,1,2,0,0,0,0,1,0,0,0.450,17,61,1,.000,.262,.405,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,11,11,"2,11",0.18,2,11,"5,21",0.24,5,21,"4,16",0.25,4,16,"2,5",0.40,2,5,0,0,0,0,"6,13","3,5","18,31",33,0,0,0,1,0,0,0,11,6,0,,Spalding,SPALDING,926-1266,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6690046962253662,41,75,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Principia,Kailis Mayo,Kailis,Mayo,,555,Kailis Mayo,0,0PRINCIPI,16,16,,,53,8,16,10,5,0,0,8,0,3,14,6,0,0,0,1,0,0,0,0,0,0,0,0.415,21,65,0,.000,.302,.396,97,4,3,0,0,0,0,5,0,104,.971,0,.000,,1,0,2,20,"7,25",0.28,7,25,"13,30",0.43,13,30,"9,20",0.45,9,20,"3,12",0.25,3,12,0,0,0,0,"2,7","3,8","18,34",34,0,0,0,0,0,0,0,1,10,0,,Principia,PRINCIPI,1258-2365,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.786650585271021,42,75,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Principia,Cole Christensen,Cole,Christensen,,555,Cole Christensen,0,0PRINCIPI,16,13,,,40,6,13,7,0,3,0,1,0,2,6,4,1,1,0,0,0,0,0,0,0,0,0,0.372,19,43,2,.500,.325,.475,26,1,0,0,0,5,1,1,0,27,1.000,6,.833,,2,1,11,8,"3,9",0.33,3,9,"4,17",0.24,4,17,"2,13",0.15,2,13,"3,6",0.50,3,6,0,0,0,0,"6,12","3,5","11,18",11,0,0,0,0,0,0,0,8,4,0,,Principia,PRINCIPI,1258-2435,False,21,1,3,1,3,0,0,0,0,0,15.2,24,17,16,9,6,1,4,9.77,67,85,5,1,0,0,1,0,0,3,.313,18,15,1,"4,6","3,9","0,4",0,"0,4",-0.8277105364653959,43,74,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,Ryan Eubanks,Ryan,Eubanks,,23260,Ryan Eubanks,0,0SPALDING,15,10,,,34,5,9,7,2,0,1,6,0,4,7,4,1,0,3,0,0,0,0,1,1,2,0,0.432,14,47,1,1.000,.265,.412,50,4,1,0,0,0,0,4,0,55,.982,0,.000,,0,1,10,10,"3,12",0.25,3,12,"5,21",0.24,5,21,"5,12",0.42,5,12,"0,2",0,0,2,0,0,0,0,"2,7","1,4","14,27",0,0,0,0,"0,1",0,0,1,6,7,0,,Spalding,SPALDING,926-1497,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8463712311830044,44,73,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Greenville,Jalen Inlow,Jalen,Inlow,,1111,Jalen Inlow,0,0GREENVIL,19,18,,,58,16,15,11,1,1,1,9,0,8,13,6,2,0,2,0,0,0,0,0,1,0,0,0.427,21,77,2,1.000,.259,.362,12,34,4,0,0,0,0,1,0,50,.920,0,.000,,4,4,14,14,"7,23",0.30,7,23,"9,33",0.27,9,33,"5,21",0.24,5,21,"1,6",0.17,1,6,0,0,0,0,"4,12","3,8","22,42",11,0,0,0,"0,1",0,0,1,5,17,0,,Greenville,GREENVIL,1227-2863,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8625637559178873,45,72,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,West Bickett,West,Bickett,,23260,West Bickett,0,0SPALDING,9,9,,,30,6,8,4,1,1,1,8,0,0,10,5,1,0,3,0,0,0,0,0,1,0,0,0.421,14,41,1,1.000,.267,.467,10,10,2,0,0,0,0,1,0,22,.909,0,.000,,0,1,4,10,"2,10",0.20,2,10,"5,17",0.29,5,17,"3,11",0.27,3,11,"0,1",0,0,1,0,0,0,0,"2,6","1,5","11,23",1,0,0,0,0,0,0,0,3,12,0,,Spalding,SPALDING,926-1621,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9528151960049442,46,72,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Webster,Ryan Hartz,Ryan,Hartz,,759,Ryan Hartz,0,0WU,19,19,,,63,13,16,11,3,0,2,6,1,2,9,4,6,1,3,1,0,0,0,1,1,3,0,0.333,25,75,7,.857,.254,.397,31,1,3,0,0,0,0,0,0,35,.914,0,.000,,0,1,16,26,"4,13",0.31,4,13,"9,24",0.38,9,24,"6,15",0.40,6,15,"3,6",0.50,3,6,0,0,0,0,"4,16","3,8","17,29",27,0,0,0,0,0,0,0,7,7,0,,Webster,WU,1259-2292,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5285830796425988,47,71,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Greenville,Matt Rocco,Matt,Rocco,,1111,Matt Rocco,0,0GREENVIL,20,20,,,79,18,23,12,1,0,0,15,1,1,11,2,6,1,3,0,0,0,0,2,0,3,0,0.411,24,98,7,.857,.291,.304,40,2,2,0,0,0,0,0,0,44,.955,0,.000,,2,2,28,18,"5,19",0.26,5,19,"13,39",0.33,13,39,"9,25",0.36,9,25,"4,11",0.36,4,11,0,0,0,0,"6,21","5,8","27,47",1,0,0,0,0,0,0,0,10,21,0,,Greenville,GREENVIL,1227-2324,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5971935967167468,48,70,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,Cameron Combs,Cameron,Combs,,23260,Cameron Combs,0,0SPALDING,12,9,,,30,6,7,5,2,0,2,5,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0.343,15,35,0,.000,.233,.500,50,2,1,0,0,0,0,4,0,53,.981,0,.000,,2,1,5,5,"4,14",0.29,4,14,"2,11",0.18,2,11,"2,9",0.22,2,9,"0,1",0,0,1,0,0,0,0,"4,7","1,3","3,12",0,0,0,0,"0,1",0,0,1,0,8,0,,Spalding,SPALDING,926-1634,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7135680266237832,49,70,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Westminster,"Ballard, Beno",Beno,Ballard,,1450,"Ballard, Beno",0,0WEST,18,18,,,61,13,16,8,1,0,2,3,0,6,22,8,2,0,0,1,0,0,0,1,0,1,0,0.352,23,71,2,1.000,.262,.377,107,3,0,0,0,0,0,5,0,110,1.000,0,.000,,4,1,10,11,"5,24",0.21,5,24,"11,37",0.30,11,37,"8,24",0.33,8,24,"2,5",0.40,2,5,"4,10",0.40,4,10,"7,15","3,10","16,39",38,0,0,0,0,0,0,0,13,15,0,,Westminster,WEST,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.754294386971613,50,69,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Eureka,Noah Company,Noah,Company,,218,Noah Company,0,0EUREKA,16,16,,,45,9,13,4,2,2,0,7,0,1,7,3,6,0,1,0,0,0,0,0,1,1,0,0.396,19,54,6,1.000,.289,.422,39,3,3,0,0,1,0,0,0,45,.933,1,1.000,,0,3,20,6,"4,11",0.36,4,11,"7,22",0.32,7,22,"4,10",0.40,4,10,"1,7",0.14,1,7,0,0,0,0,"6,15","1,2","15,26",0,0,0,0,0,0,0,0,6,8,0,,Eureka,EUREKA,0,False,7,1,2,0,1,0,0,0,0,0,5.0,6,5,6,7,3,0,0,9.00,22,32,0,3,0,0,0,0,0,2,.318,5,3,0,"0,2","2,4","1,2",0,"2,3",-2.0456269783528196,51,68,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Webster,Braedan Trissell,Braedan,Trissell,,759,Braedan Trissell,0,0WU,18,16,,,59,7,13,13,0,1,3,4,0,0,22,4,5,0,2,0,0,0,0,0,1,1,0,0.270,24,65,5,1.000,.220,.407,32,42,1,0,0,0,0,7,0,75,.987,0,.000,,3,1,12,11,"3,18",0.17,3,18,"11,33",0.33,11,33,"6,19",0.32,6,19,"4,9",0.44,4,9,0,0,0,0,"2,8","3,4","17,35",22,0,0,0,"1,1",1.00,1,1,6,11,0,,Webster,WU,1259-2423,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1005520580969534,52,68,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,MUW,Jack Sledge,Jack,Sledge,,431,Jack Sledge,0,0MUW,12,11,,,39,5,12,5,1,0,0,4,0,2,6,1,0,1,0,0,0,0,0,1,0,1,0,0.400,13,45,1,.000,.308,.333,78,6,0,0,0,0,0,6,0,84,1.000,0,.000,,0,5,10,11,"2,14",0.14,2,14,"7,20",0.35,7,20,"4,13",0.31,4,13,"3,7",0.43,3,7,0,0,0,0,"5,12","3,8","9,22",2,0,0,0,0,0,0,0,0,14,0,,MUW,MUW,3082-814,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.339996319806657,53,67,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Lyon,Slade Inman,Slade,Inman,,22989,Slade Inman,0,0LYON,16,16,,,53,13,12,10,3,1,1,3,0,9,17,5,1,0,0,0,0,0,0,2,1,2,0,0.369,20,65,1,1.000,.226,.377,4,0,0,0,0,0,0,0,0,4,1.000,0,.000,,1,0,17,6,"1,16",0.06,1,16,"6,35",0.17,6,35,"4,29",0.14,4,29,"1,4",0.25,1,4,0,0,0,0,"5,9","7,13","14,39",7,0,0,0,0,0,0,0,7,16,0,,Lyon,LYON,783-5074,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.40428622196079,54,66,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Eureka,Conor Fitzpatrick,Conor,Fitzpatrick,,218,Conor Fitzpatrick,0,0EUREKA,14,12,,,32,3,7,6,1,0,1,9,0,2,8,5,2,1,0,0,0,0,0,2,0,2,0,0.419,11,43,3,.667,.219,.344,16,0,0,0,0,0,0,0,0,16,1.000,0,.000,,1,2,14,2,"3,17",0.18,3,17,"5,21",0.24,5,21,"3,16",0.19,3,16,"1,4",0.25,1,4,0,0,0,0,"2,5","3,5","10,25",1,0,0,0,11,0,0,0,2,15,0,,Eureka,EUREKA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6649933551397114,55,65,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Webster,James Theodore,James,Theodore,,759,James Theodore,0,0WU,19,19,,,75,11,23,8,1,0,0,6,0,0,6,0,7,2,1,1,0,0,0,0,0,1,0,0.354,24,83,9,.778,.307,.320,41,0,1,0,0,0,0,0,0,42,.976,0,.000,,5,4,27,16,"10,26",0.38,10,26,"12,30",0.40,12,30,"9,22",0.41,9,22,"3,8",0.38,3,8,0,0,0,0,"14,34","4,7","22,35",60,0,0,0,0,0,0,0,4,15,0,,Webster,WU,1259-2173,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7525323195215927,56,65,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Blackburn,Andrew Medina,Andrew,Medina,,64,Andrew Medina,0,0BLACKBUR,11,10,,,35,5,10,6,1,0,0,7,0,0,6,1,0,0,0,1,0,0,0,1,0,1,0,0.395,11,43,0,.000,.286,.314,20,0,2,0,0,0,0,2,0,22,.909,0,.000,,2,0,13,6,"2,13",0.15,2,13,"6,21",0.29,6,21,"5,15",0.33,5,15,"0,3",0,0,3,0,0,0,0,"6,10","3,5","9,22",11,0,0,0,"0,1",0,0,1,7,13,0,,Blackburn,BLACKBUR,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8215492298416414,57,64,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Eureka,Andrew Zimmerman,Andrew,Zimmerman,,218,Andrew Zimmerman,0,0EUREKA,16,16,,,62,10,20,6,1,0,0,2,0,0,13,5,6,0,1,1,0,0,0,1,2,1,0,0.338,21,66,6,1.000,.323,.339,23,38,5,0,0,0,0,3,0,66,.924,0,.000,,2,4,14,15,"11,25",0.44,11,25,"8,21",0.38,8,21,"4,10",0.40,4,10,"2,8",0.25,2,8,0,0,0,0,"6,20","2,4","11,24",3,0,0,0,0,0,0,0,1,7,0,,Eureka,EUREKA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8815732730229024,58,63,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Blackburn,Harley Carney,Harley,Carney,,64,Harley Carney,0,0BLACKBUR,14,12,,,39,8,11,6,0,0,0,4,0,2,8,2,1,1,0,1,0,0,0,0,1,0,0,0.370,11,46,2,.500,.282,.282,30,2,2,0,0,0,0,0,0,34,.941,0,.000,,2,1,9,10,"2,12",0.17,2,12,"10,23",0.43,10,23,"8,20",0.40,8,20,"2,5",0.40,2,5,0,0,0,0,"1,6","5,10","16,26","1,1",1.00,1,1,0,0,0,0,3,8,0,,Blackburn,BLACKBUR,0,False,1,1,0,0,0,1,0,0,0,0,2.2,0,0,2,1,0,0,0,0.00,8,11,0,1,0,0,0,0,0,0,.125,2,4,0,"0,2","1,6","0,1",0,"0,2",-3.6071957521125433,59,63,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Blackburn,Joshua Moreno,Joshua,Moreno,,64,Joshua Moreno,0,0BLACKBUR,10,10,,,39,6,10,7,2,0,0,5,0,2,2,2,1,2,1,0,0,0,0,1,0,1,0,0.370,12,47,3,.333,.256,.308,9,19,1,0,0,0,0,3,0,29,.966,0,.000,,4,0,8,16,"2,13",0.15,2,13,"5,21",0.24,5,21,"3,14",0.21,3,14,"1,3",0.33,1,3,0,0,0,0,"6,9","5,7","15,24",5,0,0,0,0,0,0,0,6,8,0,,Blackburn,BLACKBUR,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.645899905078731,60,62,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Eureka,Josh Frenden,Josh,Frenden,,218,Josh Frenden,0,0EUREKA,12,12,,,40,5,10,2,6,0,0,6,0,1,12,1,1,0,0,0,0,0,0,2,1,2,0,0.362,16,47,1,1.000,.250,.400,89,3,2,0,0,0,0,5,0,94,.979,0,.000,,2,0,6,11,"5,12",0.42,5,12,"6,18",0.33,6,18,"1,10",0.10,1,10,"2,6",0.33,2,6,0,0,0,0,"1,9","1,2","11,20","0,1",0,0,1,0,0,0,0,4,6,0,,Eureka,EUREKA,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.8112825978571365,61,61,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Webster,Nick Wrubluski,Nick,Wrubluski,,759,Nick Wrubluski,0,0WU,17,17,,,59,11,13,8,2,0,2,2,0,3,18,4,5,1,1,0,0,0,0,0,1,0,0,0.281,21,65,6,.833,.220,.356,30,5,0,1,0,10,4,0,0,35,1.000,14,.714,,2,1,13,14,"3,22",0.14,3,22,"5,25",0.20,5,25,"3,14",0.21,3,14,"3,9",0.33,3,9,0,0,0,0,"5,11","3,4","11,29",1,0,0,0,0,0,0,0,3,10,0,,Webster,WU,1259-2288,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.847083269372771,62,61,batting,,,
2026-27,baseball,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Blackburn,Jordan Kelly,Jordan,Kelly,,64,Jordan Kelly,0,0BLACKBUR,12,10,,,31,7,8,5,2,0,0,4,0,1,8,5,0,0,1,0,0,0,0,1,0,2,0,0.361,10,37,0,.000,.258,.323,72,5,2,0,0,1,0,4,0,79,.975,1,1.000,,1,0,9,6,"1,8",0.13,1,8,"4,17",0.24,4,17,"3,10",0.30,3,10,"1,3",0.33,1,3,0,0,0,0,"3,7","1,3","12,22","0,1",0,0,1,0,0,0,0,4,9,0,,Blackburn,BLACKBUR,0,False,8,1,1,0,0,0,0,0,0,0,5.1,8,8,6,1,4,0,0,13.50,25,32,0,0,0,1,0,0,0,0,.320,6,9,0,"5,5","6,21","1,6",0,"0,6",-3.9396377284911654,63,60,batting,,,
