season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,fielding_stats,hitting_summary_stats
2026-27,softball,Landmark Conference,landmark_conference,Moravian,Natalie Chloros,Natalie,Chloros,,443,Natalie Chloros,0,0MORAVIAN,46,47,,,148,37,49,27,6,2,1,24,0,9,22,7,6,2,2,0,0,0,0,0,0,0,0,0.453,62,183,8,.750,.331,.419,28,2,2,0,0,0,0,0,0,32,.938,0,.000,,6,3,40,33,"12,49",0.24,12,49,"25,74",0.34,25,74,"19,52",0.37,19,52,"2,7",0.29,2,7,0,0,0,0,"36,59","7,13","40,80",22,0,0,0,0,0,0,0,13,42,0,,Moravian,MORAVIAN,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,softball,Landmark Conference,landmark_conference,Moravian,Julie Zook,Julie,Zook,,443,Julie Zook,0,0MORAVIAN,8,0,,,7,1,1,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.250,1,8,0,.000,.143,.143,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,1,1,"0,5",0,0,5,"1,5",0.20,1,5,"1,5",0.20,1,5,0,0,0,0,0,0,0,0,0,"1,2","1,5",0,0,0,0,8,0,0,0,0,3,0,,Moravian,MORAVIAN,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,softball,Landmark Conference,landmark_conference,Moravian,Sydney Andrews,Sydney,Andrews,,443,Sydney Andrews,0,0MORAVIAN,46,46,,,153,42,57,33,11,4,3,17,0,4,13,3,10,2,7,0,0,0,0,0,0,1,0,0.448,85,181,12,.833,.373,.556,34,125,6,0,0,1,0,4,0,165,.964,1,1.000,,9,12,43,37,"12,34",0.35,12,34,"33,88",0.38,33,88,"18,50",0.36,18,50,"2,9",0.22,2,9,0,0,0,0,"18,35","7,14","58,99",73,0,0,0,0,0,0,0,14,28,0,,Moravian,MORAVIAN,0,True,6,1,0,0,0,0,0,0,0,0,4.2,4,1,1,3,0,0,0,1.50,22,23,0,0,0,0,0,0,0,0,.273,1,10,0,"1,4","3,11","2,5",0,"1,6",,,
2026-27,softball,Landmark Conference,landmark_conference,Moravian,Marcie Silberman,Marcie,Silberman,,443,Marcie Silberman,0,0MORAVIAN,46,46,,,147,16,44,30,8,0,8,12,0,1,30,5,1,0,0,1,0,0,0,1,0,4,0,0.354,76,161,1,1.000,.299,.517,114,8,2,3,0,43,1,0,0,124,.984,44,.977,,3,6,30,40,"11,43",0.26,11,43,"23,99",0.23,23,99,"18,74",0.24,18,74,"4,9",0.44,4,9,0,0,0,0,"15,28","7,27","36,103",17,0,0,0,45,0,0,0,11,36,0,,Moravian,MORAVIAN,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,softball,Landmark Conference,landmark_conference,Moravian,Madelin Cooper,Madelin,Cooper,,443,Madelin Cooper,0,0MORAVIAN,24,0,,,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.000,0,0,3,1.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Moravian,MORAVIAN,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,softball,Landmark Conference,landmark_conference,Moravian,Sydney Scarpato,Sydney,Scarpato,,443,Sydney Scarpato,0,0MORAVIAN,30,20,,,58,7,21,13,1,0,1,2,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0.383,25,63,1,.000,.362,.431,93,10,2,2,0,10,3,1,0,105,.981,13,.769,,1,1,16,22,"7,21",0.33,7,21,"15,32",0.47,15,32,"13,26",0.50,13,26,0,0,0,0,0,0,0,0,"4,15","2,4","22,36",15,0,0,0,"1,1",1.00,1,1,6,18,0,,Moravian,MORAVIAN,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,softball,Landmark Conference,landmark_conference,Moravian,Kyra Holtje,Kyra,Holtje,,443,Kyra Holtje,0,0MORAVIAN,47,47,,,155,39,61,36,15,3,7,17,0,2,22,3,16,1,2,0,0,0,0,1,0,2,0,0.460,103,176,17,.941,.394,.665,37,28,1,0,0,9,1,1,0,66,.985,10,.900,,6,7,27,41,"14,47",0.30,14,47,"45,109",0.41,45,109,"24,64",0.38,24,64,"5,10",0.50,5,10,0,0,0,0,"8,20","7,20","62,116",24,0,0,0,24,0,0,0,9,30,0,,Moravian,MORAVIAN,0,True,107,1,17,12,4,0,9,5,0,0,100.0,37,30,17,57,11,4,1,2.10,404,427,13,2,0,1,3,0,0,19,.265,64,168,0,"11,23","12,47","3,14",0,"12,35",,,
2026-27,softball,Landmark Conference,landmark_conference,Moravian,Madison Berning,Madison,Berning,,443,Madison Berning,0,0MORAVIAN,15,3,,,13,1,3,2,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.375,3,16,0,.000,.231,.231,9,0,1,0,0,0,0,0,0,10,.900,0,.000,,0,0,1,6,"2,5",0.40,2,5,"1,7",0.14,1,7,"1,6",0.17,1,6,0,0,0,0,0,0,0,0,"0,2","0,2","4,9",0,0,0,0,26,0,0,0,1,1,0,,Moravian,MORAVIAN,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,softball,Landmark Conference,landmark_conference,Moravian,Samantha Derickson,Samantha,Derickson,,443,Samantha Derickson,0,0MORAVIAN,47,47,,,156,24,46,29,12,1,3,9,0,0,23,8,1,0,0,0,0,0,0,1,0,3,0,0.333,69,165,1,1.000,.295,.442,61,154,20,0,0,0,0,12,0,235,.915,0,.000,,8,7,42,35,"12,39",0.31,12,39,"25,91",0.27,25,91,"21,67",0.31,21,67,"2,8",0.25,2,8,0,0,0,0,"17,36","8,17","40,93",33,0,0,0,0,0,0,0,10,31,0,,Moravian,MORAVIAN,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,softball,Landmark Conference,landmark_conference,Moravian,Nicole Giglio,Nicole,Giglio,,443,Nicole Giglio,0,0MORAVIAN,21,3,,,19,11,2,3,0,1,0,0,0,1,4,4,4,0,1,0,0,0,0,0,0,1,0,0.150,4,21,4,1.000,.105,.211,6,5,2,0,0,0,0,0,0,13,.846,0,.000,,1,2,7,6,"1,6",0.17,1,6,"1,13",0.08,1,13,"1,9",0.11,1,9,0,0,0,0,0,0,0,0,"0,1","1,5","5,14",2,0,0,0,5,0,0,0,1,3,0,,Moravian,MORAVIAN,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
