rank,conference_code,conference,season,team,player_name,class_year,position,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,z_ppg,z_rpg,z_apg,z_spg,z_bpg,z_tov_pg
1,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Barnette,Myles",0,G,26,29.96153846153846,18.77,3.88,4.0,2.5,0.73,1.5,8.47989610718873,2.1132331399840143,0.13904625510007326,2.5888640684006528,3.9929311385343484,1.4449443240223094,0.4688064131351687
2,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Concordia,"Cook,Jacob",0,F,26,34.53846153846154,21.46,11.08,3.35,1.04,0.58,2.5384615384615383,8.268372119459121,2.6645248511495785,3.587625609147822,1.9021641392927304,0.677378390997411,0.9655559591489561,2.156246977277009
3,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Macalester,"Shannon,Noah",0,F,25,33.64,21.44,7.88,3.52,1.12,0.36,1.96,7.804261136325127,2.6604260280182364,2.0549236740154893,2.081762582290187,0.8590525141501201,0.26245302400137127,1.216280085251332
4,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Concordia,"Loge,Jackson",0,F,27,32.03703703703704,14.63,10.37,2.19,0.96,1.11,1.5925925925925926,6.358650174352918,1.2647767517961204,3.2475573672903355,0.6766688811924378,0.49570426784470195,2.659394848368138,0.6192640766046057
5,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,St. Olaf,"Kirk,Kobe",0,G,26,32.69230769230769,18.73,4.08,1.5,1.04,1.23,1.3076923076923077,6.072944451922461,2.1050354937213296,0.23484012604584414,-0.05228950509135671,0.677378390997411,3.0429055402668204,0.15631741977556857
6,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Augsburg,"Semanko,JJ",0,G,27,30.85185185185185,17.81,8.63,2.48,1.26,0.52,2.074074074074074,6.065090909521843,1.9164896296795748,2.4141506900621303,0.983042695717511,1.1769822296673604,0.7738006131996149,1.4016439266456784
7,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Concordia,"Schell,Payton",0,G,27,31.333333333333332,13.7,4.26,1.63,1.07,1.96,1.0740740740740742,5.67199313845761,1.0741814761886945,0.3210546098970377,0.08505048073022768,0.7455061871796769,5.375928915983806,-0.2232988388242418
8,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Ebel,Brendan",0,,22,29.772727272727273,14.73,5.95,2.23,2.0,0.68,1.818181818181818,5.147790955594507,1.2852708674528326,1.1305128193888012,0.7189273383683101,2.857467868829918,1.2851482023978587,0.9858336566937793
9,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Carleton,"Koelling,Sam",0,F,26,30.615384615384617,14.5,7.65,1.35,0.77,0.85,1.4615384615384617,4.311364934002078,1.238134401442394,1.9447607224278531,-0.21075871950087718,0.06422822535701846,1.828455015920992,0.40630861446324884
10,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,St. Olaf,"Uhl,AJ",0,F,25,29.68,14.64,6.88,2.24,0.56,0.84,1.64,4.282340718685686,1.2668261633617914,1.5759543192866352,0.7294919526622784,-0.4126663479188423,1.7964957915961017,0.6962984003009574
11,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint Mary's,"Klug,Reid",0,F,23,30.782608695652176,13.65,5.57,2.57,1.22,0.78,1.7391304347826086,4.206047979347025,1.0639344183603385,0.9485044645918367,1.0781242243632232,1.086145168091006,1.6047404456467607,0.8573796831388453
12,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Augsburg,"Batala,Elias",0,G,27,26.925925925925927,14.63,4.33,1.81,1.15,0.78,1.4444444444444444,3.9335456314638053,1.2647767517961204,0.35458246472805766,0.27521353802165255,0.9271803103323855,1.6047404456467607,0.37853181505350636
13,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Bethel,"Schmitz,Blake",0,G,22,31.818181818181817,14.73,5.0,2.0,1.27,0.73,2.090909090909091,3.5556629514833062,1.2852708674528326,0.6754919323963898,0.4759412096070452,1.199691495061449,1.4449443240223094,1.4289998654583034
14,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Augsburg,"Muhammad,Hanif",0,G,27,25.22222222222222,12.44,2.85,2.0,2.37,0.15,1.1851851851851851,3.395775273287386,0.815955618914118,-0.35429218027064624,0.4759412096070452,3.6977106884111968,-0.4086906868213233,-0.042749642660917575
15,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Schmitt,Jake",0,G,26,28.153846153846153,15.42,3.54,1.92,1.42,0.04,1.4230769230769231,3.2256907179473595,1.4266802654841482,-0.023803325507737033,0.3914242952553008,1.540330475972778,-0.7602421543951157,0.3438108157913287
16,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,Peyton Podany,0,g,27,27.51851851851852,15.04,5.78,2.56,0.56,0.19,1.8148148148148149,3.0482085555198815,1.3488026259886408,1.049088029084896,1.0675596100692555,-0.4126663479188423,-0.2808537895217624,0.9803624689312549
17,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,Baiden Bean,0,g,27,26.814814814814813,8.63,2.67,5.52,1.59,0.19,1.6296296296296295,2.977394154141475,0.03512981239337505,-0.4405066641218401,4.194685441083794,1.9263879876722847,-0.2808537895217624,0.6794471419923804
18,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,St. Scholastica,"Butler,Davion",0,G,24,31.75,15.33,3.42,3.21,1.92,0.08,2.7916666666666665,2.9550986360213733,1.408235561393107,-0.08127964807519956,1.7542595391771778,2.675793745677209,-0.6324052570955547,2.567690818533816
19,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Bethel,"Burke,Nick",0,G,24,33.25,17.29,6.21,2.96,0.71,0.17,3.0416666666666665,2.9539317694311724,1.8099202282646702,1.255044851618303,1.4901441818279768,-0.07202736700751333,-0.3447722381715428,2.973926509901296
20,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Carleton,"Engelberg,Josh",0,G,26,33.03846153846154,15.12,3.85,2.35,1.0,0.19,2.076923076923077,2.4374868114543875,1.3651979185140108,0.12467717445820774,0.8457027098959267,0.5865413294210565,-0.2808537895217624,1.4062733932139693
21,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"DeDominces,Dane",0,,24,26.916666666666668,9.33,7.21,1.58,1.04,0.75,1.4166666666666667,2.4199513439306153,0.17858862199036185,1.734014206347157,0.032227409260387675,0.677378390997411,1.50886277267209,0.3333945160126754
22,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Carleton,"Drake,Matt",0,G,26,33.53846153846154,19.42,2.81,2.15,0.77,0.04,2.730769230769231,2.3525656711666905,2.2464448917526454,-0.3734509544598004,0.6344104240165657,0.06422822535701846,-0.7602421543951157,2.4687359706366094
23,miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,St. Scholastica,"Nelson,Koy",0,G,24,30.541666666666668,14.75,3.25,2.29,0.96,0.13,1.875,2.161486397233147,1.289369690584175,-0.1627044383791047,0.7823150241321184,0.49570426784470195,-0.4726091354711037,1.078159950186389
