conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wbball,Lyon,"Woods,Kaysharia",0,G,00,22,22,91,278,37,126,77,54,273,0,50,89,655,8,57,65,56,0,110,1,0,0.33,0.29,0.70,12.41,2.95,4.05,2.27,0.00
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wbball,Lyon,"Gore,Carsyn",0,G,01,16,0,5,21,3,13,4,2,15,0,3,6,66,2,8,10,5,0,11,0,0,0.24,0.23,0.50,0.94,0.63,0.38,0.19,0.00
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wbball,Lyon,"Derby,Da'Myia",0,G,02,14,0,4,10,1,3,0,0,9,2,2,15,64,0,9,9,3,0,7,0,0,0.40,0.33,0.00,0.64,0.64,1.07,0.14,0.14
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wbball,Lyon,"Smith,De'Mya",0,G,03,1,0,0,2,0,2,0,0,0,0,2,1,10,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wbball,Lyon,"Adams,Maggye",0,F,05,18,0,5,21,0,2,6,5,15,1,2,1,52,3,15,18,13,1,3,0,0,0.24,0.00,0.83,0.83,1.00,0.06,0.11,0.06
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wbball,Lyon,"Parrish,Heidi",0,G,11,12,0,8,24,1,7,7,4,21,0,1,1,43,6,8,14,4,1,3,0,0,0.33,0.14,0.57,1.75,1.17,0.08,0.08,0.00
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wbball,Lyon,"Berry,Brooklyn",0,G,12,16,0,15,30,9,23,12,8,47,0,4,6,65,3,6,9,12,1,8,0,0,0.50,0.39,0.67,2.94,0.56,0.38,0.25,0.00
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wbball,Lyon,"Zocholl,Johanna",0,C,15,25,0,32,73,0,0,22,13,77,11,6,17,206,41,61,102,28,0,34,0,0,0.44,0.00,0.59,3.08,4.08,0.68,0.24,0.44
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wbball,Lyon,"Thibodeaux,Christin",0,G,20,1,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wbball,Lyon,"Rosencran,Kyra",0,F,21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wbball,Lyon,"Andrews,Presley",0,G,22,20,0,4,11,2,4,0,0,10,0,1,2,70,5,10,15,13,0,5,0,0,0.36,0.50,0.00,0.50,0.75,0.10,0.05,0.00
