season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating
2026-27,softball,American Rivers Conference (ARC),arc,Simpson,Megan Heidelbauer,Megan,Heidelbauer,,641,Megan Heidelbauer,0,0SIMPSON,47,47,,,158,51,66,69,16,6,10,11,0,2,17,5,9,0,2,2,0,0,0,0,0,1,0,0.457,124,175,9,1.000,.418,.785,287,6,3,0,0,0,0,3,0,296,.990,0,.000,,6,3,27,45,"20,44",0.45,20,44,"48,105",0.46,48,105,"40,83",0.48,40,83,"1,5",0.20,1,5,0,0,0,0,"7,16","13,20","61,110",124,0,0,0,"1,1",1.00,1,1,12,24,0,,Simpson,SIMPSON,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.921024321052478,1,99
2026-27,softball,American Rivers Conference (ARC),arc,Simpson,Ashlyn Steen,Ashlyn,Steen,,641,Ashlyn Steen,0,0SIMPSON,48,48,,,148,68,72,32,13,8,5,21,1,13,8,2,44,4,1,1,0,0,0,0,0,3,0,0.579,116,184,48,.917,.486,.784,75,6,3,0,0,0,0,2,0,84,.964,0,.000,,11,2,32,29,"26,43",0.60,26,43,"30,58",0.52,30,58,"21,39",0.54,21,39,"2,5",0.40,2,5,0,0,0,0,"44,73","8,16","47,67",2,0,0,0,0,0,0,0,10,17,0,,Simpson,SIMPSON,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.650158338878251,2,99
2026-27,softball,American Rivers Conference (ARC),arc,Wartburg,Madi Petersen,Madi,Petersen,,750,Madi Petersen,0,0WARTBURG,1,0,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,2,1,0,.000,1.000,2.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,"1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,11,0,0,0,0,0,0,,Wartburg,WARTBURG,1048-6004,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.822567717221553,3,99
2026-27,softball,American Rivers Conference (ARC),arc,Loras,Kiya Steger,Kiya,Steger,,364,Kiya Steger,0,0LORAS,47,47,,,145,24,53,53,11,2,10,12,0,4,21,4,1,0,0,2,0,0,0,0,0,1,0,0.423,98,163,1,1.000,.366,.676,43,7,1,0,0,11,1,0,0,51,.980,12,.917,,3,6,24,46,"30,67",0.45,30,67,"42,95",0.44,42,95,"34,69",0.49,34,69,"1,6",0.17,1,6,0,0,0,0,"5,24","7,14","55,100",124,0,0,0,1,0,0,0,6,41,0,,Loras,LORAS,1045-4121,True,90,1,14,7,7,3,7,1,0,0,88.0,47,37,29,73,26,1,7,2.94,355,392,3,2,0,3,3,0,0,25,.254,120,69,0,"4,11","11,27","2,4",0,"13,25",,,,13.403823361466728,4,98
2026-27,softball,American Rivers Conference (ARC),arc,Central,Sydney Hoskins,Sydney,Hoskins,,126,Sydney Hoskins,0,0CENTRAL,2,0,,,2,1,2,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.750,3,4,0,.000,1.000,1.500,3,0,0,0,0,0,0,0,0,3,1.000,0,.000,,0,0,0,1,"2,2",1.00,2,2,"1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,"1,1","2,2",55,0,0,0,55,0,0,0,2,0,0,,Central,CENTRAL,1041-2888,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.950513635484707,5,98
2026-27,softball,American Rivers Conference (ARC),arc,Wartburg,Reagan Hassel,Reagan,Hassel,,750,Reagan Hassel,0,0WARTBURG,43,43,,,156,45,61,40,13,2,5,9,0,0,11,7,31,3,2,3,0,0,0,0,0,0,0,0.417,93,170,34,.912,.391,.596,54,96,13,0,0,0,0,9,0,163,.920,0,.000,,9,4,31,51,"14,41",0.34,14,41,"34,85",0.40,34,85,"20,60",0.33,20,60,"3,12",0.25,3,12,0,0,0,0,"14,33","12,17","55,91",124,0,0,0,0,0,0,0,18,32,0,,Wartburg,WARTBURG,1048-5208,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.888349335459136,6,98
2026-27,softball,American Rivers Conference (ARC),arc,Central,Maddy Shannon,Maddy,Shannon,,126,Maddy Shannon,0,0CENTRAL,24,0,,,1,8,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1.000,1,1,3,.667,1.000,1.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,22,0,0,0,0,0,0,,Central,CENTRAL,1041-2437,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.487554975795803,7,97
2026-27,softball,American Rivers Conference (ARC),arc,Loras,Kaili Henning,Kaili,Henning,,364,Kaili Henning,0,0LORAS,47,47,,,157,33,51,27,15,0,2,12,1,3,19,3,2,1,0,2,0,0,0,1,0,3,0,0.379,72,174,3,.667,.325,.459,6,20,0,0,0,13,4,0,0,26,1.000,17,.765,,5,8,25,57,"17,46",0.37,17,46,"31,96",0.32,31,96,"18,57",0.32,18,57,"1,9",0.11,1,9,0,0,0,0,"6,22","8,22","50,103",9,0,0,0,44,0,0,0,11,24,0,,Loras,LORAS,1045-4070,True,97,1,21,15,6,4,16,10,0,0,147.0,54,45,66,160,23,2,11,2.14,525,610,6,3,0,2,14,0,0,37,.185,179,91,1,"10,24","8,46","1,5",0,"9,32",,,,10.10348627467162,8,97
2026-27,softball,American Rivers Conference (ARC),arc,Central,Rylee Dunkin,Rylee,Dunkin,,126,Rylee Dunkin,0,0CENTRAL,44,44,,,130,53,48,25,6,4,5,29,0,3,7,4,25,4,2,0,0,0,0,0,1,1,0,0.494,77,164,29,.862,.369,.592,177,30,1,7,0,39,12,0,0,208,.995,51,.765,,7,5,39,30,"9,31",0.29,9,31,"17,49",0.35,17,49,"14,35",0.40,14,35,"1,1",1.00,1,1,0,0,0,0,"42,74","6,10","37,56",55,0,0,0,0,0,0,0,10,20,0,,Central,CENTRAL,1041-2695,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.03080885651033,9,97
2026-27,softball,American Rivers Conference (ARC),arc,Loras,Grace Vidmar,Grace,Vidmar,,364,Grace Vidmar,0,0LORAS,1,0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1,1,0,.000,1.000,1.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,"1,1",1.00,1,1,"1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,22,0,0,0,0,0,0,,Loras,LORAS,1045-4324,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.017967505895303,10,96
