season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,shot_stats,goal_stats,caution_stats,misc_stats
2026-27,msoc,Empire 8 (E8),e8,Nazareth,"Hollingshead, Nick",Nick,Hollingshead,,461,"Hollingshead, Nick","HOLLINGSHEAD,NICK",Nazareth,NAZ,1007-4867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Empire 8 (E8),e8,Nazareth,"Tirado, Bryan",Bryan,Tirado,,461,"Tirado, Bryan","TIRADO,BRYAN",Nazareth,NAZ,1007-5107,2,2,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,180:00,0,.00,.00,,27,0,0,2,0,.750,1.00,6,2,180:00,2,2,1.00,0.750,.000,3.00,,,,
2026-27,msoc,Empire 8 (E8),e8,Nazareth,"Griffin, Daniel",Daniel,Griffin,,461,"Griffin, Daniel","GRIFFIN,DANIEL",Nazareth,NAZ,1007-5330,0,0,51,0,51,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Empire 8 (E8),e8,Nazareth,"Gleason, Joshua",Joshua,Gleason,,461,"Gleason, Joshua","GLEASON,JOSHUA",Nazareth,NAZ,1007-5329,0,0,77,0,77,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Empire 8 (E8),e8,Nazareth,"Gleason, Colby",Colby,Gleason,,461,"Gleason, Colby","GLEASON,COLBY",Nazareth,NAZ,1007-5328,0,0,91,0,91,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Empire 8 (E8),e8,Nazareth,"Jones, Caleb",Caleb,Jones,,461,"Jones, Caleb","JONES,CALEB",Nazareth,NAZ,1007-5102,0,0,2,0,2,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Empire 8 (E8),e8,Nazareth,"Fall, Mor",Mor,Fall,,461,"Fall, Mor","FALL,MOR",Nazareth,NAZ,1007-5327,0,0,3,0,3,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Empire 8 (E8),e8,Nazareth,"Stanco, Mason",Mason,Stanco,,461,"Stanco, Mason","STANCO,MASON",Nazareth,NAZ,1007-5335,2,2,4,0,4,0,0,2,3,2,0,1,0,0,1.50,1.00,1.00,.500,.000,1,0,0,0,0,0,1,.500,3,0,0,0,1.50,.00,.00,.00,0,,104:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Empire 8 (E8),e8,Nazareth,"Herrmann, Samuel",Samuel,Herrmann,,461,"Herrmann, Samuel","HERRMANN,SAMUEL",Nazareth,NAZ,1007-4866,1,0,6,0,6,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,12:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Empire 8 (E8),e8,Nazareth,"Khapangi, Samir",Samir,Khapangi,,461,"Khapangi, Samir","KHAPANGI,SAMIR",Nazareth,NAZ,1007-5343,0,0,7,0,7,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
