season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,shot_stats,goal_stats,caution_stats,misc_stats
2026-27,wsoc,Presidents Athletic Conference (PAC),pac,Grove City,Maddie Mills,Maddie,Mills,,265,Maddie Mills,"MILLS,MADDIE",Grove City,GC,1314-4340,3,3,00,0,00,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,180:00,0,.00,.00,11,1,0,2,0,.600,2.00,6,4,180:00,3,3,1.33,0.600,.000,2.00,,,,,
2026-27,wsoc,Presidents Athletic Conference (PAC),pac,Grove City,Ella Lotz,Ella,Lotz,,265,Ella Lotz,"LOTZ,ELLA",Grove City,GC,1314-4789,2,0,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,6,0,0,0,0,1.000,0.00,3,0,90:00,0,2,.00,1.000,.000,1.50,,,,,
2026-27,wsoc,Presidents Athletic Conference (PAC),pac,Grove City,Marina Hahn,Marina,Hahn,,265,Marina Hahn,"HAHN,MARINA",Grove City,GC,1314-4561,1,1,3,0,3,0,0,1,1,0,0,0,0,0,1.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,42:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Presidents Athletic Conference (PAC),pac,Grove City,Meghan Tischler,Meghan,Tischler,,265,Meghan Tischler,"TISCHLER,MEGHAN",Grove City,GC,1314-4344,3,3,5,0,5,0,0,0,1,1,1,0,0,0,.33,.00,.33,.000,.333,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,174:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Presidents Athletic Conference (PAC),pac,Grove City,Bryn Baker,Bryn,Baker,,265,Bryn Baker,"BAKER,BRYN",Grove City,GC,1314-4791,0,0,6,0,6,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Presidents Athletic Conference (PAC),pac,Grove City,Ady Waters,Ady,Waters,,265,Ady Waters,"WATERS,ADY",Grove City,GC,1314-4792,3,3,7,0,7,0,0,1,3,2,0,1,0,0,1.00,.33,.67,.333,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,170:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Presidents Athletic Conference (PAC),pac,Grove City,Payton Allan,Payton,Allan,,265,Payton Allan,"ALLAN,PAYTON",Grove City,GC,1314-4793,2,0,8,0,8,0,0,2,3,1,1,0,0,0,1.50,1.00,.50,.000,.500,2,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,35:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Presidents Athletic Conference (PAC),pac,Grove City,Ashley Porcelli,Ashley,Porcelli,,265,Ashley Porcelli,"PORCELLI,ASHLEY",Grove City,GC,1314-4342,3,3,9,0,9,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,2,0,0,0,.67,.00,.00,.00,0,,199:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Presidents Athletic Conference (PAC),pac,Grove City,Tori Stevenson,Tori,Stevenson,,265,Tori Stevenson,"STEVENSON,TORI",Grove City,GC,1314-4343,3,3,10,0,10,0,0,16,18,16,2,7,1,1,6.00,5.33,5.33,2.333,.667,9,1,0,0,2,2,1,.333,3,0,0,0,1.00,.00,.00,.00,0,,147:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Presidents Athletic Conference (PAC),pac,Grove City,Kiara White,Kiara,White,,265,Kiara White,"WHITE,KIARA",Grove City,GC,1314-4557,3,3,11,0,11,0,0,4,6,6,2,2,0,0,2.00,1.33,2.00,.667,.667,2,0,0,0,1,2,1,.333,0,0,0,0,.00,.00,.00,.00,0,,136:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
