conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,z_hitting_stats_hits,z_hitting_stats_runs,z_hitting_stats_runs_batted_in,z_hitting_stats_home_runs,z_hitting_stats_stolen_bases,z_hitting_stats_strikeouts,composite_score,rank,rating
uaa,University Athletic Association (UAA),2025-26,softball,Case Western Reserve,"Gross, KaiLi",,,,41,41,138.0,44.0,61.0,43.0,15.0,2.0,11.0,13.0,0.0,1.0,8.0,3.0,13.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.487,113.0,154.0,19.0,0.684,0.442,0.819,76.0,40.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,122.0,0.951,0.0,0.0,2.0,3.0,30.0,38.0,"22,40",0.55,22.0,40.0,"32,69",0.46,32.0,69.0,"24,49",0.49,24.0,49.0,"7,13",0.54,7.0,13.0,0,0.0,0.0,0.0,"18,38","8,12","48,73",34,0.0,0.0,0.0,0,0.0,0.0,0.0,14.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7361454739761237,3.4106561107533544,3.5009385159811837,5.714465688954324,1.6357814468174101,0.11751569076875944,9.573870116435225,1,99
uaa,University Athletic Association (UAA),2025-26,softball,Emory,Zerr Ellie,,,,46,46,143.0,31.0,54.0,46.0,16.0,0.0,7.0,14.0,0.0,5.0,10.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445,91.0,164.0,6.0,0.833,0.378,0.636,16.0,0.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,18.0,0.889,3.0,1.0,4.0,5.0,23.0,54.0,"23,49",0.47,23.0,49.0,"38,92",0.41,38.0,92.0,"29,61",0.48,29.0,61.0,"1,6",0.17,1.0,6.0,"1,9",0.11,1.0,9.0,"10,25","12,24","55,98",48,0.0,0.0,0.0,11,0.0,0.0,0.0,16.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.3157855665368245,2.1254813443825253,3.8041918319242467,3.4604264449778963,0.2872707620680793,0.39797330571268935,6.951064055792065,2,94
uaa,University Athletic Association (UAA),2025-26,softball,Emory,Chu Ashley,,,,49,49,176.0,54.0,77.0,18.0,4.0,1.0,0.0,11.0,0.0,0.0,14.0,8.0,42.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.471,83.0,188.0,43.0,0.977,0.438,0.472,88.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,96.0,0.979,0.0,0.0,8.0,4.0,46.0,29.0,"14,39",0.36,14.0,39.0,"43,82",0.52,43.0,82.0,"30,64",0.47,30.0,64.0,"4,12",0.33,4.0,12.0,"5,10",0.5,5.0,10.0,"37,72","7,22","51,83",49,0.0,0.0,0.0,0,0.0,0.0,0.0,22.0,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.696968119551665,4.399252084884761,0.9738275497889913,-0.48414223198085243,6.524132679033734,0.9588885356005492,5.988740769761712,3,92
uaa,University Athletic Association (UAA),2025-26,softball,Emory,Hoyle Ella,,,,49,49,157.0,21.0,60.0,46.0,8.0,0.0,5.0,12.0,0.0,0.0,9.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.421,83.0,172.0,1.0,1.0,0.382,0.529,245.0,20.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,267.0,0.993,0.0,0.0,1.0,2.0,41.0,49.0,"23,64",0.36,23.0,64.0,"40,100",0.4,40.0,100.0,"32,76",0.42,32.0,76.0,"3,11",0.27,3.0,11.0,"7,11",0.64,7.0,11.0,"14,27","13,33","56,106",20,0.0,0.0,0.0,22,0.0,0.0,0.0,47.0,43.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6760940586276525,1.1368853702511181,3.8041918319242467,2.3334068229896823,-0.38698458030658617,0.25774449824072443,5.808666184784243,4,90
uaa,University Athletic Association (UAA),2025-26,softball,Chicago,Matilda Nelson,,,,37,37,111.0,25.0,36.0,32.0,7.0,0.0,7.0,11.0,0.0,4.0,17.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.405,64.0,127.0,3.0,1.0,0.324,0.577,25.0,64.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,94.0,0.947,0.0,0.0,6.0,1.0,21.0,32.0,"12,42",0.29,12.0,42.0,"22,58",0.38,22.0,58.0,"16,41",0.39,16.0,41.0,"4,9",0.44,4.0,9.0,0,0.0,0.0,0.0,"11,25","8,13","37,66",93,0.0,0.0,0.0,0,0.0,0.0,0.0,9.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23486009026434,1.532323759903681,2.389009690856619,3.4604264449778963,-0.04985690911925344,1.379574958016444,4.91867781977951,5,89
uaa,University Athletic Association (UAA),2025-26,softball,Case Western Reserve,"Lamm, Katelyn",,,,41,41,122.0,13.0,47.0,31.0,11.0,0.0,7.0,12.0,0.0,1.0,15.0,5.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.438,79.0,138.0,3.0,0.667,0.385,0.648,233.0,26.0,5.0,5.0,1.0,31.0,14.0,1.0,0.0,264.0,0.981,45.0,0.689,3.0,3.0,20.0,39.0,"14,48",0.29,14.0,48.0,"26,64",0.41,26.0,64.0,"20,46",0.43,20.0,46.0,"6,10",0.6,6.0,10.0,0,0.0,0.0,0.0,"11,29","8,10","37,69",44,0.0,0.0,0.0,11,0.0,0.0,0.0,6.0,35.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.895425659097525,0.34600859094599246,2.2879252522089315,3.4604264449778963,-0.2184207447129198,1.0991173430725143,4.78536280261842,6,88
uaa,University Athletic Association (UAA),2025-26,softball,Case Western Reserve,"Russo, Isabella",,,,41,41,129.0,26.0,47.0,32.0,11.0,0.0,5.0,10.0,0.0,4.0,15.0,5.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.421,73.0,148.0,4.0,1.0,0.364,0.566,194.0,10.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,205.0,0.995,0.0,0.0,4.0,5.0,33.0,32.0,"17,51",0.33,17.0,51.0,"31,79",0.39,31.0,79.0,"16,46",0.35,16.0,46.0,"5,14",0.36,5.0,14.0,0,0.0,0.0,0.0,"11,25","9,13","51,85",13,0.0,0.0,0.0,"1,1",1.0,1.0,1.0,12.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.895425659097525,1.6311833573168215,2.389009690856619,2.3334068229896823,0.11870692647441292,1.0991173430725143,4.672307938319815,7,87
uaa,University Athletic Association (UAA),2025-26,softball,Case Western Reserve,"Potts, Karen",,,,41,41,129.0,42.0,45.0,30.0,12.0,0.0,2.0,25.0,0.0,3.0,10.0,4.0,6.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.456,63.0,161.0,9.0,0.667,0.349,0.488,87.0,74.0,10.0,0.0,0.0,0.0,0.0,9.0,0.0,171.0,0.942,0.0,0.0,5.0,2.0,30.0,44.0,"10,23",0.43,10.0,23.0,"20,50",0.4,20.0,50.0,"16,38",0.42,16.0,38.0,"5,11",0.45,5.0,11.0,0,0.0,0.0,0.0,"22,50","11,12","35,58",22,0.0,0.0,0.0,0,0.0,0.0,0.0,12.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7753228284005822,3.212936915927073,2.186840813561244,0.6428773900073615,0.45583459766174567,0.39797330571268935,4.169642842709063,8,86
uaa,University Athletic Association (UAA),2025-26,softball,Washington St. Louis,N. Pilpil,,,,39,38,108.0,17.0,41.0,33.0,8.0,0.0,4.0,22.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.467,61.0,138.0,2.0,1.0,0.38,0.565,215.0,9.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,225.0,0.996,0.0,0.0,0.0,8.0,31.0,41.0,"11,35",0.31,11.0,35.0,"24,56",0.43,24.0,56.0,"17,35",0.49,17.0,35.0,"1,2",0.5,1.0,2.0,0,0.0,0.0,0.0,"10,23","12,12","39,64",55,0.0,0.0,0.0,23,0.0,0.0,0.0,15.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5351171670066968,0.7414469805985553,2.490094129504307,1.7698970119955753,-0.2184207447129198,-0.8640859615349954,4.05792444743605,9,85
uaa,University Athletic Association (UAA),2025-26,softball,Carnegie Mellon,Lawrence Faith,,,,30,29,91.0,21.0,30.0,27.0,4.0,2.0,6.0,8.0,0.0,1.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,56.0,100.0,1.0,1.0,0.33,0.615,183.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,191.0,0.974,0.0,0.0,4.0,1.0,19.0,27.0,"8,26",0.31,8.0,26.0,"20,48",0.42,20.0,48.0,"11,30",0.37,11.0,30.0,"3,8",0.38,3.0,8.0,0,0.0,0.0,0.0,"7,26","9,12","30,51",25,0.0,0.0,0.0,"0,1",0.0,0.0,1.0,9.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8745515981735121,1.1368853702511181,1.8835874976181806,2.896916633983789,-0.38698458030658617,0.5382021131846544,3.9137434526352086,10,84
