conference_code,conference,season,team,player_name,first_name,last_name,class_year,position,games_played,mp_total,mpg,pts_total,points_per_game,reb_total,rebounds_per_game,ast_total,assists_per_game,stl_total,steals_per_game,blk_total,blocked_shots_per_game,tov_total,turnovers_per_game,fgm,fga,field_goals_pct,tpm,tpa,tp_pct,ftm,fta,ft_pct,z_points_per_game,z_rebounds_per_game,z_assists_per_game,z_turnovers_per_game,z_field_goals_pct,z_steals_per_game,z_blocked_shots_per_game,composite_score,rank,rating
cne,Conference of New England,2025-26,Nichols College,"Mello,Dominic",Dominic,Mello,0,G,27,971.0,35.96296296296296,430.0,15.93,113.0,4.19,83.0,3.07,23.0,0.85,7.0,0.26,68.0,2.5185185185185186,145.0,343.0,0.42,48.0,146.0,0.33,92.0,108.0,0.85,2.1577612025794672,0.7958733728364805,2.0832321095691158,1.9815924812192127,0.23722570413930555,0.7767488992200411,0.16008278952157207,6.442993808621206,11,86
cne,Conference of New England,2025-26,Nichols College,"St. Louis,Olivier",Olivier,St. Louis,0,G,27,697.0,25.814814814814813,319.0,11.81,217.0,8.04,48.0,1.78,35.0,1.3,17.0,0.63,39.0,1.4444444444444444,111.0,215.0,0.52,14.0,55.0,0.25,83.0,102.0,0.81,1.3509747238762444,2.4183047503174406,0.8523947718916371,0.6256485125747588,0.7155227165377035,1.6654401465070565,1.1832508270626614,6.442776006814933,12,85
cne,Conference of New England,2025-26,Roger Williams University,"Hammarlund,Ryan",Ryan,Hammarlund,0,F,23,683.0,29.695652173913043,300.0,13.04,108.0,4.7,48.0,2.09,38.0,1.65,5.0,0.22,32.0,1.391304347826087,119.0,229.0,0.52,27.0,87.0,0.31,35.0,47.0,0.74,1.5918357357221091,1.010792854009283,1.1481773879226589,0.5585628289686614,0.7155227165377035,2.3566444499525123,0.04947002870631915,6.23586749541298,13,84
cne,Conference of New England,2025-26,University of Hartford,"Winters,Kyle",Kyle,Winters,0,G,24,858.0,35.75,371.0,15.46,123.0,5.13,68.0,2.83,18.0,0.75,1.0,0.04,58.0,2.4166666666666665,139.0,322.0,0.43,49.0,141.0,0.35,44.0,57.0,0.77,2.065724880979828,1.1919994753902734,1.8542391165128407,1.853011587640859,0.28505540537914537,0.5792619553784822,-0.44828739496231884,6.2326458908774125,14,84
cne,Conference of New England,2025-26,Wentworth Institute of Technology,Colin Mannke,Colin Mannke,,0,0,24,641.0,26.708333333333332,340.0,14.17,190.0,7.92,27.0,1.13,24.0,1.0,6.0,0.25,48.0,2.0,124.0,278.0,0.45,40.0,106.0,0.38,52.0,83.0,0.63,1.8131145514829452,2.3677354606297225,0.23220541569755856,1.326998841183959,0.380714807858825,1.0729793149823796,0.1324295993177588,6.132332709859012,15,83
cne,Conference of New England,2025-26,Western New England University,Frantz Pierre Jr.,Frantz Pierre Jr.,,0,0,-23,-174.0,7.565217391304348,-20.0,0.87,-27.0,1.17,-3.0,0.13,-6.0,0.26,0.0,0.0,-15.0,0.6521739130434783,-9.0,-19.0,0.47,0.0,0.0,0.0,-2.0,-12.0,0.17,-0.7913175278260037,-0.476787084304429,-0.7219320553702543,-0.37453804300705723,0.4763742103385044,-0.3884240694451565,-0.5589001557775718,5.883325351377038,16,83
cne,Conference of New England,2025-26,Gordon College,Alex Daniel,Alex Daniel,,0,*,24,740.0,30.833333333333332,396.0,16.5,68.0,2.83,49.0,2.04,23.0,0.96,3.0,0.13,59.0,2.4583333333333335,134.0,339.0,0.4,59.0,179.0,0.33,69.0,88.0,0.78,2.2693797202641366,0.22275475637567357,1.1004705143692686,1.9056128622865494,0.14156630165962616,0.993984537445756,-0.19940868312799984,5.715117789526773,17,82
cne,Conference of New England,2025-26,Gordon College,Drew Brander,Drew Brander,,0,*,15,414.0,27.6,192.0,12.8,88.0,5.87,35.0,2.33,12.0,0.8,3.0,0.2,24.0,1.6,81.0,189.0,0.43,5.0,24.0,0.21,25.0,38.0,0.66,1.5448384651180385,1.503843428464536,1.3771703809789342,0.822026604585335,0.28505540537914537,0.6780054272992618,-0.0058363517013072675,5.626243342875418,18,82
cne,Conference of New England,2025-26,Endicott College,"Sullivan,Caden",Caden,Sullivan,0,G,26,747.0,28.73076923076923,298.0,11.46,91.0,3.5,58.0,2.23,36.0,1.38,14.0,0.54,19.0,0.7307692307692307,96.0,213.0,0.45,41.0,110.0,0.37,65.0,78.0,0.83,1.2824370375786405,0.5050999571321004,1.2817566338721529,-0.2753169095616754,0.380714807858825,1.8234297015803034,0.9343721152283424,5.556057518288973,19,81
cne,Conference of New England,2025-26,University of New England,"Thornton,Jayden",Jayden,Thornton,0,G,25,680.0,27.2,374.0,14.96,60.0,2.4,28.0,1.12,35.0,1.4,0.0,0.0,38.0,1.52,118.0,278.0,0.42,53.0,163.0,0.33,85.0,118.0,0.72,1.9678139005546795,0.04154813499468309,0.22266404098688064,0.7210321572656101,0.23722570413930555,1.8629270903486153,-0.5589001557775718,5.280509870863015,20,81
cne,Conference of New England,2025-26,Western New England University,"Houde,Matt",Matt,Houde,0,G,26,843.0,32.42307692307692,318.0,12.23,83.0,3.19,95.0,3.65,30.0,1.15,2.0,0.08,49.0,1.8846153846153848,106.0,245.0,0.43,38.0,118.0,0.32,68.0,85.0,0.8,1.4332199474333691,0.37446262543882824,2.6366318427884474,1.1813337729343563,0.28505540537914537,1.369209730744718,-0.33767463414706594,5.255684998216514,21,80
cne,Conference of New England,2025-26,Suffolk University,Nick Verdile,Nick Verdile,,0,*,27,892.0,33.03703703703704,373.0,13.81,77.0,2.85,69.0,2.56,23.0,0.85,1.0,0.04,48.0,1.7777777777777777,125.0,297.0,0.42,68.0,187.0,0.36,55.0,69.0,0.8,1.7426186455768384,0.2311829713236266,1.5966219993245312,1.0464587097402789,0.23722570413930555,0.7767488992200411,-0.44828739496231884,5.126875785675273,22,80
cne,Conference of New England,2025-26,Gordon College,Isaac Jarvis,Isaac Jarvis,,0,*,21,547.0,26.047619047619047,244.0,11.62,143.0,6.81,19.0,0.9,9.0,0.43,19.0,0.9,38.0,1.8095238095238095,85.0,162.0,0.52,0.0,1.0,0.0,74.0,108.0,0.69,1.3137685513146877,1.8999695310183287,0.01275379735196172,1.0865358713750906,0.7155227165377035,-0.05269626491450635,1.9298869625656183,4.791920211775851,23,79
cne,Conference of New England,2025-26,Roger Williams University,"Leclerc,Ashton",Ashton,Leclerc,0,G,22,598.0,27.181818181818183,304.0,13.82,67.0,3.05,34.0,1.55,10.0,0.45,2.0,0.09,32.0,1.4545454545454546,107.0,217.0,0.49,60.0,129.0,0.47,30.0,33.0,0.91,1.744576865185341,0.3154651208031569,0.6329431535460401,0.6384003367312898,0.572033612818184,-0.01319887614619453,-0.31002144394325276,4.782885276386524,24,79
cne,Conference of New England,2025-26,Curry College,"Hidalgo,Manny",Manny,Hidalgo,0,G,25,748.0,29.92,280.0,11.2,130.0,5.2,63.0,2.52,36.0,1.44,1.0,0.04,61.0,2.44,118.0,242.0,0.49,16.0,52.0,0.31,28.0,38.0,0.74,1.231523327757563,1.221498227708109,1.5584565004818187,1.8824683014424455,0.572033612818184,1.9419218678852388,-0.44828739496231884,4.593067609641554,25,78
cne,Conference of New England,2025-26,Suffolk University,Marquis White,Marquis White,,0,*,13,406.0,31.23076923076923,147.0,11.31,41.0,3.15,50.0,3.85,19.0,1.46,5.0,0.38,34.0,2.6153846153846154,49.0,142.0,0.35,11.0,43.0,0.26,38.0,46.0,0.83,1.253063743451096,0.35760619554292217,2.82745933700201,2.1038792051818422,-0.09758220453957296,1.9814192566535507,0.4919210719673307,4.584817680150675,26,78
cne,Conference of New England,2025-26,Curry College,"Mallinson,Tommy",Tommy,Mallinson,0,G,22,746.0,33.90909090909091,248.0,11.27,71.0,3.23,64.0,2.91,25.0,1.14,6.0,0.27,40.0,1.818181818181818,80.0,192.0,0.42,32.0,94.0,0.34,56.0,67.0,0.84,1.245230865017084,0.3913190553347344,1.9305701141982659,1.0974660063664023,0.23722570413930555,1.349461036360562,0.1877359797253853,4.5247211757033385,27,78
cne,Conference of New England,2025-26,Suffolk University,Harrison Neil,Harrison Neil,,0,0,27,626.0,23.185185185185187,256.0,9.48,138.0,5.11,61.0,2.26,30.0,1.11,17.0,0.63,32.0,1.1851851851851851,88.0,216.0,0.41,43.0,128.0,0.34,37.0,47.0,0.79,0.8947095550950527,1.1835712604423205,1.310380758004187,0.29835169255713195,0.1893960028994657,1.2902149532080947,1.1832508270626614,4.51457715115372,28,77
cne,Conference of New England,2025-26,Curry College,"Predin,Jeremiah",Jeremiah,Predin,0,G,24,587.0,24.458333333333332,275.0,11.46,142.0,5.92,31.0,1.29,33.0,1.38,5.0,0.21,60.0,2.5,108.0,199.0,0.54,13.0,36.0,0.36,46.0,76.0,0.61,1.2824370375786405,1.5249139658344184,0.38486741106840877,1.9582141369322392,0.8111821190173831,1.8234297015803034,0.021816838502505903,4.378769999199819,29,77
cne,Conference of New England,2025-26,University of Hartford,"Chijioke,Kaosi",Kaosi,Chijioke,0,F,19,495.0,26.05263157894737,219.0,11.53,148.0,7.79,25.0,1.32,10.0,0.53,7.0,0.37,43.0,2.263157894736842,69.0,177.0,0.39,16.0,49.0,0.33,65.0,88.0,0.74,1.296144574838161,2.312952063468028,0.4134915352004432,1.6592174178935801,0.09373660041978633,0.14479067892705264,0.46426788176351746,4.325604360182382,30,76
cne,Conference of New England,2025-26,Suffolk University,Greg Keane,Greg Keane,,0,*,27,601.0,22.25925925925926,222.0,8.22,96.0,3.56,24.0,0.89,8.0,0.3,81.0,3.0,30.0,1.1111111111111112,95.0,164.0,0.58,0.0,0.0,0.0,32.0,50.0,0.64,0.6479738844236785,0.5303846019759596,0.003212422641283581,0.20483831540923875,1.002500923976742,-0.30942929190853297,7.737056905366395,4.197442832943579,31,76
cne,Conference of New England,2025-26,Curry College,"Clemente,Nethaniel",Nethaniel,Clemente,0,F,17,371.0,21.823529411764707,178.0,10.47,126.0,7.41,14.0,0.82,10.0,0.59,16.0,0.94,39.0,2.2941176470588234,72.0,140.0,0.51,0.0,2.0,0.0,34.0,63.0,0.54,1.0885732963368466,2.1528159794569204,-0.06357720033346338,1.698301956330006,0.6676930152978637,0.26328284523198786,2.0404997233808713,4.1073973667892245,32,76
cne,Conference of New England,2025-26,University of Hartford,"Olewiler,Kent",Kent,Olewiler,0,G,10,271.0,27.1,107.0,10.7,44.0,4.4,16.0,1.6,14.0,1.4,2.0,0.2,20.0,2.0,43.0,90.0,0.48,11.0,30.0,0.37,10.0,12.0,0.83,1.1336123473324147,0.8843696297899875,0.6806500270994309,1.326998841183959,0.5242039115783442,1.8629270903486153,-0.0058363517013072675,3.9779476702191716,33,75
cne,Conference of New England,2025-26,Wentworth Institute of Technology,Russell Dolabany,Russell Dolabany,,0,g,25,656.0,26.24,285.0,11.4,68.0,2.72,35.0,1.4,30.0,1.2,1.0,0.04,35.0,1.4,92.0,220.0,0.42,45.0,120.0,0.38,56.0,67.0,0.84,1.2706877199276227,0.1763995741619319,0.4898225328858681,0.5695404862860227,0.23722570413930555,1.4679532026654973,-0.44828739496231884,3.772692853954313,34,75
cne,Conference of New England,2025-26,Roger Williams University,"Higgins,Ryan",Ryan,Higgins,0,G,23,592.0,25.73913043478261,251.0,10.91,69.0,3.0,22.0,0.96,14.0,0.61,2.0,0.09,11.0,0.4782608695652174,82.0,189.0,0.43,52.0,143.0,0.36,35.0,43.0,0.81,1.1747349591109773,0.2943945834332744,0.07000204561603045,-0.5940911893542851,0.28505540537914537,0.3027802340002997,-0.31002144394325276,3.7123649707667887,35,75
cne,Conference of New England,2025-26,University of New England,"James,Kha Cao Ra",Kha Cao Ra,James,0,F,26,625.0,24.03846153846154,204.0,7.85,173.0,6.65,36.0,1.38,29.0,1.12,25.0,0.96,47.0,1.8076923076923077,90.0,206.0,0.44,0.0,2.0,0.0,24.0,45.0,0.53,0.5755197589090685,1.8325438114347048,0.4707397834645118,1.0842237274346207,0.3328851066189852,1.3099636475922507,2.0958061037884974,3.502371054808804,36,74
cne,Conference of New England,2025-26,University of Hartford,"Petion,Joshua",Joshua,Petion,0,F,22,521.0,23.681818181818183,172.0,7.82,112.0,5.09,48.0,2.18,28.0,1.27,15.0,0.68,46.0,2.090909090909091,66.0,127.0,0.52,0.0,4.0,0.0,40.0,66.0,0.61,0.5696451000835597,1.1751430454943672,1.2340497603187623,1.4417652585927372,0.7155227165377035,1.6061940633545888,1.3215167780817276,3.3723920580539613,37,74
cne,Conference of New England,2025-26,Endicott College,"Boen,Matt",Matt,Boen,0,G,24,603.0,25.125,188.0,7.83,89.0,3.71,47.0,1.96,28.0,1.17,11.0,0.46,27.0,1.125,68.0,148.0,0.46,17.0,63.0,0.27,35.0,58.0,0.6,0.5716033196920627,0.5935962140856074,1.0241395166838434,0.22237207362446867,0.4285445090986648,1.4087071195130296,0.7131465935978365,3.2111925097040586,38,73
cne,Conference of New England,2025-26,University of Hartford,"Eberhardt,River",River,Eberhardt,0,F,19,441.0,23.210526315789473,167.0,8.79,120.0,6.32,22.0,1.16,15.0,0.79,9.0,0.47,31.0,1.631578947368421,63.0,161.0,0.39,8.0,50.0,0.16,33.0,53.0,0.62,0.7595924021083476,1.6934782647934794,0.260829539829593,0.8618928337904894,0.09373660041978633,0.6582567329151059,0.7407997838016497,3.186235916930359,39,73
cne,Conference of New England,2025-26,University of Hartford,"Miller,Ben",Ben,Miller,0,G,23,422.0,18.347826086956523,272.0,11.83,29.0,1.26,31.0,1.35,15.0,0.65,1.0,0.04,37.0,1.608695652173913,84.0,188.0,0.45,30.0,86.0,0.35,74.0,90.0,0.82,1.3548911630932503,-0.43886011703864025,0.4421156593324776,0.8330042619026964,0.380714807858825,0.38177501153692334,-0.44828739496231884,3.0573994734907024,40,73
cne,Conference of New England,2025-26,University of Hartford,"Stack,Drew",Drew,Stack,0,G,23,690.0,30.0,244.0,10.61,60.0,2.61,32.0,1.39,17.0,0.74,9.0,0.39,37.0,1.608695652173913,73.0,199.0,0.37,59.0,173.0,0.34,39.0,50.0,0.78,1.115988370855888,0.13004439194819,0.48028115817518996,0.8330042619026964,-0.0019228020598933198,0.5595132609943263,0.519574262171144,2.9941299451278027,41,72
cne,Conference of New England,2025-26,Curry College,"Andino,Isaiah",Isaiah,Andino,0,G,24,599.0,24.958333333333332,277.0,11.54,61.0,2.54,43.0,1.79,17.0,0.71,8.0,0.33,62.0,2.5833333333333335,91.0,216.0,0.42,17.0,46.0,0.37,78.0,107.0,0.73,1.298102794446664,0.10054563963035444,0.8619361466023152,2.0634166862236194,0.23722570413930555,0.5002671778418586,0.3536551209482646,2.9768707546364954,42,72
cne,Conference of New England,2025-26,Roger Williams University,"Sughrue,Philip",Philip,Sughrue,0,G,25,602.0,24.08,142.0,5.68,110.0,4.4,88.0,3.52,35.0,1.4,8.0,0.32,31.0,1.24,46.0,134.0,0.34,20.0,76.0,0.26,30.0,35.0,0.86,0.15058610386392426,0.8843696297899875,2.5125939715496317,0.36755159164657314,-0.14541190577941251,1.8629270903486153,0.3260019307444514,2.943368439873059,43,72
cne,Conference of New England,2025-26,Western New England University,"McCoy,Eddie",Eddie,McCoy,0,G,27,788.0,29.185185185185187,214.0,7.93,134.0,4.96,35.0,1.3,39.0,1.44,6.0,0.22,40.0,1.4814814814814814,74.0,197.0,0.38,31.0,115.0,0.27,35.0,64.0,0.55,0.5911855157770923,1.1203596483326725,0.39440878577908695,0.6724052011487054,0.0459068991799465,1.9419218678852388,0.04947002870631915,2.8104113045802173,44,72
cne,Conference of New England,2025-26,Wentworth Institute of Technology,Dylan Olson,Dylan Olson,,0,0,25,590.0,23.6,208.0,8.32,106.0,4.24,30.0,1.2,26.0,1.04,6.0,0.24,29.0,1.16,70.0,177.0,0.4,43.0,124.0,0.35,25.0,35.0,0.71,0.6675560805087082,0.8169439102063631,0.29899503867230554,0.2665571443268482,0.14156630165962616,1.1519740925190034,0.10477640911394556,2.7603818605134505,45,71
cne,Conference of New England,2025-26,Western New England University,"Mickens,Avery",Avery,Mickens,0,G,27,598.0,22.14814814814815,270.0,10.0,68.0,2.52,15.0,0.56,15.0,0.56,2.0,0.07,20.0,0.7407407407407407,95.0,228.0,0.42,53.0,149.0,0.36,27.0,41.0,0.66,0.9965369747372069,0.09211742468240139,-0.3116529428110947,-0.26272857033022823,0.23722570413930555,0.20403676207952037,-0.3653278243508792,2.6251637733419435,46,71
cne,Conference of New England,2025-26,Western New England University,"Kasper,Nate",Nate,Kasper,0,G,25,633.0,25.32,210.0,8.4,89.0,3.56,61.0,2.44,34.0,1.36,2.0,0.08,59.0,2.36,74.0,167.0,0.44,7.0,25.0,0.28,55.0,91.0,0.6,0.6832218373767319,0.5303846019759596,1.4821255027963935,1.7814738541227206,0.3328851066189852,1.783932312811992,-0.33767463414706594,2.606115008286129,47,71
cne,Conference of New England,2025-26,Nichols College,"Minarik,Ethan",Ethan,Minarik,0,G,27,635.0,23.51851851851852,252.0,9.33,55.0,2.04,28.0,1.04,14.0,0.52,2.0,0.07,26.0,0.9629629629629628,94.0,186.0,0.51,52.0,108.0,0.48,12.0,14.0,0.86,0.865336260967508,-0.11015973406847161,0.14633304330145555,0.01781156111345172,0.6676930152978637,0.12504198454289672,-0.3653278243508792,2.4496209740348682,48,70
cne,Conference of New England,2025-26,Gordon College,Sean Quanico,Sean Quanico,,0,*,24,562.0,23.416666666666668,173.0,7.21,58.0,2.42,84.0,3.5,15.0,0.63,0.0,0.0,34.0,1.4166666666666667,61.0,152.0,0.4,27.0,72.0,0.38,24.0,31.0,0.77,0.45019370396487857,0.04997634994263614,2.4935112221282756,0.5905809961442989,0.14156630165962616,0.3422776227686115,-0.5589001557775718,2.353081120316862,49,70
cne,Conference of New England,2025-26,Suffolk University,Hatcher Nordquist,Hatcher Nordquist,,0,0,26,563.0,21.653846153846153,203.0,7.81,84.0,3.23,67.0,2.58,29.0,1.12,1.0,0.04,54.0,2.076923076923077,72.0,189.0,0.38,30.0,85.0,0.35,29.0,34.0,0.85,0.5676868804750567,0.3913190553347344,1.6157047487458875,1.4241088866836946,0.0459068991799465,1.3099636475922507,-0.44828739496231884,2.1774669346659525,50,70
cne,Conference of New England,2025-26,Wentworth Institute of Technology,Donovan Holway,Donovan Holway,,0,0,22,478.0,21.727272727272727,151.0,6.86,98.0,4.45,18.0,0.82,17.0,0.77,14.0,0.64,26.0,1.181818181818182,64.0,155.0,0.41,5.0,26.0,0.19,18.0,29.0,0.62,0.3816560176672747,0.90544016715987,-0.06357720033346338,0.2941010845049554,0.1893960028994657,0.618759344146794,1.2109040172664747,1.987330966494774,51,69
cne,Conference of New England,2025-26,Curry College,"Bernardo,Jake",Jake,Bernardo,0,F,19,312.0,16.42105263157895,131.0,6.89,95.0,5.0,17.0,0.89,9.0,0.47,6.0,0.32,27.0,1.4210526315789471,54.0,97.0,0.56,0.0,1.0,0.0,23.0,35.0,0.66,0.3875306764927835,1.1372160782285785,0.003212422641283581,0.5961179724227922,0.9068415214970628,0.02629851262211718,0.3260019307444514,1.953260338975444,52,69
cne,Conference of New England,2025-26,Roger Williams University,"Boudria,Owen",Owen,Boudria,0,G,23,392.0,17.043478260869566,157.0,6.83,68.0,2.96,24.0,1.04,16.0,0.7,14.0,0.61,25.0,1.0869565217391304,57.0,116.0,0.49,6.0,25.0,0.24,37.0,55.0,0.67,0.3757813588417658,0.27753815353736827,0.14633304330145555,0.1743448228610125,0.572033612818184,0.4805184834577027,1.1279444466550348,1.8531074241278847,53,69
cne,Conference of New England,2025-26,Endicott College,"Forte,AJ",AJ,Forte,0,G,15,313.0,20.866666666666667,126.0,8.4,25.0,1.67,12.0,0.8,6.0,0.4,4.0,0.27,11.0,0.7333333333333333,43.0,110.0,0.39,36.0,86.0,0.42,4.0,7.0,0.57,0.6832218373767319,-0.26608171060560293,-0.08265994975481955,-0.2720799080450176,0.09373660041978633,-0.11194234806697398,0.1877359797253853,1.690071844309825,54,68
cne,Conference of New England,2025-26,University of Hartford,"Broomfield,Jaron",Jaron,Broomfield,0,G,25,558.0,22.32,167.0,6.68,120.0,4.8,17.0,0.68,21.0,0.84,6.0,0.24,33.0,1.32,57.0,129.0,0.44,16.0,65.0,0.25,37.0,49.0,0.76,0.34640806471422114,1.052933928749048,-0.19715644628295712,0.46854603896629804,0.3328851066189852,0.7570002048358853,0.10477640911394556,1.6612391480408721,55,68
cne,Conference of New England,2025-26,Western New England University,"Wahdan,Zein",Zein,Wahdan,0,C,11,160.0,14.545454545454543,80.0,7.27,31.0,2.82,4.0,0.36,2.0,0.18,3.0,0.27,7.0,0.6363636363636364,32.0,54.0,0.59,0.0,0.0,0.0,16.0,24.0,0.67,0.4619430216158963,0.21854064890169694,-0.5024804370246573,-0.3944974199477143,1.0503306252165818,-0.5464136245184037,0.1877359797253853,1.6239007369829588,56,68
cne,Conference of New England,2025-26,Nichols College,"Chapman,Luke",Luke,Chapman,0,F,27,647.0,23.96296296296296,186.0,6.89,135.0,5.0,24.0,0.89,12.0,0.44,5.0,0.19,36.0,1.3333333333333333,62.0,148.0,0.42,32.0,84.0,0.38,30.0,35.0,0.86,0.3875306764927835,1.1372160782285785,0.003212422641283581,0.4853784468529187,0.23722570413930555,-0.03294757053035044,-0.03348954190512052,1.5742871483727328,57,68
cne,Conference of New England,2025-26,Gordon College,Bruce Mcguire,Bruce Mcguire,,0,*,17,310.0,18.235294117647054,113.0,6.65,67.0,3.94,16.0,0.94,16.0,0.94,0.0,0.0,27.0,1.588235294117647,46.0,86.0,0.53,0.0,4.0,0.0,21.0,28.0,0.75,0.3405334058887124,0.6905206859870674,0.05091929619467416,0.8071744799794929,0.7633524177775434,0.9544871486774441,-0.5589001557775718,1.4569665566233208,58,67
cne,Conference of New England,2025-26,Gordon College,Chiko Kalu,Chiko Kalu,,0,0,21,385.0,18.333333333333332,150.0,7.14,87.0,4.14,21.0,1.0,15.0,0.71,7.0,0.33,34.0,1.619047619047619,56.0,150.0,0.37,14.0,59.0,0.24,24.0,37.0,0.65,0.4364861667053577,0.7748028354665977,0.10816754445874299,0.8460729015662218,-0.0019228020598933198,0.5002671778418586,0.3536551209482646,1.4533800787772955,59,67
cne,Conference of New England,2025-26,Nichols College,"Teng,Kuany",Kuany,Teng,0,F,27,523.0,19.37037037037037,180.0,6.67,87.0,3.22,20.0,0.74,17.0,0.63,8.0,0.3,21.0,0.7777777777777778,64.0,159.0,0.4,29.0,83.0,0.35,23.0,34.0,0.68,0.34444984510571824,0.38710494786075794,-0.13990819801888837,-0.2159718817562815,0.14156630165962616,0.3422776227686115,0.2706955503368249,1.4359904928922953,60,67
