season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,goal_stats,penalty_stats,misc_stats,shot_stats,composite_score,global_rank,rating
2026-27,wlax,New Jersey Athletic Conference (NJAC),njac,TCNJ,Marissa Lucca,Marissa,Lucca,,712,Marissa Lucca,"LUCCA,MARISSA",LUCCAMARISSATCNJ,21,21,,,TCNJ,TCNJ,1163-5284,0,8,0,0,0,2,27,0,10,3,0,0,0,17,3,0,0,0,0,0,0,0,0,32,47,56,33,1206:00,56,0,1.000,,115,141,16,140,56,84,.816,6.67,,,,,,,,,,,,,,,,,,,20.99946169458164,1,99
2026-27,wlax,New Jersey Athletic Conference (NJAC),njac,Rowan,Elaina Corson,Elaina,Corson,,259,Elaina Corson,"CORSON,ELAINA",CORSONELAINAROWAN,20,20,,,Rowan,ROWAN,1154-4495,0,17,0,0,0,3,50,0,7,5,0,0,0,8,2,0,0,0,0,0,0,0,0,27,42,33,24,1200:00,0,0,1.000,,116,168,30,100,19,81,.690,5.00,,,,,,,,,,,,,,,,,,,13.366913217874238,2,99
2026-27,wlax,New Jersey Athletic Conference (NJAC),njac,Stockton,Brielle Soltys,Brielle,Soltys,,681,Brielle Soltys,"SOLTYS,BRIELLE",SOLTYSBRIELLESTOCKTON,17,17,,,Stockton,STOCKTON,1153-2779,0,9,0,0,0,2,20,0,4,4,0,0,0,11,0,0,0,0,0,0,0,0,0,70,65,31,51,1023:00,13,0,1.000,,43,62,11,52,19,33,.694,3.06,,,,,,,,,,,,,,,,,,,11.046158762135928,3,99
2026-27,wlax,New Jersey Athletic Conference (NJAC),njac,Rowan,Madison Rothwein,Madison,Rothwein,,259,Madison Rothwein,"ROTHWEIN,MADISON",ROTHWEINMADISONROWAN,20,20,,,Rowan,ROWAN,1154-5169,0,15,0,0,0,3,28,0,2,3,0,0,0,9,7,0,0,0,0,0,0,0,0,50,154,34,46,1140:00,47,0,1.000,,69,92,27,61,14,47,.750,3.05,,,,,,,,,,,,,,,,,,,10.675354024133329,4,98
2026-27,wlax,New Jersey Athletic Conference (NJAC),njac,TCNJ,Kelly Nevins,Kelly,Nevins,,712,Kelly Nevins,"NEVINS,KELLY",NEVINSKELLYTCNJ,21,21,,,TCNJ,TCNJ,1163-5726,0,17,0,0,0,4,37,0,13,7,0,0,0,5,3,0,0,0,0,0,0,0,0,25,3,63,11,1260:00,0,0,1.000,,93,116,27,83,21,62,.802,3.95,,,,,,,,,,,,,,,,,,,10.405436671585148,5,98
2026-27,wlax,New Jersey Athletic Conference (NJAC),njac,TCNJ,CJ Kole,CJ,Kole,,712,CJ Kole,"KOLE,CJ",KOLECJTCNJ,14,14,,,TCNJ,TCNJ,1163-5497,0,24,0,0,0,4,30,0,8,3,0,0,0,9,0,0,0,0,0,0,0,0,0,18,56,43,16,840:00,0,0,1.000,,72,93,37,73,24,49,.774,5.21,,,,,,,,,,,,,,,,,,,9.265143562277297,6,98
2026-27,wlax,New Jersey Athletic Conference (NJAC),njac,Ramapo,Kassidy Baez,Kassidy,Baez,,564,Kassidy Baez,"BAEZ,KASSIDY",BAEZKASSIDYRAMAPO,16,16,,,Ramapo,RAMAPO,1152-4354,0,3,0,0,0,1,11,1,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,20,1,49,17,988:00,55,0,1.000,,39,57,10,59,40,19,.684,3.69,,,,,,,,,,,,,,,,,,,8.422722017954047,7,97
2026-27,wlax,New Jersey Athletic Conference (NJAC),njac,Kean,Emilie Schultz,Emilie,Schultz,,329,Emilie Schultz,"SCHULTZ,EMILIE",SCHULTZEMILIEKEAN,15,15,,,Kean,KEAN,1148-6731,0,4,0,0,0,0,11,0,8,1,0,0,0,12,4,0,0,0,0,0,0,0,0,22,40,34,13,906:00,28,0,1.000,,65,94,15,61,22,39,.691,4.07,,,,,,,,,,,,,,,,,,,7.65604609834778,8,97
2026-27,wlax,New Jersey Athletic Conference (NJAC),njac,Rowan,Alexis Lowry,Alexis,Lowry,,259,Alexis Lowry,"LOWRY,ALEXIS",LOWRYALEXISROWAN,20,20,,,Rowan,ROWAN,1154-4682,0,14,0,0,0,1,31,0,10,3,0,0,0,5,3,0,0,0,0,0,0,0,0,24,43,25,18,1200:00,0,0,1.000,,76,107,28,60,11,49,.710,3.00,,,,,,,,,,,,,,,,,,,7.410176458798992,9,97
2026-27,wlax,New Jersey Athletic Conference (NJAC),njac,Stockton,Isabella Marinello,Isabella,Marinello,,681,Isabella Marinello,"MARINELLO,ISABELLA",MARINELLOISABELLASTOCKTON,17,17,,,Stockton,STOCKTON,1153-2028,0,11,0,0,0,1,26,1,5,2,0,0,0,3,3,0,0,0,0,0,0,0,0,16,3,30,11,1023:00,13,0,1.000,,83,105,16,60,17,43,.790,3.53,,,,,,,,,,,,,,,,,,,6.877974489170485,10,96
