season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source,global_rank,rating,composite_score
2025-26,mgolf,Men,North Atlantic Conference,nac,Husson,Husson University,Ty Dickson,,Fourth Year,20127,539,ACTIVE,75.28,3.28,18,76.8060627798362,12,3,1,15.7660436793339,-14.8057018367937,Region I - (M) DIII,clippd_scoreboard,355,89,20.9891543098972
2025-26,mgolf,Men,North Atlantic Conference,nac,Lesley University,Lesley University,Marc Bota,,,4627,744,ACTIVE,75.5,3.5,14,77.710180117505,11,6,2,11.9461778622732,-18.5891620677231,Region I - (M) DIII,clippd_scoreboard,390,88,20.0489736011693
2025-26,mgolf,Men,North Atlantic Conference,nac,Husson,Husson University,Juan Hernandez,,Fourth Year,13881,773,ACTIVE,75.78,3.78,18,77.3060627798362,12,2,1,11.4290444173644,-14.8057018367937,Region I - (M) DIII,clippd_scoreboard,451,87,18.0417496737851
2025-26,mgolf,Men,North Atlantic Conference,nac,SUNY Delhi,State University of NY at Delhi,Grady Glennon,,Third Year,35203,638,ACTIVE,75.88,3.88,24,76.648595884849,15,4,2,13.9864133258862,-13.1581153167932,Region I - (M) DIII,clippd_scoreboard,468,86,17.7050402923157
2025-26,mgolf,Men,North Atlantic Conference,nac,SUNY Delhi,State University of NY at Delhi,Max Dutcher,,Second Year,7348,100000,ACTIVE,76.83,4.83,6,79.3366597941119,5,1,0,8.80033741565363,-15.8208845349923,Region I - (M) DIII,clippd_scoreboard,703,82,12.5596792544811
2025-26,mgolf,Men,North Atlantic Conference,nac,Husson,Husson University,Chase Farnsworth,,Second Year,7138,100000,ACTIVE,77.17,5.17,6,79.4763009625157,4,1,0,6.06197842447224,-13.7573627766621,Region I - (M) DIII,clippd_scoreboard,783,81,11.216715652246
2025-26,mgolf,Men,North Atlantic Conference,nac,Husson,Husson University,Bradley Chrisholm,,,25833,1053,ACTIVE,77.94,5.94,18,79.4727294465029,12,2,0,7.30054992040836,-14.8057018367937,Region I - (M) DIII,clippd_scoreboard,978,77,8.15714270912564
2025-26,mgolf,Men,North Atlantic Conference,nac,SUNY Delhi,State University of NY at Delhi,Matthew Daniels,,Second Year,7344,1020,ACTIVE,78.27,6.27,22,79.0555987954293,14,1,0,7.60877451501379,-13.4268239815002,Region I - (M) DIII,clippd_scoreboard,1055,75,7.26365627249737
2025-26,mgolf,Men,North Atlantic Conference,nac,SUNY Delhi,State University of NY at Delhi,Ben Swartz,,,25076,1106,ACTIVE,78.64,6.64,22,79.4328355289672,14,2,0,6.42935892663952,-13.2941800592637,Region I - (M) DIII,clippd_scoreboard,1140,74,6.01886933387464
2025-26,mgolf,Men,North Atlantic Conference,nac,Maine-Farmington,University of Maine Farmington,Caleb Harvey,,,8161,100000,ACTIVE,78.7,6.7,10,81.5082322942645,9,1,1,3.97613874525304,-19.2164806616317,Region I - (M) DIII,clippd_scoreboard,1161,73,5.71826689104853
2025-26,mgolf,Men,North Atlantic Conference,nac,SUNY Delhi,State University of NY at Delhi,Jonathan Tecchio,,Second Year,7345,1093,ACTIVE,78.96,6.96,24,79.7319292181823,15,2,1,6.60907965760374,-13.1581153167932,Region I - (M) DIII,clippd_scoreboard,1235,72,4.80341951036519
2025-26,mgolf,Men,North Atlantic Conference,nac,Husson,Husson University,Jace Cook,,Fourth Year,27831,1197,ACTIVE,79.56,7.56,16,80.9671621197756,11,2,1,5.35804379661527,-15.4348869484073,Region I - (M) DIII,clippd_scoreboard,1350,70,3.26847604176645
2025-26,mgolf,Men,North Atlantic Conference,nac,SUNY Delhi,State University of NY at Delhi,John Souva,,Fourth Year,17727,1211,ACTIVE,79.79,7.79,24,80.5652625515157,15,2,0,5.12498935155017,-13.1581153167932,Region I - (M) DIII,clippd_scoreboard,1410,69,2.15998988943452
2025-26,mgolf,Men,North Atlantic Conference,nac,Lesley University,Lesley University,Vincent Spirito,,Second Year,4669,1272,ACTIVE,79.79,7.79,14,81.9958944032193,11,1,0,4.35054148897042,-18.5891620677231,Region I - (M) DIII,clippd_scoreboard,1411,69,2.15279185300249
2025-26,mgolf,Men,North Atlantic Conference,nac,Lesley University,Lesley University,Jeremy Ouellette,,Third Year,36006,100000,ACTIVE,79.86,7.86,7,82.6620158876544,5,0,0,2.96908072187396,-16.6689610170978,Region I - (M) DIII,clippd_scoreboard,1426,68,1.8475039481486
2025-26,mgolf,Men,North Atlantic Conference,nac,SUNY Cobleskill,State University of NY at Cobleskill,Josh House,,,15761,990,ACTIVE,79.92,7.92,13,80.9714298526047,9,1,1,7.99694948925759,-16.5555745203698,Region I - (M) DIII,clippd_scoreboard,1441,68,1.54500805524353
2025-26,mgolf,Men,North Atlantic Conference,nac,Husson,Husson University,Michael Bruce,,Second Year,7139,1227,ACTIVE,79.94,7.94,18,81.4727294465029,12,0,0,4.92132430269315,-14.8057018367937,Region I - (M) DIII,clippd_scoreboard,1452,68,1.35711044868473
2025-26,mgolf,Men,North Atlantic Conference,nac,SUNY Delhi,State University of NY at Delhi,David Debernardo,,Fourth Year,26121,100000,ACTIVE,80.0,8.0,9,82.187931328147,7,0,0,2.8707528947601,-14.7998201546818,Region I - (M) DIII,clippd_scoreboard,1472,68,0.965608755262853
2025-26,mgolf,Men,North Atlantic Conference,nac,SUNY Delhi,State University of NY at Delhi,William Martin,,Third Year,7346,1181,ACTIVE,80.11,8.11,18,81.1044044366826,12,1,1,5.54192137446811,-13.4063799722007,Region I - (M) DIII,clippd_scoreboard,1479,68,0.851720173444637
2025-26,mgolf,Men,North Atlantic Conference,nac,SUNY Delhi,State University of NY at Delhi,Parker Flanagan,,Second Year,7347,100000,ACTIVE,80.44,8.44,9,82.6323757725915,7,0,0,4.88128248984,-14.7998201546818,Region I - (M) DIII,clippd_scoreboard,1539,66,0.746869985865202
2025-26,mgolf,Men,North Atlantic Conference,nac,SUNY Delhi,State University of NY at Delhi,Taylor Brock,,,18670,100000,ACTIVE,80.5,8.5,6,83.0033264607786,5,0,0,3.63353311975186,-15.8208845349923,Region I - (M) DIII,clippd_scoreboard,1550,66,5.81137974222606
2025-26,mgolf,Men,North Atlantic Conference,nac,Maine-Maritime,Maine Maritime Academy,Nicholas Villella,,,8952,100000,ACTIVE,81.75,9.75,8,83.9116329874757,7,0,0,2.45287366047221,-18.5278373614952,Region I - (M) DIII,clippd_scoreboard,1767,62,9.52440397116747
2025-26,mgolf,Men,North Atlantic Conference,nac,Maine-Maritime,Maine Maritime Academy,Mac McCarthy,,Fourth Year,15717,1382,ACTIVE,82.33,10.33,12,84.6773610587619,10,0,0,2.5962716364368,-18.8543042849269,Region I - (M) DIII,clippd_scoreboard,1849,61,0.789586380852981
2025-26,mgolf,Men,North Atlantic Conference,nac,VTSU Johnson,Vermont State University - Johnson,Jack Senecal,,Fourth Year,18192,100000,ACTIVE,82.44,10.44,9,84.6631029382762,7,0,0,1.84939367346522,-18.4932979954092,Region I - (M) DIII,clippd_scoreboard,1864,60,9.40592390805729
2025-26,mgolf,Men,North Atlantic Conference,nac,Maine-Maritime,Maine Maritime Academy,Nathan Baker,,Second Year,8951,1401,ACTIVE,82.75,10.75,12,85.0940277254286,10,1,1,2.33547953346847,-18.8543042849269,Region I - (M) DIII,clippd_scoreboard,1902,60,5.70284960114525
2025-26,mgolf,Men,North Atlantic Conference,nac,SUNY Poly,SUNY Polytechnic Institute,Jack Montayne,,,36035,100000,ACTIVE,83.86,11.86,7,86.3109916837472,6,0,0,1.22046663471837,-18.2290488394917,Region I - (M) DIII,clippd_scoreboard,2018,57,0.0728523574927967
2025-26,mgolf,Men,North Atlantic Conference,nac,Maine-Presque Isle,University of Maine at Presque Isle,Garrett Chadwick,,,37099,100000,ACTIVE,84.25,12.25,8,87.0271709422757,7,0,0,0.971062082940759,-18.9364110306294,Region I - (M) DIII,clippd_scoreboard,2043,57,8.18594710337423
2025-26,mgolf,Men,North Atlantic Conference,nac,VTSU Johnson,Vermont State University - Johnson,Adiance Cheromiah,,,21008,100000,ACTIVE,84.4,12.4,10,86.7068881188485,8,0,0,1.20202241388635,-18.4966210622141,Region I - (M) DIII,clippd_scoreboard,2055,57,1.05360372786857
2025-26,mgolf,Men,North Atlantic Conference,nac,Maine-Presque Isle,University of Maine at Presque Isle,Matthew Pelletier,,Second Year,10295,100000,ACTIVE,85.25,13.25,8,88.0271709422757,7,0,0,0.95394338730816,-18.9364110306294,Region I - (M) DIII,clippd_scoreboard,2107,56,0.550679588664955
2025-26,mgolf,Men,North Atlantic Conference,nac,SUNY Cobleskill,State University of NY at Cobleskill,Benjamin Casola,,Third Year,35194,1450,ACTIVE,85.29,13.29,14,86.449281477835,10,0,0,1.39481608965323,-16.6749767481575,Region I - (M) DIII,clippd_scoreboard,2109,56,0.998022329147995
2025-26,mgolf,Men,North Atlantic Conference,nac,Maine-Maritime,Maine Maritime Academy,Xavier Bellerose,,Second Year,9038,100000,ACTIVE,85.4,13.4,10,88.0176722094763,8,0,0,0.98024129069531,-18.9465500535512,Region I - (M) DIII,clippd_scoreboard,2116,56,4.19211597986915
2025-26,mgolf,Men,North Atlantic Conference,nac,SUNY Poly,SUNY Polytechnic Institute,Josh Slater,,,36034,100000,ACTIVE,85.67,13.67,9,87.1591719964545,7,0,0,1.11839396040392,-17.8897742487091,Region I - (M) DIII,clippd_scoreboard,2137,55,4.65432468406539
2025-26,mgolf,Men,North Atlantic Conference,nac,Maine-Farmington,University of Maine Farmington,Cooper Boinske,,,34289,100000,ACTIVE,86.0,14.0,8,88.6424336937928,7,1,0,2.13685687804465,-18.9653140086408,Region I - (M) DIII,clippd_scoreboard,2162,55,4.90242433259734
2025-26,mgolf,Men,North Atlantic Conference,nac,Maine-Presque Isle,University of Maine at Presque Isle,Luke Beidelman,,Second Year,39236,100000,ACTIVE,86.17,14.17,6,89.3631752151913,5,0,0,0.633346768983658,-19.2202371962895,Region I - (M) DIII,clippd_scoreboard,2179,54,1.26036583570677
2025-26,mgolf,Men,North Atlantic Conference,nac,SUNY Poly,SUNY Polytechnic Institute,Blake Pugh,,,18422,100000,ACTIVE,86.43,14.43,7,88.8824202551758,6,0,0,0.950430669581158,-18.2290488394917,Region I - (M) DIII,clippd_scoreboard,2193,54,10.8498046386267
2025-26,mgolf,Men,North Atlantic Conference,nac,Maine-Maritime,Maine Maritime Academy,Brady Bumford,,Fourth Year,17597,100000,ACTIVE,86.71,14.71,7,88.8386899428576,6,0,0,0.648276448039407,-18.3341433384562,Region I - (M) DIII,clippd_scoreboard,2205,54,0.820205559994445
