season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Randolph-Macon,Randolph-Macon College,Morgan Mussatt,,Fourth Year,18605,31,ACTIVE,74.27,2.27,26,73.4576929705513,10,2,0,42.169759445471,-13.4701381277679,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Washington and Lee,Washington and Lee University,Toral Bhatt,,,38973,35,ACTIVE,74.65,2.65,23,73.6950738831416,9,2,2,40.01872135437,-12.8330612704716,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Washington and Lee,Washington and Lee University,Berkeley Bundy,,,35070,39,ACTIVE,75.3,3.3,23,74.3472477961851,9,0,0,37.103796299331,-12.8330612704716,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Washington and Lee,Washington and Lee University,Bella Scucchi,,,38974,53,ACTIVE,75.53,3.53,15,74.7251009497399,5,0,0,31.7571120171508,-13.3814609617855,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Randolph-Macon,Randolph-Macon College,Lilly Hall,,Third Year,30636,61,ACTIVE,75.42,3.42,26,74.6115391243975,10,1,0,29.2304260606735,-13.4701381277679,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Batten University,Batten University,Juliette Coffey,,Fourth Year,14360,71,ACTIVE,75.29,3.29,21,75.7285957179026,9,5,1,27.1354043683531,-21.1063402735227,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Randolph-Macon,Randolph-Macon College,Alexis Haller,,Fourth Year,21261,75,ACTIVE,76.08,4.08,26,75.2653852782437,10,1,0,26.7478329907257,-13.4701381277679,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Washington and Lee,Washington and Lee University,Mackenzie Cline,,,38975,80,ACTIVE,76.35,4.35,23,75.3907260570546,9,0,0,25.9868908198574,-12.8330612704716,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Randolph-Macon,Randolph-Macon College,Grace Anne Haggerty,,Second Year,6718,115,ACTIVE,77.15,5.15,26,76.3423083551667,10,0,0,19.4430962290657,-13.4701381277679,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Lynchburg,University of Lynchburg,Lily Rowe,,,14810,119,ACTIVE,77.87,5.87,23,76.7599954307069,10,1,1,18.7045324708881,-15.6577576096598,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Washington and Lee,Washington and Lee University,Julia Haetzel,,,16495,134,ACTIVE,78.0,6.0,23,77.0428999700981,9,0,0,17.0391176159316,-12.8330612704716,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Lynchburg,University of Lynchburg,Grace Saunders,,Third Year,35394,166,ACTIVE,79.0,7.0,23,77.8904302133157,10,1,0,13.7546136790614,-15.6577576096598,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Lynchburg,University of Lynchburg,Gabbie Hollberg,,,11179,215,ACTIVE,80.3,8.3,23,79.1947780394026,10,1,0,10.3571378240605,-15.6577576096598,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Batten University,Batten University,Mia Skaggs,,Fourth Year,12594,256,ACTIVE,81.67,9.67,21,82.109548098855,9,1,0,8.3475321625386,-21.1063402735227,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Bridgewater,Bridgewater College,Hannah Rizzo,,Fourth Year,10768,257,ACTIVE,79.95,7.95,20,80.3924278092129,9,3,0,8.31782150128803,-23.562539142744,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Randolph-Macon,Randolph-Macon College,Elli Flinchum,,,10131,288,ACTIVE,80.9,8.9,21,80.5699482879035,8,0,0,7.26157568780471,-13.7780295890447,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Batten University,Batten University,Cheyenne Krupp,,Fourth Year,12125,331,ACTIVE,81.67,9.67,21,82.109548098855,9,0,0,5.67627486790314,-21.1063402735227,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Lynchburg,University of Lynchburg,Taylor Park,,,7954,333,ACTIVE,82.91,10.91,23,81.8034736915765,10,0,0,5.65248275325934,-15.6577576096598,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Bridgewater,Bridgewater College,Emily Price,,,16466,350,ACTIVE,82.55,10.55,20,82.9924278092129,9,1,0,5.06099257579498,-23.562539142744,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Averett,Averett University,Sophia Marshall,,,19847,373,ACTIVE,81.35,9.35,17,81.9217291849635,8,0,0,4.56771593654391,-23.0974209992542,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Averett,Averett University,Meredith Pegram,,Third Year,31409,420,ACTIVE,82.44,10.44,18,83.2570338587544,8,0,0,3.70644241317125,-23.1095790823379,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Batten University,Batten University,Morgan Schwartz,,Second Year,4237,456,ACTIVE,83.6,11.6,15,84.1481315041519,6,0,0,3.01064026928632,-21.281508577755,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Sweet Briar,Sweet Briar College,Isabella Peregrine,,,22671,497,ACTIVE,84.93,12.93,14,85.7651798905792,7,1,0,2.5321906787426,-23.1671716530363,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Roanoke,Roanoke College,Allyson Childs,,Third Year,8255,512,ACTIVE,84.0,12.0,15,85.7586486323277,7,0,0,2.37396779219982,-24.989337591508,Region IV - (M) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Shenandoah,Shenandoah University,Cierra Bigelow,,Second Year,3556,534,ACTIVE,85.24,13.24,21,86.307605442639,9,0,0,2.10146279023085,-21.4524327700246,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Batten University,Batten University,Haley Davis,,Fourth Year,4234,580,ACTIVE,85.59,13.59,17,86.1405230241037,7,0,0,1.81057523664318,-21.6315575405847,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Averett,Averett University,Madison Masoudpour,,,14662,614,ACTIVE,87.0,15.0,15,87.0402660372175,7,0,0,1.51853590256956,-22.5488242822796,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Shenandoah,Shenandoah University,Erica Laurentino,,First Year,3547,615,ACTIVE,86.33,14.33,18,87.2661586855015,8,0,0,1.51820960178828,-21.6366024537755,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Shenandoah,Shenandoah University,Gaby Frick,,Second Year,3542,626,ACTIVE,86.29,14.29,21,87.3552244902581,9,0,0,1.45287393296871,-21.4524327700246,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Lynchburg,University of Lynchburg,Lily Hollberg,,Second Year,7953,694,ACTIVE,89.91,17.91,23,88.8034736915765,10,0,0,0.989211095833087,-15.6577576096598,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Averett,Averett University,Hannah Walton,,,20727,751,ACTIVE,89.93,17.93,15,90.3710873046313,7,0,0,0.669023720787951,-23.2475439745492,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Bridgewater,Bridgewater College,Addy Sweet,,Second Year,5830,758,ACTIVE,90.75,18.75,20,91.1924278092129,9,0,0,0.597223926480044,-23.562539142744,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Averett,Averett University,Cooper Perryman,,,22927,774,ACTIVE,91.11,19.11,18,91.923700525421,8,0,0,0.516648496734444,-23.1095790823379,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Shenandoah,Shenandoah University,Sophia Hansen,,Second Year,3551,782,ACTIVE,90.38,18.38,21,91.4504625854962,9,0,0,0.462479993682237,-21.4524327700246,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Shenandoah,Shenandoah University,Alexa Strohman,,Third Year,31043,806,ACTIVE,91.29,19.29,14,93.2530599556178,6,0,0,0.374694867202951,-23.1975010604649,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Sweet Briar,Sweet Briar College,Kailei Minter,,,14636,808,ACTIVE,91.64,19.64,14,92.4794656048649,7,1,1,0.367743953612207,-23.1671716530363,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Bridgewater,Bridgewater College,Iyana Smith,,Second Year,5831,831,ACTIVE,95.45,23.45,20,95.8924278092129,9,0,0,0.283305054276092,-23.562539142744,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Old Dominion Athletic Conference,odac,Roanoke,Roanoke College,Kendall West,,Second Year,8257,842,ACTIVE,93.0,21.0,15,94.7586486323277,7,0,0,0.25472180417456,-24.989337591508,Region IV - (M) DIII,clippd_scoreboard
