season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats,goal_stats,penalty_stats,misc_stats,shot_stats,composite_score,global_rank,rating
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Spalding,Xzayvyon Isom,Xzayvyon,Isom,,23260,Xzayvyon Isom,"ISOM,XZAYVYON",ISOMXZAYVYONSPALDING,15,14,,,Spalding,SPALDING,926-1246,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,6,0,0,1,0,46,0,26,8,843:00,47,1,1.000,,,,,,,,,,,,,,,41,61,0,23,9,14,.672,1.53,,,,,,4.408974086628615,18,94
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Spalding,Giovanni Distasio,Giovanni,Distasio,,23260,Giovanni Distasio,"DISTASIO,GIOVANNI",DISTASIOGIOVANNISPALDING,15,14,,,Spalding,SPALDING,926-1482,0,0,0,0,0,1,21,1,1,1,0,0,0,0,0,0,2,1,5,0,0,1,0,13,0,21,4,840:00,30,1,1.000,,,,,,,,,,,,,,,66,111,0,32,5,27,.595,2.13,,,,,,4.077921301163004,19,93
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Josh Harney,Josh,Harney,,28749,Josh Harney,"HARNEY,JOSH",HARNEYJOSHTRANSYLV,14,9,,,Transylvania,TRANSYLV,1039-2834,0,0,0,0,0,1,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,9,0,548:00,0,0,1.000,,,,,,,,,,,,,,,31,62,0,31,12,19,.500,2.21,,,,,,3.77730117765294,20,93
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,"Hetrick, Gabe",Gabe,Hetrick,,1115,"Hetrick, Gabe","HETRICK,GABE",HETRICKGABEHAN,15,13,,,Hanover,HAN,1035-2360,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,39,0,22,12,780:00,39,1,1.000,,,,,,,,,,,,,,,42,65,0,18,4,14,.646,1.20,,,,,,3.3914271479434612,21,93
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Alfred St.,Mike Coburn,Mike,Coburn,,30170,Mike Coburn,"COBURN,MIKE",COBURNMIKEALFRED S,16,9,,,Alfred St.,ALFRED S,1447-3013,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,2,0,0,0,0,36,0,35,8,540:00,0,0,1.000,,,,,,,,,,,,,,,23,43,0,19,7,12,.535,1.19,,,,,,3.1836608400988666,22,92
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Hilbert,Eric Capling,Eric,Capling,,8398,Eric Capling,"CAPLING,ERIC",CAPLINGERICHILBERT,9,9,,,Hilbert,HILBERT,625-1834,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,28,0,29,7,540:00,0,1,1.000,,,,,,,,,,,,,,,29,55,0,21,7,14,.527,2.33,,,,,,3.1321023078293377,23,92
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Alfred St.,Matthew Burris,Matthew,Burris,,30170,Matthew Burris,"BURRIS,MATTHEW",BURRISMATTHEWALFRED S,13,11,,,Alfred St.,ALFRED S,1447-2441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,92,0,51,10,600:00,0,0,1.000,13,660:29,147,170,0,5,6,0,2,1,0,492,13.35,.536,0,0,0,1,1,0,.000,0.08,,,,,,2.7642699020571855,24,92
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Earlham,Ivan Pineda,Ivan,Pineda,,195,Ivan Pineda,"PINEDA,IVAN",PINEDAIVANEARLHAM,12,8,,,Earlham,EARLHAM,1215-2005,0,0,0,0,0,1,8,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,2,15,0,35,3,480:00,0,2,1.000,,,,,,,,,,,,,,,59,100,0,24,6,18,.590,2.00,,,,,,2.650434227454873,25,91
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Hilbert,Ty Franko,Ty,Franko,,8398,Ty Franko,"FRANKO,TY",FRANKOTYHILBERT,9,7,,,Hilbert,HILBERT,625-1669,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,20,0,24,7,420:00,0,0,1.000,,,,,,,,,,,,,,,21,36,0,19,8,11,.583,2.11,,,,,,2.5439890135065566,26,91
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Spalding,Jontae Johnson,Jontae,Johnson,,23260,Jontae Johnson,"JOHNSON,JONTAE",JOHNSONJONTAESPALDING,15,11,,,Spalding,SPALDING,926-1484,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,0,0,1,2,12,0,34,4,661:00,20,3,1.000,,,,,,,,,,,,,,,22,35,0,20,10,10,.629,1.33,,,,,,2.2057077970440617,27,91
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Alfred St.,Ryan Batson,Ryan,Batson,,30170,Ryan Batson,"BATSON,RYAN",BATSONRYANALFRED S,16,8,,,Alfred St.,ALFRED S,1447-742,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,54,0,18,8,480:00,0,0,1.000,,,,,,,,,,,,,,,25,34,0,12,1,11,.735,0.75,,,,,,2.1731324900143916,28,91
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Hilbert,Kristopher Newman,Kristopher,Newman,,8398,Kristopher Newman,"NEWMAN,KRISTOPHER",NEWMANKRISTOPHERHILBERT,9,2,,,Hilbert,HILBERT,625-1530,0,0,0,0,0,1,14,0,1,1,0,0,0,0,0,0,0,0,2,0,0,3,7,11,0,11,2,120:00,0,10,1.000,,,,,,,,,,,,,,,41,59,0,24,2,22,.695,2.67,,,,,,2.114444093195232,29,90
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,"Hughes, Leonard",Leonard,Hughes,,1115,"Hughes, Leonard","HUGHES,LEONARD",HUGHESLEONARDHAN,14,14,,,Hanover,HAN,1035-2616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,3,2,52,0,18,20,836:00,50,5,1.000,,,,,,,,,,,,,,,2,4,0,3,3,0,.500,0.21,,,,,,2.047153816836551,30,90
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Samuel Archer,Samuel,Archer,,28749,Samuel Archer,"ARCHER,SAMUEL",ARCHERSAMUELTRANSYLV,17,5,,,Transylvania,TRANSYLV,1039-2585,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,5,300:00,0,0,1.000,,,,,,,,,,,,,,,42,72,0,20,4,16,.583,1.18,,,,,,1.995496786661161,31,90
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Spalding,Daniel Curran,Daniel,Curran,,23260,Daniel Curran,"CURRAN,DANIEL",CURRANDANIELSPALDING,15,11,,,Spalding,SPALDING,926-1485,0,0,0,0,1,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,29,5,659:00,10,0,1.000,,,,,,,,,,,,,,,24,43,0,17,10,7,.558,1.13,,,,,,1.8562160631629592,32,89
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Earlham,Khalime Truell,Khalime,Truell,,195,Khalime Truell,"TRUELL,KHALIME",TRUELLKHALIMEEARLHAM,12,7,,,Earlham,EARLHAM,1215-1901,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1,4,2,0,0,0,0,27,0,31,10,423:00,17,0,1.000,,,,,,,,,,,,,,,21,57,0,13,4,9,.368,1.08,,,,,,1.8060400995816797,33,89
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Alfred St.,Joseph Pritchard,Joseph,Pritchard,,30170,Joseph Pritchard,"PRITCHARD,JOSEPH",PRITCHARDJOSEPHALFRED S,13,2,,,Alfred St.,ALFRED S,1447-3319,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,0,20,4,120:00,0,0,1.000,,,,,,,,,,,,,,,17,28,0,17,7,10,.607,1.31,,,,,,1.7175909609794702,34,89
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Spalding,Eli Teater,Eli,Teater,,23260,Eli Teater,"TEATER,ELI",TEATERELISPALDING,15,1,,,Spalding,SPALDING,926-1253,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,184,185,97,0,20,2,60:00,0,369,1.000,,,,,,,,,,,,,,,4,5,0,4,3,1,.800,0.27,,,,,,1.7158888897069164,35,88
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Earlham,Liam McGlynn,Liam,McGlynn,,195,Liam McGlynn,"MCGLYNN,LIAM",MCGLYNNLIAMEARLHAM,13,13,,,Earlham,EARLHAM,1215-1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,24,40,0,11,24,779:00,28,31,1.000,,,,,,,,,,,,,,,3,11,0,1,1,0,.273,0.08,,,,,,1.5910748318550558,36,88
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Alfred St.,Richard Andres,Richard,Andres,,30170,Richard Andres,"ANDRES,RICHARD",ANDRESRICHARDALFRED S,15,3,,,Alfred St.,ALFRED S,1447-3303,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,36,79,34,0,16,6,180:00,0,115,1.000,,,,,,,,,,,,,,,22,35,0,11,8,3,.629,0.73,,,,,,1.4893236429324852,37,88
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Ben Gaccino,Ben,Gaccino,,28749,Ben Gaccino,"GACCINO,BEN",GACCINOBENTRANSYLV,17,13,,,Transylvania,TRANSYLV,1039-2833,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,7,4,788:00,0,0,1.000,,,,,,,,,,,,,,,33,56,0,17,8,9,.589,1.00,,,,,,1.3447692578454113,38,88
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Earlham,Saxon Coleman,Saxon,Coleman,,195,Saxon Coleman,"COLEMAN,SAXON",COLEMANSAXONEARLHAM,13,13,,,Earlham,EARLHAM,1215-2006,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,105,118,72,0,30,11,779:00,28,223,1.000,,,,,,,,,,,,,,,9,18,0,2,0,2,.500,0.15,,,,,,1.3164820782717142,39,87
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Earlham,Giovanni Randazzo,Giovanni,Randazzo,,195,Giovanni Randazzo,"RANDAZZO,GIOVANNI",RANDAZZOGIOVANNIEARLHAM,13,12,,,Earlham,EARLHAM,1215-1902,0,0,0,0,0,1,5,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,22,0,29,10,719:00,28,0,1.000,,,,,,,,,,,,,,,25,43,0,12,2,10,.581,0.92,,,,,,1.3070953868498871,40,87
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Earlham,Ryan Polack,Ryan,Polack,,195,Ryan Polack,"POLACK,RYAN",POLACKRYANEARLHAM,13,8,,,Earlham,EARLHAM,1215-1641,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,8,19,0,35,5,476:00,11,10,1.000,1,6:27,0,0,0,0,0,0,0,0,0,0,.00,.000,23,37,0,16,8,8,.622,1.23,,,,,,1.2461681915127123,41,87
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Jack McKiernan,Jack,McKiernan,,28749,Jack McKiernan,"MCKIERNAN,JACK",MCKIERNANJACKTRANSYLV,17,1,,,Transylvania,TRANSYLV,1039-2840,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,10,1,60:00,0,0,1.000,,,,,,,,,,,,,,,21,29,0,17,9,8,.724,1.00,,,,,,1.1616372724640125,42,86
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Andrew Mazy,Andrew,Mazy,,28749,Andrew Mazy,"MAZY,ANDREW",MAZYANDREWTRANSYLV,16,0,,,Transylvania,TRANSYLV,1039-3204,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,1,00:00,0,0,1.000,,,,,,,,,,,,,,,22,37,0,18,6,12,.595,1.13,,,,,,0.9207258246791961,43,86
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Nick DeGrandi,Nick,DeGrandi,,28749,Nick DeGrandi,"DEGRANDI,NICK",DEGRANDINICKTRANSYLV,17,15,,,Transylvania,TRANSYLV,1039-3044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,7,6,903:00,7,0,1.000,17,804:05,115,158,0,6,4,0,2,0,0,461,8.58,.579,1,4,0,2,2,0,.250,0.12,,,,,,0.8043848879636755,44,86
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Hilbert,Jonathan Roustum,Jonathan,Roustum,,8398,Jonathan Roustum,"ROUSTUM,JONATHAN",ROUSTUMJONATHANHILBERT,9,9,,,Hilbert,HILBERT,625-1681,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,40,0,15,18,540:00,0,0,1.000,,,,,,,,,,,,,,,1,3,0,1,0,1,.333,0.11,,,,,,0.8029025000740132,45,86
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Earlham,Cape McAlhaney,Cape,McAlhaney,,195,Cape McAlhaney,"MCALHANEY,CAPE",MCALHANEYCAPEEARLHAM,13,2,,,Earlham,EARLHAM,1215-1904,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,23,3,116:00,11,1,1.000,,,,,,,,,,,,,,,22,32,0,11,5,6,.688,0.85,,,,,,0.5602693820957566,46,85
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Jaxon Eldridge,Jaxon,Eldridge,,28749,Jaxon Eldridge,"ELDRIDGE,JAXON",ELDRIDGEJAXONTRANSYLV,17,0,,,Transylvania,TRANSYLV,1039-2830,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,5,2,00:00,0,0,1.000,,,,,,,,,,,,,,,17,28,0,14,5,9,.607,0.82,,,,,,0.46965441014245274,47,85
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Alfred St.,Cameron Chase,Cameron,Chase,,30170,Cameron Chase,"CHASE,CAMERON",CHASECAMERONALFRED S,14,0,,,Alfred St.,ALFRED S,1447-3325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,5,2,00:00,0,0,1.000,,,,,,,,,,,,,,,6,7,0,12,9,3,.857,0.86,,,,,,0.4501517121160526,48,85
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,"Adams, Josh",Josh,Adams,,1115,"Adams, Josh","ADAMS,JOSH",ADAMSJOSHHAN,15,15,,,Hanover,HAN,1035-2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,38,0,29,17,896:00,50,0,1.000,,,,,,,,,,,,,,,2,2,0,0,0,0,1.000,0.00,,,,,,0.42840658102140083,49,84
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Noah Siler,Noah,Siler,,28749,Noah Siler,"SILER,NOAH",SILERNOAHTRANSYLV,15,0,,,Transylvania,TRANSYLV,1039-3208,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,6,4,00:00,0,0,1.000,,,,,,,,,,,,,,,14,22,0,11,7,4,.636,0.73,,,,,,0.4115561286616949,50,84
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,"Powell-Smith, Kane",Kane,Powell-Smith,,1115,"Powell-Smith, Kane","POWELLSMITH,KANE",POWELLSMITHKANEHAN,14,0,,,Hanover,HAN,1035-2839,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,6,0,0,35,60,27,0,17,7,00:00,0,95,1.000,,,,,,,,,,,,,,,6,14,0,7,3,4,.429,0.50,,,,,,0.2923299529404122,51,84
