season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,stats_stats_field_goals_made,stats_stats_field_goals_attempted,stats_stats_three_points_made,stats_stats_three_points_attempted,stats_stats_free_throws_attempted,stats_stats_free_throws_made,stats_stats_points_scored,stats_stats_blocked_shots,stats_stats_steals,stats_stats_assists,stats_stats_minutes_played,stats_stats_offensive_rebounds,stats_stats_defensive_rebounds,stats_stats_total_rebounds,stats_stats_personal_fouls,stats_stats_technical_fouls,stats_stats_turnovers,stats_stats_disqualifications,stats_stats_deadballs,stats_stats_games_played,stats_stats_field_goals_pct,stats_stats_three_points_pct,stats_stats_free_throws_pct,stats_stats_points_per_game,stats_stats_rebounds_per_game,stats_stats_assists_per_game,stats_stats_steals_per_game,stats_stats_blocked_shots_per_game,code
2025-26,wbball,Atlantic East Conference (AEC),aec,Immaculata,"Perri,Cassidy",Cassidy,Perri,G,303,"Perri,Cassidy","PERRI,CASSIDY",Immaculata,IU,1306-3521,12,0,02,0,5,16,1,8,2,0,11,0,5,6,46,0,5,5,6,0,2,0,0,12,0.31,0.13,0.00,0.92,0.42,0.50,0.42,0.00,02
2025-26,wbball,Atlantic East Conference (AEC),aec,Immaculata,"Benoit,Keira",Keira,Benoit,G,303,"Benoit,Keira","BENOIT,KEIRA",Immaculata,IU,1306-3671,25,0,03,0,26,67,3,4,11,7,62,2,9,7,155,20,21,41,18,0,14,0,0,25,0.39,0.75,0.64,2.48,1.64,0.28,0.36,0.08,03
2025-26,wbball,Atlantic East Conference (AEC),aec,Immaculata,"Little,Sabrina",Sabrina,Little,G,303,"Little,Sabrina","LITTLE,SABRINA",Immaculata,IU,1306-3669,28,2,04,0,62,168,18,61,53,34,176,3,42,44,632,24,38,62,43,0,48,1,0,28,0.37,0.30,0.64,6.29,2.21,1.57,1.50,0.11,04
2025-26,wbball,Atlantic East Conference (AEC),aec,Immaculata,"Cassidy,Riley",Riley,Cassidy,G,303,"Cassidy,Riley","CASSIDY,RILEY",Immaculata,IU,1306-3517,27,26,05,0,74,227,39,129,50,40,227,3,18,51,774,29,67,96,28,0,38,0,0,27,0.33,0.30,0.80,8.41,3.56,1.89,0.67,0.11,05
2025-26,wbball,Atlantic East Conference (AEC),aec,Immaculata,"Pohl,Julia",Julia,Pohl,F,303,"Pohl,Julia","POHL,JULIA",Immaculata,IU,1306-3376,25,0,10,0,35,71,0,3,16,6,76,4,7,18,252,23,36,59,13,0,26,0,0,25,0.49,0.00,0.38,3.04,2.36,0.72,0.28,0.16,10
2025-26,wbball,Atlantic East Conference (AEC),aec,Immaculata,"Robinson,Morgan",Morgan,Robinson,F,303,"Robinson,Morgan","ROBINSON,MORGAN",Immaculata,IU,1306-3668,14,0,13,0,9,21,0,0,6,2,20,10,4,1,60,9,26,35,10,0,11,0,0,14,0.43,0.00,0.33,1.43,2.50,0.07,0.29,0.71,13
2025-26,wbball,Atlantic East Conference (AEC),aec,Immaculata,"McGuigan,Katie",Katie,McGuigan,G,303,"McGuigan,Katie","MCGUIGAN,KATIE",Immaculata,IU,1306-3520,15,0,15,0,4,17,0,5,6,3,11,0,5,5,79,3,4,7,8,0,11,0,0,15,0.24,0.00,0.50,0.73,0.47,0.33,0.33,0.00,15
2025-26,wbball,Atlantic East Conference (AEC),aec,Immaculata,"Wagner,Emma",Emma,Wagner,G,303,"Wagner,Emma","WAGNER,EMMA",Immaculata,IU,1306-3377,19,0,20,0,7,22,2,9,8,4,20,1,7,6,106,4,7,11,12,0,11,0,0,19,0.32,0.22,0.50,1.05,0.58,0.32,0.37,0.05,20
2025-26,wbball,Atlantic East Conference (AEC),aec,Immaculata,"Adames,Lianna",Lianna,Adames,G,303,"Adames,Lianna","ADAMES,LIANNA",Immaculata,IU,1306-3667,13,0,21,0,5,24,2,11,10,7,19,0,7,5,73,4,7,11,7,0,7,0,0,13,0.21,0.18,0.70,1.46,0.85,0.38,0.54,0.00,21
2025-26,wbball,Atlantic East Conference (AEC),aec,Immaculata,"Coleman,Carly",Carly,Coleman,F,303,"Coleman,Carly","COLEMAN,CARLY",Immaculata,IU,1306-3470,28,28,22,0,179,366,3,18,161,125,486,32,81,120,948,96,204,300,53,0,72,0,0,28,0.49,0.17,0.78,17.36,10.71,4.29,2.89,1.14,22
2025-26,wbball,Atlantic East Conference (AEC),aec,Immaculata,"Bristow,Adriana",Adriana,Bristow,G,303,"Bristow,Adriana","BRISTOW,ADRIANA",Immaculata,IU,1306-3665,13,0,24,0,3,14,1,6,2,2,9,0,1,3,60,4,9,13,2,0,13,0,0,13,0.21,0.17,1.00,0.69,1.00,0.23,0.08,0.00,24
