season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source
2025-26,wgolf,Women,Heartland Collegiate Athletic Conference,hcac,Rose-Hulman,Rose-Hulman Institute of Technology,Elizabeth Ma,,Fourth Year,21678,231,ACTIVE,79.67,7.67,12,80.9981549974935,8,6,2,9.31739628394839,-24.8171461460502,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Heartland Collegiate Athletic Conference,hcac,Rose-Hulman,Rose-Hulman Institute of Technology,Erin Nolan,,,16110,310,ACTIVE,80.25,8.25,16,81.3593966693484,10,6,2,6.5027125334849,-25.4529124868173,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Heartland Collegiate Athletic Conference,hcac,Mount St. Joseph,Mount St. Joseph University,Amy Smith,,,10604,317,ACTIVE,82.31,10.31,13,81.6936011686431,6,2,0,6.1761683547089,-21.9033547266278,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Heartland Collegiate Athletic Conference,hcac,Mount St. Joseph,Mount St. Joseph University,Debra Brogan,,Third Year,32049,319,ACTIVE,81.43,9.43,21,81.297450510104,10,2,1,6.11877483852834,-22.9296414428425,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Heartland Collegiate Athletic Conference,hcac,Transylvania,Transylvania University,Lauren Kaelin,,,10579,406,ACTIVE,84.33,12.33,18,83.4875043826075,9,0,0,3.97365425966546,-18.9617550857463,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Heartland Collegiate Athletic Conference,hcac,Transylvania,Transylvania University,Ginger Mooser,,Second Year,5656,466,ACTIVE,85.77,13.77,13,85.4318162866661,6,0,0,2.87078744331669,-21.1283731057081,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Heartland Collegiate Athletic Conference,hcac,Hanover,Hanover College,Cassidy Clark,,Second Year,5645,479,ACTIVE,84.14,12.14,21,84.9904012148983,11,1,0,2.75313529759054,-24.7316507269048,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Heartland Collegiate Athletic Conference,hcac,Transylvania,Transylvania University,Macy Saylor,,Second Year,5655,511,ACTIVE,86.48,14.48,21,85.9880942612807,10,0,0,2.37805232548047,-20.0413244058248,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Heartland Collegiate Athletic Conference,hcac,Anderson (IN),Anderson University (IN),Hannah Emenhiser,,Fourth Year,15677,535,ACTIVE,84.26,12.26,19,85.481183107482,11,2,0,2.07146329806413,-27.2059301519117,Great Lakes - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Heartland Collegiate Athletic Conference,hcac,Bluffton,Bluffton University,Hope Manning,,Fourth Year,5888,545,ACTIVE,85.5,13.5,22,86.0775705164503,14,1,1,1.98128076755739,-26.1857017045075,Great Lakes - (W) DIII,clippd_scoreboard
