season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,stats_stats_field_goals_made,stats_stats_field_goals_attempted,stats_stats_three_points_made,stats_stats_three_points_attempted,stats_stats_free_throws_attempted,stats_stats_free_throws_made,stats_stats_points_scored,stats_stats_blocked_shots,stats_stats_steals,stats_stats_assists,stats_stats_minutes_played,stats_stats_offensive_rebounds,stats_stats_defensive_rebounds,stats_stats_total_rebounds,stats_stats_personal_fouls,stats_stats_technical_fouls,stats_stats_turnovers,stats_stats_disqualifications,stats_stats_deadballs,stats_stats_games_played,stats_stats_field_goals_pct,stats_stats_three_points_pct,stats_stats_free_throws_pct,stats_stats_points_per_game,stats_stats_rebounds_per_game,stats_stats_assists_per_game,stats_stats_steals_per_game,stats_stats_blocked_shots_per_game,code
2025-26,wbball,Empire 8 (E8),e8,Houghton,Karina Crouse,Karina,Crouse,*,30160,Karina Crouse,"CROUSE,KARINA",Houghton,HOUGHTON,702-1889,31,28,2,0,75,204,32,105,28,19,201,12,33,42,727,27,92,119,60,0,36,0,0,31,0.37,0.30,0.68,6.48,3.84,1.35,1.06,0.39,2
2025-26,wbball,Empire 8 (E8),e8,Houghton,Teghan Trocki,Teghan,Trocki,0,30160,Teghan Trocki,"TROCKI,TEGHAN",Houghton,HOUGHTON,702-1995,31,3,3,0,69,181,59,160,3,2,199,5,17,25,494,22,56,78,27,0,11,0,0,31,0.38,0.37,0.67,6.42,2.52,0.81,0.55,0.16,3
2025-26,wbball,Empire 8 (E8),e8,Houghton,Emma Huedepohl,Emma,Huedepohl,0,30160,Emma Huedepohl,"HUEDEPOHL,EMMA",Houghton,HOUGHTON,702-1990,31,1,4,0,47,121,21,65,14,12,127,2,30,99,557,14,51,65,54,0,54,0,0,31,0.39,0.32,0.86,4.10,2.10,3.19,0.97,0.06,4
2025-26,wbball,Empire 8 (E8),e8,Houghton,Hannah Farley,Hannah,Farley,*,30160,Hannah Farley,"FARLEY,HANNAH",Houghton,HOUGHTON,702-1751,31,11,5,0,82,192,17,53,23,17,198,11,28,34,458,31,78,109,44,0,37,0,0,31,0.43,0.32,0.74,6.39,3.52,1.10,0.90,0.35,5
2025-26,wbball,Empire 8 (E8),e8,Houghton,Crysta Lacrosse,Crysta,Lacrosse,*,30160,Crysta Lacrosse,"LACROSSE,CRYSTA",Houghton,HOUGHTON,702-1643,31,31,10,0,146,354,38,110,74,56,386,13,41,124,785,58,97,155,53,0,72,0,0,31,0.41,0.35,0.76,12.45,5.00,4.00,1.32,0.42,10
2025-26,wbball,Empire 8 (E8),e8,Houghton,Anna Dening,Anna,Dening,0,30160,Anna Dening,"DENING,ANNA",Houghton,HOUGHTON,702-1890,31,5,11,0,44,132,33,100,19,12,133,2,20,14,387,13,38,51,23,0,21,0,0,31,0.33,0.33,0.63,4.29,1.65,0.45,0.65,0.06,11
2025-26,wbball,Empire 8 (E8),e8,Houghton,Samantha Roadruck,Samantha,Roadruck,0,30160,Samantha Roadruck,"ROADRUCK,SAMANTHA",Houghton,HOUGHTON,702-1989,29,8,12,0,48,129,25,79,17,14,135,0,30,28,465,13,37,50,45,0,28,1,0,29,0.37,0.32,0.82,4.66,1.72,0.97,1.03,0.00,12
2025-26,wbball,Empire 8 (E8),e8,Houghton,Riley Pascoe,Riley,Pascoe,0,30160,Riley Pascoe,"PASCOE,RILEY",Houghton,HOUGHTON,702-1988,19,0,20,0,10,32,3,14,2,0,23,1,5,5,125,6,8,14,16,0,10,0,0,19,0.31,0.21,0.00,1.21,0.74,0.26,0.26,0.05,20
2025-26,wbball,Empire 8 (E8),e8,Houghton,Keely Mullins,Keely,Mullins,0,30160,Keely Mullins,"MULLINS,KEELY",Houghton,HOUGHTON,702-1991,9,6,23,0,43,95,6,27,14,11,103,4,20,19,179,18,31,49,14,0,9,1,0,9,0.45,0.22,0.79,11.44,5.44,2.11,2.22,0.44,23
2025-26,wbball,Empire 8 (E8),e8,Houghton,Tabitha DeVries,Tabitha,DeVries,*,30160,Tabitha DeVries,"DEVRIES,TABITHA",Houghton,HOUGHTON,702-1754,31,31,24,0,187,384,10,29,61,44,428,16,40,60,743,86,130,216,51,0,43,0,0,31,0.49,0.34,0.72,13.81,6.97,1.94,1.29,0.52,24
