season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats
2026-27,wvball,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Anderson, Tayler",Tayler,Anderson,,2694,"Anderson, Tayler","ANDERSON, TAYLER",Franklin,Frank,1034-2299,5,0,25,0,25,0,.000,1,0,0,2,0,4,0,7,1,22,0,0,3,0,7,0,0,0,0,7,0,0.00,0.40,1.40,0.00,1.40,1.40,,,,,,
2026-27,wvball,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Linkel, Brionna",Brionna,Linkel,,2694,"Linkel, Brionna","LINKEL, BRIONNA",Franklin,Frank,1034-2298,8,3,18,0,18,0,-.250,4,1,0,38,0,79,0,7,1,43,0,0,0,0,12,0,0,0,0,7,0,0.00,4.75,1.50,0.00,0.88,0.88,,,,,,
2026-27,wvball,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Schroeder, McKenzie",McKenzie,Schroeder,,2694,"Schroeder, McKenzie","SCHROEDER, MCKENZIE",Franklin,Frank,1034-2297,7,3,16,0,16,0,.375,40,5,20,1,1,3,0,0,0,0,0,0,0,0,3,2,0,2,0,21,0,2.86,0.14,0.43,0.29,0.00,3.00,,,,,,
2026-27,wvball,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Kute, Anna",Anna,Kute,,2694,"Kute, Anna","KUTE, ANNA",Franklin,Frank,1034-2515,2,0,15,0,15,0,.500,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,1.00,0.00,0.00,1.00,0.00,1.50,,,,,,
2026-27,wvball,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Kegley, Sydney",Sydney,Kegley,,2694,"Kegley, Sydney","KEGLEY, SYDNEY",Franklin,Frank,1034-2944,2,0,12,0,12,0,.500,4,0,2,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,2,0,1.00,0.00,0.00,0.00,0.00,1.00,,,,,,
2026-27,wvball,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Barnard, Katelyn",Katelyn,Barnard,,2694,"Barnard, Katelyn","BARNARD, KATELYN",Franklin,Frank,1034-2518,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Colomba, Mireily",Mireily,Colomba,,2694,"Colomba, Mireily","COLOMBA, MIREILY",Franklin,Frank,1034-2521,7,3,19,0,19,0,.471,17,2,10,0,0,1,0,0,0,0,0,0,0,0,2,4,0,4,0,12,0,1.43,0.00,0.29,0.57,0.00,1.71,,,,,,
2026-27,wvball,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Walton, Addison",Addison,Walton,,2694,"Walton, Addison","WALTON, ADDISON",Franklin,Frank,1034-2940,6,0,5,0,5,0,.000,0,0,0,2,1,6,0,1,1,16,0,0,4,0,9,0,0,0,0,1,0,0.00,0.33,1.50,0.00,0.17,0.17,,,,,,
2026-27,wvball,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Batty, Jenna",Jenna,Batty,,2694,"Batty, Jenna","BATTY, JENNA",Franklin,Frank,1034-2749,3,0,2,0,2,0,.000,4,0,0,10,1,26,0,4,1,13,0,0,0,0,3,0,0,0,0,4,1,0.00,3.33,1.00,0.00,1.33,1.33,,,,,,
2026-27,wvball,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Middleton, Leah",Leah,Middleton,,2694,"Middleton, Leah","MIDDLETON, LEAH",Franklin,Frank,1034-2750,7,3,10,0,10,0,.341,41,4,18,1,0,7,0,1,1,27,0,0,31,0,12,1,0,1,0,19.5,0,2.57,0.14,1.71,0.14,0.14,2.79,,,,,,
2026-27,wvball,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Kurzawski, Morgan",Morgan,Kurzawski,,2694,"Kurzawski, Morgan","KURZAWSKI, MORGAN",Franklin,Frank,1034-2751,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Lowes, Kaitlyn",Kaitlyn,Lowes,,2694,"Lowes, Kaitlyn","LOWES, KAITLYN",Franklin,Frank,1034-2752,9,0,27,0,27,0,.273,33,3,12,1,0,3,0,0,0,0,0,0,0,0,5,3,0,3,0,13.5,0,1.33,0.11,0.56,0.33,0.00,1.50,,,,,,
2026-27,wvball,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Kinsey, Lauren",Lauren,Kinsey,,2694,"Kinsey, Lauren","KINSEY, LAUREN",Franklin,Frank,1034-2753,9,3,28,0,28,0,.714,28,0,20,0,0,2,0,0,1,1,0,0,1,0,2,5,0,5,0,22.5,0,2.22,0.00,0.22,0.56,0.00,2.50,,,,,,
2026-27,wvball,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,"Gena, Lily",Lily,Gena,,2694,"Gena, Lily","GENA, LILY",Franklin,Frank,1034-2754,8,0,3,0,3,0,.000,1,0,0,3,0,10,0,3,3,23,0,0,2,2,4,0,0,0,0,3,0,0.00,0.38,0.50,0.00,0.38,0.38,,,,,,
