season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,global_rank,rating
2026-27,softball,American Southwest Conference (ASC),asc,East Texas Baptist,Makayla Menchue,Makayla,Menchue,,1062,Makayla Menchue,0,0EAST TEX,44,44,,,119,25,39,35,5,0,7,25,0,2,8,2,3,0,1,0,0,0,0,0,0,0,0,0.452,65,147,3,1.000,.328,.546,340,1,1,0,0,0,0,8,0,342,.997,0,.000,,5,4,21,48,"15,45",0.33,15,45,"27,73",0.37,27,73,"23,57",0.40,23,57,"3,9",0.33,3,9,0,0,0,0,"10,23","2,7","42,80",13,0,0,0,0,0,0,0,8,35,0,,East Texas Baptist,EAST TEX,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.375279421881997,1,99
2026-27,softball,American Southwest Conference (ASC),asc,East Texas Baptist,Mackenzy Hardin,Mackenzy,Hardin,,1062,Mackenzy Hardin,0,0EAST TEX,1,-1,,,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,-1,-1,0,.000,1.000,1.000,-3,-1,0,0,0,2,1,0,0,-4,1.000,3,.667,,0,0,1,-1,"0,-1",0,0,-1,"0,1",0,0,1,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,"0,1",0,0,0,0,4,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.846631164082423,2,99
2026-27,softball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Addy Todd,Addy,Todd,,1203,Addy Todd,0,0UMHB,39,39,,,104,28,33,24,11,1,5,12,0,0,17,3,9,2,6,1,0,0,0,0,0,1,0,0.385,61,123,11,.818,.317,.587,56,94,16,0,0,0,0,10,0,166,.904,0,.000,,7,2,13,40,"8,26",0.31,8,26,"16,48",0.33,16,48,"12,39",0.31,12,39,"4,7",0.57,4,7,0,0,0,0,"9,22","9,13","32,56",37,0,0,0,0,0,0,0,13,18,0,,Mary Hardin-Baylor,UMHB,641-6762,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.310166422691761,3,99
2026-27,softball,American Southwest Conference (ASC),asc,Hardin-Simmons,Kinzley Cantu,Kinzley,Cantu,,271,Kinzley Cantu,0,0HARDIN-S,33,33,,,120,38,57,22,12,2,1,5,0,1,1,1,15,2,2,2,0,0,0,0,0,0,0,0.492,76,130,17,.882,.475,.633,83,5,5,0,0,6,0,0,0,93,.946,6,1.000,,4,2,22,39,"12,33",0.36,12,33,"30,47",0.64,30,47,"22,35",0.63,22,35,0,0,0,0,0,0,0,0,"21,48","5,9","35,51",33,0,0,0,0,0,0,0,5,17,0,,Hardin-Simmons,HARDIN-S,637-3848,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.978175136538182,4,98
2026-27,softball,American Southwest Conference (ASC),asc,East Texas Baptist,Ryan Stratman,Ryan,Stratman,,1062,Ryan Stratman,0,0EAST TEX,39,36,,,122,34,58,20,4,0,0,9,0,3,7,1,30,0,5,0,0,0,0,0,0,1,0,0.522,62,139,30,1.000,.475,.508,41,3,0,0,0,0,0,1,0,44,1.000,0,.000,,6,6,51,4,"16,37",0.43,16,37,"36,80",0.45,36,80,"24,63",0.38,24,63,"5,9",0.56,5,9,0,0,0,0,"10,18","9,16","59,89",15,0,0,0,3,0,0,0,16,30,0,,East Texas Baptist,EAST TEX,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.497552333209119,5,98
2026-27,softball,American Southwest Conference (ASC),asc,East Texas Baptist,Piper Morton,Piper,Morton,,1062,Piper Morton,0,0EAST TEX,41,40,,,123,16,44,33,7,3,4,7,0,1,7,0,1,1,0,0,0,0,0,0,0,2,0,0.397,69,131,2,.500,.358,.561,154,15,4,1,0,13,4,1,0,173,.977,17,.765,,3,5,34,35,"14,38",0.37,14,38,"29,79",0.37,29,79,"22,60",0.37,22,60,"2,5",0.40,2,5,0,0,0,0,"8,24","13,20","45,82",56,0,0,0,0,0,0,0,10,29,0,,East Texas Baptist,EAST TEX,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.248206938100265,6,98
2026-27,softball,American Southwest Conference (ASC),asc,East Texas Baptist,Ava Rodriguez,Ava,Rodriguez,,1062,Ava Rodriguez,0,0EAST TEX,45,45,,,131,20,48,37,6,0,4,13,0,3,3,3,4,1,0,8,0,0,0,0,1,3,0,0.413,66,155,5,.800,.366,.504,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,,3,3,27,57,"16,41",0.39,16,41,"29,75",0.39,29,75,"22,60",0.37,22,60,"3,7",0.43,3,7,0,0,0,0,"13,28","15,27","48,87",48,0,0,0,40,0,0,0,21,29,0,,East Texas Baptist,EAST TEX,0,True,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0,0,0,6.929730156135246,7,97
2026-27,softball,American Southwest Conference (ASC),asc,East Texas Baptist,Izabella Morales,Izabella,Morales,,1062,Izabella Morales,0,0EAST TEX,45,45,,,140,33,48,32,10,1,0,23,0,1,6,1,29,2,4,1,0,0,0,0,0,0,0,0.436,60,169,31,.935,.343,.429,46,1,1,0,0,0,0,0,0,48,.979,0,.000,,5,8,53,32,"12,44",0.27,12,44,"34,89",0.38,34,89,"26,69",0.38,26,69,"2,7",0.29,2,7,0,0,0,0,"12,28","13,26","56,98",41,0,0,0,0,0,0,0,21,38,0,,East Texas Baptist,EAST TEX,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.670000042907059,8,97
2026-27,softball,American Southwest Conference (ASC),asc,Hardin-Simmons,Hannah Aaron,Hannah,Aaron,,271,Hannah Aaron,0,0HARDIN-S,5,0,,,5,3,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,7,6,0,.000,.600,1.400,3,1,0,0,0,0,0,0,0,4,1.000,0,.000,,0,1,1,1,"1,3",0.33,1,3,"2,4",0.50,2,4,"0,2",0,0,2,0,0,0,0,0,0,0,0,"1,1","0,1","3,5",0,0,0,0,11,0,0,0,0,4,0,,Hardin-Simmons,HARDIN-S,637-3575,True,1,1,0,0,1,0,0,0,0,0,1.1,2,2,1,1,0,0,1,10.50,5,7,0,1,0,0,0,0,0,0,.200,1,2,0,"0,1","1,1","0,1",0,"0,2",6.475604567397431,9,97
2026-27,softball,American Southwest Conference (ASC),asc,Hardin-Simmons,Aubrey Madrid,Aubrey,Madrid,,271,Aubrey Madrid,0,0HARDIN-S,5,0,,,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750,3,4,0,.000,.750,.750,4,4,0,0,0,0,0,0,0,8,1.000,0,.000,,0,0,1,0,"1,2",0.50,1,2,"2,3",0.67,2,3,"2,3",0.67,2,3,0,0,0,0,0,0,0,0,0,0,"2,3",0,0,0,0,44,0,0,0,0,2,0,,Hardin-Simmons,HARDIN-S,637-3849,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0478082526601,10,96
