season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,composite_score,global_rank,rating
2026-27,msoc,Upper Midwest Athletic Conference (UMAC),umac,UW-Superior,"Davidson, Seth",Seth,Davidson,,804,"Davidson, Seth","DAVIDSON,SETH",UW-Superior,UWS,1145-2789,2,2,14,0,14,0,0,3,5,7,1,3,0,0,2.50,1.50,3.50,1.500,.500,0,0,1,0,1,1,1,.500,3,0,0,0,1.50,.00,.00,.00,0,,166:00,0,.00,.00,,,,,,,,,,,,,,,,,,24.231979098296282,1,99
2026-27,msoc,Upper Midwest Athletic Conference (UMAC),umac,Bethany Lutheran,"Tendaie, Rosalem",Rosalem,Tendaie,,30038,"Tendaie, Rosalem","TENDAIE,ROSALEM",Bethany Lutheran,BLC,1396-3037,4,4,7,0,7,0,0,2,7,5,1,2,0,0,1.75,.50,1.25,.500,.250,0,0,0,0,1,1,0,.000,1,0,0,0,.25,.00,.00,.00,0,,270:00,0,.00,.00,,,,,,,,,,,,,,,,,,17.5980964378001,2,99
2026-27,msoc,Upper Midwest Athletic Conference (UMAC),umac,Bethany Lutheran,"Hanson, Kelvin",Kelvin,Hanson,,30038,"Hanson, Kelvin","HANSON,KELVIN",Bethany Lutheran,BLC,1396-3039,4,0,9,0,9,0,0,3,3,4,0,2,0,0,.75,.75,1.00,.500,.000,1,1,0,0,0,0,0,.000,1,0,0,0,.25,.00,.00,.00,0,,107:00,0,.00,.00,,,,,,,,,,,,,,,,,,12.747674583327099,3,99
2026-27,msoc,Upper Midwest Athletic Conference (UMAC),umac,Bethany Lutheran,"Meira de Morais, Pedro Henrique",Pedro Henrique,Meira de Morais,,30038,"Meira de Morais, Pedro Henrique","MEIRA DE MORAIS,PEDRO HENRIQUE",Bethany Lutheran,BLC,1396-3180,4,1,20,0,20,0,0,3,4,3,1,1,0,0,1.00,.75,.75,.250,.250,2,0,0,0,0,0,0,.000,2,0,0,0,.50,.00,.00,.00,0,,173:00,0,.00,.00,,,,,,,,,,,,,,,,,,12.10151175624287,4,98
2026-27,msoc,Upper Midwest Athletic Conference (UMAC),umac,UW-Superior,"Boldt, Bryce",Bryce,Boldt,,804,"Boldt, Bryce","BOLDT,BRYCE",UW-Superior,UWS,1145-2375,2,2,30,0,30,0,0,2,2,3,1,1,0,0,1.00,1.00,1.50,.500,.500,1,0,0,0,0,1,0,.000,2,0,1,0,1.00,.50,.00,.00,0,,149:00,0,.00,.00,,,,,,,,,,,,,,,,,,11.532862766773393,5,98
2026-27,msoc,Upper Midwest Athletic Conference (UMAC),umac,Northwestern,"Harmes, Levi",Levi,Harmes,,30031,"Harmes, Levi","HARMES,LEVI",Northwestern,UNW,1400-5928,2,2,17,0,17,0,0,2,3,3,1,1,0,0,1.50,1.00,1.50,.500,.500,1,0,0,0,1,1,1,.500,3,0,0,0,1.50,.00,.00,.00,0,,120:00,0,.00,.00,,,,,,,,,,,,,,,,,,11.532862766773393,6,98
2026-27,msoc,Upper Midwest Athletic Conference (UMAC),umac,UW-Superior,"Jones, Jay'ce",Jay'ce,Jones,,804,"Jones, Jay'ce","JONES,JAY'CE",UW-Superior,UWS,1145-2969,2,1,13,0,13,0,0,1,1,3,1,1,0,0,.50,.50,1.50,.500,.500,0,0,0,0,0,0,0,.000,1,1,0,0,.50,.00,.50,.00,0,,38:00,0,.00,.00,,,,,,,,,,,,,,,,,,10.964213777303915,7,97
2026-27,msoc,Upper Midwest Athletic Conference (UMAC),umac,Martin Luther,"Krenke, Joshua",Joshua,Krenke,,8597,"Krenke, Joshua","KRENKE,JOSHUA",Martin Luther,MLC,1398-2053,3,3,33,0,33,0,0,6,6,2,0,1,0,0,2.00,2.00,.67,.333,.000,5,0,0,0,0,0,1,.333,5,0,2,0,1.67,.67,.00,.00,0,,211:00,0,.00,.00,,,,,,,,,,,,,,,,,,8.388387880708828,8,97
2026-27,msoc,Upper Midwest Athletic Conference (UMAC),umac,Northwestern,"Nyagaka, Joe",Joe,Nyagaka,,30031,"Nyagaka, Joe","NYAGAKA,JOE",Northwestern,UNW,1400-5662,2,2,6,0,6,0,0,4,7,2,0,1,0,0,3.50,2.00,1.00,.500,.000,3,0,0,0,0,1,0,.000,1,0,0,0,.50,.00,.00,.00,0,,125:00,0,.00,.00,,,,,,,,,,,,,,,,,,7.251089901769873,9,97
2026-27,msoc,Upper Midwest Athletic Conference (UMAC),umac,Martin Luther,"Gawrisch, Silas",Silas,Gawrisch,,8597,"Gawrisch, Silas","GAWRISCH,SILAS",Martin Luther,MLC,1398-1957,3,3,22,0,22,0,0,2,7,2,0,1,0,0,2.33,.67,.67,.333,.000,1,1,0,0,0,1,0,.000,4,0,0,0,1.33,.00,.00,.00,0,,234:00,0,.00,.00,,,,,,,,,,,,,,,,,,6.113791922830918,10,96
