season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,goal_stats,penalty_stats,misc_stats,shot_stats
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Tad Zappa,Tad,Zappa,,973,Tad Zappa,"ZAPPA,TAD",ZAPPATADBERRY,13,1,,,Berry,BERRY,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,3,1,0,0,0,0,6,0,15,1,60:00,0,0,1.000,,23,46,0,18,8,10,.500,1.38,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Caleb Johnston,Caleb,Johnston,,973,Caleb Johnston,"JOHNSTON,CALEB",JOHNSTONCALEBBERRY,13,12,,,Berry,BERRY,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,165,134,78,0,14,3,671:00,91,299,1.000,,6,15,0,7,2,5,.400,0.54,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Evan Cuffe,Evan,Cuffe,,973,Evan Cuffe,"CUFFE,EVAN",CUFFEEVANBERRY,6,3,,,Berry,BERRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,125:00,20,0,1.000,,0,0,0,0,0,0,.000,0.00,6,185:07,53,45,0,0,4,0,0,0,0,152,17.18,.459,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Joey Cuthbert,Joey,Cuthbert,,973,Joey Cuthbert,"CUTHBERT,JOEY",CUTHBERTJOEYBERRY,13,9,,,Berry,BERRY,0,0,0,0,0,0,2,4,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,17,0,11,4,516:00,58,0,1.000,,49,72,0,29,12,17,.681,2.23,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Mitch Badciong,Mitch,Badciong,,973,Mitch Badciong,"BADCIONG,MITCH",BADCIONGMITCHBERRY,3,3,,,Berry,BERRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,3,168:00,57,0,1.000,,0,0,0,1,1,0,.000,0.33,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Derek Black,Derek,Black,,973,Derek Black,"BLACK,DEREK",BLACKDEREKBERRY,10,2,,,Berry,BERRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,12,0,3,3,110:00,20,0,1.000,,2,2,0,1,1,0,1.000,0.10,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Shane Suralik,Shane,Suralik,,973,Shane Suralik,"SURALIK,SHANE",SURALIKSHANEBERRY,6,3,,,Berry,BERRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,141:00,71,0,1.000,,5,6,0,4,0,4,.833,0.67,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Sean Johnson,Sean,Johnson,,973,Sean Johnson,"JOHNSON,SEAN",JOHNSONSEANBERRY,12,6,,,Berry,BERRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,0,4,9,333:00,14,0,1.000,,3,7,0,1,1,0,.429,0.08,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Ben Rosenbloom,Ben,Rosenbloom,,973,Ben Rosenbloom,"ROSENBLOOM,BEN",ROSENBLOOMBENBERRY,11,8,,,Berry,BERRY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,7,9,453:00,70,0,1.000,,2,3,0,1,0,1,.667,0.09,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,William Lee,William,Lee,,973,William Lee,"LEE,WILLIAM",LEEWILLIAMBERRY,13,0,,,Berry,BERRY,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,2,00:00,0,0,1.000,,25,37,0,18,4,14,.676,1.38,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Brandon Head,Brandon,Head,,973,Brandon Head,"HEAD,BRANDON",HEADBRANDONBERRY,6,1,,,Berry,BERRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,1,60:00,0,0,1.000,,0,1,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Ethan Perlakowski,Ethan,Perlakowski,,973,Ethan Perlakowski,"PERLAKOWSKI,ETHAN",PERLAKOWSKIETHANBERRY,13,1,,,Berry,BERRY,0,0,0,0,0,0,0,7,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,10,0,50:00,20,1,1.000,,42,76,0,23,5,18,.553,1.77,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Michael Beirne,Michael,Beirne,,973,Michael Beirne,"BEIRNE,MICHAEL",BEIRNEMICHAELBERRY,0,0,,,Berry,BERRY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Jackson Kaeter,Jackson,Kaeter,,973,Jackson Kaeter,"KAETER,JACKSON",KAETERJACKSONBERRY,12,3,,,Berry,BERRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,4,9,170:00,20,0,1.000,,1,1,0,1,1,0,1.000,0.08,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Finn McClendon,Finn,McClendon,,973,Finn McClendon,"MCCLENDON,FINN",MCCLENDONFINNBERRY,13,0,,,Berry,BERRY,0,0,0,0,0,0,1,14,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,9,0,27,3,00:00,0,0,1.000,,54,102,0,41,12,29,.529,3.15,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Jacob Briggs,Jacob,Briggs,,973,Jacob Briggs,"BRIGGS,JACOB",BRIGGSJACOBBERRY,8,6,,,Berry,BERRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,375:00,13,0,1.000,,0,2,0,0,0,0,.000,0.00,8,330:00,68,52,0,5,3,0,0,0,0,202,12.36,.433,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Collin Dean,Collin,Dean,,973,Collin Dean,"DEAN,COLLIN",DEANCOLLINBERRY,6,0,,,Berry,BERRY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,00:00,0,0,1.000,,3,5,0,4,3,1,.600,0.67,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Tyler Gabrielse,Tyler,Gabrielse,,973,Tyler Gabrielse,"GABRIELSE,TYLER",GABRIELSETYLERBERRY,13,6,,,Berry,BERRY,0,0,0,0,0,0,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,4,321:00,71,0,1.000,,17,24,0,15,7,8,.708,1.15,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Mason McLarty,Mason,McLarty,,973,Mason McLarty,"MCLARTY,MASON",MCLARTYMASONBERRY,4,1,,,Berry,BERRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,60:00,0,0,1.000,,0,0,0,1,1,0,.000,0.25,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Wesley Wilbur,Wesley,Wilbur,,973,Wesley Wilbur,"WILBUR,WESLEY",WILBURWESLEYBERRY,4,0,,,Berry,BERRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,00:00,0,0,1.000,,1,1,0,0,0,0,1.000,0.00,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Gregory Cheung,Gregory,Cheung,,973,Gregory Cheung,"CHEUNG,GREGORY",CHEUNGGREGORYBERRY,7,0,,,Berry,BERRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,13,6,0,0,0,00:00,0,24,1.000,,0,1,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Owen Morini,Owen,Morini,,973,Owen Morini,"MORINI,OWEN",MORINIOWENBERRY,13,4,,,Berry,BERRY,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,18,2,240:00,0,0,1.000,,27,49,0,19,7,12,.551,1.46,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Boston Juliao,Boston,Juliao,,973,Boston Juliao,"JULIAO,BOSTON",JULIAOBOSTONBERRY,10,0,,,Berry,BERRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,6,0,00:00,0,0,1.000,,4,5,0,1,1,0,.800,0.10,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Blake Noah,Blake,Noah,,973,Blake Noah,"NOAH,BLAKE",NOAHBLAKEBERRY,11,0,,,Berry,BERRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,8,0,0,1,00:00,0,37,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Brandon Young,Brandon,Young,,973,Brandon Young,"YOUNG,BRANDON",YOUNGBRANDONBERRY,2,0,,,Berry,BERRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,00:00,0,0,1.000,,1,3,0,0,0,0,.333,0.00,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Jackson Mackie,Jackson,Mackie,,973,Jackson Mackie,"MACKIE,JACKSON",MACKIEJACKSONBERRY,4,0,,,Berry,BERRY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,00:00,0,0,1.000,,4,4,0,1,0,1,1.000,0.25,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Chris Coleman,Chris,Coleman,,973,Chris Coleman,"COLEMAN,CHRIS",COLEMANCHRISBERRY,7,0,,,Berry,BERRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,00:00,0,0,1.000,,0,0,0,1,1,0,.000,0.14,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Braxton Rich,Braxton,Rich,,973,Braxton Rich,"RICH,BRAXTON",RICHBRAXTONBERRY,10,0,,,Berry,BERRY,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,0,00:00,0,0,1.000,,24,33,0,15,2,13,.727,1.50,,,,,,,,,,,,,,,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Thomas Burgee,Thomas,Burgee,,973,Thomas Burgee,"BURGEE,THOMAS",BURGEETHOMASBERRY,9,4,,,Berry,BERRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,1,231:00,58,0,1.000,,0,0,0,0,0,0,.000,0.00,9,205:36,52,44,0,0,4,0,0,0,0,149,15.18,.458,,,,
2025-26,mlax,Southern Athletic Association (SAA),saa,Berry,Josip Brosovich,Josip,Brosovich,,973,Josip Brosovich,"BROSOVICH,JOSIP",BROSOVICHJOSIPBERRY,11,4,,,Berry,BERRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,18,0,7,10,230:00,20,2,1.000,,0,1,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
