season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,global_rank,rating
2026-27,softball,North Atlantic Conference (NAC),nac,UMaine-Presque Isle,Gracelyn Walsh,Gracelyn,Walsh,,30040,Gracelyn Walsh,0,0ME.-PRES,36,33,,,112,35,62,50,18,2,9,11,0,1,7,0,2,0,0,1,0,1,0,0,2,0,0,0.592,111,126,2,1.000,.554,.991,103,19,1,0,0,9,1,2,0,123,.992,10,.900,,10,4,15,11,"16,27",0.59,16,27,"34,57",0.60,34,57,"30,39",0.77,30,39,"3,5",0.60,3,5,0,0,0,0,"10,13","14,18","45,62",14,0,0,0,"0,1",0,0,1,3,18,0,,UMaine-Presque Isle,ME.-PRES,1414-888,True,95,1,12,7,7,0,9,3,0,0,81.1,62,47,25,67,18,1,3,4.05,343,379,3,0,0,6,5,0,0,19,.277,93,76,0,"3,15","9,30","2,9",0,"5,19",18.870858572038912,1,99
2026-27,softball,North Atlantic Conference (NAC),nac,Husson,Camryn King,Camryn,King,,1133,Camryn King,0,0HUSSON,41,41,,,126,53,54,36,13,5,4,24,0,6,10,4,50,3,2,2,0,0,0,0,0,0,0,0.532,89,160,53,.943,.429,.706,45,1,2,0,0,0,0,1,0,48,.958,0,.000,,5,2,22,39,"13,30",0.43,13,30,"32,54",0.59,32,54,"23,35",0.66,23,35,"5,14",0.36,5,14,0,0,0,0,"36,74","11,17","46,63",44,0,0,0,0,0,0,0,9,11,0,,Husson ,HUSSON,1201-3972,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.986187034179796,2,99
2026-27,softball,North Atlantic Conference (NAC),nac,Husson,Lydia Rice,Lydia,Rice,,1133,Lydia Rice,0,0HUSSON,41,41,,,110,39,46,31,9,4,8,18,0,9,5,1,3,1,0,0,0,0,0,1,1,1,0,0.533,87,137,4,.750,.418,.791,41,54,8,0,0,0,0,2,0,103,.922,0,.000,,5,2,18,37,"14,40",0.35,14,40,"32,78",0.41,32,78,"16,46",0.35,16,46,"8,11",0.73,8,11,0,0,0,0,"19,26","5,16","42,84",35,0,0,0,22,0,0,0,4,26,0,,Husson ,HUSSON,1201-3342,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.449759268671986,3,99
2026-27,softball,North Atlantic Conference (NAC),nac,VTSU Lyndon,Kaitlyn Frydenlund,Kaitlyn,Frydenlund,,30065,Kaitlyn Frydenlund,0,0VSL,1,1,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1,1,0,.000,1.000,1.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,"1,1",1.00,1,1,"1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,0,0,0,0,0,0,0,,VTSU Lyndon,VSL,804-1502,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.129180473478078,4,98
2026-27,softball,North Atlantic Conference (NAC),nac,UMaine-Presque Isle,Zoe Stewart,Zoe,Stewart,,30040,Zoe Stewart,0,0ME.-PRES,36,33,,,115,43,47,29,13,2,8,13,0,7,18,8,4,0,0,1,0,1,0,0,0,0,0,0.493,88,137,4,1.000,.409,.765,129,25,5,2,0,12,0,2,0,159,.969,12,1.000,,5,5,18,20,"4,20",0.20,4,20,"26,59",0.44,26,59,"21,34",0.62,21,34,"0,2",0,0,2,0,0,0,0,"9,18","4,8","38,64",54,0,0,0,0,0,0,0,3,30,0,,UMaine-Presque Isle,ME.-PRES,1414-885,True,14,1,2,0,2,0,1,0,0,0,5.1,24,15,12,4,2,0,1,19.69,31,49,9,6,0,0,0,0,0,1,.452,0,11,0,"4,5","11,25",0,0,"9,14",12.152507299683432,5,98
2026-27,softball,North Atlantic Conference (NAC),nac,Husson,Morgan Tainter,Morgan,Tainter,,1133,Morgan Tainter,0,0HUSSON,40,39,,,129,32,49,48,11,1,3,9,0,0,8,3,7,0,1,5,0,0,0,0,0,1,0,0.406,71,144,7,1.000,.380,.550,253,8,4,4,0,14,4,1,0,265,.985,18,.778,,11,6,22,45,"17,51",0.33,17,51,"29,82",0.35,29,82,"25,60",0.42,25,60,"5,12",0.42,5,12,0,0,0,0,"7,14","25,35","48,89",128,0,0,0,0,0,0,0,12,31,0,,Husson ,HUSSON,1201-3343,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.161204961614683,6,98
2026-27,softball,North Atlantic Conference (NAC),nac,VTSU Johnson,Kristie Zator,Kristie,Zator,,324,Kristie Zator,0,0VERMONT,33,33,,,102,34,46,20,18,5,2,9,0,2,9,1,5,0,0,1,0,0,0,0,0,2,0,0.500,80,114,5,1.000,.451,.784,43,14,6,0,0,0,0,3,0,63,.905,0,.000,,4,8,17,27,"13,33",0.39,13,33,"22,49",0.45,22,49,"14,25",0.56,14,25,"2,7",0.29,2,7,0,0,0,0,"14,22","10,13","31,55",90,0,0,0,0,0,0,0,2,14,0,,VTSU Johnson,VERMONT,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.798833971467227,7,97
2026-27,softball,North Atlantic Conference (NAC),nac,UMaine-Farmington,Jessica Dow,Jessica,Dow,,379,Jessica Dow,0,0ME.-FARM,32,32,,,99,31,36,27,10,4,4,11,0,0,15,4,6,0,0,1,0,0,0,0,0,0,0,0.423,66,111,6,1.000,.364,.667,55,2,1,0,0,0,0,0,0,58,.983,0,.000,,8,7,17,25,"15,37",0.41,15,37,"25,63",0.40,25,63,"12,31",0.39,12,31,"5,10",0.50,5,10,0,0,0,0,"14,25","4,7","35,67",44,0,0,0,0,0,0,0,2,19,0,,UMaine-Farmington,ME.-FARM,1207-2156,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.607998720600238,8,97
2026-27,softball,North Atlantic Conference (NAC),nac,Husson,Sophia Lynch,Sophia,Lynch,,1133,Sophia Lynch,0,0HUSSON,32,31,,,83,22,32,18,7,0,4,15,0,0,8,2,9,3,7,0,0,0,0,0,0,0,0,0.480,51,105,12,.750,.386,.614,87,20,1,0,0,3,1,1,0,108,.991,4,.750,,5,2,20,26,"7,23",0.30,7,23,"17,39",0.44,17,39,"16,33",0.48,16,33,"6,13",0.46,6,13,0,0,0,0,"7,14","5,10","32,48",78,0,0,0,"0,1",0,0,1,12,13,0,,Husson ,HUSSON,1201-4525,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.046524927337027,9,97
2026-27,softball,North Atlantic Conference (NAC),nac,Thomas,Emma Lindahl,Emma,Lindahl,,2758,Emma Lindahl,0,0THOMAS,6,0,,,6,1,4,2,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.714,5,7,0,.000,.667,.833,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,"2,2",1.00,2,2,"3,4",0.75,3,4,"1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,0,"1,1","1,1","3,4",0,0,0,0,34,0,0,0,0,0,0,,Thomas,THOMAS,1210-3370,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4227291245624505,10,96
