season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source
2025-26,mgolf,Men,Old Dominion Athletic Conference,odac,Washington and Lee,Washington and Lee University,Jonathan McEwen,,Third Year,19519,1,ACTIVE,70.36,-1.64,28,68.3360279840805,9,6,3,101.565549609327,-6.35383281578337,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,University Athletic Association,uaa,Emory,Emory University,Kevin Mu,,Third Year,23096,2,ACTIVE,71.29,-0.71,31,69.5693080150689,10,4,3,79.3626863429658,-6.51599030352224,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Athletic Association,saa,Oglethorpe,Oglethorpe University,Jackson Hiller,,Third Year,27184,3,ACTIVE,71.16,-0.84,31,70.0783427403036,10,4,3,71.8710833848878,-6.80274899404418,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,USA South Athletic Conference,usa_south_athletic_confe,Methodist,Methodist University,Haden Ruby,,Fifth Year,28046,4,ACTIVE,72.06,0.06,32,70.0449607056191,11,3,1,69.072855061857,-6.57854725573156,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern California Inter. Athletic Conference,sciac,Clarem-Mudd-Scripps,Claremont-Mudd-Scripps Colleges,Samson Li,,First Year,5282,5,ACTIVE,70.5,-1.5,24,69.8494838726354,10,4,2,69.0189164401014,-7.5057465001582,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,University Athletic Association,uaa,Carnegie Mellon,Carnegie Mellon University,Joshua Wang,,First Year,6993,6,ACTIVE,71.35,-0.65,31,69.8445242171289,10,3,2,68.9922231567945,-6.39830712489232,Region V - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Collegiate Conference of the South,collegiate_conference_of_the_south,Huntingdon,Huntingdon College,Jack Burr,,Third Year,19445,7,ACTIVE,72.22,0.22,32,70.1206283570332,11,3,1,67.9474812342418,-6.75994235296572,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Old Dominion Athletic Conference,odac,Washington and Lee,Washington and Lee University,Tim Kaufman,,Second Year,30906,8,ACTIVE,72.07,0.07,28,70.0503136983662,9,2,1,67.2500375305943,-6.35383281578337,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,College Conference of Illinois & Wisconsin,college_conference_of_illinois_wisconsin,Illinois Wesleyan,Illinois Wesleyan University,Pablo Castro,,Second Year,4307,9,ACTIVE,71.65,-0.35,31,70.287482400122,11,5,2,65.413034493607,-8.2182124122123,Region V - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,American Southwest Conference,asc,Mary Hardin-Baylor,University of Mary Hardin-Baylor,Cole MacMillan,,Second Year,30936,10,ACTIVE,71.8,-0.2,30,70.7172847543568,10,5,2,62.9364236854167,-7.90162967136261,Region VII - (M) DIII,clippd_scoreboard
