conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Marcoux, Raphael",,0,2,26,2,0,,0,0,0,0,0,0,1,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,17,13,4,23,0,33,10,9,1,0.03,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Holland, Will",,0,3,26,23,0,,0,0,0,0,0,0,1,0,0,9,18:00,0,0,0,0,0,0,9,0,0,0,NaN,0,35,6,29,24,0,80,16,14,2,0.03,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Dion, Nolan",,0,6,26,1,0,,0,0,0,0,0,0,1,1,0,7,14:00,0,0,0,0,0,0,7,0,0,0,NaN,0,19,19,0,24,0,42,7,6,1,0.02,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Kramer, Joseph",,0,7,13,2,0,,0,0,0,1,0,0,1,0,0,3,06:00,0,0,0,0,0,0,3,2,0,2,1.000,200,5,3,2,6,0,24,5,3,2,0.08,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Woudenberg, Nolan",,0,8,26,1,0,,0,0,0,0,0,1,1,0,0,8,16:00,0,0,0,0,0,0,8,0,0,0,NaN,0,15,10,5,14,0,34,7,5,2,0.06,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Beals, CJ",,0,9,22,1,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,NaN,0,12,8,4,11,0,29,5,5,0,0.00,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Andriole, Charlie",,0,10,26,23,0,,0,0,0,1,0,0,3,1,0,8,16:00,0,0,0,0,0,0,8,0,1,1,.000,0,36,4,32,25,0,79,18,10,8,0.10,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Cavanagh, Danny",,0,11,26,1,0,,0,0,0,0,0,1,1,0,0,1,02:00,0,0,0,0,0,0,1,192,176,368,.522,0.92,17,7,10,8,0,51,13,10,3,0.06,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Umlah, Cam",,0,12,1,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,0,1,-1,1,0,0,0,0,0,0.00,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Pehrkon, Reid",,0,14,20,0,0,,0,1,0,0,0,0,0,1,0,3,06:00,0,0,0,0,0,0,3,24,23,47,.511,0.96,11,10,1,6,0,32,5,2,3,0.09,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Schmitt, Egan",,0,15,26,23,0,,0,0,0,1,0,0,2,2,0,5,10:00,0,0,0,0,0,0,5,247,224,471,.524,0.91,31,11,19,7,0,65,24,16,8,0.12,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Brown, Evan",,0,16,26,23,0,,0,0,1,0,0,0,1,2,0,4,08:00,0,0,0,0,0,0,4,2,4,6,.333,2.00,33,10,23,3,0,39,32,23,9,0.23,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Fallon, Jimmy",,0,17,26,23,0,,0,0,0,3,1,0,4,4,3,0,00:00,0,0,0,0,0,0,0,2,1,3,.667,0.50,32,10,22,1,0,96,34,15,19,0.20,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Sibold, Sam",,0,18,21,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,13,12,25,.520,0.92,8,8,0,10,0,33,5,4,1,0.03,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Driscoll, Ian",,0,19,26,2,0,,1,1,0,2,1,0,2,1,0,8,16:00,0,0,0,0,0,0,8,191,179,370,.516,0.94,18,7,11,6,0,71,18,9,9,0.13,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Joslin, Cam",,0,20,26,0,0,,1,0,0,1,0,0,0,1,0,6,12:00,0,0,0,0,0,0,6,122,133,255,.478,1.09,19,13,6,15,0,34,11,8,3,0.09,0,0,,,,,,,,,,,,,,,,,
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Murphy, Ryan",,0,21,26,2,0,,0,0,0,1,1,0,1,1,0,3,06:00,0,0,0,0,0,0,3,20,17,37,.541,0.85,14,9,5,5,0,49,18,13,5,0.10,0,0,,,,,,,,,,,,,,,,,
