season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats
2026-27,msoc,Landmark Conference,landmark_conference,Catholic,"Grice, Trevor",Trevor,Grice,,124,"Grice, Trevor","GRICE,TREVOR",Catholic,CUA,1049-3145,2,1,0,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,108:00,0,.00,.00,9,0,0,1,1,1.000,0.00,6,0,108:14,1,2,.00,1.000,.500,3.00,
2026-27,msoc,Landmark Conference,landmark_conference,Catholic,"Allegro, Owen",Owen,Allegro,,124,"Allegro, Owen","ALLEGRO,OWEN",Catholic,CUA,1049-2948,1,1,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,72:00,0,.00,.00,6,0,0,1,0,1.000,0.00,2,0,71:46,1,1,.00,1.000,.000,2.00,
2026-27,msoc,Landmark Conference,landmark_conference,Catholic,"Szott, Marco",Marco,Szott,,124,"Szott, Marco","SZOTT,MARCO",Catholic,CUA,1049-3794,0,0,40,0,40,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,Landmark Conference,landmark_conference,Catholic,"McLean, Henry",Henry,McLean,,124,"McLean, Henry","MCLEAN,HENRY",Catholic,CUA,1049-3436,0,0,2,0,2,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,Landmark Conference,landmark_conference,Catholic,"Leary, Graham",Graham,Leary,,124,"Leary, Graham","LEARY,GRAHAM",Catholic,CUA,1049-3146,2,2,3,0,3,0,0,0,2,0,0,0,0,0,1.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,128:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,Landmark Conference,landmark_conference,Catholic,"Andrews, Ellington",Ellington,Andrews,,124,"Andrews, Ellington","ANDREWS,ELLINGTON",Catholic,CUA,1049-3441,2,2,4,0,4,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,99:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,Landmark Conference,landmark_conference,Catholic,"Cappuccio, Jack",Jack,Cappuccio,,124,"Cappuccio, Jack","CAPPUCCIO,JACK",Catholic,CUA,1049-3437,2,0,5,0,5,0,0,0,1,0,0,0,0,0,.50,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,81:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,Landmark Conference,landmark_conference,Catholic,"Dumas, Alexander",Alexander,Dumas,,124,"Dumas, Alexander","DUMAS,ALEXANDER",Catholic,CUA,1049-3790,0,0,6,0,6,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,Landmark Conference,landmark_conference,Catholic,"Kuegler, Ryan",Ryan,Kuegler,,124,"Kuegler, Ryan","KUEGLER,RYAN",Catholic,CUA,1049-2938,2,0,7,0,7,0,0,1,4,1,1,0,0,0,2.00,.50,.50,.000,.500,1,0,0,0,0,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,75:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,Landmark Conference,landmark_conference,Catholic,"Lopez, Andres",Andres,Lopez,,124,"Lopez, Andres","LOPEZ,ANDRES",Catholic,CUA,1049-3439,2,0,8,0,8,0,0,0,1,0,0,0,0,0,.50,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,68:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,Landmark Conference,landmark_conference,Catholic,"Oladokun, Hamin",Hamin,Oladokun,,124,"Oladokun, Hamin","OLADOKUN,HAMIN",Catholic,CUA,1049-3442,2,0,9,0,9,0,0,2,2,2,0,1,0,0,1.00,1.00,1.00,.500,.000,1,0,0,0,0,0,0,.000,5,0,0,0,2.50,.00,.00,.00,0,,110:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,Landmark Conference,landmark_conference,Catholic,"Michalak, Seth",Seth,Michalak,,124,"Michalak, Seth","MICHALAK,SETH",Catholic,CUA,1049-2940,2,2,10,0,10,0,0,2,4,2,0,1,0,0,2.00,1.00,1.00,.500,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,70:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,msoc,Landmark Conference,landmark_conference,Catholic,"Tewodros, Azaria",Azaria,Tewodros,,124,"Tewodros, Azaria","TEWODROS,AZARIA",Catholic,CUA,1049-3009,2,1,11,0,11,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,60:00,0,.00,.00,,,,,,,,,,,,,,,,,
