season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,stats_stats_field_goals_made,stats_stats_field_goals_attempted,stats_stats_three_points_made,stats_stats_three_points_attempted,stats_stats_free_throws_attempted,stats_stats_free_throws_made,stats_stats_points_scored,stats_stats_blocked_shots,stats_stats_steals,stats_stats_assists,stats_stats_minutes_played,stats_stats_offensive_rebounds,stats_stats_defensive_rebounds,stats_stats_total_rebounds,stats_stats_personal_fouls,stats_stats_technical_fouls,stats_stats_turnovers,stats_stats_disqualifications,stats_stats_deadballs,stats_stats_games_played,stats_stats_field_goals_pct,stats_stats_three_points_pct,stats_stats_free_throws_pct,stats_stats_points_per_game,stats_stats_rebounds_per_game,stats_stats_assists_per_game,stats_stats_steals_per_game,stats_stats_blocked_shots_per_game,code
2025-26,wbball,Northwest Conference (NWC),nwc,Linfield,"Roberts,Logan",Logan,Roberts,G,1179,"Roberts,Logan","ROBERTS,LOGAN",Linfield,Linf,1262-11041,9,0,01,0,9,20,1,6,6,3,22,0,4,1,39,2,5,7,6,0,3,0,0,9,0.45,0.17,0.50,2.44,0.78,0.11,0.44,0.00,01
2025-26,wbball,Northwest Conference (NWC),nwc,Linfield,"Roberts,Jordan",Jordan,Roberts,G,1179,"Roberts,Jordan","ROBERTS,JORDAN",Linfield,Linf,1262-11042,26,0,02,0,30,70,7,22,24,13,80,3,10,12,214,7,20,27,27,0,22,0,0,26,0.43,0.32,0.54,3.08,1.04,0.46,0.38,0.12,02
2025-26,wbball,Northwest Conference (NWC),nwc,Linfield,"Vermeulen,Miki",Miki,Vermeulen,G,1179,"Vermeulen,Miki","VERMEULEN,MIKI",Linfield,Linf,1262-11043,25,25,03,0,69,171,19,66,49,35,192,17,24,41,758,42,113,155,42,0,32,0,0,25,0.40,0.29,0.71,7.68,6.20,1.64,0.96,0.68,03
2025-26,wbball,Northwest Conference (NWC),nwc,Linfield,"Burke,Eve",Eve,Burke,G,1179,"Burke,Eve","BURKE,EVE",Linfield,Linf,1262-11044,26,26,04,0,101,226,33,91,85,65,300,9,30,25,671,43,93,136,47,0,39,0,0,26,0.45,0.36,0.76,11.54,5.23,0.96,1.15,0.35,04
2025-26,wbball,Northwest Conference (NWC),nwc,Linfield,"Thompson,Mia",Mia,Thompson,F,1179,"Thompson,Mia","THOMPSON,MIA",Linfield,Linf,1262-11688,4,0,06,0,0,5,0,4,0,0,0,0,1,0,16,0,4,4,0,0,1,0,0,4,0.00,0.00,0.00,0.00,1.00,0.00,0.25,0.00,06
2025-26,wbball,Northwest Conference (NWC),nwc,Linfield,"Ishibashi-To,Willow",Willow,Ishibashi-To,G,1179,"Ishibashi-To,Willow","ISHIBASHI-TO,WILLOW",Linfield,Linf,1262-11690,7,0,08,0,1,7,0,1,2,2,4,0,1,1,36,1,5,6,3,0,2,0,0,7,0.14,0.00,1.00,0.57,0.86,0.14,0.14,0.00,08
2025-26,wbball,Northwest Conference (NWC),nwc,Linfield,"Cheney,Dylan",Dylan,Cheney,G,1179,"Cheney,Dylan","CHENEY,DYLAN",Linfield,Linf,1262-11691,5,0,09,0,2,5,1,4,0,0,5,0,2,0,22,0,3,3,1,0,3,0,0,5,0.40,0.25,0.00,1.00,0.60,0.00,0.40,0.00,09
2025-26,wbball,Northwest Conference (NWC),nwc,Linfield,"Solt,Amelia",Amelia,Solt,G,1179,"Solt,Amelia","SOLT,AMELIA",Linfield,Linf,1262-11227,26,26,10,0,78,219,46,136,44,36,238,2,46,46,646,11,42,53,28,0,44,0,0,26,0.36,0.34,0.82,9.15,2.04,1.77,1.77,0.08,10
2025-26,wbball,Northwest Conference (NWC),nwc,Linfield,"Rosetti,Natalie",Natalie,Rosetti,G,1179,"Rosetti,Natalie","ROSETTI,NATALIE",Linfield,Linf,1262-11447,26,1,11,0,8,32,0,4,10,9,25,4,5,6,214,15,26,41,12,0,17,0,0,26,0.25,0.00,0.90,0.96,1.58,0.23,0.19,0.15,11
2025-26,wbball,Northwest Conference (NWC),nwc,Linfield,"Ray,Jayden",Jayden,Ray,G,1179,"Ray,Jayden","RAY,JAYDEN",Linfield,Linf,1262-11448,26,0,12,0,32,80,1,10,21,13,78,4,17,25,323,20,16,36,34,0,25,0,0,26,0.40,0.10,0.62,3.00,1.38,0.96,0.65,0.15,12
