season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,LeTourneau,LeTourneau University,Owen Prewitt,,Third Year,33707,50,ACTIVE,73.09,1.09,29,72.1628721794745,10,2,1,42.2261755867772,-8.72827242181241,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,LeTourneau,LeTourneau University,Clayton Cates,,Fourth Year,20525,68,ACTIVE,73.49,1.49,26,72.5912875999235,9,2,1,39.8736562970343,-9.38619796004727,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,LeTourneau,LeTourneau University,Kaiden Schneider,,,24452,94,ACTIVE,73.46,1.46,32,72.5743973030466,11,2,1,36.7262027833684,-8.8653998600783,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,LeTourneau,LeTourneau University,Noah Summers,,,26139,112,ACTIVE,74.24,2.24,25,73.232052298528,9,3,1,34.8706778906885,-9.27437259469541,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,LeTourneau,LeTourneau University,Rafael Torres,,Second Year,3916,115,ACTIVE,73.96,1.96,25,72.8720737078738,9,2,1,34.546868510782,-8.5755533112712,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Hendrix,Hendrix College,Oliver Naumann,,,14651,118,ACTIVE,73.28,1.28,24,73.2067448612022,11,3,3,34.404460893973,-11.1103136544683,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Texas Lutheran,Texas Lutheran University,Cooper Hollomon,,Third Year,33520,130,ACTIVE,73.26,1.26,22,73.309662968473,9,5,1,33.1932306492824,-10.2427139272551,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Dallas,University of Dallas,Iain Griggs,,,10258,132,ACTIVE,74.1,2.1,20,73.087610776557,8,4,0,33.011315526966,-9.56245749135802,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,St. Thomas (TX),University of St. Thomas - Texas,Jesus Del Aguila,,,38452,197,ACTIVE,74.34,2.34,24,74.113016556486,9,1,1,27.9325597257259,-9.58670070995636,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Texas Lutheran,Texas Lutheran University,Van Miller,,,13749,224,ACTIVE,74.1,2.1,20,74.1030432077811,8,1,0,26.2959741639478,-9.99994371451272,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Concordia (TX),Concordia University Texas,Parker Smith,,,29890,256,ACTIVE,75.43,3.43,25,74.3116213622329,11,1,0,24.6520477584056,-10.0287346880749,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,St. Thomas (TX),University of St. Thomas - Texas,Antonio Ramirez,,,23464,260,ACTIVE,74.47,2.47,24,74.238016556486,9,1,1,24.5809567725836,-9.58670070995636,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Centenary,Centenary College,Aubrey Snell,,Fourth Year,13459,261,ACTIVE,73.74,1.74,16,73.5536962914808,7,1,0,24.506234410183,-10.7653237102537,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,St. Thomas (TX),University of St. Thomas - Texas,William Alberty,,,5699,262,ACTIVE,74.77,2.77,24,74.5296832231527,9,0,0,24.4336516489107,-9.58670070995636,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Concordia (TX),Concordia University Texas,Kaden English,,,38011,279,ACTIVE,75.65,3.65,26,74.5820265312272,11,2,0,23.6430862245536,-10.0725060999405,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Texas Lutheran,Texas Lutheran University,Brandon Munson,,Third Year,33514,321,ACTIVE,74.76,2.76,19,74.9733714402069,8,2,2,22.2336252944037,-10.357775373902,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,LeTourneau,LeTourneau University,Dylan Bradley,,Fourth Year,20043,330,ACTIVE,75.21,3.21,14,74.2842072396438,5,0,0,21.9218884688085,-9.4442026565929,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,LeTourneau,LeTourneau University,Corbin King,,Fourth Year,25269,338,ACTIVE,75.22,3.22,18,74.9479467519503,6,1,0,21.5440493030113,-9.58287012359749,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Hendrix,Hendrix College,William Baker,,,24716,368,ACTIVE,75.32,3.32,24,75.2067448612022,11,3,1,20.632161808961,-11.1103136544683,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Dallas,University of Dallas,Mike Zhang,,,19655,406,ACTIVE,76.06,4.06,17,74.8655787224597,7,0,0,19.7426912757767,-9.5100628972626,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Dallas,University of Dallas,Zachary Vickers,,,9747,412,ACTIVE,76.46,4.46,18,75.5693267156768,7,0,0,19.404014238837,-9.46779842647978,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,LeTourneau,LeTourneau University,Brody Holmlund,,Second Year,3912,458,ACTIVE,75.95,3.95,21,75.2707465701601,7,0,0,17.9362387005152,-9.40002065343194,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,St. Thomas (TX),University of St. Thomas - Texas,Landon Chau,,,38044,519,ACTIVE,76.15,4.15,21,75.6724902558983,8,0,0,16.6124266429831,-9.69168340772738,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Hendrix,Hendrix College,Tyler Morton,,Second Year,5915,540,ACTIVE,76.47,4.47,24,76.3317448612022,11,0,0,15.7360323464513,-11.1103136544683,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,LeTourneau,LeTourneau University,Daniel Arcocha,,Third Year,33709,576,ACTIVE,76.5,4.5,14,75.7933051242194,5,0,0,15.1506687543025,-10.4223576370942,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Concordia (TX),Concordia University Texas,Arthur So,,,16077,600,ACTIVE,78.13,6.13,23,76.7702981420315,10,0,0,14.5222567612146,-10.2610908847294,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,LeTourneau,LeTourneau University,Luke Nelson,,Second Year,3908,714,ACTIVE,77.07,5.07,15,76.7723903696198,5,0,0,12.4077906770377,-10.060219000767,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Concordia (TX),Concordia University Texas,Jacob Limon,,,79628,776,ACTIVE,77.93,5.93,14,77.2884338304283,6,0,0,11.3793792813622,-10.090179573819,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Concordia (TX),Concordia University Texas,Shon Dellinger,,Second Year,7817,784,ACTIVE,78.0,6.0,23,76.8186056839894,10,0,0,11.2125408343819,-10.0196717869604,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Hendrix,Hendrix College,Michael Young,,,10150,792,ACTIVE,78.17,6.17,24,77.9984115278689,11,0,0,11.1436231677241,-11.1103136544683,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Dallas,University of Dallas,Ethan Hoang,,,9750,819,ACTIVE,79.48,7.48,12,78.4272783289077,5,0,0,10.5934578420809,-9.75695359025085,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Texas Lutheran,Texas Lutheran University,Shea Eason,,Third Year,33522,820,ACTIVE,77.53,5.53,22,77.4914811502912,9,0,0,10.590289187826,-10.2427139272551,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,St. Thomas (TX),University of St. Thomas - Texas,Lawson Fiscus,,,23041,874,ACTIVE,78.0,6.0,21,77.852183079036,8,0,0,9.52220323526427,-9.44560295934512,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Texas Lutheran,Texas Lutheran University,Jeffrey Janik,,Third Year,33517,908,ACTIVE,78.29,6.29,14,78.2323893123797,6,0,0,9.06630784823584,-11.0122112076713,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Texas Lutheran,Texas Lutheran University,Tyler Givilancz,,Fourth Year,26994,939,ACTIVE,78.92,6.92,12,78.6592151172874,5,0,0,8.64609656157596,-10.5849947135074,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Texas Lutheran,Texas Lutheran University,Octavio Cantu,,Second Year,6308,956,ACTIVE,78.51,6.51,20,78.3060074209056,8,0,0,8.42687771557449,-10.150244664982,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Centenary,Centenary College,William Bishop,,Second Year,7059,1036,ACTIVE,79.77,7.77,18,79.3772584429027,7,0,0,7.44482975667225,-10.7707508556919,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Dallas,University of Dallas,Matthew Duphorn,,,9749,1054,ACTIVE,80.29,8.29,18,79.291548937899,7,0,0,7.27093553384787,-9.46779842647978,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Centenary,Centenary College,Jeff Borchert,,,24819,1077,ACTIVE,80.06,8.06,18,79.6550362206804,7,0,0,6.86371461773162,-10.7707508556919,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Hendrix,Hendrix College,Cole Jones,,,19940,1107,ACTIVE,79.87,7.87,24,79.6650781945356,11,0,0,6.42199737053036,-11.1103136544683,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,St. Thomas (TX),University of St. Thomas - Texas,Drake Durrett,,,38043,1161,ACTIVE,80.75,8.75,12,80.2116395795762,5,0,0,5.71826689104853,-10.1597015658834,Region VII - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Southern Collegiate Athletic Conference,southern_collegiate_athletic_conference,Centenary,Centenary College,Mason Wiener,,,7061,1312,ACTIVE,82.0,10.0,18,81.5439251095693,7,0,0,3.78459998798027,-10.7707508556919,Region VII - (M) DIII,clippd_scoreboard
