season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,hitting_stats,fielding_stats,hitting_summary_stats,global_rank,rating,composite_score,ranking_segment,pitching_stats_k_per_9,pitching_stats_whip
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,Davis Wagner,Davis,Wagner,,2694,Davis Wagner,0,0FRANKLIN,17,13,,,55.0,13.0,18.0,17.0,3.0,0.0,3.0,4.0,0.0,1.0,10.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.377,30.0,62.0,2.0,1.0,0.327,0.545,16.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,17.0,1.0,3.0,0.333,11.0,1.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,15.0,11.0,11.0,8.0,10.0,1.0,0.0,3.0,6.6,51.0,63.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,0.216,3.0,0.0,14.0,12.0,"7,22",0.32,7.0,22.0,"10,32",0.31,10.0,32.0,"9,23",0.39,9.0,23.0,"0,7",0.0,0.0,7.0,0,0.0,0.0,0.0,"5,11","5,6","19,36",2,0.0,0.0,0.0,2,0.0,0.0,0.0,6.0,15.0,0.0,16.0,15.0,0.0,"0,2","0,3","0,1",0,"0,1",Franklin,FRANKLIN,1034-2917,False,,,,,,24,90,94.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Mount St. Joseph,Austin Buckle,Austin,Buckle,,8567,Austin Buckle,0,0MT. ST.,16,16,,,64.0,15.0,20.0,17.0,1.0,4.0,0.0,7.0,0.0,2.0,11.0,2.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.387,29.0,75.0,9.0,0.889,0.313,0.453,24.0,34.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,61.0,0.951,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,21.0,14.0,"5,17",0.29,5.0,17.0,"10,29",0.34,10.0,29.0,"8,24",0.33,8.0,24.0,"2,4",0.5,2.0,4.0,0,0.0,0.0,0.0,"13,30","8,11","18,32",44,0.0,0.0,0.0,0,0.0,0.0,0.0,8.0,8.0,0.0,,,,,,,,,Mount St. Joseph,MT. ST.,1037-2957,False,,,,,,25,90,93.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Anderson,Trey Dorton,Trey,Dorton,,939,Trey Dorton,0,0ANDERSON,21,21,,,77.0,23.0,26.0,15.0,2.0,2.0,2.0,9.0,0.0,4.0,7.0,4.0,8.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.419,38.0,94.0,9.0,0.889,0.338,0.494,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,19.0,27.0,"7,21",0.33,7.0,21.0,"13,42",0.31,13.0,42.0,"9,22",0.41,9.0,22.0,"3,8",0.38,3.0,8.0,"0,3",0.0,0.0,3.0,"9,17","7,10","24,50",1,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,9.0,17.0,0.0,,,,,,,,,Anderson,ANDERSON,0,False,,,,,,26,89,92.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Connor O'connell,Connor,O'connell,,585,Connor O'connell,0,0ROSE-HUL,16,16,,,58.0,13.0,18.0,14.0,6.0,1.0,0.0,10.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.4,26.0,75.0,1.0,1.0,0.31,0.448,30.0,25.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,60.0,0.917,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,14.0,24.0,"5,18",0.28,5.0,18.0,"13,33",0.39,13.0,33.0,"9,22",0.41,9.0,22.0,"2,5",0.4,2.0,5.0,0,0.0,0.0,0.0,"4,13","8,11","24,42",35,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,15.0,0.0,,,,,,,,,Rose-Hulman,ROSE-HUL,1038-4712,False,,,,,,27,89,91.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,Josh Girvan,Josh,Girvan,,2694,Josh Girvan,0,0FRANKLIN,12,12,,,52.0,14.0,17.0,14.0,6.0,0.0,0.0,5.0,0.0,1.0,8.0,1.0,9.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.39,23.0,60.0,12.0,0.75,0.327,0.442,16.0,21.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,41.0,0.902,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,20.0,7.0,"3,9",0.33,3.0,9.0,"11,27",0.41,11.0,27.0,"9,19",0.47,9.0,19.0,"3,10",0.3,3.0,10.0,0,0.0,0.0,0.0,"8,18","6,8","19,32",100,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,8.0,0.0,,,,,,,,,Franklin,FRANKLIN,1034-2706,False,,,,,,28,89,90.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Bluffton,Drew Snipes,Drew,Snipes,,987,Drew Snipes,0,0BLU,17,17,,,61.0,13.0,19.0,13.0,3.0,1.0,1.0,12.0,1.0,6.0,10.0,2.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457,27.0,82.0,5.0,1.0,0.311,0.443,23.0,18.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,43.0,0.953,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,17.0,17.0,"6,17",0.35,6.0,17.0,"9,30",0.3,9.0,30.0,"6,20",0.3,6.0,20.0,"2,11",0.18,2.0,11.0,0,0.0,0.0,0.0,"5,14","6,9","23,41","0,1",0.0,0.0,1.0,0,0.0,0.0,0.0,6.0,10.0,0.0,,,,,,,,,Bluffton,BLU,0,False,,,,,,29,88,89.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,Kadin Bush,Kadin,Bush,,1115,Kadin Bush,0,0HAN,9,8,,,29.0,6.0,9.0,11.0,2.0,0.0,1.0,3.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.375,14.0,32.0,1.0,0.0,0.31,0.483,49.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,50.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,8.0,4.0,"3,10",0.3,3.0,10.0,"6,18",0.33,6.0,18.0,"5,15",0.33,5.0,15.0,"1,3",0.33,1.0,3.0,0,0.0,0.0,0.0,"3,5","4,5","10,19",55,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,8.0,0.0,,,,,,,,,Hanover,HAN,1035-2791,False,,,,,,30,88,88.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Bluffton,Tyler Forest,Tyler,Forest,,987,Tyler Forest,0,0BLU,17,17,,,69.0,17.0,24.0,11.0,5.0,1.0,0.0,9.0,0.0,4.0,9.0,2.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451,31.0,84.0,6.0,0.833,0.348,0.449,42.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,12.0,25.0,"7,20",0.35,7.0,20.0,"14,37",0.38,14.0,37.0,"10,22",0.45,10.0,22.0,"5,11",0.45,5.0,11.0,0,0.0,0.0,0.0,"10,27","4,6","21,42",23,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,17.0,0.0,,,,,,,,,Bluffton,BLU,0,False,,,,,,31,87,87.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Mount St. Joseph,Ethan Mason,Ethan,Mason,,8567,Ethan Mason,0,0MT. ST.,16,16,,,59.0,10.0,19.0,10.0,5.0,2.0,0.0,7.0,0.0,4.0,9.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.423,28.0,73.0,1.0,1.0,0.322,0.475,21.0,33.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,61.0,0.885,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,13.0,20.0,"6,21",0.29,6.0,21.0,"12,37",0.32,12.0,37.0,"7,20",0.35,7.0,20.0,"2,5",0.4,2.0,5.0,0,0.0,0.0,0.0,"3,8","4,9","19,41",159,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,12.0,0.0,,,,,,,,,Mount St. Joseph,MT. ST.,1037-2409,False,,,,,,32,87,86.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,Fox Spears,Fox,Spears,,1115,Fox Spears,0,0HAN,16,16,,,57.0,7.0,18.0,10.0,4.0,1.0,0.0,11.0,0.0,1.0,8.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.429,24.0,70.0,2.0,1.0,0.316,0.421,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.92,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,15.0,15.0,"8,16",0.5,8.0,16.0,"9,27",0.33,9.0,27.0,"6,17",0.35,6.0,17.0,"4,12",0.33,4.0,12.0,0,0.0,0.0,0.0,"7,21","5,8","15,32",23,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,11.0,0.0,,,,,,,,,Hanover,HAN,1035-2812,False,,,,,,33,86,85.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Nick Pietromonaco,Nick,Pietromonaco,,28749,Nick Pietromonaco,0,0TRANSYLV,16,16,,,62.0,19.0,19.0,10.0,2.0,1.0,0.0,7.0,0.0,5.0,11.0,4.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.413,23.0,75.0,11.0,0.909,0.306,0.371,44.0,2.0,0.0,0.0,0.0,18.0,1.0,1.0,0.0,46.0,1.0,19.0,0.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,17.0,15.0,"3,10",0.3,3.0,10.0,"6,22",0.27,6.0,22.0,"5,15",0.33,5.0,15.0,"2,3",0.67,2.0,3.0,0,0.0,0.0,0.0,"14,32","6,10","14,26",22,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,4.0,0.0,,,,,,,,,Transylvania,TRANSYLV,1039-3199,False,,,,,,34,86,84.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Bluffton,Wes Toth,Wes,Toth,,987,Wes Toth,0,0BLU,8,5,,,21.0,7.0,7.0,8.0,2.0,0.0,2.0,3.0,0.0,2.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462,15.0,26.0,1.0,0.0,0.333,0.714,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,5.0,"2,6",0.33,2.0,6.0,"4,9",0.44,4.0,9.0,"2,5",0.4,2.0,5.0,"3,6",0.5,3.0,6.0,0,0.0,0.0,0.0,"3,7","1,4","8,11","1,1",1.0,1.0,1.0,"1,1",1.0,1.0,1.0,2.0,1.0,0.0,,,,,,,,,Bluffton,BLU,0,False,,,,,,35,86,83.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Anderson,Zac Stawski,Zac,Stawski,,939,Zac Stawski,0,0ANDERSON,8,7,,,29.0,8.0,9.0,7.0,0.0,0.0,2.0,5.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.444,15.0,36.0,0.0,0.0,0.31,0.517,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.889,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,4.0,"3,8",0.38,3.0,8.0,"5,16",0.31,5.0,16.0,"3,12",0.25,3.0,12.0,"2,3",0.67,2.0,3.0,"0,4",0.0,0.0,4.0,"2,7","1,2","9,19","0,0",0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,7.0,0.0,,,,,,,,,Anderson,ANDERSON,0,False,,,,,,36,85,82.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Earlham,Ian Bullis,Ian,Bullis,,195,Ian Bullis,0,0EARLHAM,12,11,,,33.0,2.0,10.0,7.0,2.0,1.0,1.0,2.0,0.0,1.0,9.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,17.0,39.0,1.0,1.0,0.303,0.515,10.0,17.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,30.0,0.9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,6.0,12.0,"5,16",0.31,5.0,16.0,"8,21",0.38,8.0,21.0,"3,11",0.27,3.0,11.0,"0,4",0.0,0.0,4.0,0,0.0,0.0,0.0,"2,3","3,4","10,23",0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,10.0,0.0,,,,,,,,,Earlham,EARLHAM,1215-1650,False,,,,,,37,85,81.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,Ben Brittingham,Ben,Brittingham,,1115,Ben Brittingham,0,0HAN,16,16,,,56.0,9.0,19.0,7.0,4.0,1.0,0.0,9.0,0.0,1.0,10.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.439,25.0,66.0,1.0,0.0,0.339,0.446,102.0,11.0,1.0,6.0,0.0,26.0,4.0,0.0,0.0,114.0,0.991,30.0,0.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,17.0,10.0,"4,12",0.33,4.0,12.0,"12,33",0.36,12.0,33.0,"6,17",0.35,6.0,17.0,"3,10",0.3,3.0,10.0,0,0.0,0.0,0.0,"3,12","1,4","20,36",12,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,12.0,0.0,,,,,,,,,Hanover,HAN,1035-2604,False,,,,,,38,84,80.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,Michael Kirk,Michael,Kirk,,1115,Michael Kirk,0,0HAN,14,14,,,49.0,8.0,15.0,7.0,1.0,0.0,0.0,10.0,0.0,1.0,4.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.426,16.0,61.0,5.0,0.4,0.306,0.327,4.0,23.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.931,1.0,1.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.1,4.0,2.0,4.0,5.0,2.0,0.0,0.0,4.15,19.0,26.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.368,2.0,1.0,9.0,20.0,"5,20",0.25,5.0,20.0,"11,29",0.38,11.0,29.0,"8,23",0.35,8.0,23.0,"3,10",0.3,3.0,10.0,0,0.0,0.0,0.0,"2,10","4,7","20,33",7,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,16.0,0.0,4.0,3.0,0.0,"3,3","5,13","3,6",0,"3,8",Hanover,HAN,1035-2801,False,,,,,,39,84,79.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Seita Shiratori,Seita,Shiratori,,28749,Seita Shiratori,0,0TRANSYLV,17,16,,,60.0,15.0,19.0,6.0,0.0,0.0,0.0,9.0,1.0,5.0,9.0,2.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,19.0,77.0,11.0,0.727,0.317,0.317,26.0,42.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,69.0,0.986,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,20.0,14.0,"3,14",0.21,3.0,14.0,"10,29",0.34,10.0,29.0,"5,20",0.25,5.0,20.0,"0,2",0.0,0.0,2.0,0,0.0,0.0,0.0,"4,9","3,7","23,35",0,0.0,0.0,0.0,0,0.0,0.0,0.0,10.0,11.0,0.0,,,,,,,,,Transylvania,TRANSYLV,1039-3006,False,,,,,,40,83,78.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Anderson,Kellan Bailey,Kellan,Bailey,,939,Kellan Bailey,0,0ANDERSON,8,7,,,20.0,5.0,6.0,5.0,1.0,1.0,0.0,6.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.444,9.0,27.0,1.0,1.0,0.3,0.45,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,7.0,"2,6",0.33,2.0,6.0,"3,13",0.23,3.0,13.0,"2,8",0.25,2.0,8.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,"3,4","1,3","5,15",2,0.0,0.0,0.0,2,0.0,0.0,0.0,1.0,5.0,0.0,,,,,,,,,Anderson,ANDERSON,0,False,,,,,,41,83,77.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Baxter Tedesco,Baxter,Tedesco,,28749,Baxter Tedesco,0,0TRANSYLV,17,13,,,47.0,6.0,16.0,5.0,1.0,0.0,0.0,6.0,0.0,0.0,14.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.415,17.0,54.0,7.0,0.714,0.34,0.362,15.0,34.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,50.0,0.98,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,8.0,10.0,"6,16",0.38,6.0,16.0,"8,23",0.35,8.0,23.0,"5,17",0.29,5.0,17.0,"0,4",0.0,0.0,4.0,0,0.0,0.0,0.0,"1,9","4,6","14,25",1,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,10.0,0.0,,,,,,,,,Transylvania,TRANSYLV,1039-3001,False,,,,,,42,83,76.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Anderson,Jon Dorsch,Jon,Dorsch,,939,Jon Dorsch,0,0ANDERSON,12,8,,,29.0,3.0,9.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.447,9.0,38.0,4.0,0.5,0.31,0.31,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,7.0,11.0,"5,12",0.42,5.0,12.0,"4,17",0.24,4.0,17.0,"3,14",0.21,3.0,14.0,"0,3",0.0,0.0,3.0,0,0.0,0.0,0.0,"2,7","1,1","11,21",0,0.0,0.0,0.0,4,0.0,0.0,0.0,3.0,6.0,0.0,,,,,,,,,Anderson,ANDERSON,0,False,,,,,,43,82,75.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Manchester,M. Dierckman,M.,Dierckman,,1192,M. Dierckman,0,0MANCHEST,18,18,,,71.0,13.0,22.0,3.0,4.0,1.0,0.0,5.0,0.0,1.0,10.0,3.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.364,28.0,80.0,9.0,1.0,0.31,0.394,56.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.983,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,24.0,15.0,"6,23",0.26,6.0,23.0,"7,34",0.21,7.0,34.0,"3,23",0.13,3.0,23.0,"1,8",0.13,1.0,8.0,0,0.0,0.0,0.0,"9,17","0,6","20,40",2,0.0,0.0,0.0,0,0.0,0.0,0.0,9.0,19.0,0.0,,,,,,,,,Manchester,MANCHEST,1036-2530,False,,,,,,44,82,74.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Earlham,Jonathan Jimenez,Jonathan,Jimenez,,195,Jonathan Jimenez,0,0EARLHAM,13,12,,,45.0,15.0,15.0,2.0,4.0,1.0,1.0,5.0,0.0,5.0,14.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.455,24.0,55.0,8.0,1.0,0.333,0.533,28.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.969,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,5.0,8.0,"3,13",0.23,3.0,13.0,"4,15",0.27,4.0,15.0,"2,9",0.22,2.0,9.0,"1,3",0.33,1.0,3.0,0,0.0,0.0,0.0,"10,17","0,2","9,19",1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,Earlham,EARLHAM,1215-1656,False,,,,,,45,81,73.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Anderson,Ben Brown,Ben,Brown,,939,Ben Brown,0,0ANDERSON,9,6,,,22.0,4.0,7.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.423,11.0,27.0,3.0,0.667,0.318,0.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,10.0,"1,3",0.33,1.0,3.0,"4,11",0.36,4.0,11.0,"4,7",0.57,4.0,7.0,"0,1",0.0,0.0,1.0,0,0.0,0.0,0.0,"3,7","1,3","4,12",0,0.0,0.0,0.0,"1,1",1.0,1.0,1.0,1.0,3.0,0.0,,,,,,,,,Anderson,ANDERSON,0,False,,,,,,46,81,72.0,batting,,
