season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,hitting_stats,fielding_stats,hitting_summary_stats,global_rank,rating,composite_score,ranking_segment,pitching_stats_k_per_9,pitching_stats_whip
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,Wyatt Colvin,Wyatt,Colvin,,1115,Wyatt Colvin,0,0HAN,5,4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,4.0,0.75,7.0,0.714,34.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,22.0,20.0,9.0,22.0,8.0,2.0,4.0,7.2,104.0,117.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.327,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,18.0,2.0,"2,6","1,7","2,3",0,"2,7",Hanover,HAN,1035-2595,False,,,,,,25,81,27.0,pitching,7.92,1.72
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,Parker Heaney,Parker,Heaney,,1115,Parker Heaney,0,0HAN,6,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,0.667,6.0,0.833,24.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,17.0,13.0,10.0,15.0,5.0,2.0,2.0,6.62,72.0,90.0,2.0,6.0,1.0,1.0,1.0,0.0,1.0,6.0,0.333,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,0.0,"1,2","3,8","1,2",0,"2,4",Hanover,HAN,1035-2797,False,,,,,,26,80,26.0,pitching,7.848837209302326,1.9767441860465118
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,Dylan Lloyd,Dylan,Lloyd,,1115,Dylan Lloyd,0,0HAN,4,4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,0.667,7.0,0.857,25.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.2,21.0,18.0,15.0,15.0,5.0,0.0,3.0,9.17,76.0,100.0,2.0,6.0,0.0,2.0,1.0,0.0,0.0,7.0,0.329,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,1.0,"1,5","4,10","2,8",0,"3,8",Hanover,HAN,1035-2594,False,,,,,,27,79,25.0,pitching,7.848837209302326,2.3255813953488373
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Gavin Drooger,Gavin,Drooger,,585,Gavin Drooger,0,0ROSE-HUL,4,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,22.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,7.0,7.0,3.0,14.0,6.0,0.0,1.0,3.78,69.0,72.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.319,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,2.0,"5,6","2,13","2,9",0,"2,7",Rose-Hulman,ROSE-HUL,1038-5134,False,,,,,,28,78,24.0,pitching,7.777777777777778,1.5432098765432098
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Earlham,Casey Blevins,Casey,Blevins,,195,Casey Blevins,0,0EARLHAM,4,3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,4.0,1.0,6.0,0.833,20.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,16.1,11.0,8.0,7.0,13.0,3.0,1.0,1.0,4.41,68.0,78.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.294,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,0.0,"4,7","3,18","2,6",0,"1,8",Earlham,EARLHAM,1215-1890,False,,,,,,29,77,23.0,pitching,7.267080745341614,1.6770186335403725
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Camden Judson,Camden,Judson,,585,Camden Judson,0,0ROSE-HUL,4,4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,1.0,6.0,1.0,27.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,19.0,6.0,16.0,4.0,1.0,5.0,8.55,81.0,94.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,0.0,"2,4","3,9","1,6",0,"4,8",Rose-Hulman,ROSE-HUL,1038-4896,False,,,,,,30,75,22.0,pitching,7.2,1.65
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Giancarlo Gonzalez,Giancarlo,Gonzalez,,28749,Giancarlo Gonzalez,0,0TRANSYLV,5,5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,0.833,12.0,1.0,34.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,17.0,17.0,13.0,22.0,4.0,1.0,2.0,5.4,114.0,137.0,0.0,6.0,1.0,2.0,2.0,0.0,0.0,7.0,0.298,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,27.0,0.0,"13,22","17,58","2,8",0,"9,31",Transylvania,TRANSYLV,1039-3008,False,,,,,,31,74,21.0,pitching,7.0462633451957295,1.6725978647686832
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Bluffton,Jack Hardesty,Jack,Hardesty,,987,Jack Hardesty,0,0BLU,4,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.333,2.0,0.5,12.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.2,10.0,9.0,7.0,11.0,2.0,0.0,0.0,5.52,56.0,66.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.214,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,0.0,"4,10","3,22","2,6",0,"3,13",Bluffton,BLU,0,False,,,,,,32,73,20.0,pitching,6.971830985915493,1.3380281690140845
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Mount St. Joseph,Josh Issacs,Josh,Issacs,,8567,Josh Issacs,0,0MT. ST.,5,4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,1.0,5.0,0.6,20.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,13.0,13.0,13.0,18.0,4.0,0.0,3.0,4.88,87.0,104.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.23,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,16.0,2.0,"2,5","2,5","4,8",0,"2,6",Mount St. Joseph,MT. ST.,1037-2744,False,,,,,,33,72,19.0,pitching,6.75,1.375
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Bluffton,Riley Reyna,Riley,Reyna,,987,Riley Reyna,0,0BLU,4,4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,10.0,1.0,11.0,0.909,18.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,15.0,10.0,13.0,3.0,0.0,0.0,7.5,66.0,86.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,7.0,0.273,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,16.0,2.0,"8,12","6,25","4,8",0,"2,12",Bluffton,BLU,0,False,,,,,,34,71,18.0,pitching,6.5,1.5555555555555556
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Bluffton,Matthew Becher,Matthew,Becher,,987,Matthew Becher,0,0BLU,5,4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,9.0,0.889,22.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,20.0,16.0,12.0,2.0,0.0,1.0,10.0,72.0,95.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,4.0,0.306,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,0.0,"11,19","13,41","4,12",0,"4,20",Bluffton,BLU,0,False,,,,,,35,70,17.0,pitching,6.0,2.111111111111111
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Manchester,T. Bortone,T.,Bortone,,1192,T. Bortone,0,0MANCHEST,5,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,0.8,11.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,6.0,6.0,9.0,6.0,2.0,0.0,1.0,5.06,39.0,56.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,2.0,0.282,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,"2,3","0,5","1,2",0,"0,3",Manchester,MANCHEST,1036-2936,False,,,,,,36,68,16.0,pitching,5.294117647058824,1.9607843137254903
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Manchester,J. Todor,J.,Todor,,1192,J. Todor,0,0MANCHEST,5,4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,10.0,0.9,3.0,0.667,23.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,28.2,18.0,8.0,3.0,16.0,6.0,1.0,0.0,2.51,102.0,121.0,1.0,9.0,0.0,1.0,6.0,0.0,0.0,5.0,0.225,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,39.0,2.0,"1,3","4,9","1,4",0,"3,4",Manchester,MANCHEST,1036-2335,False,,,,,,37,67,15.0,pitching,5.1063829787234045,0.9219858156028369
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Anderson,Rhet Heckman,Rhet,Heckman,,939,Rhet Heckman,0,0ANDERSON,7,7,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,5.0,0.6,26.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,12.0,13.0,16.0,7.0,0.0,0.0,3.6,109.0,132.0,0.0,6.0,0.0,1.0,3.0,0.0,0.0,5.0,0.239,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,33.0,0.0,"5,7","0,11","0,3",0,"1,7",Anderson,ANDERSON,0,False,,,,,,38,66,14.0,pitching,4.8,1.3
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Manchester,T. Layson,T.,Layson,,1192,T. Layson,0,0MANCHEST,6,5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,0.818,4.0,1.0,38.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,31.2,24.0,21.0,11.0,16.0,8.0,0.0,2.0,5.97,122.0,145.0,1.0,8.0,0.0,1.0,3.0,0.0,0.0,3.0,0.311,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,34.0,4.0,"4,7","3,11","3,9",0,"3,8",Manchester,MANCHEST,1036-2308,False,,,,,,39,65,13.0,pitching,4.615384615384616,1.5705128205128205
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Earlham,Lane Willoughby,Lane,Willoughby,,195,Lane Willoughby,0,0EARLHAM,3,1,,,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,14.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,5.0,6.0,6.0,2.0,0.0,1.0,3.75,47.0,55.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.298,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,"2,7","3,9","2,3",0,"3,8",Earlham,EARLHAM,1215-1992,False,,,,,,40,64,12.0,pitching,4.5,1.6666666666666667
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Manchester,Ja Mcgrath,Ja,Mcgrath,,1192,Ja Mcgrath,0,0MANCHEST,6,5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,5.0,1.0,9.0,0.889,35.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,29.0,25.0,20.0,12.0,6.0,0.0,3.0,9.38,104.0,127.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.337,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,23.0,1.0,"3,7","5,12","1,3",0,"2,8",Manchester,MANCHEST,1036-2337,False,,,,,,41,63,11.0,pitching,4.5,2.2916666666666665
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Berea,Edrick Rivera,Edrick,Rivera,,30171,Edrick Rivera,0,0BEREA,4,3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,1.0,6.0,0.833,16.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,17.0,8.0,5.0,7.0,1.0,0.0,15.3,50.0,60.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,"0,2","5,8","1,3",0,"2,4",Berea,BEREA,921-1394,False,,,,,,42,62,10.0,pitching,4.5,2.4
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,Brayton Belcher,Brayton,Belcher,,2694,Brayton Belcher,0,0FRANKLIN,4,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,0.714,4.0,0.5,13.0,1.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,12.1,8.0,7.0,11.0,6.0,1.0,1.0,0.0,5.11,47.0,61.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,0.277,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,0.0,"2,5","5,10","3,3",0,"2,7",Franklin,FRANKLIN,1034-2661,False,,,,,,43,60,9.0,pitching,4.462809917355372,1.9834710743801653
