season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats,goal_stats,penalty_stats,misc_stats,shot_stats
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Logan Corley,Logan,Corley,,46,Logan Corley,"CORLEY,LOGAN",CORLEYLOGANBALDWIN,3,0,,,Baldwin Wallace,BALDWIN,1273-5050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,2,30:00,1,2,0,0,0,0,0,0,0,8,2.00,.667,0,0,0,0,0,0,.000,0.00,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Carson Grizovic,Carson,Grizovic,,46,Carson Grizovic,"GRIZOVIC,CARSON",GRIZOVICCARSONBALDWIN,15,2,,,Baldwin Wallace,BALDWIN,1273-4061,0,0,0,0,0,2,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,120:00,0,0,1.000,,,,,,,,,,,,,,,31,45,0,31,11,20,.689,2.07,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Dillon Dlugosielski,Dillon,Dlugosielski,,46,Dillon Dlugosielski,"DLUGOSIELSKI,DILLON",DLUGOSIELSKIDILLONBALDWIN,3,0,,,Baldwin Wallace,BALDWIN,1273-1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,00:00,0,0,1.000,,,,,,,,,,,,,,,1,1,0,1,0,1,1.000,0.33,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Owen Makar,Owen,Makar,,46,Owen Makar,"MAKAR,OWEN",MAKAROWENBALDWIN,0,0,,,Baldwin Wallace,BALDWIN,1273-4608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Noah Dodgion,Noah,Dodgion,,46,Noah Dodgion,"DODGION,NOAH",DODGIONNOAHBALDWIN,19,19,,,Baldwin Wallace,BALDWIN,1273-4056,0,0,0,0,0,2,36,2,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,24,0,30,4,1141:00,29,0,1.000,,,,,,,,,,,,,,,112,198,0,83,17,66,.566,4.37,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Keyan Moser,Keyan,Moser,,46,Keyan Moser,"MOSER,KEYAN",MOSERKEYANBALDWIN,17,1,,,Baldwin Wallace,BALDWIN,1273-1881,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,11,3,60:00,0,0,1.000,,,,,,,,,,,,,,,22,29,0,15,2,13,.759,0.88,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Bennet Trout,Bennet,Trout,,46,Bennet Trout,"TROUT,BENNET",TROUTBENNETBALDWIN,18,17,,,Baldwin Wallace,BALDWIN,1273-1885,0,0,0,0,0,1,17,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,39,9,1021:00,29,0,1.000,,,,,,,,,,,,,,,61,112,0,89,51,38,.545,4.94,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Justin Diniz,Justin,Diniz,,46,Justin Diniz,"DINIZ,JUSTIN",DINIZJUSTINBALDWIN,4,4,,,Baldwin Wallace,BALDWIN,1273-4607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,242:00,17,0,1.000,,,,,,,,,,,,,,,6,9,0,3,1,2,.667,0.75,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Carter Oschman,Carter,Oschman,,46,Carter Oschman,"OSCHMAN,CARTER",OSCHMANCARTERBALDWIN,17,0,,,Baldwin Wallace,BALDWIN,1273-4609,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,3,00:00,0,0,1.000,,,,,,,,,,,,,,,7,11,0,4,1,3,.636,0.24,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Gavin Flak,Gavin,Flak,,46,Gavin Flak,"FLAK,GAVIN",FLAKGAVINBALDWIN,19,0,,,Baldwin Wallace,BALDWIN,1273-1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,36,26,0,1,1,00:00,0,86,1.000,,,,,,,,,,,,,,,2,6,0,2,0,2,.333,0.11,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Will Brennan,Will,Brennan,,46,Will Brennan,"BRENNAN,WILL",BRENNANWILLBALDWIN,6,0,,,Baldwin Wallace,BALDWIN,1273-5051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,00:00,0,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000,0.00,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Nate Hoover,Nate,Hoover,,46,Nate Hoover,"HOOVER,NATE",HOOVERNATEBALDWIN,16,3,,,Baldwin Wallace,BALDWIN,1273-1877,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,10,0,180:00,0,0,1.000,,,,,,,,,,,,,,,13,29,0,16,8,8,.448,1.00,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Thomas Orsini,Thomas,Orsini,,46,Thomas Orsini,"ORSINI,THOMAS",ORSINITHOMASBALDWIN,7,0,,,Baldwin Wallace,BALDWIN,1273-4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,2,00:00,0,0,1.000,,,,,,,,,,,,,,,0,1,0,0,0,0,.000,0.00,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Micah Moser,Micah,Moser,,46,Micah Moser,"MOSER,MICAH",MOSERMICAHBALDWIN,8,0,,,Baldwin Wallace,BALDWIN,1273-4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,00:00,0,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000,0.00,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Edyn Haueter,Edyn,Haueter,,46,Edyn Haueter,"HAUETER,EDYN",HAUETEREDYNBALDWIN,5,0,,,Baldwin Wallace,BALDWIN,1273-4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,00:00,0,0,1.000,,,,,,,,,,,,,,,0,2,0,0,0,0,.000,0.00,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Mitch Gregory,Mitch,Gregory,,46,Mitch Gregory,"GREGORY,MITCH",GREGORYMITCHBALDWIN,2,0,,,Baldwin Wallace,BALDWIN,1273-4619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00:00,0,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000,0.00,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Ryan Frankovic,Ryan,Frankovic,,46,Ryan Frankovic,"FRANKOVIC,RYAN",FRANKOVICRYANBALDWIN,16,0,,,Baldwin Wallace,BALDWIN,1273-4060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,31,0,7,9,00:00,0,0,1.000,,,,,,,,,,,,,,,2,4,0,0,0,0,.500,0.00,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Logan Lafler,Logan,Lafler,,46,Logan Lafler,"LAFLER,LOGAN",LAFLERLOGANBALDWIN,14,13,,,Baldwin Wallace,BALDWIN,1273-1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,3,782:00,17,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000,0.00,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Elden Korber,Elden,Korber,,46,Elden Korber,"KORBER,ELDEN",KORBERELDENBALDWIN,12,0,,,Baldwin Wallace,BALDWIN,1273-4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,00:00,0,0,1.000,,,,,,,,,,,,,,,0,3,0,0,0,0,.000,0.00,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Louden Peters,Louden,Peters,,46,Louden Peters,"PETERS,LOUDEN",PETERSLOUDENBALDWIN,19,19,,,Baldwin Wallace,BALDWIN,1273-1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,24,0,14,11,1141:00,29,0,1.000,,,,,,,,,,,,,,,0,2,0,0,0,0,.000,0.00,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Paxton Allison,Paxton,Allison,,46,Paxton Allison,"ALLISON,PAXTON",ALLISONPAXTONBALDWIN,19,19,,,Baldwin Wallace,BALDWIN,1273-4053,0,0,0,0,0,1,12,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,40,0,23,8,1141:00,29,0,1.000,,,,,,,,,,,,,,,68,97,0,74,35,39,.701,3.89,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Jackson Viverito,Jackson,Viverito,,46,Jackson Viverito,"VIVERITO,JACKSON",VIVERITOJACKSONBALDWIN,9,2,,,Baldwin Wallace,BALDWIN,1273-5052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,135:00,0,0,1.000,8,102:54,18,16,0,2,1,0,0,0,0,58,10.50,.471,0,0,0,0,0,0,.000,0.00,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Carson Henning,Carson,Henning,,46,Carson Henning,"HENNING,CARSON",HENNINGCARSONBALDWIN,9,0,,,Baldwin Wallace,BALDWIN,1273-5053,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,00:00,0,0,1.000,,,,,,,,,,,,,,,6,9,0,2,0,2,.667,0.22,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Benjamin Glover,Benjamin,Glover,,46,Benjamin Glover,"GLOVER,BENJAMIN",GLOVERBENJAMINBALDWIN,6,1,,,Baldwin Wallace,BALDWIN,1273-1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,2,1,59:00,12,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000,0.00,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Ian Shealy,Ian,Shealy,,46,Ian Shealy,"SHEALY,IAN",SHEALYIANBALDWIN,18,14,,,Baldwin Wallace,BALDWIN,1273-1884,0,0,0,0,1,1,3,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,13,2,839:00,12,0,1.000,,,,,,,,,,,,,,,42,81,0,28,5,23,.519,1.56,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Ethan Hingson,Ethan,Hingson,,46,Ethan Hingson,"HINGSON,ETHAN",HINGSONETHANBALDWIN,16,0,,,Baldwin Wallace,BALDWIN,1273-1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,0,4,6,00:00,0,0,1.000,,,,,,,,,,,,,,,2,4,0,2,1,1,.500,0.13,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Gavin Pate,Gavin,Pate,,46,Gavin Pate,"PATE,GAVIN",PATEGAVINBALDWIN,19,19,,,Baldwin Wallace,BALDWIN,1273-4067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,3,14,1141:00,29,0,1.000,,,,,,,,,,,,,,,1,2,0,0,0,0,.500,0.00,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Nathan Prosowski,Nathan,Prosowski,,46,Nathan Prosowski,"PROSOWSKI,NATHAN",PROSOWSKINATHANBALDWIN,19,0,,,Baldwin Wallace,BALDWIN,1273-4068,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,10,0,3,9,00:00,0,1,1.000,,,,,,,,,,,,,,,6,7,0,3,0,3,.857,0.16,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Eli Armstrong,Eli,Armstrong,,46,Eli Armstrong,"ARMSTRONG,ELI",ARMSTRONGELIBALDWIN,10,0,,,Baldwin Wallace,BALDWIN,1273-4612,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,00:00,0,0,1.000,,,,,,,,,,,,,,,15,17,0,16,9,7,.882,1.60,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Evan Vetter,Evan,Vetter,,46,Evan Vetter,"VETTER,EVAN",VETTEREVANBALDWIN,19,0,,,Baldwin Wallace,BALDWIN,1273-4074,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,292,135,175,0,10,1,00:00,0,427,1.000,,,,,,,,,,,,,,,6,11,0,14,9,5,.545,0.74,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Elijah Block,Elijah,Block,,46,Elijah Block,"BLOCK,ELIJAH",BLOCKELIJAHBALDWIN,10,0,,,Baldwin Wallace,BALDWIN,1273-5054,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,12,0,1,0,00:00,0,36,1.000,,,,,,,,,,,,,,,2,3,0,1,0,1,.667,0.10,,,,,
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Sean Brennan,Sean,Brennan,,46,Sean Brennan,"BRENNAN,SEAN",BRENNANSEANBALDWIN,10,0,,,Baldwin Wallace,BALDWIN,1273-5055,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,1,00:00,0,0,1.000,,,,,,,,,,,,,,,3,5,0,6,3,3,.600,0.60,,,,,
