conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game,turnovers_per_game,z_points_per_game,z_rebounds_per_game,z_assists_per_game,z_turnovers_per_game,z_field_goals_pct,z_steals_per_game,z_blocked_shots_per_game,composite_score,rank,rating
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wbball,Southern Virginia,"Snyder,Abigail",0,G,11,27,27,186,431,66,170,96,81,519,6,63,93,914,48,143,191,67,0,108,2,0,0.43,0.39,0.84,19.22,7.07,3.44,2.33,0.22,4.0,3.3702994964712207,1.8422961302160554,2.5813711770866563,1.9115227703606252,0.8198713568647962,1.810687532929546,-0.00867179007545423,11.158773443803781,1,99
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wbball,Brevard,"Miller, Olivia",0,0,24,28,28,173,301,7,16,33,22,375,23,58,89,863,63,177,240,41,0,68,0,0,0.57,0.44,0.67,13.39,8.57,3.18,2.07,0.82,2.4285714285714284,1.9975468216016508,2.5153734212114625,2.3130628957726223,0.5974310283971869,1.7922769196579267,1.4838765072492492,1.583468867777948,9.5953700235881,2,94
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wbball,Pfeiffer,"Hairston,Ava",0,G,24,25,24,126,336,18,76,127,97,367,8,81,70,724,46,74,120,49,1,78,0,0,0.38,0.24,0.76,14.68,4.8,2.8,3.24,0.32,3.12,2.30129484056936,0.8237058298430064,1.9209200230828798,1.1756313948611,0.47258365586724954,2.9545261228105835,0.25668498623344616,8.111551576722261,3,92
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wbball,N.C. Wesleyan,"Hall,Anaya",0,F,11,26,25,152,324,0,1,149,115,419,4,34,26,700,79,82,161,51,0,66,0,0,0.47,0.0,0.77,16.12,6.19,1.0,1.31,0.15,2.5384615384615383,2.640362396626338,1.4474241194987503,0.0634011524472582,0.6893255558072175,1.0977015176628335,0.5285827398760753,-0.1944215334916845,7.923797567614117,4,91
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wbball,Pfeiffer,"Horton,Miya",0,G,14,17,5,95,210,0,3,73,46,236,2,70,45,460,28,47,75,47,1,59,0,0,0.45,0.0,0.63,13.88,4.41,2.65,4.12,0.12,3.4705882352941178,2.112923976093261,0.6487057341842007,1.7661267838632446,1.468807370661713,0.958786437263815,4.060655748190048,-0.27402856638435463,7.746911190985347,5,89
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wbball,Brevard,"Johnson, Kayden",0,0,23,28,24,131,223,8,27,61,49,319,42,28,50,710,76,107,183,60,0,46,1,0,0.59,0.3,0.8,11.39,6.54,1.79,1.0,1.5,1.6428571428571428,1.5266196604114035,1.6044754873976783,0.87864554567067,-0.059614842584532146,1.9311920000569456,0.13892344002649104,3.387894946678471,7.363831165867367,6,88
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wbball,William Peace,"Henderson,Zikira",0,G,5,27,27,109,331,44,155,137,109,371,2,50,95,901,28,127,155,53,0,103,0,0,0.33,0.28,0.8,13.74,5.74,3.52,1.85,0.07,3.814814814814815,2.079959074809944,1.2455009322001283,2.6639275713371284,1.7566634741696479,0.1252959548697029,1.2073441009043833,-0.4067069545388048,6.999648471982122,7,87
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wbball,N.C. Wesleyan,"Jordan,Dorinda",0,F,5,25,21,117,279,0,0,99,67,301,7,64,33,587,77,118,195,45,0,51,0,0,0.42,0.0,0.68,12.04,7.8,1.32,2.56,0.28,2.04,1.6796709877982337,2.16986041183382,0.39362672944914656,0.27249197947531867,0.7504138166652868,2.0997895941082696,0.15054227570988607,6.938529442961564,8,86
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wbball,Brevard,"Petty-Wilkins, Jada",0,0,11,28,28,104,349,58,211,78,55,321,10,80,85,816,36,111,147,42,0,57,0,0,0.3,0.27,0.71,11.46,5.25,3.04,2.86,0.36,2.0357142857142856,1.5431021110530623,1.0256290171416285,2.168589205834296,0.26890809290632733,-0.0830766657288253,2.476879239123996,0.36282769675700627,6.631580582406814,9,85
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wbball,Greensboro,"Stewart,Kensly",0,,12,26,26,144,471,44,191,83,39,371,2,101,53,561,53,43,96,71,0,100,3,0,0.31,0.23,0.47,14.27,3.69,2.04,3.88,0.08,3.8461538461538463,2.204754772525359,0.32562863450640545,1.1366342777033953,1.7828704319865825,-0.013619125529315894,3.758984032177467,-0.3801712769079148,6.565877312168446,10,85
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wbball,Brevard,"Morris, Analee",0,0,10,28,28,124,269,42,99,86,73,363,11,27,79,610,27,87,114,41,1,70,0,0,0.46,0.42,0.85,12.96,4.07,2.82,0.96,0.39,2.5,1.8962974819457477,0.496141548225242,1.9415591216454977,0.657162471213707,1.0282439774633243,0.08864482069106078,0.44243472964967645,6.514437137267065,11,84
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wbball,Southern Virginia,"Kimball,Anna",0,C,22,28,26,117,220,0,0,77,44,278,39,13,51,741,91,160,251,70,0,62,2,0,0.53,0.0,0.57,9.93,8.96,1.82,0.46,1.39,2.2142857142857144,1.1828428327425229,2.6903735168702685,0.9096041935145971,0.41823669994762736,1.5144467588598898,-0.5398379210018168,3.09600249273868,6.477469770069656,12,83
