season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Wheaton,Timmy Wagner,Timmy,Wagner,,779,Timmy Wagner,0,0WHE,41,41,,,155,43,60,62,16,1,7,28,1,6,16,4,1,0,0,3,0,0,0,2,0,2,0,0.490,99,192,1,1.000,.387,.639,320,34,1,0,0,0,0,27,0,355,.997,0,.000,,4,5,38,41,"20,59",0.34,20,59,"38,90",0.42,38,90,"30,66",0.45,30,66,"8,17",0.47,8,17,0,0,0,0,"20,38","21,29","66,108",78,0,0,0,0,0,0,0,11,40,0,,Wheaton,WHE,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30078165783257,1,99,batting
2025-26,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,WPI,Andrew Cash,Andrew,Cash,,808,Andrew Cash,0,0WPI,35,34,,,123,32,43,42,8,1,11,18,0,5,35,11,5,1,0,3,0,0,0,1,0,1,0,0.443,86,149,6,.833,.350,.699,26,1,1,0,0,0,0,1,0,28,.964,0,.000,,9,2,21,18,"13,35",0.37,13,35,"28,69",0.41,28,69,"19,46",0.41,19,46,"9,20",0.45,9,20,0,0,0,0,"12,26","11,20","47,78",108,0,0,0,3,0,0,0,7,21,0,,WPI,WPI,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.032196893538968,2,99,batting
2025-26,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,MIT,Zev Moore,Zev,Moore,,398,Zev Moore,0,0MIT,38,38,,,135,41,51,32,10,1,10,18,0,9,18,2,17,3,0,0,0,0,0,1,0,5,0,0.481,93,162,20,.850,.378,.689,77,111,11,0,0,0,0,23,0,199,.945,0,.000,,5,6,35,25,"17,45",0.38,17,45,"28,71",0.39,28,71,"16,41",0.39,16,41,"5,16",0.31,5,16,0,0,0,0,"17,32","5,8","44,76",2,0,0,0,0,0,0,0,9,20,0,,MIT,MIT,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00210127971926,3,99,batting
2025-26,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Wheaton,Kevin Matos,Kevin,Matos,,779,Kevin Matos,0,0WHE,41,41,,,162,33,50,51,11,0,13,12,1,3,52,9,5,0,3,4,0,0,0,1,1,3,0,0.359,100,184,5,1.000,.309,.617,55,2,4,0,0,0,0,0,0,61,.934,0,.000,,4,5,33,31,"21,56",0.38,21,56,"29,89",0.33,29,89,"21,53",0.40,21,53,"4,17",0.24,4,17,0,0,0,0,"15,33","13,22","50,103",193,0,0,0,0,0,0,0,14,35,0,,Wheaton,WHE,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.359895775897842,4,98,batting
2025-26,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,C. Doran,C.,Doran,,145,C. Doran,0,0CLARK UN,37,37,,,149,48,57,41,15,3,4,27,1,5,13,8,15,3,0,2,0,0,0,1,0,1,0,0.486,90,183,18,.833,.383,.604,93,0,1,0,0,0,0,0,0,94,.989,0,.000,,6,6,34,41,"17,40",0.43,17,40,"27,64",0.42,27,64,"24,50",0.48,24,50,"6,14",0.43,6,14,0,0,0,0,"32,68","12,18","44,72",284,0,0,0,0,0,0,0,6,32,0,,Clark,CLARK UN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.137969929904264,5,98,batting
2025-26,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,Zander Teator,Zander,Teator,,45,Zander Teator,0,0BABSON,29,23,,,88,29,34,34,11,1,4,9,0,7,22,6,6,2,0,2,0,0,0,0,1,0,0,0.472,59,106,8,.750,.386,.670,5,7,1,0,0,3,0,1,0,13,.923,3,1.000,,0,1,10,23,"14,34",0.41,14,34,"23,46",0.50,23,46,"17,36",0.47,17,36,"9,15",0.60,9,15,0,0,0,0,"9,25","8,11","31,53",5,0,0,0,0,0,0,0,2,20,0,,Babson,BABSON,0,False,13,1,0,0,0,7,0,0,0,0,16.2,5,4,5,14,1,0,1,2.16,65,72,0,1,0,1,0,0,0,4,.200,22,14,0,"0,2","0,4","1,2",0,"0,2",,,,7.978194491896668,6,98,batting
2025-26,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,WPI,Tommy Burns,Tommy,Burns,,808,Tommy Burns,0,0WPI,38,38,,,146,43,56,35,13,2,6,12,0,9,8,4,12,3,0,3,0,0,0,1,1,2,0,0.453,91,170,15,.800,.384,.623,87,1,2,0,0,0,0,0,0,90,.978,0,.000,,6,9,36,43,"19,54",0.35,19,54,"36,85",0.42,36,85,"23,56",0.41,23,56,"9,22",0.41,9,22,0,0,0,0,"11,21","9,12","53,94",18,0,0,0,0,0,0,0,6,30,0,,WPI,WPI,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.887773322903215,7,97,batting
2025-26,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Clark,D. Mariani,D.,Mariani,,145,D. Mariani,0,0CLARK UN,36,36,,,139,41,52,39,13,5,5,12,0,7,30,4,3,0,1,2,0,0,0,1,1,2,0,0.444,90,161,3,1.000,.374,.647,29,59,13,0,0,0,0,3,0,101,.871,0,.000,,2,1,22,37,"22,55",0.40,22,55,"27,75",0.36,27,75,"20,56",0.36,20,56,"5,13",0.38,5,13,0,0,0,0,"14,36","9,15","44,84",114,0,0,0,0,0,0,0,11,33,0,,Clark,CLARK UN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.762398646413068,8,97,batting
2025-26,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Wheaton,Casey Wensley,Casey,Wensley,,779,Casey Wensley,0,0WHE,41,41,,,172,47,67,34,13,0,6,23,1,1,25,4,8,3,0,1,0,0,0,0,1,0,0,0.462,98,197,11,.727,.390,.570,29,52,14,0,0,0,0,6,0,95,.853,0,.000,,5,6,36,42,"18,60",0.30,18,60,"39,93",0.42,39,93,"25,61",0.41,25,61,"9,20",0.45,9,20,0,0,0,0,"13,27","7,13","63,103",2,0,0,0,0,0,0,0,13,28,0,,Wheaton,WHE,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.584956598617799,9,97,batting
2025-26,baseball,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Coast Guard,Carson Cho,Carson,Cho,,722,Carson Cho,0,0BEARBAS,42,41,,,173,48,71,31,18,3,2,22,2,10,14,0,6,0,0,1,0,0,0,2,1,3,0,0.500,101,206,6,1.000,.410,.584,116,9,3,0,0,0,0,4,0,128,.977,0,.000,,6,3,40,43,"17,49",0.35,17,49,"27,75",0.36,27,75,"20,51",0.39,20,51,"12,26",0.46,12,26,0,0,0,0,"39,70","10,14","47,84",37,0,0,0,"1,1",1.00,1,1,10,35,0,,Coast Guard,BEARBAS,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.216576982353249,10,96,batting
