season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating,ranking_segment,pitching_stats_k_per_9,pitching_stats_whip,pitching_stats_strike_percentage
2026-27,baseball,College Conference of Illinois and Wisconsin (CCIW),cciw,Carthage,Joe Zuleger,Joe,Zuleger,,121,Joe Zuleger,0,0CARTHAGE,15,14,,,43,7,19,15,7,0,1,12,0,3,10,6,0,0,0,2,0,0,0,0,0,0,0,0.567,29,60,0,.000,.442,.674,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,2,0,4,10,"2,14",0.14,2,14,"12,25",0.48,12,25,"8,15",0.53,8,15,"1,5",0.20,1,5,0,0,0,0,"6,10","6,7","18,28",13,0,0,0,0,0,0,0,4,10,0,,Carthage,CARTHAGE,681-5399,False,1,1,0,0,0,0,0,0,0,0,1.0,2,2,3,0,0,0,0,18.00,3,6,0,0,0,0,0,0,0,0,.333,0,2,0,"1,1","0,2","0,1",0,"0,1",,,,5.916548655277342,11,96,batting,,,
2026-27,baseball,College Conference of Illinois and Wisconsin (CCIW),cciw,North Park,John Greenwood,John,Greenwood,,496,John Greenwood,0,0NORTH PA,19,19,,,75,13,34,26,6,0,0,14,7,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0.549,40,91,0,.000,.453,.533,135,11,5,0,0,0,0,6,0,151,.967,0,.000,,6,2,20,11,"10,26",0.38,10,26,"25,46",0.54,25,46,"19,32",0.59,19,32,"6,15",0.40,6,15,0,0,0,0,"8,12","10,13","34,48",36,0,0,0,0,0,0,0,4,11,0,,North Park,NORTH PA,686-4166,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.865125710176908,12,96,batting,,,
2026-27,baseball,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,Charlie Berg,Charlie,Berg,,40,Charlie Berg,0,0AUGUSTAN,20,20,,,71,21,26,24,6,1,2,10,1,11,6,2,4,0,0,3,0,0,0,3,0,3,0,0.495,40,95,4,1.000,.366,.563,93,12,3,0,0,0,0,9,0,108,.972,0,.000,,4,4,22,16,"10,24",0.42,10,24,"20,48",0.42,20,48,"18,37",0.49,18,37,"7,12",0.58,7,12,0,0,0,0,"8,11","11,16","39,59",148,0,0,0,0,0,0,0,9,15,0,,Augustana,AUGUSTAN,489-5081,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.021188311105814,13,95,batting,,,
2026-27,baseball,College Conference of Illinois and Wisconsin (CCIW),cciw,North Central,Payton Diaz,Payton,Diaz,,492,Payton Diaz,0,0NCC,15,15,,,48,17,19,14,6,0,2,10,0,1,6,0,0,1,2,1,0,0,0,1,0,2,0,0.500,31,62,1,.000,.396,.646,99,12,1,0,0,4,3,6,0,112,.991,7,.571,,0,0,9,17,"5,15",0.33,5,15,"11,32",0.34,11,32,"8,19",0.42,8,19,"1,5",0.20,1,5,0,0,0,0,"5,10","4,8","19,38",56,0,0,0,0,0,0,0,7,16,0,,North Central,NCC,685-7340,False,28,1,2,1,3,1,1,1,0,0,22.0,13,13,12,19,5,0,1,5.32,90,104,2,1,0,0,1,0,4,6,.311,28,15,0,"3,8","1,14","1,4",0,"2,9",,,,4.563450484092165,14,94,batting,,,
2026-27,baseball,College Conference of Illinois and Wisconsin (CCIW),cciw,North Central,Jackson Bland,Jackson,Bland,,492,Jackson Bland,0,0NCC,14,14,,,50,16,21,13,5,4,0,12,0,4,8,1,4,1,0,1,0,0,0,0,0,1,0,0.552,34,67,5,.800,.420,.680,28,20,4,0,0,0,0,3,0,52,.923,0,.000,,1,0,10,11,"7,18",0.39,7,18,"14,33",0.42,14,33,"8,23",0.35,8,23,"8,14",0.57,8,14,0,0,0,0,"4,11","3,4","24,40",8,0,0,0,0,0,0,0,6,15,0,,North Central,NCC,685-7122,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.463154455298519,15,94,batting,,,
2026-27,baseball,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,Riley Hendre,Riley,Hendre,,40,Riley Hendre,0,0AUGUSTAN,20,19,,,80,30,28,17,11,1,2,4,0,12,10,2,11,1,0,1,0,0,0,0,1,0,0,0.454,47,97,12,.917,.350,.588,39,0,3,0,0,0,0,0,0,42,.929,0,.000,,5,3,19,19,"12,30",0.40,12,30,"18,46",0.39,18,46,"9,30",0.30,9,30,"4,11",0.36,4,11,0,0,0,0,"12,23","4,7","23,49",44,0,0,0,44,0,0,0,3,22,0,,Augustana,AUGUSTAN,489-5387,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2751053662692042,16,93,batting,,,
2026-27,baseball,College Conference of Illinois and Wisconsin (CCIW),cciw,Illinois Wesleyan,Jack Flagg,Jack,Flagg,,300,Jack Flagg,0,0ILL. WES,17,17,,,67,15,23,16,5,2,3,8,0,0,11,5,1,0,0,0,0,0,0,0,0,0,0,0.413,41,75,1,1.000,.343,.612,20,2,0,0,0,0,0,0,0,22,1.000,0,.000,,2,2,14,17,"9,25",0.36,9,25,"13,38",0.34,13,38,"8,22",0.36,8,22,"0,1",0,0,1,0,0,0,0,"10,26","4,9","20,40",22,0,0,0,0,0,0,0,3,21,0,,Illinois Wesleyan,ILL. WES,683-7524,False,18,1,1,0,0,0,0,0,0,0,3.0,17,17,3,2,9,1,0,51.00,25,32,4,2,0,2,0,0,0,2,.720,4,3,0,"3,3","15,22","1,2",0,"3,6",,,,3.2628665937914225,17,92,batting,,,
2026-27,baseball,College Conference of Illinois and Wisconsin (CCIW),cciw,Millikin,Easton Steck,Easton,Steck,,424,Easton Steck,0,0MILLIKIN,18,18,,,61,19,18,20,1,1,4,11,0,2,19,10,7,0,0,2,0,0,0,0,2,0,0,0.408,33,76,7,1.000,.295,.541,140,11,1,0,0,0,0,6,0,152,.993,0,.000,,1,1,6,19,"9,26",0.35,9,26,"13,35",0.37,13,35,"11,23",0.48,11,23,"4,8",0.50,4,8,0,0,0,0,"7,16","4,10","17,39",2,0,0,0,0,0,0,0,2,17,0,,Millikin,MILLIKIN,684-5513,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.225277956753019,18,92,batting,,,
2026-27,baseball,College Conference of Illinois and Wisconsin (CCIW),cciw,Wheaton,James Scott,James,Scott,,778,James Scott,0,0WHEATON,18,18,,,57,23,22,12,4,2,0,6,0,20,2,2,3,0,0,1,0,0,0,1,1,2,0,0.571,30,84,3,1.000,.386,.526,22,1,1,0,0,0,0,0,0,24,.958,0,.000,,1,4,13,18,"11,20",0.55,11,20,"13,32",0.41,13,32,"10,24",0.42,10,24,"3,3",1.00,3,3,0,0,0,0,"4,7","3,6","28,44",58,0,0,0,0,0,0,0,7,12,0,,Wheaton,WHEATON,687-3668,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.880266628647239,19,91,batting,,,
2026-27,baseball,College Conference of Illinois and Wisconsin (CCIW),cciw,Wheaton,Charlie Scofield,Charlie,Scofield,,778,Charlie Scofield,0,0WHEATON,17,17,,,64,14,26,18,7,1,0,7,0,1,6,1,2,1,0,2,0,0,0,3,0,4,0,0.459,35,74,3,.667,.406,.547,109,7,1,0,0,0,0,5,0,117,.991,0,.000,,1,0,14,19,"10,21",0.48,10,21,"14,39",0.36,14,39,"13,32",0.41,13,32,"1,3",0.33,1,3,0,0,0,0,"8,16","5,9","24,43",23,0,0,0,0,0,0,0,11,17,0,,Wheaton,WHEATON,687-3850,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7279649570144233,20,90,batting,,,
2026-27,baseball,College Conference of Illinois and Wisconsin (CCIW),cciw,Millikin,Ty Cribbett,Ty,Cribbett,,424,Ty Cribbett,0,0MILLIKIN,16,16,,,55,13,22,11,5,2,0,7,0,8,2,1,6,1,1,0,0,0,0,0,0,1,0,0.529,31,71,7,.857,.400,.564,1,7,2,0,0,0,0,0,0,10,.800,0,.000,,0,2,20,12,"9,16",0.56,9,16,"15,31",0.48,15,31,"7,20",0.35,7,20,"2,5",0.40,2,5,0,0,0,0,"4,11","3,10","29,36",22,0,0,0,0,0,0,0,11,5,0,,Millikin,MILLIKIN,684-5240,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.628029405615926,21,90,batting,,,
2026-27,baseball,College Conference of Illinois and Wisconsin (CCIW),cciw,Wheaton,Tyler Burr,Tyler,Burr,,778,Tyler Burr,0,0WHEATON,18,18,,,75,23,31,14,6,1,0,10,0,1,3,1,2,2,0,1,0,0,0,0,0,0,0,0.483,39,87,4,.500,.413,.520,41,0,2,0,0,2,0,0,0,43,.953,2,1.000,,3,3,19,23,"7,16",0.44,7,16,"17,32",0.53,17,32,"11,23",0.48,11,23,"3,3",1.00,3,3,0,0,0,0,"13,32","5,7","24,35",89,0,0,0,0,0,0,0,6,13,0,,Wheaton,WHEATON,687-3849,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.315954908210474,22,89,batting,,,
2026-27,baseball,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,Jimmy Williams,Jimmy,Williams,,120,Jimmy Williams,0,0CARROLL,19,19,,,73,21,23,19,4,3,2,10,0,4,13,2,6,2,0,0,0,0,0,0,1,0,0,0.425,39,87,8,.750,.315,.534,132,7,3,0,0,0,0,8,0,142,.979,0,.000,,6,3,13,19,"13,28",0.46,13,28,"16,38",0.42,16,38,"7,20",0.35,7,20,"1,4",0.25,1,4,0,0,0,0,"8,21","5,9","28,43",12,0,0,0,0,0,0,0,5,12,0,,Carroll,CARROLL,1094-7426,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2575209137888717,23,88,batting,,,
2026-27,baseball,College Conference of Illinois and Wisconsin (CCIW),cciw,Carthage,Michael Ossenfort,Michael,Ossenfort,,121,Michael Ossenfort,0,0CARTHAGE,13,13,,,46,15,15,8,3,0,3,7,0,3,12,3,1,0,0,0,0,0,0,0,0,0,0,0.446,27,56,1,1.000,.326,.587,13,25,0,0,0,0,0,2,0,38,1.000,0,.000,,1,2,8,10,"6,11",0.55,6,11,"8,19",0.42,8,19,"4,13",0.31,4,13,"4,7",0.57,4,7,0,0,0,0,"9,22","1,2","13,22",0,0,0,0,0,0,0,0,2,1,0,,Carthage,CARTHAGE,681-6912,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9956053484526293,24,88,batting,,,
2026-27,baseball,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,Ryan Coon,Ryan,Coon,,40,Ryan Coon,0,0AUGUSTAN,19,19,,,78,30,24,23,6,0,2,9,0,5,15,4,12,1,1,3,0,0,0,0,1,0,0,0.400,36,96,13,.923,.308,.462,42,0,0,0,0,0,0,0,0,42,1.000,0,.000,,9,0,14,20,"6,22",0.27,6,22,"11,31",0.35,11,31,"11,31",0.35,11,31,"1,8",0.13,1,8,0,0,0,0,"13,27","8,10","26,41","1,1",1.00,1,1,0,0,0,0,7,11,0,,Augustana,AUGUSTAN,489-5391,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8913039513368133,25,87,batting,,,
