season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats,shot_stats,goal_stats,caution_stats,misc_stats,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Boyd, Regan",Regan,Boyd,,396,"Boyd, Regan","BOYD,REGAN",Maryville College,MVILLE,1027-2336,3,3,21,0,21,0,0,2,3,4,0,2,0,0,1.00,.67,1.33,.667,.000,0,0,0,0,0,2,1,.333,0,0,0,0,.00,.00,.00,.00,0,,178:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Haney, Abby",Abby,Haney,,396,"Haney, Abby","HANEY,ABBY",Maryville College,MVILLE,1027-2576,2,0,22,0,22,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,70:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Konieczny, Anne Marie",Anne Marie,Konieczny,,396,"Konieczny, Anne Marie","KONIECZNY,ANNE MARIE",Maryville College,MVILLE,1027-2026,2,1,23,0,23,0,0,2,2,1,1,0,0,0,1.00,1.00,.50,.000,.500,2,0,0,0,0,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,145:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"McDonald, Madison",Madison,McDonald,,396,"McDonald, Madison","MCDONALD,MADISON",Maryville College,MVILLE,1027-2027,3,3,24,0,24,0,0,2,3,2,0,1,0,0,1.00,.67,.67,.333,.000,1,0,0,0,0,0,0,.000,2,0,0,0,.67,.00,.00,.00,0,,193:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Forsey, Adaline",Adaline,Forsey,,396,"Forsey, Adaline","FORSEY,ADALINE",Maryville College,MVILLE,1027-2574,0,0,25,0,25,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Ontimara, Sophia",Sophia,Ontimara,,396,"Ontimara, Sophia","ONTIMARA,SOPHIA",Maryville College,MVILLE,1027-2581,2,0,26,0,26,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,63:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Umanzor, Olivia",Olivia,Umanzor,,426,"Umanzor, Olivia","UMANZOR,OLIVIA",Millsaps,MC,1282-3265,2,2,0,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,180:00,0,.00,.00,,,,,,35,0,1,1,0,.826,2.00,19,4,180:00,2,2,2.00,0.826,.000,9.50
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Borden, Kayla",Kayla,Borden,,426,"Borden, Kayla","BORDEN,KAYLA",Millsaps,MC,1282-3091,0,0,99,0,99,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Smith, Amelia",Amelia,Smith,,426,"Smith, Amelia","SMITH,AMELIA",Millsaps,MC,1282-3057,2,2,2,0,2,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,4,0,0,0,2.00,.00,.00,.00,0,,171:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Moorer, Haile",Haile,Moorer,,426,"Moorer, Haile","MOORER,HAILE",Millsaps,MC,1282-3084,2,2,3,0,3,0,0,3,8,2,0,1,0,0,4.00,1.50,1.00,.500,.000,2,0,0,0,0,0,0,.000,3,0,1,0,1.50,.50,.00,.00,0,,180:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Bremond, Alex",Alex,Bremond,,426,"Bremond, Alex","BREMOND,ALEX",Millsaps,MC,1282-2486,2,2,4,0,4,0,0,0,3,0,0,0,0,0,1.50,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,178:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Minor, Jeanae",Jeanae,Minor,,426,"Minor, Jeanae","MINOR,JEANAE",Millsaps,MC,1282-3085,2,0,5,0,5,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,21:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Perez, Madison",Madison,Perez,,426,"Perez, Madison","PEREZ,MADISON",Millsaps,MC,1282-3073,2,2,6,0,6,0,0,1,1,1,1,0,0,0,.50,.50,.50,.000,.500,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,158:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Biniam, Zillia",Zillia,Biniam,,426,"Biniam, Zillia","BINIAM,ZILLIA",Millsaps,MC,1282-2697,1,1,7,0,7,0,0,1,1,0,0,0,0,0,1.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,2,0,0,0,2.00,.00,.00,.00,0,,90:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Quick, Becca",Becca,Quick,,426,"Quick, Becca","QUICK,BECCA",Millsaps,MC,1282-2489,0,0,8,0,8,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Sanchez, Anahi",Anahi,Sanchez,,426,"Sanchez, Anahi","SANCHEZ,ANAHI",Millsaps,MC,1282-2849,1,0,9,0,9,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,16:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Merrell, Olivia",Olivia,Merrell,,426,"Merrell, Olivia","MERRELL,OLIVIA",Millsaps,MC,1282-3086,0,0,10,0,10,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Sutton, Ava",Ava,Sutton,,426,"Sutton, Ava","SUTTON,AVA",Millsaps,MC,1282-2850,0,0,11,0,11,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Crovetto, Rowan",Rowan,Crovetto,,426,"Crovetto, Rowan","CROVETTO,ROWAN",Millsaps,MC,1282-2851,0,0,12,0,12,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Templeton, Jordyn",Jordyn,Templeton,,426,"Templeton, Jordyn","TEMPLETON,JORDYN",Millsaps,MC,1282-2847,1,0,13,0,13,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,35:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Brasseaux, Reese",Reese,Brasseaux,,426,"Brasseaux, Reese","BRASSEAUX,REESE",Millsaps,MC,1282-2488,2,2,14,0,14,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,134:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Viquez, Victoria",Victoria,Viquez,,426,"Viquez, Victoria","VIQUEZ,VICTORIA",Millsaps,MC,1282-3087,2,2,15,0,15,0,0,1,1,3,1,1,0,0,.50,.50,1.50,.500,.500,0,0,0,0,1,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,132:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Busbee, Suzanna",Suzanna,Busbee,,426,"Busbee, Suzanna","BUSBEE,SUZANNA",Millsaps,MC,1282-2699,2,1,16,0,16,0,0,1,1,2,0,1,0,0,.50,.50,1.00,.500,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,125:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Candebat, Eliana",Eliana,Candebat,,426,"Candebat, Eliana","CANDEBAT,ELIANA",Millsaps,MC,1282-2852,0,0,17,0,17,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Parr, Rachel",Rachel,Parr,,426,"Parr, Rachel","PARR,RACHEL",Millsaps,MC,1282-2854,0,0,18,0,18,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Havens, Henley",Henley,Havens,,426,"Havens, Henley","HAVENS,HENLEY",Millsaps,MC,1282-3058,1,1,20,0,20,0,0,0,0,1,1,0,0,0,.00,.00,1.00,.000,1.000,0,0,0,0,0,0,0,.000,0,1,0,0,.00,.00,1.00,.00,0,,47:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Olivas, Alicia",Alicia,Olivas,,426,"Olivas, Alicia","OLIVAS,ALICIA",Millsaps,MC,1282-2853,2,1,21,0,21,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,107:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Birch, Eden",Eden,Birch,,426,"Birch, Eden","BIRCH,EDEN",Millsaps,MC,1282-3088,2,2,22,0,22,0,0,0,1,0,0,0,0,0,.50,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,114:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Morales, Emyly",Emyly,Morales,,426,"Morales, Emyly","MORALES,EMYLY",Millsaps,MC,1282-3089,2,2,23,0,23,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,180:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Wiard, Abby",Abby,Wiard,,426,"Wiard, Abby","WIARD,ABBY",Millsaps,MC,1282-2696,0,0,24,0,24,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Alexander, Dallys",Dallys,Alexander,,426,"Alexander, Dallys","ALEXANDER,DALLYS",Millsaps,MC,1282-3090,2,0,25,0,25,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,60:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Theriot, Bella",Bella,Theriot,,426,"Theriot, Bella","THERIOT,BELLA",Millsaps,MC,1282-3068,0,0,26,0,26,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Millsaps,"Toenjes, Kaleigh",Kaleigh,Toenjes,,426,"Toenjes, Kaleigh","TOENJES,KALEIGH",Millsaps,MC,1282-3060,2,0,27,0,27,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,19:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Riley, Eliza",Eliza,Riley,,132,"Riley, Eliza","RILEY,ELIZA",Centre,CEN,1268-3168,0,0,00,0,00,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Zutterman, Gracie",Gracie,Zutterman,,132,"Zutterman, Gracie","ZUTTERMAN,GRACIE",Centre,CEN,1268-3389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Redmon, Madeline",Madeline,Redmon,,132,"Redmon, Madeline","REDMON,MADELINE",Centre,CEN,1268-3396,3,3,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,257:00,0,.00,.00,,,,,,23,1,0,2,1,.750,0.35,3,1,256:30,3,3,.33,0.750,.333,1.00
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Kanavy, Kennedy",Kennedy,Kanavy,,132,"Kanavy, Kennedy","KANAVY,KENNEDY",Centre,CEN,1268-3624,0,0,99,0,99,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Labhart, Kaelin",Kaelin,Labhart,,132,"Labhart, Kaelin","LABHART,KAELIN",Centre,CEN,1268-3624,1,0,99,0,99,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,13:00,0,.00,.00,,,,,,1,0,0,0,0,1.000,0.00,1,0,13:30,0,1,.00,1.000,.000,1.00
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Bell, Aida",Aida,Bell,,132,"Bell, Aida","BELL,AIDA",Centre,CEN,1268-3175,3,3,2,0,2,0,0,3,4,2,0,1,0,0,1.33,1.00,.67,.333,.000,2,0,0,0,1,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,146:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Souders, Ada",Ada,Souders,,132,"Souders, Ada","SOUDERS,ADA",Centre,CEN,1268-3175,-2,-2,2,0,2,0,0,-2,-2,-4,0,-2,0,0,1.00,1.00,2.00,1.000,.000,0,0,0,0,-2,-2,0,.000,-2,0,0,0,1.00,.00,.00,.00,0,,-116:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Miles, Ashlyn",Ashlyn,Miles,,132,"Miles, Ashlyn","MILES,ASHLYN",Centre,CEN,1268-3180,3,0,3,0,3,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,41:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Quinn, Ava",Ava,Quinn,,132,"Quinn, Ava","QUINN,AVA",Centre,CEN,1268-3394,3,3,4,0,4,0,0,1,1,0,0,0,0,0,.33,.33,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,130:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Vasquez, Ella",Ella,Vasquez,,132,"Vasquez, Ella","VASQUEZ,ELLA",Centre,CEN,1268-3183,2,0,5,0,5,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,52:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Walz, Annie",Annie,Walz,,132,"Walz, Annie","WALZ,ANNIE",Centre,CEN,1268-3395,3,3,6,0,6,0,0,0,1,0,0,0,0,0,.33,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,1,0,.00,.33,.00,.00,0,,156:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Miles, Tessa",Tessa,Miles,,132,"Miles, Tessa","MILES,TESSA",Centre,CEN,1268-3392,3,0,7,0,7,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,136:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Zimlich, Caroline",Caroline,Zimlich,,132,"Zimlich, Caroline","ZIMLICH,CAROLINE",Centre,CEN,1268-3391,3,3,8,0,8,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,167:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Franklin, Ella",Ella,Franklin,,132,"Franklin, Ella","FRANKLIN,ELLA",Centre,CEN,1268-3615,-2,0,9,0,9,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,-18:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Hogg, Hannah",Hannah,Hogg,,132,"Hogg, Hannah","HOGG,HANNAH",Centre,CEN,1268-3615,2,0,9,0,9,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,19:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"O'Neill, Katie",Katie,O'Neill,,132,"O'Neill, Katie","O'NEILL,KATIE",Centre,CEN,1268-3390,0,0,10,0,10,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Cavacini, Claire",Claire,Cavacini,,132,"Cavacini, Claire","CAVACINI,CLAIRE",Centre,CEN,1268-3170,3,3,11,0,11,0,0,1,3,3,3,0,0,0,1.00,.33,1.00,.000,1.000,1,0,0,0,0,0,0,.000,3,0,0,0,1.00,.00,.00,.00,0,,161:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Hampton, Mary Martin",Mary Martin,Hampton,,132,"Hampton, Mary Martin","HAMPTON,MARY MARTIN",Centre,CEN,1268-3179,3,0,12,0,12,0,0,2,3,0,0,0,0,0,1.00,.67,.00,.000,.000,2,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,60:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Beasley, Brooke",Brooke,Beasley,,132,"Beasley, Brooke","BEASLEY,BROOKE",Centre,CEN,1268-3171,3,3,13,0,13,0,0,2,3,2,0,1,1,1,1.00,.67,.67,.333,.000,1,0,0,0,1,1,1,.333,2,0,0,0,.67,.00,.00,.00,0,,231:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Mullen, Claire",Claire,Mullen,,132,"Mullen, Claire","MULLEN,CLAIRE",Centre,CEN,1268-2936,3,0,14,0,14,0,0,0,1,0,0,0,0,0,.33,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,124:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Hinegardner, Natalie",Natalie,Hinegardner,,132,"Hinegardner, Natalie","HINEGARDNER,NATALIE",Centre,CEN,1268-3614,2,0,15,0,15,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,41:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Buser, Avery",Avery,Buser,,132,"Buser, Avery","BUSER,AVERY",Centre,CEN,1268-3172,3,0,16,0,16,0,0,0,1,1,1,0,0,0,.33,.00,.33,.000,.333,0,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,129:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Mann, Ella",Ella,Mann,,132,"Mann, Ella","MANN,ELLA",Centre,CEN,1268-3173,3,3,17,0,17,0,0,4,8,2,0,1,0,0,2.67,1.33,.67,.333,.000,3,0,0,0,0,0,0,.000,3,0,0,0,1.00,.00,.00,.00,0,,153:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Plummer, Grace",Grace,Plummer,,132,"Plummer, Grace","PLUMMER,GRACE",Centre,CEN,1268-3174,3,0,18,0,18,0,0,1,1,0,0,0,0,0,.33,.33,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,40:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Warner, Ashtyn",Ashtyn,Warner,,132,"Warner, Ashtyn","WARNER,ASHTYN",Centre,CEN,1268-2941,2,0,19,0,19,0,0,1,1,0,0,0,0,0,.50,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,10:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Burchett, Lily",Lily,Burchett,,132,"Burchett, Lily","BURCHETT,LILY",Centre,CEN,1268-2937,3,0,20,0,20,0,0,0,1,0,0,0,0,0,.33,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,3,0,0,0,1.00,.00,.00,.00,0,,90:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Siler, Jillian",Jillian,Siler,,132,"Siler, Jillian","SILER,JILLIAN",Centre,CEN,1268-3178,1,0,22,0,22,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,15:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Burke, Maggie",Maggie,Burke,,132,"Burke, Maggie","BURKE,MAGGIE",Centre,CEN,1268-3616,3,0,23,0,23,0,0,0,1,0,0,0,0,0,.33,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,108:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Centre,"Limehouse, Nicole",Nicole,Limehouse,,132,"Limehouse, Nicole","LIMEHOUSE,NICOLE",Centre,CEN,1268-2938,2,0,24,0,24,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,13:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
