season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats,shot_stats,goal_stats,caution_stats,misc_stats,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game
2026-27,wsoc,Southern Athletic Association (SAA),saa,Berry,"Voyvodic, Lyndi",Lyndi,Voyvodic,,973,"Voyvodic, Lyndi","VOYVODIC,LYNDI",Berry,BER,838-3905,1,0,20,0,20,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,12:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Berry,"Leslein, Elcee",Elcee,Leslein,,973,"Leslein, Elcee","LESLEIN,ELCEE",Berry,BER,838-3903,1,0,21,0,21,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,60:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Berry,"Walsh, Emily",Emily,Walsh,,973,"Walsh, Emily","WALSH,EMILY",Berry,BER,838-3656,1,0,22,0,22,0,0,1,2,0,0,0,0,0,2.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,30:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Berry,"Cutler, Mia",Mia,Cutler,,973,"Cutler, Mia","CUTLER,MIA",Berry,BER,838-3386,1,0,23,0,23,0,0,1,4,0,0,0,0,0,4.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,36:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Berry,"Swain, Heidi",Heidi,Swain,,973,"Swain, Heidi","SWAIN,HEIDI",Berry,BER,838-3896,1,0,24,0,24,0,0,2,3,2,0,1,1,1,3.00,2.00,2.00,1.000,.000,1,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,23:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Berry,"Strickland, Ide",Ide,Strickland,,973,"Strickland, Ide","STRICKLAND,IDE",Berry,BER,838-3387,1,1,25,0,25,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,69:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Berry,"Graham, Zoe",Zoe,Graham,,973,"Graham, Zoe","GRAHAM,ZOE",Berry,BER,838-3898,1,0,26,0,26,0,0,1,2,2,0,1,0,0,2.00,1.00,2.00,1.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,25:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Berry,"Morgan, Abby",Abby,Morgan,,973,"Morgan, Abby","MORGAN,ABBY",Berry,BER,838-2823,1,0,28,0,28,0,0,2,2,2,0,1,0,0,2.00,2.00,2.00,1.000,.000,1,0,0,0,1,1,1,1.000,2,0,0,0,2.00,.00,.00,.00,0,,42:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Berry,"Robbins, Anna",Anna,Robbins,,973,"Robbins, Anna","ROBBINS,ANNA",Berry,BER,838-3664,1,0,29,0,29,0,0,1,1,0,0,0,0,0,1.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,26:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Berry,"Strickland, Aubrey",Aubrey,Strickland,,973,"Strickland, Aubrey","STRICKLAND,AUBREY",Berry,BER,838-3906,1,0,30,0,30,0,0,0,1,0,0,0,0,0,1.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,26:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Garza, Gaby",Gaby,Garza,,573,"Garza, Gaby","GARZA,GABY",Rhodes,RC,1390-4932,2,2,00,0,00,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,,,,,,2,0,0,2,0,1.000,0.00,1,0,90:00,2,2,.00,1.000,.000,.50
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Hollis, Lauren",Lauren,Hollis,,573,"Hollis, Lauren","HOLLIS,LAUREN",Rhodes,RC,1390-5161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,,,,,,2,0,0,0,0,1.000,0.00,2,0,70:00,0,2,.00,1.000,.000,1.00
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Russum, Emily",Emily,Russum,,573,"Russum, Emily","RUSSUM,EMILY",Rhodes,RC,1390-4840,2,0,2,0,2,0,0,0,1,0,0,0,0,0,.50,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,52:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Volf, Jane",Jane,Volf,,573,"Volf, Jane","VOLF,JANE",Rhodes,RC,1390-4843,2,0,3,0,3,0,0,2,4,2,0,1,0,0,2.00,1.00,1.00,.500,.000,1,0,0,0,0,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,93:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Kilgore, Lina",Lina,Kilgore,,573,"Kilgore, Lina","KILGORE,LINA",Rhodes,RC,1390-4838,2,0,4,0,4,0,0,1,1,1,1,0,0,0,.50,.50,.50,.000,.500,1,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,90:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Carter, Maddie",Maddie,Carter,,573,"Carter, Maddie","CARTER,MADDIE",Rhodes,RC,1390-4836,2,2,5,0,5,0,0,1,3,0,0,0,0,0,1.50,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,75:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Gladkowski, Maggie",Maggie,Gladkowski,,573,"Gladkowski, Maggie","GLADKOWSKI,MAGGIE",Rhodes,RC,1390-5162,1,0,6,0,6,0,0,0,2,0,0,0,0,0,2.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,19:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Carrington, Hadley",Hadley,Carrington,,573,"Carrington, Hadley","CARRINGTON,HADLEY",Rhodes,RC,1390-5163,2,0,7,0,7,0,0,3,6,6,0,3,0,0,3.00,1.50,3.00,1.500,.000,0,0,0,0,1,0,1,.500,1,0,0,0,.50,.00,.00,.00,0,,73:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Poulter, Jessie",Jessie,Poulter,,573,"Poulter, Jessie","POULTER,JESSIE",Rhodes,RC,1390-4839,0,0,8,0,8,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Bradford, Lauren",Lauren,Bradford,,573,"Bradford, Lauren","BRADFORD,LAUREN",Rhodes,RC,1390-5164,2,0,9,0,9,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,26:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Cimino, Annie",Annie,Cimino,,573,"Cimino, Annie","CIMINO,ANNIE",Rhodes,RC,1390-4614,2,2,10,0,10,0,0,1,1,2,0,1,0,0,.50,.50,1.00,.500,.000,0,0,0,0,1,0,1,.500,0,0,1,0,.00,.50,.00,.00,0,,86:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Ertel, Morgan",Morgan,Ertel,,573,"Ertel, Morgan","ERTEL,MORGAN",Rhodes,RC,1390-5165,1,0,11,0,11,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,19:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Moncho, Audrey",Audrey,Moncho,,573,"Moncho, Audrey","MONCHO,AUDREY",Rhodes,RC,1390-5166,0,0,12,0,12,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Kirby, Aurelia",Aurelia,Kirby,,573,"Kirby, Aurelia","KIRBY,AURELIA",Rhodes,RC,1390-4933,2,2,13,0,13,0,0,1,6,0,0,0,0,0,3.00,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,72:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"McGarvey, Kate",Kate,McGarvey,,573,"McGarvey, Kate","MCGARVEY,KATE",Rhodes,RC,1390-4936,2,0,14,0,14,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,20:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Gallagher, Sydney",Sydney,Gallagher,,573,"Gallagher, Sydney","GALLAGHER,SYDNEY",Rhodes,RC,1390-4934,2,0,15,0,15,0,0,1,4,0,0,0,0,0,2.00,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,68:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Rush, Audrey",Audrey,Rush,,573,"Rush, Audrey","RUSH,AUDREY",Rhodes,RC,1390-5168,2,2,16,0,16,0,0,2,5,0,0,0,0,0,2.50,1.00,.00,.000,.000,2,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,133:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Mullally, Ella",Ella,Mullally,,573,"Mullally, Ella","MULLALLY,ELLA",Rhodes,RC,1390-5169,2,2,17,0,17,0,0,2,5,4,0,2,0,0,2.50,1.00,2.00,1.000,.000,0,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,105:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Strickland, Erin",Erin,Strickland,,573,"Strickland, Erin","STRICKLAND,ERIN",Rhodes,RC,1390-4612,2,0,18,0,18,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,32:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Simpson, Lily",Lily,Simpson,,573,"Simpson, Lily","SIMPSON,LILY",Rhodes,RC,1390-4842,0,0,19,0,19,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Goldstein, Mallory",Mallory,Goldstein,,573,"Goldstein, Mallory","GOLDSTEIN,MALLORY",Rhodes,RC,1390-4613,2,2,20,0,20,0,0,0,2,0,0,0,0,0,1.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,118:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Cliff, Erin",Erin,Cliff,,573,"Cliff, Erin","CLIFF,ERIN",Rhodes,RC,1390-4837,2,0,21,0,21,0,0,0,0,2,2,0,0,0,.00,.00,1.00,.000,1.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,64:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Lyons, Claire",Claire,Lyons,,573,"Lyons, Claire","LYONS,CLAIRE",Rhodes,RC,1390-5170,2,2,22,0,22,0,0,1,2,0,0,0,0,0,1.00,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,66:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Prophater, Cate",Cate,Prophater,,573,"Prophater, Cate","PROPHATER,CATE",Rhodes,RC,1390-5171,2,0,23,0,23,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,87:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Lawrence, Ellie",Ellie,Lawrence,,573,"Lawrence, Ellie","LAWRENCE,ELLIE",Rhodes,RC,1390-4617,2,2,25,0,25,0,0,1,3,0,0,0,0,0,1.50,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,100:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Wilson, Kyleigh",Kyleigh,Wilson,,573,"Wilson, Kyleigh","WILSON,KYLEIGH",Rhodes,RC,1390-5206,2,0,26,0,26,0,0,0,1,1,1,0,0,0,.50,.00,.50,.000,.500,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Hill, Charlotte",Charlotte,Hill,,573,"Hill, Charlotte","HILL,CHARLOTTE",Rhodes,RC,1390-4935,2,0,27,0,27,0,0,1,1,0,0,0,0,0,.50,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,34:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Palmer, Savvy",Savvy,Palmer,,573,"Palmer, Savvy","PALMER,SAVVY",Rhodes,RC,1390-5172,2,2,28,0,28,0,0,1,5,0,0,0,0,0,2.50,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,81:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Bender, Alex",Alex,Bender,,573,"Bender, Alex","BENDER,ALEX",Rhodes,RC,1390-5173,0,0,30,0,30,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Arjmand, Lili",Lili,Arjmand,,573,"Arjmand, Lili","ARJMAND,LILI",Rhodes,RC,1390-5174,0,0,33,0,33,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Rhodes,"Stanley, Kat",Kat,Stanley,,573,"Stanley, Kat","STANLEY,KAT",Rhodes,RC,1390-4844,2,2,35,0,35,0,0,1,3,2,2,0,0,0,1.50,.50,1.00,.000,1.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,147:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Atkinson, Trinity",Trinity,Atkinson,,396,"Atkinson, Trinity","ATKINSON,TRINITY",Maryville College,MVILLE,1027-2335,2,2,0,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,162:00,0,.00,.00,,,,,,38,1,1,0,0,.722,2.80,13,5,161:18,2,2,2.50,0.722,.000,6.50
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Silva, Paige",Paige,Silva,,396,"Silva, Paige","SILVA,PAIGE",Maryville College,MVILLE,1027-2583,1,1,00,0,00,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,77:00,0,.00,.00,,,,,,14,0,0,1,0,.889,1.18,8,1,76:16,1,1,1.00,0.889,.000,8.00
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Zegers, Emma",Emma,Zegers,,396,"Zegers, Emma","ZEGERS,EMMA",Maryville College,MVILLE,1027-2586,2,0,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,31:00,0,.00,.00,,,,,,4,0,0,0,0,1.000,0.00,2,0,32:26,0,2,.00,1.000,.000,1.00
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Saylor, Ruby",Ruby,Saylor,,396,"Saylor, Ruby","SAYLOR,RUBY",Maryville College,MVILLE,1027-2582,3,1,2,0,2,0,0,0,4,1,1,0,0,0,1.33,.00,.33,.000,.333,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,120:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Leander, Elly",Elly,Leander,,396,"Leander, Elly","LEANDER,ELLY",Maryville College,MVILLE,1027-2577,3,2,4,0,4,0,0,0,1,0,0,0,0,0,.33,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,216:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Miller, Madelyn",Madelyn,Miller,,396,"Miller, Madelyn","MILLER,MADELYN",Maryville College,MVILLE,1027-2579,3,0,6,0,6,0,0,1,4,4,2,1,0,0,1.33,.33,1.33,.333,.667,0,0,0,0,1,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,131:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Baggett, Addison",Addison,Baggett,,396,"Baggett, Addison","BAGGETT,ADDISON",Maryville College,MVILLE,1027-2337,3,0,7,0,7,0,0,1,1,2,0,1,0,0,.33,.33,.67,.333,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,60:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Corley, Katie",Katie,Corley,,396,"Corley, Katie","CORLEY,KATIE",Maryville College,MVILLE,1027-2025,3,3,8,0,8,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,2,0,0,0,.67,.00,.00,.00,0,,164:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Wunderlich, Lolah",Lolah,Wunderlich,,396,"Wunderlich, Lolah","WUNDERLICH,LOLAH",Maryville College,MVILLE,1027-2585,3,0,9,0,9,0,0,2,3,2,0,1,0,0,1.00,.67,.67,.333,.000,1,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,86:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Schuld, Ellie",Ellie,Schuld,,396,"Schuld, Ellie","SCHULD,ELLIE",Maryville College,MVILLE,1027-2023,0,0,10,0,10,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Kantor, Addison",Addison,Kantor,,396,"Kantor, Addison","KANTOR,ADDISON",Maryville College,MVILLE,1027-2338,3,3,11,0,11,0,0,0,1,0,0,0,0,0,.33,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,4,0,0,0,1.33,.00,.00,.00,0,,255:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Mills, Kaylee",Kaylee,Mills,,396,"Mills, Kaylee","MILLS,KAYLEE",Maryville College,MVILLE,1027-2580,3,3,12,0,12,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,225:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Halliburton, Gabbie",Gabbie,Halliburton,,396,"Halliburton, Gabbie","HALLIBURTON,GABBIE",Maryville College,MVILLE,1027-2128,3,3,13,0,13,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,233:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Ray, Katie",Katie,Ray,,396,"Ray, Katie","RAY,KATIE",Maryville College,MVILLE,1027-2339,3,3,14,0,14,0,0,0,0,1,1,0,0,0,.00,.00,.33,.000,.333,0,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,244:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Lehocky, Sam",Sam,Lehocky,,396,"Lehocky, Sam","LEHOCKY,SAM",Maryville College,MVILLE,1027-2340,3,2,15,0,15,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,133:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Cotten, Katie",Katie,Cotten,,396,"Cotten, Katie","COTTEN,KATIE",Maryville College,MVILLE,1027-2024,3,3,16,0,16,0,0,1,2,3,1,1,0,0,.67,.33,1.00,.333,.333,0,0,0,0,1,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,184:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Maciejewski, Lexi",Lexi,Maciejewski,,396,"Maciejewski, Lexi","MACIEJEWSKI,LEXI",Maryville College,MVILLE,1027-2578,0,0,17,0,17,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Henson, Callie",Callie,Henson,,396,"Henson, Callie","HENSON,CALLIE",Maryville College,MVILLE,1027-2129,0,0,18,0,18,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Wilcox, Allison",Allison,Wilcox,,396,"Wilcox, Allison","WILCOX,ALLISON",Maryville College,MVILLE,1027-2584,0,0,19,0,19,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Southern Athletic Association (SAA),saa,Maryville College,"Giles, Olivia",Olivia,Giles,,396,"Giles, Olivia","GILES,OLIVIA",Maryville College,MVILLE,1027-2575,0,0,20,0,20,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
