season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats,goal_stats,penalty_stats,misc_stats,shot_stats
2026-27,mlax,Atlantic East Conference (AEC),aec,Centenary (NJ),Bohdan Olefirenko,Bohdan,Olefirenko,,12884,Bohdan Olefirenko,"OLEFIRENKO,BOHDAN",OLEFIRENKOBOHDANCENTENAR,2,2,,,Centenary (NJ),CENTENAR,1331-3635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,120:00,0,0,1.000,2,120:00,45,32,0,0,1,0,0,0,0,100,22.50,.416,0,0,0,0,0,0,.000,0.00,,,,,
2026-27,mlax,Atlantic East Conference (AEC),aec,Centenary (NJ),Christian Cheney,Christian,Cheney,,12884,Christian Cheney,"CHENEY,CHRISTIAN",CHENEYCHRISTIANCENTENAR,2,2,,,Centenary (NJ),CENTENAR,1331-3789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,120:00,0,0,1.000,,,,,,,,,,,,,,,3,7,0,0,0,0,.429,0.00,,,,,
2026-27,mlax,Atlantic East Conference (AEC),aec,Centenary (NJ),Lucas Bova,Lucas,Bova,,12884,Lucas Bova,"BOVA,LUCAS",BOVALUCASCENTENAR,2,2,,,Centenary (NJ),CENTENAR,1331-3884,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,120:00,0,0,1.000,,,,,,,,,,,,,,,12,15,0,2,0,2,.800,1.00,,,,,
2026-27,mlax,Atlantic East Conference (AEC),aec,Centenary (NJ),Hasad Golden,Hasad,Golden,,12884,Hasad Golden,"GOLDEN,HASAD",GOLDENHASADCENTENAR,2,2,,,Centenary (NJ),CENTENAR,1331-3879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,120:00,0,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000,0.00,,,,,
2026-27,mlax,Atlantic East Conference (AEC),aec,Centenary (NJ),Elliot Tillinghast,Elliot,Tillinghast,,12884,Elliot Tillinghast,"TILLINGHAST,ELLIOT",TILLINGHASTELLIOTCENTENAR,2,2,,,Centenary (NJ),CENTENAR,1331-3537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,120:00,0,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000,0.00,,,,,
2026-27,mlax,Atlantic East Conference (AEC),aec,Centenary (NJ),Marty Zoet,Marty,Zoet,,12884,Marty Zoet,"ZOET,MARTY",ZOETMARTYCENTENAR,2,2,,,Centenary (NJ),CENTENAR,1331-3717,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,0,120:00,0,0,1.000,,,,,,,,,,,,,,,9,10,0,3,0,3,.900,1.50,,,,,
2026-27,mlax,Atlantic East Conference (AEC),aec,Centenary (NJ),Xavier Cruz,Xavier,Cruz,,12884,Xavier Cruz,"CRUZ,XAVIER",CRUZXAVIERCENTENAR,2,0,,,Centenary (NJ),CENTENAR,1331-3847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,00:00,0,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000,0.00,,,,,
2026-27,mlax,Atlantic East Conference (AEC),aec,Centenary (NJ),Joseph Scozzafava,Joseph,Scozzafava,,12884,Joseph Scozzafava,"SCOZZAFAVA,JOSEPH",SCOZZAFAVAJOSEPHCENTENAR,2,2,,,Centenary (NJ),CENTENAR,1331-3880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120:00,0,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000,0.00,,,,,
2026-27,mlax,Atlantic East Conference (AEC),aec,Centenary (NJ),Sean Quinones,Sean,Quinones,,12884,Sean Quinones,"QUINONES,SEAN",QUINONESSEANCENTENAR,2,2,,,Centenary (NJ),CENTENAR,1331-3648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,5,0,3,3,120:00,0,4,1.000,,,,,,,,,,,,,,,2,4,0,0,0,0,.500,0.00,,,,,
2026-27,mlax,Atlantic East Conference (AEC),aec,Centenary (NJ),Thomas Drea,Thomas,Drea,,12884,Thomas Drea,"DREA,THOMAS",DREATHOMASCENTENAR,1,0,,,Centenary (NJ),CENTENAR,1331-3850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,9,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000,0.00,,,,,
