season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game
2026-27,wsoc,Middle Atlantic Conferences (MAC),mac,FDU - Florham,"Meehan, Kieran",Kieran,Meehan,,221,"Meehan, Kieran","MEEHAN,KIERAN",FDU - Florham,FDU,1000-4156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Middle Atlantic Conferences (MAC),mac,FDU - Florham,"Kurzynowski, Lauren",Lauren,Kurzynowski,,221,"Kurzynowski, Lauren","KURZYNOWSKI,LAUREN",FDU - Florham,FDU,1000-3877,1,0,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,20:00,0,.00,.00,,2,0,0,0,0,1.000,0.00,2,0,20:15,0,1,.00,1.000,.000,2.00
2026-27,wsoc,Middle Atlantic Conferences (MAC),mac,FDU - Florham,"Penevolpe, Italia",Italia,Penevolpe,,221,"Penevolpe, Italia","PENEVOLPE,ITALIA",FDU - Florham,FDU,1000-3883,2,2,32,0,32,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,160:00,0,.00,.00,,13,0,0,2,1,1.000,0.00,8,0,159:45,2,2,.00,1.000,.500,4.00
2026-27,wsoc,Middle Atlantic Conferences (MAC),mac,FDU - Florham,"Wiercinski, Sophia",Sophia,Wiercinski,,221,"Wiercinski, Sophia","WIERCINSKI,SOPHIA",FDU - Florham,FDU,1000-3887,2,2,2,0,2,0,0,1,1,0,0,0,0,0,.50,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,83:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Middle Atlantic Conferences (MAC),mac,FDU - Florham,"Franzese, Julianna",Julianna,Franzese,,221,"Franzese, Julianna","FRANZESE,JULIANNA",FDU - Florham,FDU,1000-4152,2,0,3,0,3,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,64:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Middle Atlantic Conferences (MAC),mac,FDU - Florham,"Ferrara, Mackenzie",Mackenzie,Ferrara,,221,"Ferrara, Mackenzie","FERRARA,MACKENZIE",FDU - Florham,FDU,1000-3874,2,1,4,0,4,0,0,5,7,1,1,0,0,0,3.50,2.50,.50,.000,.500,5,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,126:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Middle Atlantic Conferences (MAC),mac,FDU - Florham,"Rivera, Selena",Selena,Rivera,,221,"Rivera, Selena","RIVERA,SELENA",FDU - Florham,FDU,1000-3886,2,2,5,0,5,0,0,5,8,5,1,2,0,0,4.00,2.50,2.50,1.000,.500,3,0,0,0,0,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,107:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Middle Atlantic Conferences (MAC),mac,FDU - Florham,"Peto, Alayna",Alayna,Peto,,221,"Peto, Alayna","PETO,ALAYNA",FDU - Florham,FDU,1000-3884,0,0,6,0,6,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Middle Atlantic Conferences (MAC),mac,FDU - Florham,"Anthony, Julia",Julia,Anthony,,221,"Anthony, Julia","ANTHONY,JULIA",FDU - Florham,FDU,1000-3668,0,0,8,0,8,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Middle Atlantic Conferences (MAC),mac,FDU - Florham,"Jones, Tatum",Tatum,Jones,,221,"Jones, Tatum","JONES,TATUM",FDU - Florham,FDU,1000-4154,2,0,9,0,9,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,55:00,0,.00,.00,,,,,,,,,,,,,,,,,
