season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source
2025-26,mgolf,Men,Independent,independent,Christopher Newport,Christopher Newport University,Nick Alexander,,Fourth Year,15913,65,ACTIVE,73.47,1.47,19,72.1843146477312,8,0,0,40.3558936724788,-7.73712832241653,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Independent,independent,Babson,Babson College,Aman Vantipalli,,Third Year,33175,74,ACTIVE,73.26,1.26,27,72.2249505168452,10,2,0,38.8175277498519,-7.61896934185723,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Independent,independent,Babson,Babson College,Shane Quinn,,,19349,95,ACTIVE,74.0,2.0,17,72.6489233874642,7,1,1,36.7207051079074,-7.02972149123555,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Independent,independent,Babson,Babson College,Jack Berry,,Fourth Year,78748,128,ACTIVE,74.28,2.28,25,73.2884581410089,10,1,1,33.3934448647134,-7.80250575000868,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Independent,independent,Christopher Newport,Christopher Newport University,Jacob Foti,,Third Year,37227,134,ACTIVE,74.83,2.83,18,73.2801427471551,8,1,0,32.8200321420939,-8.30523269016652,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Independent,independent,Christopher Newport,Christopher Newport University,Patrick O' Rourke,,Second Year,9425,145,ACTIVE,74.26,2.26,19,72.9737883319418,8,0,0,31.6239405088913,-7.73712832241653,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Independent,independent,Christopher Newport,Christopher Newport University,Fischer Leggitt,,Second Year,9426,150,ACTIVE,74.5,2.5,18,73.1778628288954,8,2,1,31.1066894562626,-8.37498980895034,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Independent,independent,Babson,Babson College,Colin Fowler,,,14632,158,ACTIVE,74.48,2.48,25,73.4884581410089,10,1,0,30.6987222568746,-7.80250575000868,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Independent,independent,Salisbury,Salisbury University,Ryan Henneman,,Third Year,36144,167,ACTIVE,75.78,3.78,18,74.4512161046231,11,5,2,29.9393483006712,-12.6019762912331,Region III - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Independent,independent,JWU Charlotte,Johnson & Wales University - Charlotte,Bowen Kicklighter,,Second Year,7801,276,ACTIVE,75.06,3.06,17,74.4596165642747,8,3,2,23.7977163853901,-11.9195003713347,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Independent,independent,Christopher Newport,Christopher Newport University,Jimmy Spallone,,Second Year,9428,342,ACTIVE,76.33,4.33,12,74.788387485631,6,1,0,21.3939165147971,-9.36986600917262,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Independent,independent,Babson,Babson College,Chad Tordone,,Third Year,33174,413,ACTIVE,76.12,4.12,25,75.1284581410089,10,0,0,19.3889760483742,-7.80250575000868,Region I - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Independent,independent,Christopher Newport,Christopher Newport University,Stephen Patterson,,,17755,465,ACTIVE,76.54,4.54,13,75.2549789592778,6,0,0,17.7486449385406,-9.51025726060053,Region IV - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Independent,independent,Christopher Newport,Christopher Newport University,Nathan Smith,,Second Year,9427,484,ACTIVE,77.06,5.06,17,75.9736242067588,7,0,0,17.3690018066477,-8.43352202909369,Region IV - (M) DIII,clippd_scoreboard
